Time_Index,NG,None,Biomass
889,3.98,0,8
890,3.98,0,8
891,3.98,0,8
892,3.98,0,8
893,3.98,0,8
894,3.98,0,8
895,3.98,0,8
896,3.98,0,8
897,3.98,0,8
898,3.98,0,8
899,3.98,0,8
900,3.98,0,8
901,3.98,0,8
902,3.98,0,8
903,3.98,0,8
904,3.98,0,8
905,3.98,0,8
906,3.98,0,8
907,3.98,0,8
908,3.98,0,8
909,3.98,0,8
910,3.98,0,8
911,3.98,0,8
912,3.98,0,8
913,3.98,0,8
914,3.98,0,8
915,3.98,0,8
916,3.98,0,8
917,3.98,0,8
918,3.98,0,8
919,3.98,0,8
920,3.98,0,8
921,3.98,0,8
922,3.98,0,8
923,3.98,0,8
924,3.98,0,8
925,3.98,0,8
926,3.98,0,8
927,3.98,0,8
928,3.98,0,8
929,3.98,0,8
930,3.98,0,8
931,3.98,0,8
932,3.98,0,8
933,3.98,0,8
934,3.98,0,8
935,3.98,0,8
936,3.98,0,8
937,3.98,0,8
938,3.98,0,8
939,3.98,0,8
940,3.98,0,8
941,3.98,0,8
942,3.98,0,8
943,3.98,0,8
944,3.98,0,8
945,3.98,0,8
946,3.98,0,8
947,3.98,0,8
948,3.98,0,8
949,3.98,0,8
950,3.98,0,8
951,3.98,0,8
952,3.98,0,8
953,3.98,0,8
954,3.98,0,8
955,3.98,0,8
956,3.98,0,8
957,3.98,0,8
958,3.98,0,8
959,3.98,0,8
960,3.98,0,8
961,3.98,0,8
962,3.98,0,8
963,3.98,0,8
964,3.98,0,8
965,3.98,0,8
966,3.98,0,8
967,3.98,0,8
968,3.98,0,8
969,3.98,0,8
970,3.98,0,8
971,3.98,0,8
972,3.98,0,8
973,3.98,0,8
974,3.98,0,8
975,3.98,0,8
976,3.98,0,8
977,3.98,0,8
978,3.98,0,8
979,3.98,0,8
980,3.98,0,8
981,3.98,0,8
982,3.98,0,8
983,3.98,0,8
984,3.98,0,8
985,3.98,0,8
986,3.98,0,8
987,3.98,0,8
988,3.98,0,8
989,3.98,0,8
990,3.98,0,8
991,3.98,0,8
992,3.98,0,8
993,3.98,0,8
994,3.98,0,8
995,3.98,0,8
996,3.98,0,8
997,3.98,0,8
998,3.98,0,8
999,3.98,0,8
1000,3.98,0,8
1001,3.98,0,8
1002,3.98,0,8
1003,3.98,0,8
1004,3.98,0,8
1005,3.98,0,8
1006,3.98,0,8
1007,3.98,0,8
1008,3.98,0,8
1009,3.98,0,8
1010,3.98,0,8
1011,3.98,0,8
1012,3.98,0,8
1013,3.98,0,8
1014,3.98,0,8
1015,3.98,0,8
1016,3.98,0,8
1017,3.98,0,8
1018,3.98,0,8
1019,3.98,0,8
1020,3.98,0,8
1021,3.98,0,8
1022,3.98,0,8
1023,3.98,0,8
1024,3.98,0,8
1025,3.98,0,8
1026,3.98,0,8
1027,3.98,0,8
1028,3.98,0,8
1029,3.98,0,8
1030,3.98,0,8
1031,3.98,0,8
1032,3.98,0,8
1033,3.98,0,8
1034,3.98,0,8
1035,3.98,0,8
1036,3.98,0,8
1037,3.98,0,8
1038,3.98,0,8
1039,3.98,0,8
1040,3.98,0,8
1041,3.98,0,8
1042,3.98,0,8
1043,3.98,0,8
1044,3.98,0,8
1045,3.98,0,8
1046,3.98,0,8
1047,3.98,0,8
1048,3.98,0,8
1049,3.98,0,8
1050,3.98,0,8
1051,3.98,0,8
1052,3.98,0,8
1053,3.98,0,8
1054,3.98,0,8
1055,3.98,0,8
1056,3.98,0,8
1057,3.98,0,8
1058,3.98,0,8
1059,3.98,0,8
1060,3.98,0,8
1061,3.98,0,8
1062,3.98,0,8
1063,3.98,0,8
1064,3.98,0,8
1065,3.98,0,8
1066,3.98,0,8
1067,3.98,0,8
1068,3.98,0,8
1069,3.98,0,8
1070,3.98,0,8
1071,3.98,0,8
1072,3.98,0,8
1073,3.98,0,8
1074,3.98,0,8
1075,3.98,0,8
1076,3.98,0,8
1077,3.98,0,8
1078,3.98,0,8
1079,3.98,0,8
1080,3.98,0,8
1081,3.98,0,8
1082,3.98,0,8
1083,3.98,0,8
1084,3.98,0,8
1085,3.98,0,8
1086,3.98,0,8
1087,3.98,0,8
1088,3.98,0,8
1089,3.98,0,8
1090,3.98,0,8
1091,3.98,0,8
1092,3.98,0,8
1093,3.98,0,8
1094,3.98,0,8
1095,3.98,0,8
1096,3.98,0,8
1097,3.98,0,8
1098,3.98,0,8
1099,3.98,0,8
1100,3.98,0,8
1101,3.98,0,8
1102,3.98,0,8
1103,3.98,0,8
1104,3.98,0,8
1105,3.98,0,8
1106,3.98,0,8
1107,3.98,0,8
1108,3.98,0,8
1109,3.98,0,8
1110,3.98,0,8
1111,3.98,0,8
1112,3.98,0,8
1113,3.98,0,8
1114,3.98,0,8
1115,3.98,0,8
1116,3.98,0,8
1117,3.98,0,8
1118,3.98,0,8
1119,3.98,0,8
1120,3.98,0,8
1121,3.98,0,8
1122,3.98,0,8
1123,3.98,0,8
1124,3.98,0,8
1125,3.98,0,8
1126,3.98,0,8
1127,3.98,0,8
1128,3.98,0,8
1129,3.98,0,8
1130,3.98,0,8
1131,3.98,0,8
1132,3.98,0,8
1133,3.98,0,8
1134,3.98,0,8
1135,3.98,0,8
1136,3.98,0,8
1137,3.98,0,8
1138,3.98,0,8
1139,3.98,0,8
1140,3.98,0,8
1141,3.98,0,8
1142,3.98,0,8
1143,3.98,0,8
1144,3.98,0,8
1145,3.98,0,8
1146,3.98,0,8
1147,3.98,0,8
1148,3.98,0,8
1149,3.98,0,8
1150,3.98,0,8
1151,3.98,0,8
1152,3.98,0,8
1153,3.98,0,8
1154,3.98,0,8
1155,3.98,0,8
1156,3.98,0,8
1157,3.98,0,8
1158,3.98,0,8
1159,3.98,0,8
1160,3.98,0,8
1161,3.98,0,8
1162,3.98,0,8
1163,3.98,0,8
1164,3.98,0,8
1165,3.98,0,8
1166,3.98,0,8
1167,3.98,0,8
1168,3.98,0,8
1169,3.98,0,8
1170,3.98,0,8
1171,3.98,0,8
1172,3.98,0,8
1173,3.98,0,8
1174,3.98,0,8
1175,3.98,0,8
1176,3.98,0,8
1177,3.98,0,8
1178,3.98,0,8
1179,3.98,0,8
1180,3.98,0,8
1181,3.98,0,8
1182,3.98,0,8
1183,3.98,0,8
1184,3.98,0,8
1185,3.98,0,8
1186,3.98,0,8
1187,3.98,0,8
1188,3.98,0,8
1189,3.98,0,8
1190,3.98,0,8
1191,3.98,0,8
1192,3.98,0,8
1193,3.98,0,8
1194,3.98,0,8
1195,3.98,0,8
1196,3.98,0,8
1197,3.98,0,8
1198,3.98,0,8
1199,3.98,0,8
1200,3.98,0,8
1201,3.98,0,8
1202,3.98,0,8
1203,3.98,0,8
1204,3.98,0,8
1205,3.98,0,8
1206,3.98,0,8
1207,3.98,0,8
1208,3.98,0,8
1209,3.98,0,8
1210,3.98,0,8
1211,3.98,0,8
1212,3.98,0,8
1213,3.98,0,8
1214,3.98,0,8
1215,3.98,0,8
1216,3.98,0,8
1217,3.98,0,8
1218,3.98,0,8
1219,3.98,0,8
1220,3.98,0,8
1221,3.98,0,8
1222,3.98,0,8
1223,3.98,0,8
1224,3.98,0,8
1225,3.98,0,8
1226,3.98,0,8
1227,3.98,0,8
1228,3.98,0,8
1229,3.98,0,8
1230,3.98,0,8
1231,3.98,0,8
1232,3.98,0,8
1233,3.98,0,8
1234,3.98,0,8
1235,3.98,0,8
1236,3.98,0,8
1237,3.98,0,8
1238,3.98,0,8
1239,3.98,0,8
1240,3.98,0,8
1241,3.98,0,8
1242,3.98,0,8
1243,3.98,0,8
1244,3.98,0,8
1245,3.98,0,8
1246,3.98,0,8
1247,3.98,0,8
1248,3.98,0,8
1249,3.98,0,8
1250,3.98,0,8
1251,3.98,0,8
1252,3.98,0,8
1253,3.98,0,8
1254,3.98,0,8
1255,3.98,0,8
1256,3.98,0,8
1257,3.98,0,8
1258,3.98,0,8
1259,3.98,0,8
1260,3.98,0,8
1261,3.98,0,8
1262,3.98,0,8
1263,3.98,0,8
1264,3.98,0,8
1265,3.98,0,8
1266,3.98,0,8
1267,3.98,0,8
1268,3.98,0,8
1269,3.98,0,8
1270,3.98,0,8
1271,3.98,0,8
1272,3.98,0,8
1273,3.98,0,8
1274,3.98,0,8
1275,3.98,0,8
1276,3.98,0,8
1277,3.98,0,8
1278,3.98,0,8
1279,3.98,0,8
1280,3.98,0,8
1281,3.98,0,8
1282,3.98,0,8
1283,3.98,0,8
1284,3.98,0,8
1285,3.98,0,8
1286,3.98,0,8
1287,3.98,0,8
1288,3.98,0,8
1289,3.98,0,8
1290,3.98,0,8
1291,3.98,0,8
1292,3.98,0,8
1293,3.98,0,8
1294,3.98,0,8
1295,3.98,0,8
1296,3.98,0,8
1297,3.98,0,8
1298,3.98,0,8
1299,3.98,0,8
1300,3.98,0,8
1301,3.98,0,8
1302,3.98,0,8
1303,3.98,0,8
1304,3.98,0,8
1305,3.98,0,8
1306,3.98,0,8
1307,3.98,0,8
1308,3.98,0,8
1309,3.98,0,8
1310,3.98,0,8
1311,3.98,0,8
1312,3.98,0,8
1313,3.98,0,8
1314,3.98,0,8
1315,3.98,0,8
1316,3.98,0,8
1317,3.98,0,8
1318,3.98,0,8
1319,3.98,0,8
1320,3.98,0,8
1321,3.98,0,8
1322,3.98,0,8
1323,3.98,0,8
1324,3.98,0,8
1325,3.98,0,8
1326,3.98,0,8
1327,3.98,0,8
1328,3.98,0,8
1329,3.98,0,8
1330,3.98,0,8
1331,3.98,0,8
1332,3.98,0,8
1333,3.98,0,8
1334,3.98,0,8
1335,3.98,0,8
1336,3.98,0,8
1337,3.98,0,8
1338,3.98,0,8
1339,3.98,0,8
1340,3.98,0,8
1341,3.98,0,8
1342,3.98,0,8
1343,3.98,0,8
1344,3.98,0,8
1345,3.98,0,8
1346,3.98,0,8
1347,3.98,0,8
1348,3.98,0,8
1349,3.98,0,8
1350,3.98,0,8
1351,3.98,0,8
1352,3.98,0,8
1353,3.98,0,8
1354,3.98,0,8
1355,3.98,0,8
1356,3.98,0,8
1357,3.98,0,8
1358,3.98,0,8
1359,3.98,0,8
