R_ID,Zone,region,Resource,Hydro_Energy_to_Power_Ratio,THERM,VRE,MUST_RUN,STOR,FLEX,HYDRO,Num_VRE_Bins,LDS,RETRO,Num_RETRO_Sources,Existing_Cap_MW,Existing_Charge_Cap_MW,Existing_Cap_MWh,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Min_Cap_MWh,Max_Cap_MWh,Min_Charge_Cap_MW,Max_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,Inv_Cost_per_MWyr,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWyr,Var_OM_Cost_per_MWh,Fixed_OM_Cost_per_MWhyr,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Var_OM_Cost_per_MWh_In,Externality_cost_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Ratio_Power_to_Energy,Min_Duration,Max_Duration,Max_DSM_Delay,Max_DSM_Advance,DSM_Energy_Eff,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,Reg_Up,Reg_Dn,Rsv_Up,Rsv_Dn,Reg_Cost,Rsv_Cost,voltage_level,cluster,Cost_sheet_name,index,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr
216,6,6,gas-CC_0_z06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1083,-1,-1,-1,-1,-1,-1,0,0,43958,0,12863,2.16,0,0,0,0,0,57.11,0.21,6.37,Gas_CHI_z06,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_0_z06,216,None,0,-1,None,0,-1
217,7,7,gas-CC_0_z07,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1083,-1,-1,-1,-1,-1,-1,0,0,37569,0,12863,2.16,0,0,0,0,0,57.11,0.21,6.37,Gas_HH_z07,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_0_z07,217,None,0,-1,None,0,-1
218,8,8,gas-CC_0_z08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1083,-1,-1,-1,-1,-1,-1,0,0,42851,0,12863,2.16,0,0,0,0,0,57.11,0.21,6.37,Gas_CHI_z08,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_0_z08,218,None,0,-1,None,0,-1
219,9,9,gas-CC_0_z09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1083,-1,-1,-1,-1,-1,-1,0,0,42851,0,12863,2.16,0,0,0,0,0,57.11,0.21,6.37,Gas_CHI_z09,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_0_z09,219,None,0,-1,None,0,-1
220,10,10,gas-CC_0_z10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1083,-1,-1,-1,-1,-1,-1,0,0,42127,0,12863,2.16,0,0,0,0,0,57.11,0.21,6.37,Gas_CHI_z10,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_0_z10,220,None,0,-1,None,0,-1
221,11,11,gas-CC_0_z11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1083,-1,-1,-1,-1,-1,-1,0,0,37569,0,12863,2.16,0,0,0,0,0,57.11,0.21,6.37,Gas_HH_z11,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_0_z11,221,None,0,-1,None,0,-1
222,12,12,gas-CC_0_z12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1083,-1,-1,-1,-1,-1,-1,0,0,38975,0,12863,2.16,0,0,0,0,0,57.11,0.21,6.37,Gas_HH_z12,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_0_z12,222,None,0,-1,None,0,-1
223,13,13,gas-CC_0_z13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1083,-1,-1,-1,-1,-1,-1,0,0,37228,0,12863,2.16,0,0,0,0,0,57.11,0.21,6.37,Gas_NGPL_z13,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_0_z13,223,None,0,-1,None,0,-1
224,14,14,gas-CC_0_z14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1083,-1,-1,-1,-1,-1,-1,0,0,37228,0,12863,2.16,0,0,0,0,0,57.11,0.21,6.37,Gas_NGPL_z14,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_0_z14,224,None,0,-1,None,0,-1
225,15,15,gas-CC_0_z15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1083,-1,-1,-1,-1,-1,-1,0,0,40338,0,12863,2.16,0,0,0,0,0,57.11,0.21,6.37,Gas_NGPL_z15,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_0_z15,225,None,0,-1,None,0,-1
226,16,16,gas-CC_0_z16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1083,-1,-1,-1,-1,-1,-1,0,0,37569,0,12863,2.16,0,0,0,0,0,57.11,0.21,6.37,Gas_NGPL_z16,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_0_z16,226,None,0,-1,None,0,-1
227,17,17,gas-CC_0_z17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1083,-1,-1,-1,-1,-1,-1,0,0,50944,0,12863,2.16,0,0,0,0,0,57.11,0.21,6.37,Gas_CHI_z17,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_0_z17,227,None,0,-1,None,0,-1
228,18,18,gas-CC_0_z18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1083,-1,-1,-1,-1,-1,-1,0,0,39784,0,12863,2.16,0,0,0,0,0,57.11,0.21,6.37,Gas_CHI_z18,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_0_z18,228,None,0,-1,None,0,-1
229,1,1,gas-CT_0_z01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,237,-1,-1,-1,-1,-1,-1,0,0,31774,0,11395,4.5,0,0,0,0,0,87.95,0.2,9.905,Gas_PEPL_z01,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_0_z01,229,None,0,-1,None,0,-1
230,2,2,gas-CT_0_z02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,237,-1,-1,-1,-1,-1,-1,0,0,31603,0,11395,4.5,0,0,0,0,0,87.95,0.2,9.905,Gas_EM_z02,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_0_z02,230,None,0,-1,None,0,-1
231,3,3,gas-CT_0_z03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,237,-1,-1,-1,-1,-1,-1,0,0,31774,0,11395,4.5,0,0,0,0,0,87.95,0.2,9.905,Gas_CHI_z03,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_0_z03,231,None,0,-1,None,0,-1
232,4,4,gas-CT_0_z04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,237,-1,-1,-1,-1,-1,-1,0,0,31603,0,11395,4.5,0,0,0,0,0,87.95,0.2,9.905,Gas_EM_z04,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_0_z04,232,None,0,-1,None,0,-1
233,5,5,gas-CT_0_z05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,237,-1,-1,-1,-1,-1,-1,0,0,31603,0,11395,4.5,0,0,0,0,0,87.95,0.2,9.905,Gas_CHI_z05,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_0_z05,233,None,0,-1,None,0,-1
234,6,6,gas-CT_0_z06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,237,-1,-1,-1,-1,-1,-1,0,0,32711,0,11395,4.5,0,0,0,0,0,87.95,0.2,9.905,Gas_CHI_z06,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_0_z06,234,None,0,-1,None,0,-1
235,7,7,gas-CT_0_z07,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,237,-1,-1,-1,-1,-1,-1,0,0,27812,0,11395,4.5,0,0,0,0,0,87.95,0.2,9.905,Gas_HH_z07,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_0_z07,235,None,0,-1,None,0,-1
236,8,8,gas-CT_0_z08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,237,-1,-1,-1,-1,-1,-1,0,0,31774,0,11395,4.5,0,0,0,0,0,87.95,0.2,9.905,Gas_CHI_z08,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_0_z08,236,None,0,-1,None,0,-1
237,9,9,gas-CT_0_z09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,237,-1,-1,-1,-1,-1,-1,0,0,31774,0,11395,4.5,0,0,0,0,0,87.95,0.2,9.905,Gas_CHI_z09,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_0_z09,237,None,0,-1,None,0,-1
238,10,10,gas-CT_0_z10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,237,-1,-1,-1,-1,-1,-1,0,0,31603,0,11395,4.5,0,0,0,0,0,87.95,0.2,9.905,Gas_CHI_z10,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_0_z10,238,None,0,-1,None,0,-1
239,11,11,gas-CT_0_z11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,237,-1,-1,-1,-1,-1,-1,0,0,27812,0,11395,4.5,0,0,0,0,0,87.95,0.2,9.905,Gas_HH_z11,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_0_z11,239,None,0,-1,None,0,-1
240,12,12,gas-CT_0_z12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,237,-1,-1,-1,-1,-1,-1,0,0,28962,0,11395,4.5,0,0,0,0,0,87.95,0.2,9.905,Gas_HH_z12,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_0_z12,240,None,0,-1,None,0,-1
241,13,13,gas-CT_0_z13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,237,-1,-1,-1,-1,-1,-1,0,0,28025,0,11395,4.5,0,0,0,0,0,87.95,0.2,9.905,Gas_NGPL_z13,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_0_z13,241,None,0,-1,None,0,-1
242,14,14,gas-CT_0_z14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,237,-1,-1,-1,-1,-1,-1,0,0,28025,0,11395,4.5,0,0,0,0,0,87.95,0.2,9.905,Gas_NGPL_z14,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_0_z14,242,None,0,-1,None,0,-1
243,15,15,gas-CT_0_z15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,237,-1,-1,-1,-1,-1,-1,0,0,29857,0,11395,4.5,0,0,0,0,0,87.95,0.2,9.905,Gas_NGPL_z15,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_0_z15,243,None,0,-1,None,0,-1
244,16,16,gas-CT_0_z16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,237,-1,-1,-1,-1,-1,-1,0,0,27855,0,11395,4.5,0,0,0,0,0,87.95,0.2,9.905,Gas_NGPL_z16,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_0_z16,244,None,0,-1,None,0,-1
245,17,17,gas-CT_0_z17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,237,-1,-1,-1,-1,-1,-1,0,0,37353,0,11395,4.5,0,0,0,0,0,87.95,0.2,9.905,Gas_CHI_z17,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_0_z17,245,None,0,-1,None,0,-1
246,18,18,gas-CT_0_z18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,237,-1,-1,-1,-1,-1,-1,0,0,28962,0,11395,4.5,0,0,0,0,0,87.95,0.2,9.905,Gas_CHI_z18,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_0_z18,246,None,0,-1,None,0,-1
