region,Resource,cluster,R_ID,Zone,Resource_VRE,Resource_GRID,Resource_STOR,ESR,ESR_1,ESR_2,ESR_3,ESR_4,ESR_5,ESR_6,Cap_size,Existing_Cap_MWh,Existing_Cap_MW,Existing_Cap_Grid_MW,Min_Cap_VRE_MW,Max_Cap_VRE_MW,Min_Cap_Stor_MWh,Max_Cap_Stor_MWh,Min_Cap_Grid_MW,Max_Cap_Grid_MW,capex_VRE,Inv_Cost_VRE_per_MWyr,Fixed_OM_VRE_Cost_per_MWyr,capex_GRID,Inv_Cost_GRID_per_MWyr,Fixed_OM_GRID_Cost_per_MWyr,capex_mwh,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Fuel,Heat_Rate_MMBTU_per_MWh,Min_power,Self_Disch,Eff_Up,Eff_Down,Min_Duration,Max_Duration,EtaInverter,Ratio_VRE_STOR,Inverter_Ratio,Power_To_Energy_Ratio
WECC_NMAZ,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_2,WECC_NMAZ_2,18,4,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_2_hybrid,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_2_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,7195.5377,0.001,0.001,-1,-1,631333.6493,29878.93316,8113.7,111036.1882,7998.543256,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_3,WECC_NMAZ_3,19,4,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_3_hybrid,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_3_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,6073.4531,0.002,0.002,-1,-1,631333.6493,29878.93316,8113.7,111036.1882,9083.004256,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_4,WECC_NMAZ_4,20,4,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_4_hybrid,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_4_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,6367.725,0,0,-1,-1,631333.6493,29878.93316,8113.7,111036.1882,7131.380256,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_5,WECC_NMAZ_5,21,4,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_5_hybrid,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_5_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,48291.75,23509.016,23509.016,-1,-1,631333.6493,29878.93316,8113.7,111036.1882,9966.294256,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_6,WECC_NMAZ_6,22,4,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_6_hybrid,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_6_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,19920.823,0.001,0.001,-1,-1,631333.6493,29878.93316,8113.7,111036.1882,10214.25226,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_7,WECC_NMAZ_7,23,4,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_7_hybrid,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_7_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,21329.1871,0.001,0.001,-1,-1,631333.6493,29878.93316,8113.7,111036.1882,10557.94126,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_8,WECC_NMAZ_8,24,4,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_8_hybrid,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_8_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,3665.025,0,0,-1,-1,631333.6493,29878.93316,8113.7,111036.1882,8615.580256,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_9,WECC_NMAZ_9,25,4,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_9_hybrid,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_9_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,15087.15,0,0,-1,-1,631333.6493,29878.93316,8113.7,111036.1882,8137.949256,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_10,WECC_NMAZ_10,26,4,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_10_hybrid,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_10_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,5551.65,0,0,-1,-1,631333.6493,29878.93316,8113.7,111036.1882,9586.800256,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_11,WECC_NMAZ_11,27,4,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_11_hybrid,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_11_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,17724.9514,0.001,0.001,-1,-1,631333.6493,29878.93316,8113.7,111036.1882,12155.05926,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_12,WECC_NMAZ_12,28,4,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_12_hybrid,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_12_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,14227.3859,0.001,0.001,-1,-1,631333.6493,29878.93316,8113.7,111036.1882,12443.22726,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_13,WECC_NMAZ_13,29,4,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_13_hybrid,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_13_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,44623.5699,0.001,0.001,-1,-1,631333.6493,29878.93316,8113.7,111036.1882,13171.52426,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_14,WECC_NMAZ_14,30,4,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_14_hybrid,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_14_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,24540.75,0,0,-1,-1,631333.6493,29878.93316,8113.7,111036.1882,10557.92826,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_15,WECC_NMAZ_15,31,4,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_15_hybrid,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_15_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,4498.65,0,0,-1,-1,631333.6493,29878.93316,8113.7,111036.1882,10581.96426,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_16,WECC_NMAZ_16,32,4,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_16_hybrid,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_16_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,30875.3718,0.001,0.001,-1,-1,631333.6493,29878.93316,8113.7,111036.1882,13448.04326,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_PNW,WECC_PNW_utilitypv_losangeles_low_70_0_2_1,WECC_PNW_1,33,5,WECC_PNW_utilitypv_losangeles_low_70_0_2_1_hybrid,WECC_PNW_utilitypv_losangeles_low_70_0_2_1_grid,storage_hybrid,1,0,0,0,0,1,0,1,0,0,0,0,15619.5,8195.852,8195.852,-1,-1,647035.2115,30622.03616,8113.7,113797.71,16273.10972,3477.3,150791.3366,12115.39094,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_PNW,WECC_PNW_utilitypv_losangeles_low_70_0_2_2,WECC_PNW_2,34,5,WECC_PNW_utilitypv_losangeles_low_70_0_2_2_hybrid,WECC_PNW_utilitypv_losangeles_low_70_0_2_2_grid,storage_hybrid,1,0,0,0,0,1,0,1,0,0,0,0,40157.325,0.001,0.001,-1,-1,647035.2115,30622.03616,8113.7,113797.71,17958.22172,3477.3,150791.3366,12115.39094,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_PNW,WECC_PNW_utilitypv_losangeles_low_70_0_2_3,WECC_PNW_3,35,5,WECC_PNW_utilitypv_losangeles_low_70_0_2_3_hybrid,WECC_PNW_utilitypv_losangeles_low_70_0_2_3_grid,storage_hybrid,1,0,0,0,0,1,0,1,0,0,0,0,19699.875,0.001,0.001,-1,-1,647035.2115,30622.03616,8113.7,113797.71,15910.12472,3477.3,150791.3366,12115.39094,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_PNW,WECC_PNW_utilitypv_losangeles_low_70_0_2_4,WECC_PNW_4,36,5,WECC_PNW_utilitypv_losangeles_low_70_0_2_4_hybrid,WECC_PNW_utilitypv_losangeles_low_70_0_2_4_grid,storage_hybrid,1,0,0,0,0,1,0,1,0,0,0,0,69705.675,0.001,0.001,-1,-1,647035.2115,30622.03616,8113.7,113797.71,20761.59272,3477.3,150791.3366,12115.39094,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_WYCO,WECC_WYCO_utilitypv_losangeles_low_70_0_2_1,WECC_WYCO_1,37,6,WECC_WYCO_utilitypv_losangeles_low_70_0_2_1_hybrid,WECC_WYCO_utilitypv_losangeles_low_70_0_2_1_grid,storage_hybrid,1,0,0,0,0,0,1,1,0,0,0,0,7344.675,0,0,-1,-1,639184.4304,30250.48466,8113.7,112416.9491,7190.029488,3477.3,145931.8502,11724.95354,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_WYCO,WECC_WYCO_utilitypv_losangeles_low_70_0_2_2,WECC_WYCO_2,38,6,WECC_WYCO_utilitypv_losangeles_low_70_0_2_2_hybrid,WECC_WYCO_utilitypv_losangeles_low_70_0_2_2_grid,storage_hybrid,1,0,0,0,0,0,1,1,0,0,0,0,39505.05,1220.501,1220.501,-1,-1,639184.4304,30250.48466,8113.7,112416.9491,10954.71449,3477.3,145931.8502,11724.95354,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_WYCO,WECC_WYCO_utilitypv_losangeles_low_70_0_2_3,WECC_WYCO_3,39,6,WECC_WYCO_utilitypv_losangeles_low_70_0_2_3_hybrid,WECC_WYCO_utilitypv_losangeles_low_70_0_2_3_grid,storage_hybrid,1,0,0,0,0,0,1,1,0,0,0,0,14680.575,0,0,-1,-1,639184.4304,30250.48466,8113.7,112416.9491,9677.610488,3477.3,145931.8502,11724.95354,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_WYCO,WECC_WYCO_utilitypv_losangeles_low_70_0_2_4,WECC_WYCO_4,40,6,WECC_WYCO_utilitypv_losangeles_low_70_0_2_4_hybrid,WECC_WYCO_utilitypv_losangeles_low_70_0_2_4_grid,storage_hybrid,1,0,0,0,0,0,1,1,0,0,0,0,66733.875,0.001,0.001,-1,-1,639184.4304,30250.48466,8113.7,112416.9491,13700.81549,3477.3,145931.8502,11724.95354,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_WYCO,WECC_WYCO_utilitypv_losangeles_low_70_0_2_5,WECC_WYCO_5,41,6,WECC_WYCO_utilitypv_losangeles_low_70_0_2_5_hybrid,WECC_WYCO_utilitypv_losangeles_low_70_0_2_5_grid,storage_hybrid,1,0,0,0,0,0,1,1,0,0,0,0,12486.825,0,0,-1,-1,639184.4304,30250.48466,8113.7,112416.9491,10929.57849,3477.3,145931.8502,11724.95354,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
CA_N,CA_N_battery_low_0,1,42,1,CA_N_battery_low_0_hybrid,CA_N_battery_low_0_grid,storage_hybrid,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,119781.0072,18695.94653,3477.3,153294.7084,12316.52536,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
CA_S,CA_S_battery_low_0,2,43,2,CA_S_battery_low_0_hybrid,CA_S_battery_low_0_grid,storage_hybrid,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,119896.0706,18608.06126,3477.3,153441.9656,12328.3568,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_N,WECC_N_battery_low_0,3,44,3,WECC_N_battery_low_0_hybrid,WECC_N_battery_low_0_grid,storage_hybrid,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,118630.3731,11144.04013,3477.3,151822.1368,12198.211,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_battery_low_0,4,45,4,WECC_NMAZ_battery_low_0_hybrid,WECC_NMAZ_battery_low_0_grid,storage_hybrid,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,116444.1684,11034.39115,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_PNW,WECC_PNW_battery_low_0,5,46,5,WECC_PNW_battery_low_0_hybrid,WECC_PNW_battery_low_0_grid,storage_hybrid,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,117824.9293,11142.16306,3477.3,150791.3366,12115.39094,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_WYCO,WECC_WYCO_battery_low_0,6,47,6,WECC_WYCO_battery_low_0_hybrid,WECC_WYCO_battery_low_0_grid,storage_hybrid,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,114027.8368,11039.52285,3477.3,145931.8502,11724.95354,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
CA_N,CA_N_landbasedwind_ltrg1_low_110_1,1,48,1,CA_N_landbasedwind_ltrg1_low_110_1_hybrid,CA_N_landbasedwind_ltrg1_low_110_1_grid,storage_hybrid,1,1,0,0,0,0,0,1,0,0,0,0,630.1867,0,0,0,-1,2547912.86,136029.0893,33671.7,242668.7264,74980.99219,3477.3,153294.7084,12316.52536,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
CA_N,CA_N_landbasedwind_ltrg1_low_110_2,2,49,1,CA_N_landbasedwind_ltrg1_low_110_2_hybrid,CA_N_landbasedwind_ltrg1_low_110_2_grid,storage_hybrid,1,1,0,0,0,0,0,1,0,0,0,0,1924.3575,0,0,0,-1,2547912.86,136029.0893,33671.7,242668.7264,17962.91519,3477.3,153294.7084,12316.52536,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
CA_N,CA_N_landbasedwind_ltrg1_low_110_3,3,50,1,CA_N_landbasedwind_ltrg1_low_110_3_hybrid,CA_N_landbasedwind_ltrg1_low_110_3_grid,storage_hybrid,1,1,0,0,0,0,0,1,0,0,0,0,5903.9292,0,0,0,-1,2547912.86,136029.0893,33671.7,242668.7264,48043.49219,3477.3,153294.7084,12316.52536,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
CA_N,CA_N_landbasedwind_ltrg1_low_110_4,4,51,1,CA_N_landbasedwind_ltrg1_low_110_4_hybrid,CA_N_landbasedwind_ltrg1_low_110_4_grid,storage_hybrid,1,1,0,0,0,0,0,1,0,0,0,0,1637.415,0,0,0,-1,2547912.86,136029.0893,33671.7,242668.7264,45794.74319,3477.3,153294.7084,12316.52536,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
CA_N,CA_N_landbasedwind_ltrg1_low_110_5,5,52,1,CA_N_landbasedwind_ltrg1_low_110_5_hybrid,CA_N_landbasedwind_ltrg1_low_110_5_grid,storage_hybrid,1,1,0,0,0,0,0,1,0,0,0,0,855.8732,0,0,0,-1,2547912.86,136029.0893,33671.7,242668.7264,56005.19619,3477.3,153294.7084,12316.52536,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
CA_S,CA_S_landbasedwind_ltrg1_low_90_1,1,53,2,CA_S_landbasedwind_ltrg1_low_90_1_hybrid,CA_S_landbasedwind_ltrg1_low_90_1_grid,storage_hybrid,1,0,1,0,0,0,0,1,0,0,0,0,816.7848,0,0,0,-1,2001845.239,106875.3916,33671.7,190660.0662,27749.92486,3477.3,153441.9656,12328.3568,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
