Time_Index,NG,None,coal,blue_ammonia
509,5.28,0,1.8729355,1.8729355
510,5.28,0,1.8729355,1.8729355
511,5.28,0,1.8729355,1.8729355
512,5.28,0,1.8729355,1.8729355
513,5.28,0,1.8729355,1.8729355
514,5.28,0,1.8729355,1.8729355
515,5.28,0,1.8729355,1.8729355
516,5.28,0,1.8729355,1.8729355
517,5.28,0,1.8729355,1.8729355
518,5.28,0,1.8729355,1.8729355
519,5.28,0,1.8729355,1.8729355
520,5.28,0,1.8729355,1.8729355
521,5.28,0,1.8729355,1.8729355
522,5.28,0,1.8729355,1.8729355
523,5.28,0,1.8729355,1.8729355
524,5.28,0,1.8729355,1.8729355
525,5.28,0,1.8729355,1.8729355
526,5.28,0,1.8729355,1.8729355
527,5.28,0,1.8729355,1.8729355
528,5.28,0,1.8729355,1.8729355
529,5.28,0,1.8729355,1.8729355
530,5.28,0,1.8729355,1.8729355
531,5.28,0,1.8729355,1.8729355
532,5.28,0,1.8729355,1.8729355
533,5.28,0,1.8729355,1.8729355
534,5.28,0,1.8729355,1.8729355
535,5.28,0,1.8729355,1.8729355
536,5.28,0,1.8729355,1.8729355
537,5.28,0,1.8729355,1.8729355
538,5.28,0,1.8729355,1.8729355
539,5.28,0,1.8729355,1.8729355
540,5.28,0,1.8729355,1.8729355
541,5.28,0,1.8729355,1.8729355
542,5.28,0,1.8729355,1.8729355
543,5.28,0,1.8729355,1.8729355
544,5.28,0,1.8729355,1.8729355
545,5.28,0,1.8729355,1.8729355
546,5.28,0,1.8729355,1.8729355
547,5.28,0,1.8729355,1.8729355
548,5.28,0,1.8729355,1.8729355
549,5.28,0,1.8729355,1.8729355
550,5.28,0,1.8729355,1.8729355
551,5.28,0,1.8729355,1.8729355
552,5.28,0,1.8729355,1.8729355
553,5.28,0,1.8729355,1.8729355
554,5.28,0,1.8729355,1.8729355
555,5.28,0,1.8729355,1.8729355
556,5.28,0,1.8729355,1.8729355
557,5.28,0,1.8729355,1.8729355
558,5.28,0,1.8729355,1.8729355
559,5.28,0,1.8729355,1.8729355
560,5.28,0,1.8729355,1.8729355
561,5.28,0,1.8729355,1.8729355
562,5.28,0,1.8729355,1.8729355
563,5.28,0,1.8729355,1.8729355
564,5.28,0,1.8729355,1.8729355
565,5.28,0,1.8729355,1.8729355
566,5.28,0,1.8729355,1.8729355
567,5.28,0,1.8729355,1.8729355
568,5.28,0,1.8729355,1.8729355
569,5.28,0,1.8729355,1.8729355
570,5.28,0,1.8729355,1.8729355
571,5.28,0,1.8729355,1.8729355
572,5.28,0,1.8729355,1.8729355
573,5.28,0,1.8729355,1.8729355
574,5.28,0,1.8729355,1.8729355
575,5.28,0,1.8729355,1.8729355
576,5.28,0,1.8729355,1.8729355
577,5.28,0,1.8729355,1.8729355
578,5.28,0,1.8729355,1.8729355
579,5.28,0,1.8729355,1.8729355
580,5.28,0,1.8729355,1.8729355
581,5.28,0,1.8729355,1.8729355
582,5.28,0,1.8729355,1.8729355
583,5.28,0,1.8729355,1.8729355
584,5.28,0,1.8729355,1.8729355
585,5.28,0,1.8729355,1.8729355
586,5.28,0,1.8729355,1.8729355
587,5.28,0,1.8729355,1.8729355
588,5.28,0,1.8729355,1.8729355
589,5.28,0,1.8729355,1.8729355
590,5.28,0,1.8729355,1.8729355
591,5.28,0,1.8729355,1.8729355
592,5.28,0,1.8729355,1.8729355
593,5.28,0,1.8729355,1.8729355
594,5.28,0,1.8729355,1.8729355
595,5.28,0,1.8729355,1.8729355
596,5.28,0,1.8729355,1.8729355
597,5.28,0,1.8729355,1.8729355
598,5.28,0,1.8729355,1.8729355
599,5.28,0,1.8729355,1.8729355
600,5.28,0,1.8729355,1.8729355
601,5.28,0,1.8729355,1.8729355
602,5.28,0,1.8729355,1.8729355
603,5.28,0,1.8729355,1.8729355
604,5.28,0,1.8729355,1.8729355
605,5.28,0,1.8729355,1.8729355
606,5.28,0,1.8729355,1.8729355
607,5.28,0,1.8729355,1.8729355
608,5.28,0,1.8729355,1.8729355
609,5.28,0,1.8729355,1.8729355
610,5.28,0,1.8729355,1.8729355
611,5.28,0,1.8729355,1.8729355
612,5.28,0,1.8729355,1.8729355
613,5.28,0,1.8729355,1.8729355
614,5.28,0,1.8729355,1.8729355
615,5.28,0,1.8729355,1.8729355
616,5.28,0,1.8729355,1.8729355
617,5.28,0,1.8729355,1.8729355
618,5.28,0,1.8729355,1.8729355
619,5.28,0,1.8729355,1.8729355
620,5.28,0,1.8729355,1.8729355
621,5.28,0,1.8729355,1.8729355
622,5.28,0,1.8729355,1.8729355
623,5.28,0,1.8729355,1.8729355
624,5.28,0,1.8729355,1.8729355
625,5.28,0,1.8729355,1.8729355
626,5.28,0,1.8729355,1.8729355
627,5.28,0,1.8729355,1.8729355
628,5.28,0,1.8729355,1.8729355
629,5.28,0,1.8729355,1.8729355
630,5.28,0,1.8729355,1.8729355
631,5.28,0,1.8729355,1.8729355
632,5.28,0,1.8729355,1.8729355
633,5.28,0,1.8729355,1.8729355
634,5.28,0,1.8729355,1.8729355
635,5.28,0,1.8729355,1.8729355
636,5.28,0,1.8729355,1.8729355
637,5.28,0,1.8729355,1.8729355
638,5.28,0,1.8729355,1.8729355
639,5.28,0,1.8729355,1.8729355
640,5.28,0,1.8729355,1.8729355
641,5.28,0,1.8729355,1.8729355
642,5.28,0,1.8729355,1.8729355
643,5.28,0,1.8729355,1.8729355
644,5.28,0,1.8729355,1.8729355
645,5.28,0,1.8729355,1.8729355
646,5.28,0,1.8729355,1.8729355
647,5.28,0,1.8729355,1.8729355
648,5.28,0,1.8729355,1.8729355
649,5.28,0,1.8729355,1.8729355
650,5.28,0,1.8729355,1.8729355
651,5.28,0,1.8729355,1.8729355
652,5.28,0,1.8729355,1.8729355
653,5.28,0,1.8729355,1.8729355
654,5.28,0,1.8729355,1.8729355
655,5.28,0,1.8729355,1.8729355
656,5.28,0,1.8729355,1.8729355
657,5.28,0,1.8729355,1.8729355
658,5.28,0,1.8729355,1.8729355
659,5.28,0,1.8729355,1.8729355
660,5.28,0,1.8729355,1.8729355
661,5.28,0,1.8729355,1.8729355
662,5.28,0,1.8729355,1.8729355
663,5.28,0,1.8729355,1.8729355
664,5.28,0,1.8729355,1.8729355
665,5.28,0,1.8729355,1.8729355
666,5.28,0,1.8729355,1.8729355
667,5.28,0,1.8729355,1.8729355
668,5.28,0,1.8729355,1.8729355
669,5.28,0,1.8729355,1.8729355
670,5.28,0,1.8729355,1.8729355
671,5.28,0,1.8729355,1.8729355
672,5.28,0,1.8729355,1.8729355
673,5.28,0,1.8729355,1.8729355
674,5.28,0,1.8729355,1.8729355
675,5.28,0,1.8729355,1.8729355
676,5.28,0,1.8729355,1.8729355
677,5.28,0,1.8729355,1.8729355
678,5.28,0,1.8729355,1.8729355
679,5.28,0,1.8729355,1.8729355
680,5.28,0,1.8729355,1.8729355
681,5.28,0,1.8729355,1.8729355
682,5.28,0,1.8729355,1.8729355
683,5.28,0,1.8729355,1.8729355
684,5.28,0,1.8729355,1.8729355
685,5.28,0,1.8729355,1.8729355
686,5.28,0,1.8729355,1.8729355
687,5.28,0,1.8729355,1.8729355
688,5.28,0,1.8729355,1.8729355
689,5.28,0,1.8729355,1.8729355
690,5.28,0,1.8729355,1.8729355
691,5.28,0,1.8729355,1.8729355
692,5.28,0,1.8729355,1.8729355
693,5.28,0,1.8729355,1.8729355
694,5.28,0,1.8729355,1.8729355
695,5.28,0,1.8729355,1.8729355
696,5.28,0,1.8729355,1.8729355
