Resource,TechGroup,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
Wind_z06_01,Wind,6,1181,1.95E-06,14648.53289,15829.53289,0,0,0,0,0,0,0,0
Wind_z06_02,Wind,6,688,1.94E-06,30153.40744,30841.40744,0,0,0,0,0,0,0,0
Wind_z07_01,Wind,7,0,0,74003.31101,74003.31101,0,0,0,0,0,0,0,0
Wind_z08_01,Wind,8,1339,2.18E-06,0,1338.999998,0,0,0,0,0,0,0,0
Wind_z08_02,Wind,8,1920,2.27E-06,18937.77983,20857.77982,0,0,0,0,0,0,0,0
Wind_z09_01,Wind,9,1461,2.26E-06,8692.518496,10153.51849,0,0,0,0,0,0,0,0
Wind_z09_02,Wind,9,2805,0.000108198,0,2804.999892,0,0,0,0,0,0,0,0
Wind_z10_01,Wind,10,2712,2.16E-06,111.1213459,2823.121344,0,0,0,0,0,0,0,0
Wind_z10_02,Wind,10,1221,5.62E-05,0,1220.999944,0,0,0,0,0,0,0,0
Wind_z11_01,Wind,11,0,0,15082.29791,15082.29791,0,0,0,0,0,0,0,0
Wind_z12_01,Wind,12,29,2.27E-06,46766.43286,46795.43285,0,0,0,0,0,0,0,0
Wind_z13_01,Wind,13,344,2.94E-05,0,343.9999706,0,0,0,0,0,0,0,0
Wind_z13_02,Wind,13,1130,2.15E-06,3227.796539,4357.796537,0,0,0,0,0,0,0,0
Wind_z14_01,Wind,14,861,0.000765432,0,860.9992346,0,0,0,0,0,0,0,0
Wind_z14_02,Wind,14,1499,2.16E-06,9785.622844,11284.62284,0,0,0,0,0,0,0,0
Wind_z15_01,Wind,15,2431,0.0003581,0,2430.999642,0,0,0,0,0,0,0,0
Wind_z15_02,Wind,15,3380,2.16E-06,12619.61476,15999.61476,0,0,0,0,0,0,0,0
Wind_z16_01,Wind,16,2678,0.00024437,0,2677.999756,0,0,0,0,0,0,0,0
Wind_z16_02,Wind,16,4645,2.16E-06,39460.18571,44105.18571,0,0,0,0,0,0,0,0
Wind_z16_03,Wind,16,2687,0.000303337,0,2686.999697,0,0,0,0,0,0,0,0
Wind_z16_04,Wind,16,326,2.87E-05,0,325.9999713,0,0,0,0,0,0,0,0
Wind_z17_01,Wind,17,1288,0.000170983,0,1287.999829,0,0,0,0,0,0,0,0
Wind_z17_02,Wind,17,668,1.48E-06,951.1864316,1619.18643,0,0,0,0,0,0,0,0
Wind_z18_01,Wind,18,476,0.000210263,0,475.9997897,0,0,0,0,0,0,0,0
Wind_z18_02,Wind,18,910,2.26E-06,83411.89597,84321.89597,0,0,0,0,0,0,0,0
Hyd_z02_01,Hydro,2,188,0,0,188,0,0,0,0,0,0,0,0
Hyd_z03_01,Hydro,3,261,0,0,261,0,0,0,0,0,0,0,0
Hyd_z04_01,Hydro,4,866,0,0,866,0,0,0,0,0,0,0,0
Hyd_z06_01,Hydro,6,85,0,0,85,0,0,0,0,0,0,0,0
Hyd_z07_01,Hydro,7,358,0,0,358,0,0,0,0,0,0,0,0
Hyd_z08_01,Hydro,8,137,0,0,137,0,0,0,0,0,0,0,0
Hyd_z11_01,Hydro,11,501,0,0,501,0,0,0,0,0,0,0,0
Hyd_z12_01,Hydro,12,3985,0,0,3985,0,0,0,0,0,0,0,0
Hyd_z13_01,Hydro,13,1594,0,0,1594,0,0,0,0,0,0,0,0
Hyd_z14_01,Hydro,14,274,0,0,274,0,0,0,0,0,0,0,0
Hyd_z15_01,Hydro,15,289,0,0,289,0,0,0,0,0,0,0,0
Hyd_z16_01,Hydro,16,1613,0,0,1613,0,0,0,0,0,0,0,0
Hyd_z18_01,Hydro,18,746,0,0,746,0,0,0,0,0,0,0,0
coal-new_1_z11,Coal,11,1279,1278.987108,0,0.012891684,0,0,0,0,0,0,0,0
CoalOldUns_1_z11,Coal,11,1657,1656.973935,0,0.026064789,0,0,0,0,0,0,0,0
gas-CC_1_z11,NGCC,11,4404,3494.052357,0,909.947643,0,0,0,0,0,0,0,0
gas-CT_1_z11,NGCT,11,348,347.8856317,0,0.11436834,0,0,0,0,0,0,0,0
nuclear_1_z11,Nuclear,11,1818,3.74E-06,0,1817.999996,0,0,0,0,0,0,0,0
o-g-s_1_z11,NGST,11,789,788.9067056,0,0.093294444,0,0,0,0,0,0,0,0
coal-new_1_z10,Coal,10,767,766.9735012,0,0.026498755,0,0,0,0,0,0,0,0
CoalOldScr_1_z10,Coal,10,228,227.9794743,0,0.020525683,0,0,0,0,0,0,0,0
CoalOldScr_2_z10,Coal,10,1243,1242.978238,0,0.021762045,0,0,0,0,0,0,0,0
gas-CC_1_z10,NGCC,10,1202,0.001421778,0,1201.998578,0,0,0,0,0,0,0,0
gas-CT_1_z10,NGCT,10,217,216.5860183,0,0.413981699,0,0,0,0,0,0,0,0
o-g-s_1_z10,NGST,10,569,568.927094,0,0.072906025,0,0,0,0,0,0,0,0
coal-new_1_z09,Coal,9,1194,1193.987608,0,0.012391676,0,0,0,0,0,0,0,0
CoalOldScr_1_z09,Coal,9,6047,6046.98569,0,0.014309597,0,0,0,0,0,0,0,0
gas-CC_1_z09,NGCC,9,840,839.521928,0,0.478071958,0,0,0,0,0,0,0,0
gas-CC_2_z09,NGCC,9,624,0.010019707,0,623.9899803,0,0,0,0,0,0,0,0
gas-CT_1_z09,NGCT,9,3036,0.008993642,0,3035.991006,0,0,0,0,0,0,0,0
nuclear_1_z09,Nuclear,9,1060,1.07E-06,0,1059.999999,0,0,0,0,0,0,0,0
o-g-s_1_z09,NGST,9,134,0.117609362,0,133.8823906,0,0,0,0,0,0,0,0
coal-IGCC_1_z08,Coal,8,733,732.9908451,0,0.009154946,0,0,0,0,0,0,0,0
coal-new_1_z08,Coal,8,8227,8226.983705,0,0.016295335,0,0,0,0,0,0,0,0
CoalOldScr_1_z08,Coal,8,6975,6974.985983,0,0.014016604,0,0,0,0,0,0,0,0
gas-CC_1_z08,NGCC,8,4076,0.000875426,0,4075.999125,0,0,0,0,0,0,0,0
gas-CC_2_z08,NGCC,8,513,512.5928702,0,0.407129766,0,0,0,0,0,0,0,0
gas-CC_3_z08,NGCC,8,177,0.018198051,0,176.9818019,0,0,0,0,0,0,0,0
gas-CT_1_z08,NGCT,8,3347,2507.598002,0,839.4019979,0,0,0,0,0,0,0,0
o-g-s_1_z08,NGST,8,98,97.94655031,0,0.053449687,0,0,0,0,0,0,0,0
coal-new_1_z07,Coal,7,1004,1003.982365,0,0.017635111,0,0,0,0,0,0,0,0
CoalOldScr_1_z07,Coal,7,2045,2044.985119,0,0.014880973,0,0,0,0,0,0,0,0
gas-CC_1_z07,NGCC,7,3822,3821.870665,0,0.129335014,0,0,0,0,0,0,0,0
gas-CC_2_z07,NGCC,7,6588,0.016653643,0,6587.983346,0,0,0,0,0,0,0,0
gas-CC_4_z07,NGCC,7,2802,2801.734959,0,0.265040769,0,0,0,0,0,0,0,0
gas-CT_1_z07,NGCT,7,6720,3797.085424,0,2922.914576,0,0,0,0,0,0,0,0
nuclear_1_z07,Nuclear,7,3534,2.33E-07,0,3534,0,0,0,0,0,0,0,0
o-g-s_1_z07,NGST,7,934,933.9436376,0,0.056362433,0,0,0,0,0,0,0,0
o-g-s_2_z07,NGST,7,4270,2642.175609,0,1627.824391,0,0,0,0,0,0,0,0
biopower_1_z06,Biomass,6,167,0,0,167,0,0,0,0,0,0,0,0
coal-new_1_z06,Coal,6,2358,2357.976453,0,0.023547123,0,0,0,0,0,0,0,0
CoalOldScr_1_z06,Coal,6,3554,3553.9768,0,0.023200193,0,0,0,0,0,0,0,0
gas-CC_1_z06,NGCC,6,3520,0.004966353,0,3519.995034,0,0,0,0,0,0,0,0
gas-CC_2_z18,NGCC,18,1056,0.009041989,0,1055.990958,0,0,0,0,0,0,0,0
gas-CT_1_z06,NGCT,6,5361,2685.245229,0,2675.754771,0,0,0,0,0,0,0,0
nuclear_1_z06,Nuclear,6,1141,2.00E-06,0,1140.999998,0,0,0,0,0,0,0,0
o-g-s_1_z06,NGST,6,511,510.9611104,0,0.038889617,0,0,0,0,0,0,0,0
coal-new_1_z05,Coal,5,1517,1516.974027,0,0.025973069,0,0,0,0,0,0,0,0
CoalOldScr_1_z05,Coal,5,1154,1153.98251,0,0.017489569,0,0,0,0,0,0,0,0
gas-CC_1_z05,NGCC,5,503,0.007045259,0,502.9929547,0,0,0,0,0,0,0,0
gas-CT_1_z05,NGCT,5,220,0.003163701,0,219.9968363,0,0,0,0,0,0,0,0
o-g-s_1_z05,NGST,5,179,178.7741036,0,0.225896432,0,0,0,0,0,0,0,0
biopower_1_z04,Biomass,4,134,0,0,134,0,0,0,0,0,0,0,0
coal-new_1_z04,Coal,4,1581,1580.982892,0,0.017108009,0,0,0,0,0,0,0,0
CoalOldScr_1_z04,Coal,4,3719,3718.977813,0,0.022187477,0,0,0,0,0,0,0,0
CoalOldScr_2_z04,Coal,4,1393,1392.978963,0,0.021037288,0,0,0,0,0,0,0,0
gas-CC_1_z04,NGCC,4,2316,0.00262955,0,2315.99737,0,0,0,0,0,0,0,0
gas-CT_1_z04,NGCT,4,2804,0.028965026,0,2803.971035,0,0,0,0,0,0,0,0
gas-CT_2_z04,NGCT,4,427,0.026324657,0,426.9736753,0,0,0,0,0,0,0,0
nuclear_1_z04,Nuclear,4,1657,8.05E-05,0,1656.999919,0,0,0,0,0,0,0,0
o-g-s_1_z04,NGST,4,354,353.7620804,0,0.237919613,0,0,0,0,0,0,0,0
coal-new_1_z03,Coal,3,970,969.9892662,0,0.010733755,0,0,0,0,0,0,0,0
CoalOldUns_1_z03,Coal,3,4710,4709.973485,0,0.026514758,0,0,0,0,0,0,0,0
CoalOldUns_2_z03,Coal,3,594,593.9781673,0,0.021832657,0,0,0,0,0,0,0,0
gas-CT_1_z03,NGCT,3,1024,0.014538154,0,1023.985462,0,0,0,0,0,0,0,0
nuclear_1_z03,Nuclear,3,1190,2.49E-07,0,1190,0,0,0,0,0,0,0,0
o-g-s_1_z03,NGST,3,94,93.9432081,0,0.056791899,0,0,0,0,0,0,0,0
coal-new_1_z02,Coal,2,2122,2121.986018,0,0.013982489,0,0,0,0,0,0,0,0
CoalOldScr_1_z02,Coal,2,2940,2939.982248,0,0.017751591,0,0,0,0,0,0,0,0
gas-CC_1_z02,NGCT,2,3011,0.002908727,0,3010.997091,0,0,0,0,0,0,0,0
gas-CC_2_z02,NGCC,2,127,126.9331694,0,0.066830618,0,0,0,0,0,0,0,0
gas-CC_3_z02,NGCC,2,261,0.464727584,0,260.5352724,0,0,0,0,0,0,0,0
gas-CT_1_z02,NGCT,2,2934,2219.496234,0,714.5037662,0,0,0,0,0,0,0,0
nuclear_1_z02,Nuclear,2,599,5.58E-07,0,598.9999994,0,0,0,0,0,0,0,0
o-g-s_2_z02,NGST,2,374,373.9723865,0,0.027613516,0,0,0,0,0,0,0,0
CoalOldUns_1_z17,Coal,17,689,688.9843709,0,0.015629099,0,0,0,0,0,0,0,0
gas-CC_1_z17,NGCC,17,1726,0.002768465,0,1725.997232,0,0,0,0,0,0,0,0
gas-CC_2_z17,NGCC,17,194,193.9625942,0,0.037405848,0,0,0,0,0,0,0,0
gas-CT_1_z17,NGCT,17,7035,783.5224266,0,6251.477573,0,0,0,0,0,0,0,0
nuclear_1_z17,Nuclear,17,10517,3.28E-05,0,10516.99997,0,0,0,0,0,0,0,0
o-g-s_1_z17,NGST,17,53,52.93856584,0,0.061434156,0,0,0,0,0,0,0,0
coal-new_1_z18,Coal,18,11720,11719.98515,0,0.014849789,0,0,0,0,0,0,0,0
CoalOldScr_1_z18,Coal,18,750,749.9892391,0,0.010760941,0,0,0,0,0,0,0,0
CoalOldScr_2_z18,Coal,18,4003,4002.988676,0,0.011323728,0,0,0,0,0,0,0,0
gas-CC_1_z18,NGCC,18,6830,0.001102472,0,6829.998898,0,0,0,0,0,0,0,0
gas-CT_1_z18,NGCT,18,5995,0.143644988,0,5994.856355,0,0,0,0,0,0,0,0
nuclear_1_z18,Nuclear,18,2177,0.000425779,0,2176.999574,0,0,0,0,0,0,0,0
o-g-s_1_z18,NGST,18,692,691.9710339,0,0.028966108,0,0,0,0,0,0,0,0
coal-new_1_z12,Coal,12,6185,6184.983371,0,0.016628686,0,0,0,0,0,0,0,0
CoalOldUns_1_z12,Coal,12,2816,2815.984107,0,0.015893345,0,0,0,0,0,0,0,0
gas-CC_1_z12,NGCC,12,7783,0.011020493,0,7782.98898,0,0,0,0,0,0,0,0
gas-CT_1_z12,NGCT,12,4011,3623.593276,0,387.406724,0,0,0,0,0,0,0,0
nuclear_1_z12,Nuclear,12,8297,2.76E-06,0,8296.999997,0,0,0,0,0,0,0,0
o-g-s_1_z12,NGST,12,2204,2203.892649,0,0.107350892,0,0,0,0,0,0,0,0
o-g-s_2_z12,NGST,12,250,249.9346445,0,0.065355547,0,0,0,0,0,0,0,0
CoalOldUns_1_z01,Coal,1,2417,2416.975997,0,0.024003437,0,0,0,0,0,0,0,0
gas-CC_1_z01,NGCC,1,1267,0.001728798,0,1266.998271,0,0,0,0,0,0,0,0
gas-CT_1_z01,NGCT,1,1233,1232.620455,0,0.379544926,0,0,0,0,0,0,0,0
coal-new_1_z15,Coal,15,3189,3188.982601,0,0.017398979,0,0,0,0,0,0,0,0
CoalOldScr_1_z15,Coal,15,1923,1922.984615,0,0.015384533,0,0,0,0,0,0,0,0
gas-CC_1_z15,NGCC,15,761,0.00307131,0,760.9969287,0,0,0,0,0,0,0,0
gas-CT_1_z15,NGCT,15,2995,1977.616895,0,1017.383105,0,0,0,0,0,0,0,0
nuclear_1_z15,Nuclear,15,1225,1.33E-06,0,1224.999999,0,0,0,0,0,0,0,0
o-g-s_1_z15,NGST,15,565,564.9605795,0,0.039420495,0,0,0,0,0,0,0,0
coal-new_1_z14,Coal,14,232,231.9866008,0,0.0133992,0,0,0,0,0,0,0,0
CoalOldUns_1_z14,Coal,14,1741,1740.979709,0,0.020291369,0,0,0,0,0,0,0,0
CoalOldUns_2_z14,Coal,14,200,199.981251,0,0.018748959,0,0,0,0,0,0,0,0
gas-CC_1_z14,NGCC,14,343,0.014191131,0,342.9858089,0,0,0,0,0,0,0,0
gas-CT_1_z14,NGCT,14,902,901.8962294,0,0.103770562,0,0,0,0,0,0,0,0
nuclear_1_z14,Nuclear,14,770,769.9691667,0,0.030833316,0,0,0,0,0,0,0,0
o-g-s_1_z14,NGST,14,45,0.032018887,0,44.96798111,0,0,0,0,0,0,0,0
coal-new_1_z13,Coal,13,474,473.9806527,0,0.019347344,0,0,0,0,0,0,0,0
gas-CC_1_z13,NGCC,13,290,0.011039801,0,289.9889602,0,0,0,0,0,0,0,0
gas-CT_1_z13,NGCT,13,402,306.7059194,0,95.29408059,0,0,0,0,0,0,0,0
o-g-s_1_z13,NGST,13,11,10.71106895,0,0.288931054,0,0,0,0,0,0,0,0
CoalOldScr_1_z16,Coal,16,6105,6104.979601,0,0.020399192,0,0,0,0,0,0,0,0
gas-CC_1_z16,NGCC,16,7159,0.00229298,0,7158.997707,0,0,0,0,0,0,0,0
gas-CC_2_z16,NGCC,16,223,0.020937749,0,222.9790623,0,0,0,0,0,0,0,0
gas-CC_3_z16,NGCC,16,402,401.6637878,0,0.336212167,0,0,0,0,0,0,0,0
gas-CC_4_z16,NGCC,16,878,0.021931571,0,877.9780684,0,0,0,0,0,0,0,0
gas-CT_1_z16,NGCT,16,2127,0.006696213,0,2126.993304,0,0,0,0,0,0,0,0
o-g-s_1_z16,NGST,16,6042,6041.457318,0,0.54268174,0,0,0,0,0,0,0,0
pumped-hydro_z06,PHS,6,2134,0,0,2134,0,0,0,0,0,0,0,0
pumped-hydro_z03,PHS,3,471,0,0,471,0,0,0,0,0,0,0,0
pumped-hydro_z16,PHS,16,258,0,0,258,0,0,0,0,0,0,0,0
pumped-hydro_z18,PHS,18,238,0,0,238,0,0,0,0,0,0,0,0
pumped-hydro_z15,PHS,15,186,0,0,186,0,0,0,0,0,0,0,0
pumped-hydro_z12,PHS,12,1616,0,0,1616,0,0,0,0,0,0,0,0
battery_z01,Li-ion,1,0,0,0,0,0,0,0,0,0,0,0,0
battery_z02,Li-ion,2,0,0,0,0,0,0,0,0,0,0,0,0
battery_z03,Li-ion,3,0,0,0,0,0,0,0,0,0,0,0,0
battery_z04,Li-ion,4,0,0,0,0,0,0,0,0,0,0,0,0
battery_z05,Li-ion,5,0,0,0,0,0,0,0,0,0,0,0,0
battery_z06,Li-ion,6,0,0,0,0,0,0,0,0,0,0,0,0
battery_z07,Li-ion,7,1,1,0,0,0,0,0,0,0,0,0,0
battery_z08,Li-ion,8,21,21,0,0,0,0,0,0,0,0,0,0
battery_z09,Li-ion,9,0,0,0,0,0,0,0,0,0,0,0,0
battery_z10,Li-ion,10,0,0,0,0,0,0,0,0,0,0,0,0
battery_z11,Li-ion,11,0,0,0,0,0,0,0,0,0,0,0,0
battery_z12,Li-ion,12,1,1,0,0,0,0,0,0,0,0,0,0
battery_z13,Li-ion,13,0,0,0,0,0,0,0,0,0,0,0,0
battery_z14,Li-ion,14,0,0,0,0,0,0,0,0,0,0,0,0
battery_z15,Li-ion,15,1,1,0,0,0,0,0,0,0,0,0,0
battery_z16,Li-ion,16,0,0,0,0,0,0,0,0,0,0,0,0
battery_z17,Li-ion,17,91,91,0,0,0,0,0,0,0,0,0,0
battery_z18,Li-ion,18,28,28,0,0,0,0,0,0,0,0,0,0
gas-CC_0_z01,NGCC,1,0,0,984.0855733,984.0855733,0,0,0,0,0,0,0,0
gas-CC_0_z02,NGCC,2,0,0,1093.556436,1093.556436,0,0,0,0,0,0,0,0
gas-CC_0_z03,NGCC,3,0,0,2336.488562,2336.488562,0,0,0,0,0,0,0,0
gas-CC_0_z04,NGCC,4,0,0,2263.664568,2263.664568,0,0,0,0,0,0,0,0
gas-CC_0_z05,NGCC,5,0,0,1200.269997,1200.269997,0,0,0,0,0,0,0,0
gas-CC_0_z06,NGCC,6,0,0,7003.008332,7003.008332,0,0,0,0,0,0,0,0
gas-CC_0_z07,NGCC,7,0,0,8358.156388,8358.156388,0,0,0,0,0,0,0,0
gas-CC_0_z08,NGCC,8,0,0,2182.597107,2182.597107,0,0,0,0,0,0,0,0
gas-CC_0_z09,NGCC,9,0,0,2512.992598,2512.992598,0,0,0,0,0,0,0,0
gas-CC_0_z10,NGCC,10,0,0,371.0519672,371.0519672,0,0,0,0,0,0,0,0
gas-CC_0_z11,NGCC,11,0,0,3010.584684,3010.584684,0,0,0,0,0,0,0,0
gas-CC_0_z12,NGCC,12,0,0,7608.714271,7608.714271,0,0,0,0,0,0,0,0
gas-CC_0_z13,NGCC,13,0,0,959.6432747,959.6432747,0,0,0,0,0,0,0,0
gas-CC_0_z14,NGCC,14,0,0,1590.963601,1590.963601,0,0,0,0,0,0,0,0
gas-CC_0_z15,NGCC,15,0,0,2986.825054,2986.825054,0,0,0,0,0,0,0,0
gas-CC_0_z16,NGCC,16,0,0,4273.776075,4273.776075,0,0,0,0,0,0,0,0
gas-CC_0_z17,NGCC,17,0,0,2574.274298,2574.274298,0,0,0,0,0,0,0,0
gas-CC_0_z18,NGCC,18,0,0,9082.435757,9082.435757,0,0,0,0,0,0,0,0
gas-CT_0_z01,NGCT,1,0,0,0.025206923,0.025206923,0,0,0,0,0,0,0,0
gas-CT_0_z02,NGCT,2,0,0,0.02066092,0.02066092,0,0,0,0,0,0,0,0
gas-CT_0_z03,NGCT,3,0,0,0.025274738,0.025274738,0,0,0,0,0,0,0,0
gas-CT_0_z04,NGCT,4,0,0,0.02460671,0.02460671,0,0,0,0,0,0,0,0
gas-CT_0_z05,NGCT,5,0,0,0.022628333,0.022628333,0,0,0,0,0,0,0,0
gas-CT_0_z06,NGCT,6,0,0,0.020905324,0.020905324,0,0,0,0,0,0,0,0
gas-CT_0_z07,NGCT,7,0,0,0.022747245,0.022747245,0,0,0,0,0,0,0,0
gas-CT_0_z08,NGCT,8,0,0,0.023285348,0.023285348,0,0,0,0,0,0,0,0
gas-CT_0_z09,NGCT,9,0,0,0.024502331,0.024502331,0,0,0,0,0,0,0,0
gas-CT_0_z10,NGCT,10,0,0,0.022189096,0.022189096,0,0,0,0,0,0,0,0
gas-CT_0_z11,NGCT,11,0,0,0.018119082,0.018119082,0,0,0,0,0,0,0,0
gas-CT_0_z12,NGCT,12,0,0,0.020220252,0.020220252,0,0,0,0,0,0,0,0
gas-CT_0_z13,NGCT,13,0,0,0.023807447,0.023807447,0,0,0,0,0,0,0,0
gas-CT_0_z14,NGCT,14,0,0,0.026080474,0.026080474,0,0,0,0,0,0,0,0
gas-CT_0_z15,NGCT,15,0,0,0.027574536,0.027574536,0,0,0,0,0,0,0,0
gas-CT_0_z16,NGCT,16,0,0,0.027861576,0.027861576,0,0,0,0,0,0,0,0
gas-CT_0_z17,NGCT,17,0,0,0.020447053,0.020447053,0,0,0,0,0,0,0,0
gas-CT_0_z18,NGCT,18,0,0,0.026931956,0.026931956,0,0,0,0,0,0,0,0
Total,,n/a,336976,150519.664,745074.1223,931530.4582,0,0,0,0,0,0,0,0
