Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
,,,,,,,168.0,31,19336.23401292932,14356.494040917161,22251.11990083233,30633.46165566368,22729.770091063703,33468.267842936664,14596.679238355131,26345.907638624398,35309.64263759044,32612.050331423667,11360.699259764378,9655.370206450309,18000.435500127598,16130.242313462388,46202.42986694937,50864.67416394185,17672.169198713367,12381.546017380238,8095.799528955369,17738.05508094903,34660.091040436055,36028.65805046927,37946.0913487766,19871.62508641575,56631.811308905046,2719.943598921733
,,,,,,,168.0,32,19773.573745752743,14479.816114178759,22442.62009914076,35696.59516882404,23921.108330039842,36259.21299263391,16423.771129828274,28308.56242540734,38366.96298187133,33771.92880981415,12128.24628208353,10290.367540547248,19250.21498486843,17830.221217977636,49606.143624653065,55855.24241948578,18447.721985735363,13376.563325322657,8779.895090688433,19393.727228090982,38183.46912438338,38930.7325504138,41797.56997271079,20865.256473500765,63522.621762489965,3090.0244204564383
,,,,,,,168.0,33,21052.491542426753,15332.04182371012,23765.074348192167,39706.99795152531,23950.21431902915,38163.315758315206,17266.118653888338,31170.809109862388,43053.24928386617,37071.96368475038,12592.787813238781,10726.740116111496,20758.777059547574,18607.49770824272,50991.504278761175,57411.09596005837,19906.523735192,14362.553258495434,9722.783401581513,21411.420965250043,38764.179602779484,40843.7142550091,44463.51533271524,22438.42261511166,69554.96419857106,3386.891420928722
,,,,,,,168.0,34,22800.847400938754,16684.574155660484,25876.589623781445,41475.58557869657,24394.833392210643,38548.550459064216,17561.943081980862,31886.872225735162,44633.06540664911,42855.30239534097,12863.6867622926,11044.740360833028,21051.662781493258,19128.02222236863,51931.46295573387,58437.29723149986,21122.526293886254,14590.24371101855,9987.594586768506,21912.835909872076,38109.25051401842,41355.313976741454,45148.55697337853,24477.823464083336,70893.81326792573,3442.05251898945
,,,,,,,168.0,35,24044.657650253084,17942.860350321498,27828.688503920253,42358.876791586525,25384.437017847096,39079.251387960634,18104.4549992624,31671.25097935891,45126.56987167083,47372.40698851912,13501.804286730483,11565.37798547175,21478.954964879773,19378.756574067043,53450.24357146137,60081.42615026097,21665.312914557537,14688.541791843505,9988.597659439669,22053.232094366245,37461.34210461621,41661.27067307159,45032.21022328052,25630.877041427204,70300.10641469879,3388.8972790400207
,,,,,,,168.0,36,24206.152368107607,18627.648773391993,28882.44090403627,43828.68941144655,26425.227037913024,39790.53108283316,18468.469465016933,31144.73398239363,45670.22722947931,48419.90969737696,14102.798621853583,12076.987211995352,21890.198615556932,19914.32514929486,54794.474763716884,61516.90417512195,21305.127338178627,14922.250494213044,10136.049342100607,21936.903827213933,37905.65081261184,42370.48832653194,45535.710814221915,25845.44527234163,69923.02233224384,3374.8562722609263
,,,,,,,168.0,37,24274.361317263552,19091.861130466135,29586.279329232697,44777.149669555394,27195.03026394057,40452.65322474551,19091.20495601848,31831.713302243563,46766.569465797875,47651.3397021805,14588.410071268574,12484.268282521984,21937.341180390653,20352.608796063683,56089.55123327052,62894.200700722315,21424.520328677485,15193.07173730221,10293.531751473176,22514.533843418514,38348.95656641336,43336.50897756774,46193.67174581067,25744.177088592296,70774.47016736152,3415.97636354256
,,,,,,,168.0,38,24689.633448889468,19875.908783234987,30799.448124799186,45065.89866990989,27183.99006122049,40798.7625261997,19229.59062068549,32020.256531633033,47900.02484277865,49378.113803659755,14685.733027039762,12585.586972480578,22120.896273253875,20298.450176096827,56152.75016245865,62897.21008861511,21931.188061466757,15381.643565823555,10300.553260171315,22847.473366647544,38076.15302561243,43734.75425115156,46175.61793976098,26347.775569949696,71120.4648706779,3439.0437318225013
,,,,,,,168.0,39,25157.065365164046,20568.718154159895,31874.25552054074,45933.14827166904,27739.011161602804,40897.07763212002,19416.110429584503,31575.976475146144,47521.87203116648,50438.660128624055,14888.405574109654,12725.025565591914,22134.938739374556,20745.7602595268,57426.760322282906,63776.95448260748,22736.83992172376,15225.169069816482,10187.206048329914,22607.79702311821,39371.96984441685,44665.66511736259,46885.73431104885,26900.238631790104,69858.83780757066,3375.859201316576
,,,,,,,168.0,40,25443.944180731705,21018.893852488814,32574.083470379923,49666.83326236392,29707.17821015563,42668.755969418846,20502.137058819088,31939.022480672676,48478.78922553786,50666.42173294468,15601.772806618043,13221.587461923644,22747.79208221296,22647.32958280757,61803.536957962606,68024.2039286322,22747.876248576595,15389.667898952124,10358.73147509876,22874.549773657134,44925.327217265236,48463.540698693374,51394.17087734681,27191.00866433769,69910.98773386763,3385.888491873072
,,,,,,,168.0,41,25459.99334523899,21089.077146214928,32683.368923864837,58224.030199952766,32305.64046854588,46639.48239015993,22399.424577297235,34413.150921650464,53032.67189057566,49966.079883535895,16435.539572039237,13788.370232484103,24204.196425586706,25390.363390388226,69223.89377073427,74804.35485108878,23765.22492391981,16577.26920198017,11398.917835094637,24572.340776147335,54969.91347138779,55544.682729494765,60811.236710710895,27557.98049851843,73853.32158527823,3603.524096949037
,,,,,,,168.0,42,26475.103000324554,21769.855095358216,33743.13703701672,66385.19986274985,36568.16237329033,51849.179788570356,25472.990245444973,38688.4689370085,60686.00332983522,51202.21334839495,17775.98770513517,14767.449850301817,26716.794827894722,28709.083269468436,78495.07636687266,83075.15590977414,26872.452584213625,18530.19127714538,12992.800309572407,27223.823003308644,61862.2146933878,62311.84297029178,71556.2602779523,29244.44668729442,80487.39394017043,3958.5609826489977
,,,,,,,168.0,43,29399.060158994937,23673.82759229946,36706.87832602048,62474.05454892044,36679.56805528388,53445.29543672575,25280.45366851696,43180.41108826084,67680.32575787675,56814.981694516355,18399.05528795895,15349.279951054148,27712.806889168918,26905.80181205344,73129.18633151839,78793.80006763113,30912.75151479264,20621.533098778382,14500.41853433017,30548.204086152724,56975.821859629934,60674.723860748236,70051.776440478,32403.813489216616,90001.74683977166,4449.996219917305
,,,,,,,168.0,44,33515.67085511269,26175.36070439446,40602.05251674429,53448.64308645122,33074.44003978069,48401.128573793416,22222.932715113224,42615.78428961045,61571.7034164494,65387.64754172073,17196.06328827181,14491.582130117522,25382.76054642979,23674.33748736428,64507.04670656604,69895.04006865018,35072.44343587051,19795.02678653589,13578.594749531512,30343.626788746933,48620.21046840727,53698.911184421166,60932.59840693382,36534.7532619616,91720.68864117532,4495.128027421537
,,,,,,,168.0,45,35781.61226898452,29913.122404550842,46410.223452873775,46602.88553638015,32054.726770362195,43772.292872606115,20319.628428606076,37868.105311260704,52157.00238251883,70865.96630643701,16719.481803825278,14118.40834135913,23761.858742785178,22499.897784008906,61372.17918731345,66379.0718805735,30849.543460999124,17184.109394828116,11585.489351930926,26727.422208132833,45310.46162780773,48621.033162050204,54141.358364574866,37473.238608391046,82065.93209385149,3962.572698871596
,,,,,,,168.0,46,31315.932244833395,27578.023960434904,42778.7380168888,41748.29296792026,31115.305884362475,41961.48913601246,19341.9036238935,36042.846388447746,48867.975673563116,62942.471199300664,16362.296522850613,13813.44911613722,23067.759703105676,21141.920535210294,57994.547527369934,63381.721539354345,24679.233447822833,16151.979546166072,10760.963616235063,25399.67543477369,41856.287383254756,45560.46306203957,49949.86639337149,32997.38541772755,78035.34452101526,3745.940022851281
,,,,,,,168.0,47,26770.006398145855,23658.788315072437,36686.825949234255,36893.700399460366,29852.70815510217,39674.158100315224,18026.2370148854,34170.45165828742,45554.87557606976,51583.488280737845,15820.498624742977,13354.003967612105,22091.808307718173,19336.63320298171,53435.19620736896,59575.8489842722,22895.36170742813,15228.178194739694,10075.864981830837,24052.87489351891,38554.56217620818,42516.94628608669,45739.31762689344,29146.18646939903,74074.95877204032,3541.3424954987613
,,,,,,,168.0,48,24975.50919167542,22139.82131514301,34332.67691453168,33472.82682581618,28532.902102655982,37603.521583789305,16848.956070544307,31412.5054837074,41651.9774594041,47112.53802147489,15169.337817572874,12771.170711513649,20876.131954984714,18029.805761929576,50165.90556889081,56807.21212290511,21218.843328238276,14087.719848841985,9212.219411959622,22200.64808808512,37003.994992097,40211.73812816325,42879.7953464673,27095.75641229624,68044.62210235525,3245.4784240821273
,,,,,,,168.0,49,23132.864491683144,20481.490346243158,31760.959591698578,29885.521536689892,30269.22489408709,36162.90431744666,15792.010486783223,29465.896929212922,39297.800671993595,42708.812552914496,14609.479989528316,12231.473135298556,19828.965195699457,17033.888916983473,48347.18082892123,54770.85964878367,19178.12616290485,13361.517700706592,8610.375809261912,20757.57587746291,35874.668569516674,38690.98287689608,40821.66145680247,24674.34389987412,63256.85771501507,3019.8193865609655
,,,,,,,168.0,50,21165.838766759432,18505.329318612195,28690.94070572784,28236.243392303993,29070.861071561805,35118.55712088489,15142.199539651174,26975.72225594667,37178.33942282512,37974.98326135197,13940.259252421292,11654.65881127685,19191.036020502692,16640.73745352036,47184.52116338082,53469.80094980066,17921.991506563918,12862.00296345324,8150.968525869325,19319.51781628692,35872.66266112843,37826.27903349747,39732.41515847108,22550.720006992105,59399.76893543603,2843.303872766635
,,,,,,,168.0,51,20004.280485544918,16891.113562911614,26182.388369771346,27981.58281560246,28614.1981408675,34712.254897438674,14780.190663239646,26257.65336103784,36081.997186506545,34389.995542243676,13483.74435679356,11282.488177864583,18818.91066830458,16587.581770960296,46866.52020222784,52924.09861190801,16961.831070367218,12660.391593597973,7958.378573006058,18761.94439786722,36401.219521430234,37670.792843559204,39699.316514046644,21339.512423138724,57726.95976114122,2770.0900517042137
,,,,,,,168.0,52,19071.42279855917,15681.95567385888,24302.47804606294,29107.503396845845,28799.874277523424,34675.135928876916,14685.927964118639,25985.87030165195,35483.17164663263,32141.47679650573,13350.301541148532,11138.033808022627,18668.4556741544,16939.612800744868,47767.35573256027,53382.52870090974,16654.820523370152,12545.04180487481,7873.117395957216,18507.22560599923,37949.78079715317,38195.433342512195,40857.76906890185,20442.1359433798,57126.232725528156,2744.0138962573237
,,,,,,,,53,18647.12301189791,15003.182961679195,23250.730883625547,32202.53174439555,29486.374155753987,35054.35133742672,14826.319218128649,26383.014550791475,36066.951318670515,31216.383408031663,13346.288223384772,11101.920215562137,18746.692271112493,17515.298872244428,49378.42684805456,54565.21814277633,16823.37533348619,12761.698799346143,8004.519915879549,18682.72083661694,40597.579869632806,39540.63966965551,43338.161422284466,20082.182696191583,58102.03807720012,2798.1720652624026
,,,,,,,,54,18556.84646154445,14609.153898331164,22642.14124816368,37873.24127913515,31117.313193947946,36775.86890639886,16127.94670173575,27196.357949913072,37176.33330711365,30584.26970441055,13964.339159003854,11556.349587356628,19229.151285687407,19430.909319220315,54387.192775615586,59494.59551116686,17113.329738983415,13078.659957924574,8230.21126689119,18998.61225172882,46406.69056198206,42789.799471010614,48293.93118292478,20113.265010015635,60056.657430138126,2896.459112716064
,,,,,,,,55,18859.774441619393,14649.258637603229,22704.30361620097,42728.83644829072,41180.9598006992,42008.64025823955,19758.063412566033,30160.899365207086,41621.88572373205,31338.792728415432,16766.63828754946,13581.720231182413,21061.693114436603,22787.740819758685,66099.05782754328,73762.10351088573,17018.01600707256,14115.805014791973,9021.63560443868,20840.810758270167,53624.95189707143,48287.99177456953,56251.64769393881,20821.139640976307,66839.15649833705,3237.45499163693
,,,,,,,,56,19777.586036879566,14983.130592043162,23217.644461928277,46353.23796315699,56571.00239249374,45857.977619630045,22897.813529032774,34977.777720300845,50631.3513839456,33025.43262649017,20234.144835438332,16309.299617295492,25472.03050962556,24596.036964207648,73740.10931367033,78933.23503999707,18580.15790796939,15664.501308605573,10313.593204896431,24619.473780941807,55278.82336317708,51266.30466441927,59429.11755868451,22551.722662276756,80605.7341575366,3982.631279984588
,,,,,,,,57,22225.083624240022,16410.859310128646,25433.43209680592,47315.7346310053,57101.93577785042,46750.839295845195,23163.554116980296,37645.46383825824,56234.43256608241,38172.6442131192,21464.226730030856,17412.77049803267,26995.638083719725,24209.90606259209,72411.9286431134,76371.24281393492,21320.17687479613,16773.865363630084,11273.53375119928,26371.41759745119,53225.77612781124,50739.657892047726,58817.29413144497,25284.960968224044,85719.43558423278,4217.316679006596
,,,,,,,,58,24883.22649575855,18856.24578724276,29239.37321083104,46631.960956554736,53926.372013637694,45369.411736128044,22642.100887800254,36523.230467583686,55069.88239557385,46599.82357298221,21166.237886071653,17326.499138265946,26130.02035070902,23591.093682600404,70426.67974052111,74144.2957732701,23055.89009801483,16534.13841141412,11150.15581264625,25682.473463540515,51170.72298405716,49168.745805316605,57224.547242172186,27282.250295240552,83084.86142303827,4061.862675380907
,,,,,,,,59,25979.585046162232,20761.220902665806,32195.093549120305,45326.574850785466,51224.53331159577,44110.37645112803,22475.636972331242,34615.73460429234,53161.063296109765,51101.877839883666,20981.625268938682,17212.139428807728,25338.62708147907,23390.50620124167,69993.31565465963,73071.95055413916,23135.15099086701,16090.794006060742,10787.043505685298,24754.855815989755,49492.78061729261,48038.21073395903,55371.023154403854,27635.184955436238,78177.75393513388,3782.0454688546665
,,,,,,,,60,25185.15140305179,21041.95407757025,32618.19869930961,45836.898604884205,50649.439115358764,43703.071012315275,22592.96394889675,32980.02180038688,52301.4427137447,49830.626947045654,21072.92824806423,17329.50860430432,25134.008289434823,23933.09533831704,70525.99234353103,73404.98948094128,22349.565179433346,15942.343843182236,10739.899090140643,23894.42777101835,49529.889922475086,47657.018784432956,55105.2310097834,27261.194534262966,74858.21054969274,3617.5651037281314
