Time_Index,Solar_z01_01,Solar_z02_01,Solar_z03_01,Solar_z04_01,Solar_z05_01,Solar_z06_01,Solar_z07_01,Solar_z08_01,Solar_z09_01,Solar_z10_01,Solar_z11_01,Solar_z12_01,Solar_z13_01,Solar_z14_01,Solar_z15_01,Solar_z16_01,Solar_z17_01,Solar_z18_01,Wind_z01_02,Wind_z01_03,Wind_z02_01,Wind_z02_02,Wind_z03_01,Wind_z04_01,Wind_z04_02,Wind_z04_03,Wind_z04_04,Wind_z05_01,Wind_z05_02,Wind_z06_01,Wind_z06_02,Wind_z07_01,Wind_z08_01,Wind_z08_02,Wind_z09_01,Wind_z09_02,Wind_z10_01,Wind_z10_02,Wind_z11_01,Wind_z12_01,Wind_z13_01,Wind_z13_02,Wind_z14_01,Wind_z14_02,Wind_z15_01,Wind_z15_02,Wind_z16_01,Wind_z16_02,Wind_z16_03,Wind_z16_04,Wind_z17_01,Wind_z17_02,Wind_z18_01,Wind_z18_02,Hyd_z02_01,Hyd_z03_01,Hyd_z04_01,Hyd_z06_01,Hyd_z07_01,Hyd_z08_01,Hyd_z11_01,Hyd_z12_01,Hyd_z13_01,Hyd_z14_01,Hyd_z15_01,Hyd_z16_01,Hyd_z18_01,coal-new_1_z11,CoalOldUns_1_z11,gas-CC_1_z11,gas-CT_1_z11,nuclear_1_z11,o-g-s_1_z11,coal-new_1_z10,CoalOldScr_1_z10,CoalOldScr_2_z10,gas-CC_1_z10,gas-CT_1_z10,o-g-s_1_z10,coal-new_1_z09,CoalOldScr_1_z09,gas-CC_1_z09,gas-CC_2_z09,gas-CT_1_z09,nuclear_1_z09,o-g-s_1_z09,coal-IGCC_1_z08,coal-new_1_z08,CoalOldScr_1_z08,gas-CC_1_z08,gas-CC_2_z08,gas-CC_3_z08,gas-CT_1_z08,o-g-s_1_z08,coal-new_1_z07,CoalOldScr_1_z07,gas-CC_1_z07,gas-CC_2_z07,gas-CC_4_z07,gas-CT_1_z07,nuclear_1_z07,o-g-s_1_z07,o-g-s_2_z07,biopower_1_z06,coal-new_1_z06,CoalOldScr_1_z06,gas-CC_1_z06,gas-CC_2_z18,gas-CT_1_z06,nuclear_1_z06,o-g-s_1_z06,coal-new_1_z05,CoalOldScr_1_z05,gas-CC_1_z05,gas-CT_1_z05,o-g-s_1_z05,biopower_1_z04,coal-new_1_z04,CoalOldScr_1_z04,CoalOldScr_2_z04,gas-CC_1_z04,gas-CT_1_z04,gas-CT_2_z04,nuclear_1_z04,o-g-s_1_z04,coal-new_1_z03,CoalOldUns_1_z03,CoalOldUns_2_z03,gas-CT_1_z03,nuclear_1_z03,o-g-s_1_z03,coal-new_1_z02,CoalOldScr_1_z02,gas-CC_1_z02,gas-CC_2_z02,gas-CC_3_z02,gas-CT_1_z02,nuclear_1_z02,o-g-s_2_z02,CoalOldUns_1_z17,gas-CC_1_z17,gas-CC_2_z17,gas-CT_1_z17,nuclear_1_z17,o-g-s_1_z17,coal-new_1_z18,CoalOldScr_1_z18,CoalOldScr_2_z18,gas-CC_1_z18,gas-CT_1_z18,nuclear_1_z18,o-g-s_1_z18,coal-new_1_z12,CoalOldUns_1_z12,gas-CC_1_z12,gas-CT_1_z12,nuclear_1_z12,o-g-s_1_z12,o-g-s_2_z12,CoalOldUns_1_z01,gas-CC_1_z01,gas-CT_1_z01,coal-new_1_z15,CoalOldScr_1_z15,gas-CC_1_z15,gas-CT_1_z15,nuclear_1_z15,o-g-s_1_z15,coal-new_1_z14,CoalOldUns_1_z14,CoalOldUns_2_z14,gas-CC_1_z14,gas-CT_1_z14,nuclear_1_z14,o-g-s_1_z14,coal-new_1_z13,gas-CC_1_z13,gas-CT_1_z13,o-g-s_1_z13,CoalOldScr_1_z16,gas-CC_1_z16,gas-CC_2_z16,gas-CC_3_z16,gas-CC_4_z16,gas-CT_1_z16,o-g-s_1_z16,pumped-hydro_z06,pumped-hydro_z03,pumped-hydro_z16,pumped-hydro_z18,pumped-hydro_z15,pumped-hydro_z12,battery_z01,battery_z02,battery_z03,battery_z04,battery_z05,battery_z06,battery_z07,battery_z08,battery_z09,battery_z10,battery_z11,battery_z12,battery_z13,battery_z14,battery_z15,battery_z16,battery_z17,battery_z18,gas-CC_0_z01,gas-CC_0_z02,gas-CC_0_z03,gas-CC_0_z04,gas-CC_0_z05,gas-CC_0_z06,gas-CC_0_z07,gas-CC_0_z08,gas-CC_0_z09,gas-CC_0_z10,gas-CC_0_z11,gas-CC_0_z12,gas-CC_0_z13,gas-CC_0_z14,gas-CC_0_z15,gas-CC_0_z16,gas-CC_0_z17,gas-CC_0_z18,gas-CT_0_z01,gas-CT_0_z02,gas-CT_0_z03,gas-CT_0_z04,gas-CT_0_z05,gas-CT_0_z06,gas-CT_0_z07,gas-CT_0_z08,gas-CT_0_z09,gas-CT_0_z10,gas-CT_0_z11,gas-CT_0_z12,gas-CT_0_z13,gas-CT_0_z14,gas-CT_0_z15,gas-CT_0_z16,gas-CT_0_z17,gas-CT_0_z18
231,0.412323755,0.694676965,0.925367532,0.817350608,0.854622126,0.446274323,0.732607472,0.751147279,0.721899908,0.854622126,0.918655468,0.840570422,0.61392969,0.738221904,0.695118744,0.735716327,0.766109586,0.75840554,0.131553285,0.230110619,0.666885278,0.101136448,0.131553285,0.352712876,0.517975931,0.760985253,0.403461497,0.474523623,0.682417216,0.246610523,0.740516352,0.474523623,0.362376304,0.186737294,0.600625065,0.349408299,0.797664748,0.568039222,0.17757314,0.362376304,0.031766951,0.284804059,0.230294077,0.3126514,0.399694947,0.168011803,0.147347227,0.376584038,0.64911024,0.472640927,0.010015732,0.675030356,0.289309221,0.429562726,0.665867668,0.227460728,0.469879484,0.874568481,0.457228916,0.600462535,0.360647963,0.475483639,0.310818068,0.534099076,0.249336878,0.221136427,0.205934136,0.84,0.84,0.9,0.92,0.9095,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.841441125,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.690557359,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.797420846,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.849,0.7807,0.84,0.84,0.84,0.92,0.976,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.817,0.7807,0.84,0.9,0.9,0.92,0.914625,0.7807,0.84,0.84,0.84,0.9,0.92,0.883,0.7807,0.84,0.84,0.9,0.92,0.778394037,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,0.378,0.7807,0.84,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
232,0.421174266,0.692211613,0.551384691,0.862426554,0.875645576,0.390101996,0.746449622,0.867220319,0.661029796,0.875645576,0.925274394,0.886303822,0.547421972,0.606536724,0.72165932,0.904551426,0.78653086,0.795394495,0.126451371,0.24909683,0.704235685,0.131137582,0.126451371,0.350240532,0.578626028,0.73140636,0.438781334,0.489635485,0.693777593,0.283240302,0.892504031,0.489635485,0.405436201,0.189390376,0.622502258,0.363550907,0.803810527,0.605940654,0.168720372,0.405436201,0.030637884,0.315023703,0.183717229,0.288689401,0.529057572,0.132658763,0.166744191,0.348549616,0.437176593,0.318324281,0.001175636,0.723295271,0.384150888,0.4816158,0.665867668,0.227460728,0.469879484,0.874568481,0.457228916,0.600462535,0.360647963,0.475483639,0.310818068,0.534099076,0.249336878,0.221136427,0.205934136,0.84,0.84,0.9,0.92,0.9095,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.841441125,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.690557359,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.797420846,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.849,0.7807,0.84,0.84,0.84,0.92,0.976,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.817,0.7807,0.84,0.9,0.9,0.92,0.914625,0.7807,0.84,0.84,0.84,0.9,0.92,0.883,0.7807,0.84,0.84,0.9,0.92,0.778394037,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,0.378,0.7807,0.84,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
233,0.295907738,0.673267833,0.862266868,0.834019961,0.815431327,0.227721777,0.482626325,0.845471275,0.491746085,0.815431327,0.861816462,0.770913527,0.458385212,0.450934075,0.684595729,0.726340792,0.631794519,0.532519875,0.130543695,0.310881539,0.70054965,0.117208655,0.130543695,0.3269179,0.611427571,0.783750913,0.47290895,0.508458623,0.677476843,0.281331927,0.850969418,0.508458623,0.450257128,0.207422804,0.578000479,0.366062976,0.752234075,0.582782372,0.168417257,0.450257128,0.037024176,0.263409504,0.26587843,0.318455727,0.515113421,0.109647925,0.151266039,0.287213676,0.446143907,0.32485371,0.000520171,0.700998993,0.372184872,0.44799069,0.665867668,0.227460728,0.469879484,0.874568481,0.457228916,0.600462535,0.360647963,0.475483639,0.310818068,0.534099076,0.249336878,0.221136427,0.205934136,0.84,0.84,0.9,0.92,0.9095,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.841441125,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.690557359,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.797420846,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.849,0.7807,0.84,0.84,0.84,0.92,0.976,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.817,0.7807,0.84,0.9,0.9,0.92,0.914625,0.7807,0.84,0.84,0.84,0.9,0.92,0.883,0.7807,0.84,0.84,0.9,0.92,0.778394037,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,0.378,0.7807,0.84,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
234,0.023668341,0.31958349,0.27908119,0.553506755,0.473999153,0.089227389,0.344395592,0.676844625,0.404822547,0.473999153,0.542460079,0.384935035,0.292930349,0.281995675,0.446308066,0.387864456,0.281039423,0.22884873,0.128210305,0.37467385,0.673601963,0.127610129,0.128210305,0.319255555,0.604200022,0.785537724,0.489286031,0.502919084,0.658945157,0.270911579,0.929280775,0.502919084,0.497934554,0.230308737,0.531170028,0.336574953,0.792453011,0.567715428,0.157011717,0.497934554,0.050168879,0.248177391,0.323733172,0.330169881,0.605737983,0.127269355,0.155317775,0.256462618,0.589084766,0.428934182,0.001232997,0.708803795,0.427963767,0.505979008,0.665867668,0.227460728,0.469879484,0.874568481,0.457228916,0.600462535,0.360647963,0.475483639,0.310818068,0.534099076,0.249336878,0.221136427,0.205934136,0.84,0.84,0.9,0.92,0.9095,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.841441125,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.690557359,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.797420846,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.849,0.7807,0.84,0.84,0.84,0.92,0.976,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.817,0.7807,0.84,0.9,0.9,0.92,0.914625,0.7807,0.84,0.84,0.84,0.9,0.92,0.883,0.7807,0.84,0.84,0.9,0.92,0.778394037,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,0.378,0.7807,0.84,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
235,0.0,0.0,0.0,0.084087359,0.0,0.011221053,0.0,0.208754141,0.0,0.0,0.0,0.0,0.082214721,0.006693028,0.169455314,0.125933838,0.0,0.08876029,0.123982641,0.373721996,0.660728708,0.105139842,0.123982641,0.284884292,0.557466395,0.776352649,0.488179609,0.407114142,0.558524116,0.29322361,1.019261441,0.407114142,0.52738838,0.211656449,0.489549919,0.269777212,0.745192761,0.560377855,0.151302899,0.52738838,0.065967329,0.235044591,0.383330199,0.37866314,0.547810379,0.1225698,0.144612402,0.207832631,0.718486752,0.523156505,0.003718693,0.67046697,0.487340355,0.530898706,0.665867668,0.227460728,0.469879484,0.874568481,0.457228916,0.600462535,0.360647963,0.475483639,0.310818068,0.534099076,0.249336878,0.221136427,0.205934136,0.84,0.84,0.9,0.92,0.9095,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.841441125,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.690557359,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.797420846,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.849,0.7807,0.84,0.84,0.84,0.92,0.976,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.817,0.7807,0.84,0.9,0.9,0.92,0.914625,0.7807,0.84,0.84,0.84,0.9,0.92,0.883,0.7807,0.84,0.84,0.9,0.92,0.778394037,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,0.378,0.7807,0.84,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128030428,0.407075185,0.609983957,0.089007397,0.128030428,0.262104033,0.553453804,0.779354614,0.432687494,0.393710028,0.563790022,0.419181255,1.038574205,0.393710028,0.504191231,0.206813348,0.432800727,0.217373809,0.713580594,0.562003074,0.150204893,0.504191231,0.088169912,0.228349384,0.442339638,0.435942178,0.54740317,0.137635289,0.127168735,0.211285833,0.736030301,0.535930606,0.010405992,0.595245355,0.556959536,0.512245057,0.665867668,0.227460728,0.469879484,0.874568481,0.457228916,0.600462535,0.360647963,0.475483639,0.310818068,0.534099076,0.249336878,0.221136427,0.205934136,0.84,0.84,0.9,0.92,0.9095,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.841441125,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.690557359,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.797420846,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.849,0.7807,0.84,0.84,0.84,0.92,0.976,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.817,0.7807,0.84,0.9,0.9,0.92,0.914625,0.7807,0.84,0.84,0.84,0.9,0.92,0.883,0.7807,0.84,0.84,0.9,0.92,0.778394037,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,0.378,0.7807,0.84,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152931103,0.443176076,0.540084333,0.076791585,0.152931103,0.241295867,0.547452326,0.767460975,0.419356075,0.376310744,0.559981084,0.384086609,1.040091458,0.376310744,0.477957666,0.193135603,0.384508633,0.205887183,0.678226886,0.564787145,0.154861357,0.477957666,0.069961857,0.237385239,0.564680536,0.459149165,0.562014632,0.160475492,0.110484359,0.235703544,0.730950174,0.532231579,0.023313486,0.530921643,0.612374098,0.513582894,0.665867668,0.227460728,0.469879484,0.874568481,0.457228916,0.600462535,0.360647963,0.475483639,0.310818068,0.534099076,0.249336878,0.221136427,0.205934136,0.84,0.84,0.9,0.92,0.9095,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.841441125,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.690557359,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.797420846,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.849,0.7807,0.84,0.84,0.84,0.92,0.976,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.817,0.7807,0.84,0.9,0.9,0.92,0.914625,0.7807,0.84,0.84,0.84,0.9,0.92,0.883,0.7807,0.84,0.84,0.9,0.92,0.778394037,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,0.378,0.7807,0.84,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147082802,0.481396619,0.628431922,0.073998056,0.147082802,0.295910233,0.545911827,0.756051638,0.455563864,0.459818568,0.63824901,0.357789851,1.039881483,0.459818568,0.507706128,0.195768927,0.513017533,0.247800796,0.80746762,0.684553896,0.166376328,0.507706128,0.059788265,0.231753732,0.614133662,0.4665467,0.480198046,0.224129909,0.120821239,0.208128748,0.654074592,0.476255654,0.069741102,0.623850811,0.670393099,0.507236107,0.665867668,0.227460728,0.469879484,0.874568481,0.457228916,0.600462535,0.360647963,0.475483639,0.310818068,0.534099076,0.249336878,0.221136427,0.205934136,0.84,0.84,0.9,0.92,0.9095,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.841441125,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.690557359,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.797420846,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.849,0.7807,0.84,0.84,0.84,0.92,0.976,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.817,0.7807,0.84,0.9,0.9,0.92,0.914625,0.7807,0.84,0.84,0.84,0.9,0.92,0.883,0.7807,0.84,0.84,0.9,0.92,0.778394037,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,0.378,0.7807,0.84,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210011009,0.47304486,0.549643444,0.073540243,0.210011009,0.366394531,0.601865747,0.752600575,0.497771513,0.41660025,0.595499191,0.526105029,1.044575882,0.41660025,0.493140136,0.269803276,0.446905366,0.236731999,0.851038414,0.705182057,0.252166783,0.493140136,0.028345331,0.246538991,0.618622222,0.482731343,0.419590426,0.281733576,0.164394398,0.286069203,0.676998094,0.492947095,0.012153467,0.774634889,0.749279541,0.555493958,0.665867668,0.227460728,0.469879484,0.874568481,0.457228916,0.600462535,0.360647963,0.475483639,0.310818068,0.534099076,0.249336878,0.221136427,0.205934136,0.84,0.84,0.9,0.92,0.9095,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.841441125,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.690557359,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.797420846,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.849,0.7807,0.84,0.84,0.84,0.92,0.976,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.817,0.7807,0.84,0.9,0.9,0.92,0.914625,0.7807,0.84,0.84,0.84,0.9,0.92,0.883,0.7807,0.84,0.84,0.9,0.92,0.778394037,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,0.378,0.7807,0.84,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263728498,0.480036867,0.551241817,0.067420172,0.263728498,0.373940874,0.592416745,0.764376653,0.542631191,0.236905677,0.397782653,0.565598055,1.046512277,0.236905677,0.500299216,0.295429509,0.372490408,0.139675139,0.809783437,0.678164978,0.286858227,0.500299216,0.057992375,0.236294413,0.602351499,0.505689199,0.391115233,0.271001971,0.136053189,0.171649876,0.642223591,0.467626506,0.001290794,0.845458053,0.773691369,0.580415354,0.665867668,0.227460728,0.469879484,0.874568481,0.457228916,0.600462535,0.360647963,0.475483639,0.310818068,0.534099076,0.249336878,0.221136427,0.205934136,0.84,0.84,0.9,0.92,0.9095,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.841441125,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.690557359,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.797420846,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.849,0.7807,0.84,0.84,0.84,0.92,0.976,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.817,0.7807,0.84,0.9,0.9,0.92,0.914625,0.7807,0.84,0.84,0.84,0.9,0.92,0.883,0.7807,0.84,0.84,0.9,0.92,0.778394037,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,0.378,0.7807,0.84,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
