Time_Index,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,MA_utilitypv_class1_moderate,CT_utilitypv_class1_moderate,ME_utilitypv_class1_moderate,MA_landbasedwind_class1_moderate,CT_landbasedwind_class1_moderate,ME_landbasedwind_class1_moderate
1406,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1407,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1408,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1409,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1410,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1411,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1412,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1413,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1414,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1415,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1416,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1417,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1418,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1419,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1420,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1421,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1422,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1423,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1424,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1425,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1426,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1427,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1428,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1429,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1430,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1431,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1432,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1433,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1434,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1435,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1436,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1437,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1438,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1439,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1440,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1441,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1442,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1443,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1444,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1445,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1446,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1447,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1448,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1449,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1450,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1451,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1452,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1453,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1454,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1455,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1456,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1457,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1458,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1459,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1460,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1461,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1462,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1463,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1464,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1465,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1466,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1467,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1468,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1469,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1470,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1471,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1472,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1473,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1474,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1475,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1476,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1477,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1478,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1479,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1480,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1481,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1482,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1483,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1484,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1485,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1486,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1487,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1488,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1489,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1490,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1491,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1492,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1493,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1494,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1495,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1496,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1497,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1498,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1499,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1500,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1501,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1502,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1503,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1504,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1505,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1506,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1507,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1508,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1509,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1510,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1511,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1512,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1513,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1514,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1515,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1516,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1517,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1518,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1519,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1520,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1521,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1522,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1523,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1524,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1525,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1526,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1527,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1528,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1529,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1530,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1531,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1532,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1533,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1534,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1535,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1536,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1537,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1538,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1539,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1540,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1541,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1542,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1543,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1544,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1545,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1546,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1547,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1548,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1549,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1550,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1551,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1552,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1553,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1554,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1555,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1556,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1557,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1558,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1559,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1560,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1561,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1562,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1563,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1564,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1565,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1566,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1567,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1568,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1569,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1570,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1571,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1572,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1573,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1574,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1575,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1576,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1577,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1578,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1579,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1580,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1581,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1582,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1583,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1584,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1585,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1586,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1587,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1588,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1589,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1590,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1591,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1592,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1593,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1594,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1595,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1596,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1597,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1598,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1599,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1600,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1601,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1602,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1603,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1604,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1605,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1606,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1607,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1608,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1609,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1610,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1611,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1612,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1613,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1614,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1615,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1616,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1617,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1618,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1619,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1620,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1621,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1622,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1623,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1624,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1625,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1626,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1627,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1628,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1629,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1630,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1631,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1632,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1633,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1634,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1635,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1636,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1637,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1638,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1639,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1640,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1641,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1642,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1643,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1644,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1645,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1646,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1647,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1648,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1649,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1650,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1651,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1652,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1653,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1654,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1655,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1656,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1657,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1658,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1659,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1660,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1661,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1662,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1663,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1664,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1665,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1666,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1667,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1668,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1669,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1670,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1671,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1672,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1673,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1674,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1675,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1676,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1677,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1678,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1679,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1680,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
