Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Subperiods,Hours_per_period,Sub_Weights
,,,,,,,6489,2103.5388,7557.115815,4249.084162,10977.66034,3411.99883,12580.77842,18225.06586,10565.75469,5004.671619,2490.813349,5218.506022,18114.1504,2692.232553,3483.170446,7444.608342,16623.24117,11866.30309,24395.28259,,,
,,,,,,,6490,2129.4684,7566.683464,4292.953102,11058.83272,3440.872379,12560.54596,18873.99108,10596.9342,5019.474066,2511.891499,5404.872615,18430.352,2644.22271,3472.060264,7412.053904,17040.26626,12008.85756,24468.46039,,,
,,,,,,,6491,2086.2524,7558.092263,4322.255253,11161.33233,3464.574989,12490.82923,19578.37375,10614.27389,5014.101341,2529.19478,5621.880454,18663.6336,2643.808091,3409.141493,7442.219831,17477.61468,12076.32532,24630.51362,,,
,,,,,,,6492,2197.5336,7525.347478,4323.116977,11215.90656,3476.637088,12473.67858,19899.15258,10596.6215,5014.958297,2538.000304,5722.084741,19200.9552,2580.189226,3441.173403,7530.886296,17936.19846,12052.90476,24604.4153,,,
,,,,,,,6493,2252.634,7561.608523,4360.589442,11310.08448,3495.598287,12468.24617,20131.76198,10656.41486,5051.784438,2551.842281,5793.411592,19747.1216,2602.174703,3395.437909,7535.281832,18232.75143,12112.32709,24434.82592,,,
,,,,,,,6494,2319.6188,7531.380954,4376.624666,11314.51368,3491.9054,12329.5564,20133.05544,10660.88637,5024.594802,2549.146415,5773.331538,20084.3296,2555.490914,3372.70494,7535.642291,18507.28545,12004.57184,24377.72597,,,
,,,,,,,6495,2422.2568,7552.003827,4394.210831,11407.60834,3547.519414,12353.51186,19896.02698,10721.20361,5067.321724,2589.745528,5687.732128,20525.464,2481.26076,3371.05822,7556.274026,18597.14491,11954.30028,24389.30931,,,
,,,,,,,6496,2470.8748,7552.97727,4413.60193,11469.93961,3582.958974,12331.17853,19418.08607,10762.45101,5085.407578,2615.61697,5526.782905,20606.1728,2449.855915,3343.000861,7454.145554,18312.76799,11865.64381,24246.93561,,,
,,,,,,,6497,2446.0256,7475.6737,4381.403726,11397.04521,3543.587244,12225.34938,19033.77568,10694.15291,5046.91738,2586.874982,5423.511211,20449.1776,2468.404357,3285.68847,7284.762299,17862.43036,11812.89739,24923.48066,,,
,,,,,,,6498,2390.9252,7438.576966,4361.180239,11268.3014,3487.318628,12462.34936,18430.72953,10670.2932,5077.476229,2545.797998,5223.485685,20029.0496,2446.395053,3370.643819,7383.608278,17687.83555,11967.598,24885.11195,,,
,,,,,,,6499,2398.488,7616.271356,4451.289042,11256.55134,3549.977676,12767.87114,17810.00463,10840.64766,5228.904226,2591.540098,5020.557823,19922.912,2329.332629,3396.653542,7360.454459,17469.55647,12202.86263,23879.99188,,,
,,,,,,,6500,2325.0208,7650.902442,4537.611952,11382.28276,3556.036803,12342.07758,16541.45122,10898.51181,5094.568357,2595.963357,4643.656528,19261.7632,2179.119829,3325.456555,7150.915884,16932.51071,11985.48561,22469.66405,,,
,,,,,,,6501,2240.7496,7465.333539,4395.951715,11223.66475,3443.06355,11710.31552,15426.65394,10629.93399,4888.044261,2513.491088,4331.576146,18277.7792,2010.138788,3162.017188,6854.750841,16228.54213,11572.052,21134.91066,,,
,,,,,,,6502,2079.77,7194.060529,4177.17725,10779.4026,3278.830975,10988.54247,14527.90098,10259.28251,4634.035251,2393.5987,4078.181458,17186.552,1910.95601,2992.730097,6455.016601,15345.4617,10912.8319,20076.40773,,,
,,,,,,,6503,1876.6548,6852.641529,3879.956388,10101.73839,3072.213025,10373.67085,13880.64713,9772.184694,4393.894435,2242.764314,3894.49129,16010.1936,1889.500448,2848.340124,6107.180116,14567.25707,10266.69239,19346.93516,,,
,,,,,,,6504,1759.9716,6703.167917,3694.863726,9738.254024,2971.605324,10171.75032,13728.7182,9541.153962,4296.113183,2169.319093,3858.222221,15052.744,1847.378772,2779.972118,5919.410122,14075.63763,9839.160662,18991.32071,,,
,,,,,,,6505,1685.424,6413.708619,3449.345026,9197.752113,2830.20977,9781.998478,13168.75273,9084.384763,4113.882541,2066.098093,3699.638142,14345.16,1879.134945,2741.059769,5772.596893,13680.73679,9585.034006,18980.16678,,,
,,,,,,,6506,1583.8664,6292.790069,3336.599255,8905.923559,2755.435576,9586.557015,13149.59772,8884.265193,4034.732116,2011.511743,3703.384237,14098.6112,1845.648137,2721.459298,5706.274982,13466.94159,9419.706497,19216.20026,,,
,,,,,,,6507,1621.6804,6204.857297,3267.872838,8734.153128,2703.516852,9552.455449,13317.4034,8770.190542,3987.234932,1973.61025,3763.761178,13895.1808,1975.232839,2724.272138,5694.649401,13327.78645,9395.411866,20402.08601,,,
,,,,,,,6508,1643.2884,6139.623611,3208.597074,8549.074775,2674.114794,9783.799303,13870.18501,8677.621221,4030.54706,1952.146281,3932.106082,13794.5712,2160.603362,2780.392902,5873.198982,13328.05538,9519.419453,22079.24053,,,
,,,,,,,6509,1649.7708,6270.539659,3311.777506,8636.306017,2735.467897,10540.92741,14007.99925,8861.20251,4250.239965,1996.93502,3951.915122,14073.1824,2285.872974,2896.908048,6151.642271,13590.40941,10029.81523,22914.91255,,,
,,,,,,,6510,1793.464,6545.969746,3549.610071,9003.288131,2855.818318,11174.93392,14080.83562,9195.173792,4447.637604,2084.79274,3986.499053,14528.6896,2263.233802,3069.032509,6452.101509,13966.34706,10905.75698,23156.69298,,,
,,,,,,,6511,1885.298,6746.767037,3747.650317,9595.437998,3016.654911,11236.28682,14430.49385,9438.140753,4449.220472,2202.206008,4114.019268,14911.2272,2334.517507,3135.398486,6684.334183,14480.55076,11350.37201,23459.099,,,
,,,,,,,6512,2044.1168,6900.361439,3845.569679,10103.09511,3125.041004,11475.54113,15245.54251,9633.887943,4547.554791,2281.329578,4370.082679,16130.704,2387.185746,3168.766736,6887.31653,15112.83241,11632.93713,23779.08849,,,
,,,,,,,6513,2094.8956,6947.407381,3903.754086,10147.12846,3142.374335,11586.33268,16267.42115,9717.462412,4625.41831,2293.983185,4703.605533,17098.104,2298.270029,3147.49583,6955.970959,15752.82588,11847.3368,23991.97586,,,
,,,,,,,6514,2141.3528,6971.458725,3979.527522,10162.79117,3160.952743,11593.67046,16834.73291,9804.863013,4675.938845,2307.545718,4863.713631,18041.1808,2268.904211,3057.329386,6897.73209,16234.42284,12016.87163,24142.69444,,,
,,,,,,,6515,2138.1116,6951.38534,4029.877832,10148.42727,3162.507803,11498.07708,17356.54528,9843.351542,4702.630127,2308.680936,5012.144405,18846.0576,2237.928878,2960.594377,6790.755416,16709.20683,12146.02255,24314.61785,,,
,,,,,,,6516,2183.4884,6900.180106,4068.183443,10109.20265,3136.431027,11468.70415,17851.75479,9858.493343,4730.839923,2289.644475,5151.048351,19749.3328,2156.521593,2907.531876,6790.982796,17158.73529,12196.62023,24291.12462,,,
,,,,,,,6517,2181.3276,6918.871248,4132.129756,10071.00179,3126.430968,11435.62017,18123.19781,9939.540076,4764.697731,2282.344273,5205.443374,20532.0976,2169.952053,2894.339313,6760.739568,17716.29073,12234.67903,24343.13875,,,
,,,,,,,6518,2307.7344,6966.766517,4211.490813,10139.40163,3171.056938,11431.74907,18201.75575,10075.04881,4822.249754,2314.92194,5186.989923,21226.4144,2183.570117,2904.518319,6786.420107,18138.43876,12083.35791,24294.35683,,,
,,,,,,,6519,2409.292,7026.238941,4291.782967,10258.06422,3184.769524,11544.89316,18172.7755,10228.59277,4886.439761,2324.932346,5154.528172,21673.0768,2225.619969,2929.912034,6846.749796,18491.78023,11957.83343,24213.81286,,,
,,,,,,,6520,2449.2668,7114.043748,4355.89217,10370.47917,3222.642625,11646.24271,18010.45441,10369.52786,4921.373347,2352.580311,5115.233767,21908.5696,2273.228706,2986.466954,6939.384112,18609.47968,11896.54222,24050.26564,,,
,,,,,,,6521,2481.6788,7128.524836,4340.40409,10420.00934,3185.714979,11682.03692,18025.96652,10378.23227,4884.094245,2325.622543,5139.213834,21365.72,2345.200225,3055.95108,6934.182365,18333.02138,11844.60168,24635.91972,,,
,,,,,,,6522,2415.7744,7170.624434,4294.130842,10417.94467,3212.33534,11990.80522,17809.22314,10378.86263,4909.221,2345.05583,5056.20176,20587.3776,2459.560054,3169.543298,7113.200151,18140.87655,11923.06477,24737.75261,,,
,,,,,,,6523,2434.1412,7395.113352,4355.393703,10605.26996,3307.695815,12257.57684,17198.87475,10557.05973,5076.041763,2414.670491,4846.770061,20218.1072,2340.613794,3250.652756,7129.955543,17911.75896,12185.58805,23720.22527,,,
,,,,,,,6524,2360.674,7359.039197,4405.89949,10731.89499,3308.158476,11801.73479,16067.26209,10547.106,4929.295083,2415.008241,4506.80155,19186.5824,2181.9125,3200.773322,6985.354981,17446.42552,11947.97165,22254.32189,,,
,,,,,,,6525,2247.232,7203.000503,4276.542891,10647.70605,3241.724092,11263.15667,14995.40599,10318.86504,4717.479385,2366.510085,4179.59993,18174.9584,2099.698576,3078.706258,6712.053921,16708.67601,11576.44276,20884.04463,,,
,,,,,,,6526,2094.8956,6981.487704,4038.408088,10296.94656,3113.633992,10639.85003,14208.546,9955.707733,4486.261095,2273.002278,3954.631799,16878.0896,1983.409695,2904.617019,6424.300182,15968.31565,10892.34402,20027.32254,,,
,,,,,,,6527,1938.2376,6684.045881,3755.978021,9751.243432,2944.344261,10062.90834,13629.63845,9512.767129,4263.642927,2149.418085,3800.185468,15651.9792,2014.700439,2854.81027,6075.511971,15138.32774,10288.04417,19285.42927,,,
,,,,,,,6528,1761.052,6581.208193,3595.568806,9475.619464,2866.000554,9973.700509,13558.99935,9348.804524,4211.406493,2092.225934,3786.413645,14712.2192,1977.066748,2823.399419,5926.528744,14645.51098,9870.011261,19010.75511,,,
,,,,,,,6529,1684.3436,6292.402275,3361.897795,8933.178023,2733.928828,9504.226249,12990.64581,8897.999337,4023.176439,1995.811476,3636.492553,14233.4944,1949.881552,2804.942829,5842.715369,14277.74383,9623.271534,18796.61709,,,
,,,,,,,6530,1680.022,6163.007859,3261.088161,8672.850582,2648.35143,9311.152021,12862.27344,8720.106265,3948.10059,1933.338615,3618.408265,13629.8368,2022.327606,2791.925958,5747.540952,13920.73491,9456.1896,19104.72532,,,
,,,,,,,6531,1638.9668,6046.652048,3173.705248,8480.489587,2594.44841,9241.713251,13068.15605,8562.850192,3902.97638,1893.988555,3687.883791,13506.0096,2111.356961,2801.447248,5749.249952,13762.83908,9425.625918,20125.74878,,,
,,,,,,,6532,1676.7808,5927.163558,3104.6911,8272.782306,2558.79454,9389.119574,13424.89873,8412.041045,3902.141238,1867.960663,3813.917629,13606.6192,2318.436591,2815.737652,5906.310117,13612.46768,9548.470943,21640.15585,,,
,,,,,,,6533,1646.5296,6009.983034,3168.811861,8299.924876,2607.883388,9984.150966,13397.04916,8512.840988,4077.014037,1903.796302,3793.205488,13754.7696,2486.02449,2971.801077,6133.58736,13723.87866,10049.11155,22491.43337,,,
,,,,,,,6534,1788.062,6190.752422,3360.671126,8569.605204,2702.10548,10523.77414,13411.95848,8738.29219,4240.191968,1972.579926,3813.702621,14027.8528,2465.683227,3123.145071,6366.056728,13965.08019,10949.96802,22813.10113,,,
,,,,,,,6535,1917.71,6403.456471,3574.07365,9159.316439,2833.356401,10598.83371,13663.63856,9010.077525,4257.555695,2068.395184,3899.902261,14642.5664,2542.0553,3218.875383,6595.892516,14373.31893,11409.08724,23265.13074,,,
,,,,,,,6536,2078.6896,6665.896252,3743.08099,9767.109165,2973.651618,11050.38145,14357.68952,9366.320458,4422.68891,2170.812921,4093.058016,15844.3536,2713.432089,3394.614695,7062.596801,14607.92513,11556.91832,23546.05461,,,
,,,,,,,6537,2209.418,6870.898171,3875.780709,10025.85717,3072.51996,11349.98556,15134.35213,9644.120043,4562.585388,2242.988381,4326.191042,16861.5056,2441.678292,3326.776462,6926.482163,15980.64625,11639.85135,23587.95076,,,
,,,,,,,6538,2228.8652,7049.632524,4016.550113,10262.108,3161.916639,11544.11132,15624.78969,9924.704307,4688.870056,2308.249377,4453.684457,18058.8704,2595.251552,3500.527542,7297.182933,16189.44386,11740.21183,23678.69144,,,
,,,,,,,6539,2322.86,7146.781346,4113.478262,10461.00938,3229.258449,11719.89445,16300.86059,10118.49273,4765.36608,2357.409968,4661.13429,19424.2864,2590.190447,3528.920728,7461.345658,16835.51763,11726.40612,23535.48038,,,
,,,,,,,6540,2396.3272,7263.097257,4181.471908,10636.272,3293.630617,11856.87834,16896.80662,10288.5062,4847.240405,2404.402673,4823.315056,20952.2256,2606.462323,3580.172734,7535.34579,17333.72288,11751.62421,23444.56615,,,
,,,,,,,6541,2527.0556,7360.440924,4251.17184,10801.3686,3326.155847,11956.44749,17417.95681,10449.268,4929.443462,2428.146608,4975.121043,22301.0576,2678.156915,3598.115333,7595.389783,17745.61166,11769.73132,23282.56123,,,
,,,,,,,6542,2627.5328,7448.176626,4326.249329,10980.49819,3383.494407,11995.43084,17681.41593,10619.18442,4983.107089,2470.004667,5037.9921,23193.2768,2654.648199,3604.552689,7704.375346,18269.20974,11657.60334,23241.87101,,,
,,,,,,,6543,2706.402,7549.074899,4386.920691,11173.91831,3445.508785,12182.14132,17810.51894,10794.44919,5071.194007,2515.276149,5051.580744,23883.1712,2689.795676,3632.120709,7806.575106,18716.60308,11519.10489,23111.80796,,,
,,,,,,,6544,2824.1656,7723.531862,4478.194918,11363.45477,3511.260056,12500.48044,17892.75769,11048.68122,5168.725386,2563.275621,5073.807226,24282.2928,2717.37084,3725.45298,7916.291579,18997.11401,11430.07214,23110.06975,,,
,,,,,,,6545,2872.7836,7832.59692,4495.525522,11446.98582,3517.65043,12670.84837,17986.19653,11161.71057,5208.861971,2567.940695,5131.911602,23919.656,2841.265843,3709.955609,7818.346141,18802.67372,11349.96123,23564.26162,,,
,,,,,,,6546,2819.844,7947.990567,4519.518707,11498.1707,3547.659979,13165.74911,17750.84668,11302.6367,5288.254239,2589.848143,5037.309891,23145.736,2830.100229,3809.584863,7960.599452,18777.31073,11577.96985,23716.23891,,,
,,,,,,,6547,2819.844,8155.066021,4567.655436,11550.45534,3591.28455,13501.76517,17441.22213,11444.19753,5453.925027,2621.694773,4942.923339,22752.1424,2723.540602,3839.573918,7922.611937,18510.58582,11797.73235,23124.8683,,,
,,,,,,,6548,2729.0904,8055.576595,4579.713899,11505.34899,3544.501262,12940.17478,16248.41188,11321.44959,5258.165762,2587.542229,4588.579677,21512.7648,2580.906838,3745.195239,7617.176836,17705.33764,11645.47053,22047.2253,,,
,,,,,,,6549,2510.8496,7770.914121,4395.915957,11194.98495,3385.68709,12150.75732,15125.01876,10916.38674,5004.018677,2471.605361,4253.417314,19834.464,2337.406839,3538.109893,7214.891802,16678.61085,11359.04458,20704.29343,,,
,,,,,,,6550,2262.3576,7440.479869,4173.05828,10725.72485,3209.134305,11320.43411,14023.23133,10481.6098,4736.453179,2342.719023,3870.778219,18450.2528,2056.228895,3331.391133,6769.88696,15677.91981,10828.0637,19743.06358,,,
,,,,,,,6551,1992.2576,7070.072084,3903.877807,10158.79336,3036.072943,10626.74852,13296.31214,10028.45306,4475.518715,2216.38148,3706.739742,17079.3088,2162.371787,3131.613631,6429.923731,14842.39501,10276.3723,19119.13204,,,
,,,,,,,6552,1838.8408,6596.315478,3570.078945,9420.343258,2831.719149,9882.365767,12558.67713,9416.185406,4208.611005,2067.199964,3500.955606,16015.7216,2124.787924,3040.749152,6234.658891,14368.68264,9850.065064,18723.31941,,,
,,,,,,,6553,1753.4892,6612.355672,3525.042028,9359.849906,2817.835351,9927.294709,12821.37604,9419.801763,4238.826234,2057.06457,3583.099554,15512.6736,2098.46976,3010.638141,6129.153417,14083.59131,9583.4152,18630.13825,,,
,,,,,,,6554,1705.9516,6541.866216,3443.825398,9176.946755,2776.648856,9761.325629,12758.13804,9310.254858,4197.744644,2026.997774,3569.407566,15219.6896,2147.0861,2996.606959,6089.036031,13966.61231,9391.899097,18836.60325,,,
,,,,,,,6555,1654.0924,6521.470152,3416.673816,9171.355827,2770.706023,9802.109473,12854.99813,9303.084193,4217.536521,2022.659412,3590.481744,15136.7696,2265.174467,3031.734508,6127.810452,14054.78866,9318.279881,19365.8328,,,
,,,,,,,6556,1700.5496,6650.824953,3476.196961,9373.57167,2828.632837,10166.13949,13457.45313,9494.67552,4340.764797,2064.946907,3773.757748,15685.1472,2490.232232,3189.001368,6468.462815,14630.28283,9294.133412,20320.29943,,,
,,,,,,,6557,1866.9312,7110.726675,3727.852197,9996.217023,3028.172504,11121.42836,14471.81889,10146.56802,4703.523237,2210.614034,4053.504656,16947.7424,2807.840012,3496.406743,7108.39455,15757.15256,9506.063716,21251.33277,,,
,,,,,,,6558,2091.6544,7673.663682,4076.581675,10781.56556,3287.7824,12282.77435,15802.81885,10951.39332,5128.165859,2400.133382,4450.131761,18367.3328,2963.370667,3706.294754,7513.628673,16489.90057,9831.000782,21959.49675,,,
,,,,,,,6559,2185.6492,7912.043067,4264.503818,11193.28432,3398.244906,12757.78233,16274.7253,11273.7379,5292.35737,2480.772766,4582.347994,18800.728,2928.222475,3798.862682,7637.071128,16736.34168,9994.687536,22638.68178,,,
,,,,,,,6560,2151.0764,8065.783529,4414.758473,11528.50792,3495.016549,13167.31756,16580.97955,11492.23468,5443.753787,2551.417603,4661.245754,19363.4784,2980.247877,3863.626311,7818.785236,17251.68774,10291.52166,23074.40632,,,
,,,,,,,6561,2246.1516,8292.140665,4620.183207,11939.22239,3615.272875,13526.65699,16962.67966,11820.15583,5563.724894,2639.206631,4762.92382,20392.792,3007.683309,4010.558126,8016.285035,17789.20877,10503.29518,23029.27528,,,
,,,,,,,6562,2382.282,8540.163452,4781.404233,12356.29917,3720.308026,13751.54212,17621.40127,12143.43862,5672.25156,2715.88396,4957.52345,21299.384,2978.018665,4103.892713,8163.001763,18398.40597,10597.36387,22930.6415,,,
,,,,,,,6563,2480.5984,8721.229979,4890.315999,12669.7238,3808.7433,13911.12667,18301.87712,12408.47111,5764.41187,2780.443115,5158.0228,22459.1584,3074.571164,4133.812861,8257.849923,18978.62929,10569.83477,22742.53022,,,
,,,,,,,6564,2583.2364,8859.637292,4960.195605,12917.90508,3892.040003,14084.61597,19084.09151,12624.38321,5854.940266,2841.251031,5386.481887,23617.8272,3104.869817,4215.187684,8433.629789,19816.01499,10508.82577,22579.90176,,,
,,,,,,,6565,2689.1156,8949.111296,4990.899338,13068.70613,3934.387902,14125.8009,19793.4013,12758.1973,5910.864127,2872.165671,5597.848398,24485.7232,3154.810651,4252.162638,8546.094213,20572.41097,10395.57286,22489.21922,,,
,,,,,,,6566,2827.4068,8936.694717,4980.061335,13035.45155,3928.543907,14055.01238,20136.2792,12778.18023,5927.764985,2867.899461,5695.724158,25035.2064,3144.01521,4260.673358,8640.752539,21204.39192,10303.03361,22502.51574,,,
,,,,,,,6567,2923.5624,8884.533353,4962.848127,12968.31909,3927.422911,14040.33474,20081.64253,12754.53294,5931.627673,2867.081116,5664.255451,25195.5184,3221.575146,4268.570752,8698.167933,21537.2228,10231.36715,22574.65311,,,
,,,,,,,6568,3000.2708,8914.053745,4981.899242,13010.14439,3943.281998,14129.75553,19799.70843,12806.65754,5961.100167,2878.658502,5559.674829,25068.3744,3162.561622,4248.10791,8660.055567,21463.78959,10213.6763,22633.35709,,,
,,,,,,,6569,3041.326,8825.726001,4926.843451,12940.99819,3905.802399,14014.26794,19727.223,12673.2061,5899.575233,2851.297799,5569.386402,24668.1472,3161.133855,4189.617394,8518.632527,20835.71706,10211.85368,23347.96491,,,
,,,,,,,6570,2999.1904,8821.389666,4920.005448,12976.37368,3897.913245,14416.31347,19430.40984,12671.54258,5945.502704,2845.538591,5462.099045,24411.648,3116.954218,4165.531845,8634.028448,20473.4007,10448.98561,23324.19167,,,
,,,,,,,6571,3002.4316,8941.210467,4963.727576,12940.43854,3941.40577,14785.35995,18762.38306,12716.94216,6088.087739,2877.288825,5249.17461,24202.6896,2879.06575,4066.05132,8522.520188,20054.5568,10891.27631,22677.96478,,,
,,,,,,,6572,2870.6228,8854.734343,5010.707599,12830.17421,3857.244322,14096.24653,17446.47428,12594.44629,5865.742914,2815.849631,4853.918364,23039.5984,2702.133762,3953.050845,8173.160981,19102.99482,10819.59652,21728.49184,,,
,,,,,,,6573,2656.7036,8474.717417,4794.490867,12355.1028,3695.298692,13160.68409,16253.06154,12090.77554,5550.272109,2697.626749,4512.960559,21565.8336,2408.687571,3700.169815,7678.823908,17965.86754,10605.5363,20657.81601,,,
,,,,,,,6574,2397.4076,8008.464473,4489.872057,11660.12357,3467.771868,12066.99145,15208.75937,11459.50846,5177.832371,2531.528553,4229.867171,19984.8256,2273.085551,3514.931518,7115.047471,16724.38375,10241.99718,19724.54347,,,
,,,,,,,6575,2130.5488,7535.433898,4156.961132,10933.29127,3240.569654,11182.67612,14424.4326,10821.01931,4866.159384,2365.667327,4022.406194,18549.7568,2224.351201,3251.921153,6718.631572,15834.4819,9809.283698,19317.14571,,,
,,,,,,,6576,1951.2024,6743.786146,3658.822056,9731.480775,2896.201811,9970.506265,13097.64986,9704.172497,4369.294396,2114.273331,3659.370019,17351.2864,2211.120676,3131.858757,6472.363018,15186.56671,9431.754646,19134.02721,,,
,,,,,,,6577,1865.8508,6969.652442,3729.128737,9990.182952,2970.410184,10311.77466,13677.6105,10029.59065,4529.18394,2168.446622,3832.778812,16642.5968,2161.841442,3043.15143,6332.025538,14763.75724,9204.009432,19020.77916,,,
,,,,,,,6578,1826.9564,6858.562886,3635.639974,9760.243505,2916.300713,10100.46711,13532.77939,9866.723432,4466.758717,2128.945849,3791.953029,16299.8608,2154.644333,3050.903403,6268.487652,14541.34892,9075.812548,19089.50988,,,
,,,,,,,6579,1771.856,6815.918058,3607.933024,9661.759451,2893.466244,10091.26943,13605.52692,9836.628172,4472.80354,2112.276324,3819.290851,16083.1632,2245.943281,3124.534375,6300.478375,14527.89205,8994.486562,19553.49588,,,
,,,,,,,6580,1812.9112,6939.455929,3676.864841,9823.530093,2938.395994,10349.02649,14165.0468,10033.18188,4595.080512,2145.075755,3986.900158,16516.5584,2470.544455,3214.878319,6590.863753,15065.99211,9031.810033,20344.44303,,,
,,,,,,,6581,1951.2024,7363.010019,3929.700177,10426.61619,3123.898445,11194.9398,15121.15329,10679.4109,4942.235266,2280.495491,4239.840821,17726.0848,2769.38691,3503.783478,7171.298194,16209.67964,9102.248863,21142.63558,,,
,,,,,,,6582,2214.82,7906.753567,4265.047086,11190.93585,3368.471931,12210.1123,16608.55818,11477.08922,5365.584402,2459.038021,4672.315669,19186.5824,2947.234965,3628.228611,7444.187763,16776.98956,9295.167409,21835.68162,,,
,,,,,,,6583,2242.9104,8120.889111,4456.614764,11524.75254,3467.72554,12586.24466,17032.82004,11821.76894,5532.466908,2531.494733,4766.575062,19485.0944,2975.390126,3677.12669,7606.224122,17111.64589,9316.335746,22165.33642,,,
,,,,,,,6584,2262.3576,8242.445874,4596.168857,11786.03854,3566.4945,13025.0973,17225.08476,12042.46271,5678.343817,2603.597642,4817.308875,20082.1184,3130.464091,3840.809257,7839.992198,17632.36703,9586.035079,22236.46557,,,
,,,,,,,6585,2381.2016,8497.454328,4794.600976,12270.89746,3687.815467,13440.78821,17661.99601,12394.63483,5837.908075,2692.163876,4953.789961,21130.2272,3110.308119,4044.329499,8212.712993,18488.63544,9755.348849,22170.13687,,,
,,,,,,,6586,2554.0656,8758.974158,4982.963798,12753.2334,3824.349347,13795.31717,18453.19762,12766.75499,5956.00928,2791.835777,5198.68739,22112,3309.042113,4250.049925,8585.735897,19377.91382,9946.656428,22112.14141,,,
,,,,,,,6587,2780.9496,8974.808526,5083.366445,13178.97401,3956.228471,14098.95416,19055.34202,13031.78621,6076.955038,2888.109632,5368.932316,23176.6928,3357.800558,4427.264547,8924.545847,20467.13209,10009.35321,21850.24042,,,
,,,,,,,6588,2988.3864,9146.971836,5172.340255,13534.20386,4061.346717,14373.39932,19704.86552,13261.00844,6177.934917,2964.847622,5559.053974,24052.328,3222.178184,4539.484595,9225.99042,21598.79002,10056.24214,21671.96085,,,
,,,,,,,6589,3160.17,9296.360763,5240.345864,13809.18144,4152.275992,14570.83693,20336.98194,13452.67747,6230.814131,3031.227437,5744.977163,24946.7584,3327.16417,4544.010419,9353.395734,22393.62558,10035.52926,21557.31185,,,
,,,,,,,6590,3255.2452,9351.4553,5225.113492,13904.27611,4167.103767,14605.56153,20667.92093,13484.52184,6255.596868,3042.051949,5828.154451,25401.16,3315.85344,4544.02155,9402.536334,22925.058,10015.18405,21738.1983,,,
,,,,,,,6591,3409.7424,9331.122352,5204.401127,13920.85129,4178.032838,14627.96179,20800.78759,13465.15416,6268.602409,3050.030344,5858.913833,25589.112,3511.937724,4528.710946,9416.441813,23036.85056,10010.23905,21886.69469,,,
,,,,,,,6592,3439.9936,9268.881741,5180.83314,13934.2361,4176.738768,14708.78255,20522.8188,13388.96747,6287.087168,3049.085652,5762.654579,25718.4672,3428.060482,4458.290514,9254.854327,22601.77236,10048.89833,22395.8484,,,
,,,,,,,6593,3429.1896,9138.782792,5138.016255,13766.16637,4129.04758,14504.32374,20538.95152,13211.12535,6194.515073,3014.270328,5797.624371,25288.3888,3439.937536,4356.697676,9056.186019,21875.31995,10112.32024,23469.05775,,,
,,,,,,,6594,3321.1496,9013.496083,5093.711051,13651.97907,4078.766309,14911.24234,20046.26049,13059.66331,6206.083139,2977.564201,5625.526233,24740.0112,3317.045894,4422.044096,9160.429317,21493.96183,10400.08827,23704.10806,,,
,,,,,,,6595,3334.1144,9161.103032,5176.389366,13568.09274,4120.643693,15186.59587,19083.38472,13114.52094,6342.816642,3008.135357,5318.296638,24435.9712,3079.586427,4351.518155,9061.797576,21100.15434,10911.78693,22903.11808,,,
,,,,,,,6596,3213.1096,9059.019646,5250.068638,13562.93798,4034.711163,14390.3895,17555.49077,13002.20173,6061.219794,2945.403245,4867.567415,23275.0912,2701.42711,4204.970681,8717.923893,20197.35914,10787.33094,21839.7977,,,
,,,,,,,6597,2974.3412,8649.861439,4980.002773,12986.07112,3846.595282,13363.98157,16315.56874,12428.40756,5666.568513,2808.075663,4539.450984,21676.3936,2631.675712,3925.193558,8108.206976,18900.4321,10517.05542,20866.81901,,,
,,,,,,,6598,2705.3216,8166.61457,4597.747861,12130.55188,3571.54925,12362.31358,15091.60221,11714.14473,5286.962591,2607.28769,4181.15232,19929.5456,2463.749038,3680.457754,7576.657937,17692.17523,10044.76704,19992.14309,,,
,,,,,,,6599,2420.096,7709.105294,4242.321646,11224.90856,3322.654846,11585.89499,14391.39753,11050.75921,4961.810832,2425.590821,3996.182163,18251.2448,2414.993486,3501.410441,7173.258196,16705.80538,9623.21274,19566.25563,,,
,,,,,,,6600,2251.5536,7251.392008,3897.19532,10383.17865,3085.599766,10873.58752,13702.57916,10362.17135,4668.16231,2252.536847,3814.380043,17333.5968,2349.517654,3368.160011,6925.96676,16084.12874,9279.516339,19497.71726,,,
,,,,,,,6601,2141.3528,7142.71019,3785.393482,10102.91885,3027.274824,10712.03952,13727.27927,10194.36243,4612.210775,2209.958713,3825.94202,16569.6272,2360.705259,3293.372935,6762.675444,15615.51791,9140.329606,19605.71487,,,
