Resource,MA_natural_gas,MA_wind,MA_solar_pv,CT_natural_gas,CT_wind,CT_solar_pv,ME_natural_gas,ME_wind,ME_solar_pv,MA_battery,CT_battery,ME_battery
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27206.090734821275,14014.003544830603
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27206.589646356497,14014.003544830603
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27206.589646356497,14014.003544830603
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27206.589646356497,14014.003544830603
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25656.593317494808,27207.324645216606,14014.0035448306
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.0035448306
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.0035448306
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.0035448306
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27206.589646356497,14014.003544830603
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27206.589646356497,14014.0035448306
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27206.589646356497,14014.003544830603
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27206.589646356493,14014.003544830603
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27206.58964635651,14014.003544830603
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27206.58964635651,14014.003544830603
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27206.589646356497,14014.0035448306
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27206.589646356497,14014.0035448306
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27206.589646356497,14014.003544830603
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27206.589646356497,14014.003544830603
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27206.589646356497,14014.003544830603
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.0035448306
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.0035448306
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.0035448306
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302849,14014.003544830603
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27204.08823302853,14014.003544830603
t80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27206.589646356497,14014.003544830603
t81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25655.849217862215,27206.589646356497,14014.003544830603
t82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25656.593317494804,27207.324645216613,14014.003544830603
t83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25656.593317494804,27207.324645216613,14014.003544830603
t84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25656.593317494804,27207.324645216613,14014.003544830603
t85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25656.593317494804,27207.324645216613,14014.003544830603
t86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25656.593317494804,27207.324645216613,14014.003544830603
t87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25656.593317494804,27207.324645216613,14014.003544830603
t88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25656.593317494804,27207.324645216613,14014.003544830603
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25656.593317494804,27207.324645216613,14014.003544830603
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25656.593317494804,27207.324645216613,14014.003544830603
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25656.593317494804,27207.324645216613,14014.0035448306
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25656.593317494804,27207.324645216613,14014.0035448306
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25656.593317494804,27207.324645216613,14014.0035448306
t94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.0035448306
t95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.0035448306
t96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.0035448306
t97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.0035448306
t98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.0035448306
t99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.0035448306
t100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.0035448306
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216606,14014.003544830603
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216606,14014.003544830603
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890135,27207.324645216613,14014.003544830603
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216606,14014.003544830603
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216606,14014.003544830603
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.0035448306
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.0035448306
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14014.003544830603
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14012.025534802682
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14012.025534802682
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14012.025534802682
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27208.543464168168,14012.025534802682
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201203.55877159533,-197019.7032839822,-199827.49388756423
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201203.55877159533,-197019.7032839822,-207571.7017878088
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201203.55877159533,-197019.7032839822,-207571.7017878088
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201203.55877159533,-197019.7032839822,-207571.7017878088
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201203.55877159533,-197019.7032839822,-207571.7017878088
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201203.55877159533,-197019.7032839822,-207571.7017878088
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201203.55877159533,-197019.7032839822,-207571.7017878088
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201203.55877159533,-197019.7032839822,-207571.7017878088
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201203.55877159533,-197019.7032839822,-207571.7017878088
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201203.55877159533,-197019.7032839822,-207571.7017878088
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201203.55877159533,-197019.7032839822,-207571.7017878088
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201203.55877159533,-197019.7032839822,-207571.7017878088
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201203.55877159533,-202350.62094183473,-207571.7017878088
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212647.13478589768,-208323.31768952726,-218792.55617835163
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212647.13478589768,-208889.68284411932,-218792.55617835163
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212647.13478589768,-208889.68284411932,-218792.55617835163
t153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212647.13478589768,-208889.68284411932,-218792.55617835163
t154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212647.13478589768,-208889.68284411932,-218792.55617835163
t155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212647.13478589768,-208889.68284411932,-218792.55617835163
t156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212647.13478589768,-208889.68284411932,-218792.55617835163
t157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212647.13478589768,-208889.68284411932,-218792.55617835163
t158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212647.13478589768,-208889.68284411932,-218792.55617835163
t159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212647.13478589768,-208889.68284411932,-218792.55617835163
t160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212647.13478589768,-208889.68284411932,-218792.55617835163
t161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212647.13478589768,-208889.68284411932,-218792.55617835163
t162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212647.13478589768,-208889.68284411932,-218792.55617835163
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212647.13478589768,-208889.68284411932,-218792.55617835163
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212647.13478589768,-208889.68284411932,-218792.55617835163
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212647.13478589768,-208889.68284411932,-218792.55617835163
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21879.466569026852,23494.623454826968,11280.663106476628
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,13001.728622963878
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.82722789014,27207.324645216613,14014.003544830603
t169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.0035448306
t174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27208.543464168168,14014.003544830603
t177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27208.543464168168,14014.0035448306
t178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27208.543464168168,14014.003544830603
t179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27208.543464168168,14014.003544830603
t180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27208.543464168168,14014.003544830603
t181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27208.543464168168,14014.003544830603
t182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27208.543464168168,14014.003544830603
t183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27208.543464168168,14014.003544830603
t184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27208.543464168168,14014.003544830603
t185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890146,27207.32464521661,14014.003544830603
t190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890146,27207.32464521661,14014.003544830603
t191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890146,27207.32464521661,14014.003544830603
t192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890146,27207.32464521661,14014.003544830603
t193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27208.543464168168,14014.003544830603
t201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27208.543464168168,14014.003544830603
t202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27208.543464168168,14014.003544830603
t203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27208.543464168168,14014.003544830603
t204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27208.543464168168,14014.003544830603
t205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27208.543464168168,14014.003544830603
t206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27208.543464168168,14014.003544830603
t207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27208.543464168168,14014.003544830603
t208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27208.543464168168,14014.003544830603
t209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27208.543464168168,14014.003544830603
t210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.32464521661,14014.003544830603
t216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.324645216606,14014.003544830603
t217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25657.827227890142,27207.324645216606,14014.003544830603
