Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6
,,,,,,,,1461,17885,25098,11168,18097,25062,13360
,,,,,,,,1462,17032,23902,10521,17601,23383,12628
,,,,,,,,1463,15637,21946,9958,16476,21614,12019
,,,,,,,,1464,14345,20131,9544,15723,20110,11736
,,,,,,,,1465,13655,19163,9351,15231,19463,11562
,,,,,,,,1466,13196,18519,9279,14992,19137,11566
,,,,,,,,1467,12998,18241,9350,14922,19092,11800
,,,,,,,,1468,12843,18023,9627,15299,19601,12104
,,,,,,,,1469,12910,18004,10315,16250,20978,12718
,,,,,,,,1470,12671,17303,11215,16541,23400,13258
,,,,,,,,1471,12430,17254,11708,16343,25699,13398
,,,,,,,,1472,12049,17155,11754,15516,26531,13380
,,,,,,,,1473,11560,16685,11734,15344,26763,13351
,,,,,,,,1474,11749,16761,11618,15218,26276,13348
,,,,,,,,1475,12044,17836,11488,15752,26192,13127
,,,,,,,,1476,13434,19807,11372,16273,26022,13014
,,,,,,,,1477,14982,22204,11241,16148,25708,12968
,,,,,,,,1478,16180,23197,11069,16968,25181,12816
,,,,,,,,1479,17235,24531,10964,17894,24765,12793
,,,,,,,,1480,17754,24924,10977,18253,24712,12771
,,,,,,,,1481,17695,24832,11178,18481,25190,13116
,,,,,,,,1482,17519,24586,11386,18903,25801,13615
,,,,,,,,1483,18164,25492,11445,18820,25897,13547
,,,,,,,,1484,18240,25597,11170,18371,25232,13256
,,,,,,,,1485,17688,24822,10802,17802,24175,12803
,,,,,,,,1486,16858,23659,10235,17331,22775,12152
,,,,,,,,1487,15686,22014,9719,16365,21238,11750
,,,,,,,,1488,14515,20370,9349,15693,19938,11476
,,,,,,,,1489,13711,19242,9112,15239,19156,11337
,,,,,,,,1490,13189,18509,8985,14977,18643,11289
,,,,,,,,1491,12772,17925,8967,14817,18422,11467
,,,,,,,,1492,12504,17547,9108,14918,18552,11639
,,,,,,,,1493,12672,17629,9384,15234,18987,11811
,,,,,,,,1494,11873,15877,9767,14887,19994,12151
,,,,,,,,1495,10631,14414,10302,14496,21397,12333
,,,,,,,,1496,9544,13153,10611,14198,22772,12509
,,,,,,,,1497,9385,13137,10848,14168,23866,12447
,,,,,,,,1498,9674,13710,10907,14166,24454,12530
,,,,,,,,1499,10165,14506,10830,14386,24681,12284
,,,,,,,,1500,10847,15536,10743,14851,24516,12188
,,,,,,,,1501,11767,16809,10584,15416,24082,12134
,,,,,,,,1502,13078,18612,10484,16358,23705,12054
,,,,,,,,1503,14926,20942,10459,17428,23420,12179
,,,,,,,,1504,16595,23283,10534,18093,23599,12229
,,,,,,,,1505,16802,23579,10808,18461,24040,12527
,,,,,,,,1506,16883,23694,11016,18892,24653,13003
,,,,,,,,1507,17650,24769,10984,18710,24573,12939
,,,,,,,,1508,17749,24908,10737,18151,23862,12738
,,,,,,,,1509,17143,24057,10363,17490,22947,12427
,,,,,,,,1510,16348,22943,9859,17009,21687,11760
,,,,,,,,1511,15209,21343,9382,16164,20290,11443
,,,,,,,,1512,14048,19714,8999,15622,18932,11110
,,,,,,,,1513,13847,19434,10329,17189,23248,12569
,,,,,,,,1514,13186,18505,10107,16854,22561,12693
,,,,,,,,1515,12753,17898,10045,16750,22228,12664
,,,,,,,,1516,12638,17737,10118,16742,22245,12628
,,,,,,,,1517,12611,17699,10293,17136,22706,12805
,,,,,,,,1518,12887,17436,10672,17661,23551,12936
,,,,,,,,1519,12764,16162,11104,17846,24813,12920
,,,,,,,,1520,12272,15089,11528,17289,26395,12920
,,,,,,,,1521,10965,14644,11845,16873,27659,12912
,,,,,,,,1522,10812,14861,12000,16541,28485,12903
,,,,,,,,1523,11220,15482,11941,16165,28588,12763
,,,,,,,,1524,12306,16869,11888,16009,28562,12708
,,,,,,,,1525,13378,18577,11813,16039,28442,12791
,,,,,,,,1526,14102,19946,11742,16307,28303,13084
,,,,,,,,1527,15026,21038,11782,16987,28127,13832
,,,,,,,,1528,15367,21565,12157,18121,28627,14464
,,,,,,,,1529,16426,23051,12939,20025,30182,15518
,,,,,,,,1530,18196,25535,13299,21404,31082,15541
,,,,,,,,1531,18502,25965,13121,21498,30794,15362
,,,,,,,,1532,18307,25691,12902,21385,30105,15049
,,,,,,,,1533,17918,25145,12396,20748,29224,14477
,,,,,,,,1534,17051,23928,11703,19527,27634,13686
,,,,,,,,1535,15646,21958,10876,18228,25405,12949
,,,,,,,,1536,14294,20060,10317,17329,23436,12598
,,,,,,,,1537,13230,18566,9992,16910,22275,12457
,,,,,,,,1538,12664,17773,9837,16811,21579,12764
,,,,,,,,1539,12538,17596,9805,16917,21427,12756
,,,,,,,,1540,12517,17566,9983,17407,21770,12984
,,,,,,,,1541,12852,18036,10454,18623,22854,13577
,,,,,,,,1542,13546,18080,11465,20484,25127,14310
,,,,,,,,1543,14412,17888,12426,20059,28192,14425
,,,,,,,,1544,13788,17688,12689,18646,29946,13938
,,,,,,,,1545,12835,17315,12665,17666,29797,13596
,,,,,,,,1546,12595,17380,12562,16967,29664,13404
,,,,,,,,1547,12805,17674,12449,16513,29504,13329
,,,,,,,,1548,13086,18246,12379,16246,29330,13354
,,,,,,,,1549,13695,19705,12307,16227,29015,13397
,,,,,,,,1550,14928,21864,12223,16451,28774,13608
,,,,,,,,1551,16328,22982,12251,17054,28618,14261
,,,,,,,,1552,16644,23357,12575,18088,29087,14874
,,,,,,,,1553,17359,24362,13350,19903,31028,15820
,,,,,,,,1554,19141,26861,13780,21391,32679,15899
,,,,,,,,1555,19389,27210,13677,21475,32692,15704
,,,,,,,,1556,19054,26740,13522,21269,32190,15408
,,,,,,,,1557,18503,25966,13086,20626,31387,14840
,,,,,,,,1558,17586,24678,12338,19297,29800,13979
,,,,,,,,1559,16070,22552,11509,18379,27415,13170
,,,,,,,,1560,14688,20612,10919,17515,25418,12798
,,,,,,,,1561,13699,19225,10605,17154,24054,12786
,,,,,,,,1562,13110,18398,10484,17048,23424,12813
,,,,,,,,1563,13062,18331,10466,17063,23385,12907
,,,,,,,,1564,13045,18308,10659,17506,23794,13083
,,,,,,,,1565,13400,18806,11205,18755,24990,13598
,,,,,,,,1566,14092,19214,12197,20469,27439,14405
,,,,,,,,1567,15402,19545,13185,19830,30590,14350
,,,,,,,,1568,15502,19052,13405,18525,32308,13960
,,,,,,,,1569,14743,18443,13206,17507,32007,13626
,,,,,,,,1570,14487,18348,13067,16850,31565,13436
,,,,,,,,1571,14969,18684,12942,16289,30920,13322
,,,,,,,,1572,15239,19485,12775,16132,30275,13205
,,,,,,,,1573,15359,20429,12653,16399,29876,13438
,,,,,,,,1574,16087,21756,12512,16967,29420,13690
,,,,,,,,1575,16433,22992,12550,17855,29279,14231
,,,,,,,,1576,16576,23261,12854,18586,29775,14837
,,,,,,,,1577,17299,24277,13667,20299,31705,15797
,,,,,,,,1578,19396,27219,14092,21362,33190,15869
,,,,,,,,1579,19734,27694,14005,21289,33108,15687
,,,,,,,,1580,19546,27430,13838,21060,32559,15572
,,,,,,,,1581,19187,26927,13483,20339,31830,15272
,,,,,,,,1582,18241,25599,12731,19176,30142,14335
,,,,,,,,1583,16711,23451,11890,18173,27780,13653
,,,,,,,,1584,15260,21415,11279,17233,25678,13241
,,,,,,,,1585,14270,20026,10970,16745,24401,13210
,,,,,,,,1586,13777,19334,10852,16674,23817,13502
,,,,,,,,1587,13650,19155,10892,16900,23704,13531
,,,,,,,,1588,13654,19161,11080,17358,24021,13643
,,,,,,,,1589,14047,19713,11572,18531,25157,14185
,,,,,,,,1590,14910,20830,12571,20276,27522,14962
,,,,,,,,1591,16114,22664,13477,20015,30451,14978
,,,,,,,,1592,16808,22178,13691,18681,32112,14740
,,,,,,,,1593,16964,21438,13548,17805,32117,14684
,,,,,,,,1594,15678,20626,13381,17268,31677,14702
,,,,,,,,1595,13997,22181,13124,17057,31289,14580
,,,,,,,,1596,13766,22874,12862,17477,30857,14627
,,,,,,,,1597,14050,22683,12711,17602,30457,14699
,,,,,,,,1598,15136,22670,12699,17616,30124,14950
,,,,,,,,1599,16376,23129,12710,17923,30053,15486
,,,,,,,,1600,16620,23323,12982,18609,30411,16040
,,,,,,,,1601,17314,24297,13755,20535,31816,16948
,,,,,,,,1602,19506,27373,14163,22054,32712,16949
,,,,,,,,1603,19944,27990,14014,22297,32316,16643
,,,,,,,,1604,19812,27804,13796,22215,31506,16245
,,,,,,,,1605,19425,27260,13397,21728,30706,15589
,,,,,,,,1606,18567,26056,12666,20554,28966,14740
,,,,,,,,1607,17052,23929,11801,19709,26701,13908
,,,,,,,,1608,15515,21774,11201,18857,24617,13469
,,,,,,,,1609,14577,20457,10869,18450,23264,13522
,,,,,,,,1610,13995,19641,10736,18309,22566,13797
,,,,,,,,1611,13782,19341,10719,18422,22249,13821
,,,,,,,,1612,13731,19269,10852,18960,22399,13949
,,,,,,,,1613,13971,19607,11294,20212,23270,14383
,,,,,,,,1614,14731,20569,12259,22101,25390,15115
,,,,,,,,1615,16311,22527,13131,22169,28159,15017
,,,,,,,,1616,16888,23084,13351,21266,29784,14750
,,,,,,,,1617,16779,22969,13269,20179,29952,14436
,,,,,,,,1618,16539,22773,13153,19418,30021,14180
,,,,,,,,1619,16304,22616,13012,18656,29995,13958
,,,,,,,,1620,15981,22464,12836,17961,29791,13941
,,,,,,,,1621,15969,22117,12695,17765,29643,14023
,,,,,,,,1622,15957,22271,12525,17729,29364,14093
,,,,,,,,1623,16066,22591,12486,17871,29056,14648
,,,,,,,,1624,16188,22718,12684,18408,29059,15134
,,,,,,,,1625,16910,23732,13434,20346,30495,16128
,,,,,,,,1626,19055,26741,13875,21886,31778,16113
,,,,,,,,1627,19336,27136,13721,22058,31581,15941
,,,,,,,,1628,19139,26859,13567,21981,31054,15636
,,,,,,,,1629,18754,26319,13212,21548,30412,14970
,,,,,,,,1630,17866,25072,12522,20479,29047,14244
,,,,,,,,1631,16476,23121,11682,19662,26918,13538
,,,,,,,,1632,15170,21290,11058,18727,24950,13113
,,,,,,,,1633,14143,19847,10690,18306,23721,13016
,,,,,,,,1634,13580,19057,10550,18167,23112,13239
,,,,,,,,1635,13418,18830,10511,18274,22944,13285
,,,,,,,,1636,13477,18913,10658,18797,23213,13423
,,,,,,,,1637,13797,19362,11096,19926,24238,13901
,,,,,,,,1638,14266,19264,11915,21622,26322,14469
,,,,,,,,1639,14041,18572,12739,21677,28902,14862
,,,,,,,,1640,13163,18014,12994,20762,30473,14677
,,,,,,,,1641,12669,17525,12983,19340,30674,14366
,,,,,,,,1642,12340,17169,12890,17526,30664,13906
,,,,,,,,1643,12311,17152,12677,16765,30229,13571
,,,,,,,,1644,12614,17347,12448,16475,29592,13689
,,,,,,,,1645,13373,17972,12231,16837,28689,13924
,,,,,,,,1646,14375,19562,12084,17190,27934,13856
,,,,,,,,1647,15661,21724,12017,17291,27546,13941
,,,,,,,,1648,16085,22573,12235,17789,27864,14394
,,,,,,,,1649,16793,23568,12954,19606,29558,15402
,,,,,,,,1650,18609,26116,13232,20799,30699,15464
,,,,,,,,1651,18694,26235,13069,20830,30262,15191
,,,,,,,,1652,18345,25744,12878,20661,29559,14895
,,,,,,,,1653,17905,25127,12583,20271,28905,14496
,,,,,,,,1654,17140,24052,12053,19518,27754,13749
,,,,,,,,1655,16008,22465,11383,18878,26035,13176
,,,,,,,,1656,14655,20566,10788,18030,24217,12750
,,,,,,,,1657,13738,19279,10395,17573,22833,12681
,,,,,,,,1658,13312,18681,10196,17302,22008,12881
,,,,,,,,1659,13237,18577,10150,17255,21666,12833
,,,,,,,,1660,13083,18360,10159,17410,21602,12923
,,,,,,,,1661,13124,18417,10392,17834,21992,13038
,,,,,,,,1662,13192,17510,10790,18510,22972,13338
,,,,,,,,1663,11908,15878,11255,18290,24390,13519
,,,,,,,,1664,10965,15003,11677,18013,25944,13500
,,,,,,,,1665,10544,14694,12018,17148,27257,13459
,,,,,,,,1666,10466,14779,12101,16398,27851,13256
,,,,,,,,1667,10259,14592,11988,15893,27885,13103
,,,,,,,,1668,10493,14933,11799,15447,27506,12902
,,,,,,,,1669,11015,15603,11559,15267,26827,12849
,,,,,,,,1670,12124,17066,11392,15477,26216,12824
,,,,,,,,1671,13708,19232,11357,16130,26057,13056
,,,,,,,,1672,14441,20266,11641,17079,26353,13558
,,,,,,,,1673,15315,21492,12359,18802,28030,14553
,,,,,,,,1674,17260,24222,12710,19990,29000,14682
,,,,,,,,1675,17460,24503,12636,19975,28775,14584
,,,,,,,,1676,17234,24186,12466,19848,28265,14498
,,,,,,,,1677,16842,23635,12193,19433,27685,14118
,,,,,,,,1678,16174,22698,11708,18716,26639,13531
,,,,,,,,1679,15240,21387,11065,18180,25075,13011
,,,,,,,,1680,14264,20018,10559,17438,23515,12661
,,,,,,,,1681,13075,18349,9267,15793,20732,10404
,,,,,,,,1682,12484,17520,9148,15500,20378,10296
,,,,,,,,1683,12135,17030,9157,15389,20367,10333
,,,,,,,,1684,11941,16757,9244,15462,20559,10534
,,,,,,,,1685,11795,16511,9576,15668,21265,10662
,,,,,,,,1686,10870,16058,9982,15508,22456,10656
,,,,,,,,1687,9795,15747,10484,15308,23969,10562
,,,,,,,,1688,8812,15192,10882,15483,25459,10590
,,,,,,,,1689,8757,14789,11181,15724,26508,10923
,,,,,,,,1690,9307,14567,11245,15966,26829,10956
,,,,,,,,1691,9995,15392,11229,16173,26683,11076
,,,,,,,,1692,9989,16364,11073,16314,26106,11184
,,,,,,,,1693,9967,16800,10967,16526,25584,11385
,,,,,,,,1694,10716,16753,10854,17180,25036,11652
,,,,,,,,1695,11923,17547,10731,17574,24522,12026
,,,,,,,,1696,13342,19071,10794,18093,24523,12467
,,,,,,,,1697,13812,19384,10904,18723,24727,12736
,,,,,,,,1698,14219,19954,11128,19582,25184,12877
,,,,,,,,1699,14968,21006,11537,20394,26157,13287
,,,,,,,,1700,16485,23134,11757,20404,27274,13266
,,,,,,,,1701,16803,23582,11380,19663,26903,12744
,,,,,,,,1702,16219,22762,10770,18619,25451,11973
,,,,,,,,1703,15120,21220,10205,17610,23623,11242
,,,,,,,,1704,13832,19412,9862,17137,22325,10909
,,,,,,,,1705,13018,18269,9704,16723,21713,10815
,,,,,,,,1706,12654,17759,9730,16598,21636,10827
,,,,,,,,1707,12396,17395,9848,16772,21866,10937
,,,,,,,,1708,12355,17338,10264,17379,22716,11383
,,,,,,,,1709,12476,17140,11139,18641,24562,12059
,,,,,,,,1710,11985,16360,12270,19748,27651,12964
,,,,,,,,1711,12177,16879,12967,20102,30243,13029
,,,,,,,,1712,12168,17110,12993,19876,31119,12789
,,,,,,,,1713,11733,16628,12798,19474,30318,12764
,,,,,,,,1714,11430,16332,12636,18963,29446,12736
,,,,,,,,1715,11404,16327,12429,18311,28599,12637
,,,,,,,,1716,11535,16511,12218,17771,27837,12728
,,,,,,,,1717,12032,17165,12048,17437,27249,12895
,,,,,,,,1718,12992,18434,11881,17717,26800,13030
,,,,,,,,1719,14247,19939,11745,18122,26476,13146
,,,,,,,,1720,15171,21399,11640,18608,26456,13308
,,,,,,,,1721,15413,21630,11671,19320,26720,13437
,,,,,,,,1722,15467,21705,11894,20165,27333,13624
,,,,,,,,1723,15874,22276,12247,21156,28083,14021
,,,,,,,,1724,17320,24307,12364,21145,28372,13839
,,,,,,,,1725,17513,24578,11943,20516,27578,13211
,,,,,,,,1726,16704,23442,11181,19339,25766,12342
,,,,,,,,1727,15389,21596,10550,18256,23743,11691
,,,,,,,,1728,14152,19859,10147,17807,22192,11360
,,,,,,,,1729,13290,18651,9959,17519,21430,11151
,,,,,,,,1730,12808,17974,9889,17404,21177,11095
,,,,,,,,1731,12462,17489,9985,17666,21252,11163
,,,,,,,,1732,12415,17422,10312,18376,21807,11675
,,,,,,,,1733,12446,17425,11115,19767,23321,12329
,,,,,,,,1734,12699,17730,12101,20427,25962,12946
,,,,,,,,1735,13736,18746,12673,19814,28505,12955
,,,,,,,,1736,14203,17968,12624,18638,29152,12579
,,,,,,,,1737,14383,17223,12542,17831,28820,12506
,,,,,,,,1738,13986,16776,12353,17127,28239,12438
,,,,,,,,1739,14169,17841,12262,16753,27974,12276
,,,,,,,,1740,15170,17967,12124,16545,27643,12276
,,,,,,,,1741,15168,18447,11976,16679,27198,12396
,,,,,,,,1742,15057,19593,11795,16741,26973,12638
,,,,,,,,1743,15602,20711,11711,17185,26878,12774
,,,,,,,,1744,15733,21844,11676,17903,27037,12927
,,,,,,,,1745,15578,21862,11732,18415,27584,12990
,,,,,,,,1746,15613,21911,11864,19196,28085,13133
,,,,,,,,1747,15772,22134,12227,20290,28628,13563
,,,,,,,,1748,16987,23838,12233,20311,28846,13594
,,,,,,,,1749,17232,24183,11646,19697,27987,13082
,,,,,,,,1750,16457,23095,10974,18777,26245,12301
,,,,,,,,1751,15121,21221,10288,17719,24329,11569
,,,,,,,,1752,13950,19578,9852,16917,22714,11212
,,,,,,,,1753,13123,18416,9592,16572,21941,11030
,,,,,,,,1754,12522,17572,9544,16496,21658,10999
,,,,,,,,1755,12225,17156,9611,16659,21768,11065
,,,,,,,,1756,12153,17056,9893,17286,22424,11404
,,,,,,,,1757,12339,16993,10640,18659,24245,12152
,,,,,,,,1758,12143,16388,11792,19333,27102,12872
,,,,,,,,1759,12395,17315,12325,18751,29610,12834
,,,,,,,,1760,12538,17657,12289,17650,30200,12383
,,,,,,,,1761,12457,16468,12169,16883,29578,12240
,,,,,,,,1762,12226,15482,12004,16405,28815,12115
,,,,,,,,1763,12443,15621,11833,16191,28096,12000
,,,,,,,,1764,12782,16286,11690,16102,27470,11986
,,,,,,,,1765,13057,17045,11553,16203,26890,12068
,,,,,,,,1766,13816,18672,11402,16494,26384,12340
,,,,,,,,1767,14762,20598,11314,17055,26200,12618
,,,,,,,,1768,15862,22437,11286,17782,26187,12897
,,,,,,,,1769,16028,22493,11336,18435,26707,13055
,,,,,,,,1770,15896,22307,11453,19029,27350,13049
,,,,,,,,1771,15967,22408,11795,19966,28152,13412
,,,,,,,,1772,17022,23888,11840,19976,28349,13341
,,,,,,,,1773,17164,24086,11444,19361,27834,12819
,,,,,,,,1774,16275,22840,10752,18182,26103,11994
,,,,,,,,1775,14925,20944,10139,17054,24267,11377
,,,,,,,,1776,13825,19402,9747,16314,22777,10997
,,,,,,,,1777,12956,18183,9508,15933,22056,10806
,,,,,,,,1778,12356,17339,9464,15848,21821,10738
,,,,,,,,1779,11904,16706,9557,15955,22002,10783
,,,,,,,,1780,11782,16534,9857,16501,22635,11175
,,,,,,,,1781,11755,16083,10650,17735,24241,11893
,,,,,,,,1782,10942,14950,11610,18301,26930,12786
,,,,,,,,1783,10994,15289,12022,17772,29198,12806
,,,,,,,,1784,10726,15194,12132,16973,29676,12466
,,,,,,,,1785,10268,14816,11992,16445,29146,12214
,,,,,,,,1786,10110,14749,11848,16291,28255,12141
,,,,,,,,1787,10352,15146,11668,16236,27380,12174
,,,,,,,,1788,10817,15825,11500,16330,26467,12230
,,,,,,,,1789,11489,16742,11355,16605,25830,12352
,,,,,,,,1790,12698,18312,11243,17066,25367,12593
,,,,,,,,1791,14073,20187,11130,17701,24869,12604
,,,,,,,,1792,15363,21900,11032,18487,24581,12841
,,,,,,,,1793,15781,22147,11028,19089,24789,12820
,,,,,,,,1794,15638,21946,11188,19628,25214,12789
,,,,,,,,1795,15711,22048,11450,20490,26117,13206
,,,,,,,,1796,16829,23618,11678,20424,26947,13232
,,,,,,,,1797,17093,23986,11296,19486,26633,12724
,,,,,,,,1798,16277,22842,10582,18234,25155,11871
,,,,,,,,1799,14872,20871,9998,17046,23440,11308
,,,,,,,,1800,13649,19155,9544,16449,21954,10852
,,,,,,,,1801,12897,18099,9327,15895,21297,10715
,,,,,,,,1802,12360,17345,9255,15702,21143,10622
,,,,,,,,1803,12030,16882,9307,15745,21319,10666
,,,,,,,,1804,11961,16785,9616,16149,22070,11022
,,,,,,,,1805,11840,16282,10435,17119,23863,11724
,,,,,,,,1806,11192,15327,11389,17390,26598,12349
,,,,,,,,1807,11416,15706,11981,16999,29151,12317
,,,,,,,,1808,11089,15624,12104,16513,29889,12206
,,,,,,,,1809,10697,15302,12019,16291,29119,11988
,,,,,,,,1810,10561,15238,11846,16301,28033,11846
,,,,,,,,1811,10658,15442,11650,16301,26824,11779
,,,,,,,,1812,10857,15769,11451,16581,25900,11886
,,,,,,,,1813,11310,16410,11210,16909,24961,12056
,,,,,,,,1814,12319,17795,11005,17432,24195,12178
,,,,,,,,1815,13655,19591,10819,18192,23611,12207
,,,,,,,,1816,14959,21288,10668,18966,23226,12340
,,,,,,,,1817,15319,21497,10562,19404,23089,12480
,,,,,,,,1818,15211,21346,10632,19488,23223,12411
,,,,,,,,1819,15310,21484,10920,20102,23829,12701
,,,,,,,,1820,16403,23019,11116,20040,24690,12721
,,,,,,,,1821,16520,23183,10802,19370,24601,12232
,,,,,,,,1822,15883,22289,10276,18380,23605,11556
,,,,,,,,1823,14813,20788,9759,17294,22279,10940
,,,,,,,,1824,13735,19275,9351,16418,21069,10575
,,,,,,,,1825,12893,18093,9098,15824,20360,10329
,,,,,,,,1826,12288,17244,9001,15527,20074,10237
,,,,,,,,1827,11897,16695,9000,15430,20064,10168
,,,,,,,,1828,11885,16678,9179,15530,20352,10423
,,,,,,,,1829,11626,15934,9509,15845,21082,10701
,,,,,,,,1830,10737,14445,9945,15615,22321,10836
,,,,,,,,1831,9696,13251,10404,15417,23812,10764
,,,,,,,,1832,8943,12443,10757,15360,25248,11010
,,,,,,,,1833,8926,12627,10985,15512,25994,11054
,,,,,,,,1834,9140,13167,10911,15673,25901,11079
,,,,,,,,1835,9451,13672,10739,15802,25129,11114
,,,,,,,,1836,9740,14024,10528,16046,24116,11130
,,,,,,,,1837,10244,14775,10281,16504,23103,11119
,,,,,,,,1838,11066,15985,10140,17020,22236,11271
,,,,,,,,1839,12326,17747,10097,17775,21654,11462
,,,,,,,,1840,13612,19492,10039,18534,21415,11506
,,,,,,,,1841,14159,19870,10119,18964,21544,11681
,,,,,,,,1842,14315,20090,10237,19236,21894,11783
,,,,,,,,1843,14623,20521,10604,19951,22611,12243
,,,,,,,,1844,15680,22006,10729,19793,23249,12281
,,,,,,,,1845,15852,22245,10442,19167,23098,11917
,,,,,,,,1846,15277,21439,9943,18170,22210,11322
,,,,,,,,1847,14389,20193,9438,17175,20986,10723
,,,,,,,,1848,13494,18937,9019,16278,19844,10370
,,,,,,,,1849,12660,17767,9582,16901,19992,11397
,,,,,,,,1850,12246,17186,9454,16750,19468,11388
,,,,,,,,1851,11942,16759,9436,16764,19285,11548
,,,,,,,,1852,11794,16552,9501,16940,19332,11666
,,,,,,,,1853,11614,15873,9743,17432,19724,11724
,,,,,,,,1854,10857,14011,10125,17660,20584,11483
,,,,,,,,1855,9781,12499,10459,17238,21855,11075
,,,,,,,,1856,8798,11469,10807,16686,23155,11121
,,,,,,,,1857,8377,11146,10915,16291,24177,11106
,,,,,,,,1858,8336,11270,10891,15777,24522,11096
,,,,,,,,1859,8765,11703,10766,15635,24325,11168
,,,,,,,,1860,9451,12531,10585,15756,23870,11174
,,,,,,,,1861,10398,13714,10384,15920,23312,11201
,,,,,,,,1862,11483,15414,10192,16208,22718,11286
,,,,,,,,1863,12876,17660,10078,16748,22289,11758
,,,,,,,,1864,14092,19754,10103,17368,22151,12108
,,,,,,,,1865,14396,20203,10292,17949,22568,12506
,,,,,,,,1866,15020,21079,10785,19062,23628,13251
,,,,,,,,1867,16521,23185,11385,20030,25363,13358
,,,,,,,,1868,16529,23196,11363,19743,25690,13090
,,,,,,,,1869,15977,22422,11069,19011,25104,12658
,,,,,,,,1870,15060,21134,10500,17901,23826,11882
,,,,,,,,1871,13923,19540,9872,16811,21987,11444
,,,,,,,,1872,12863,18050,9430,16042,20399,11047
,,,,,,,,1873,12373,17363,9217,15663,19510,10933
,,,,,,,,1874,11991,16828,9170,15568,19136,11019
,,,,,,,,1875,11777,16527,9215,15698,19095,11328
,,,,,,,,1876,11794,16552,9440,16174,19409,11649
,,,,,,,,1877,12105,16622,9950,17371,20492,12141
,,,,,,,,1878,12381,16119,10976,18842,22836,12644
,,,,,,,,1879,12498,15559,11802,18558,26154,12623
,,,,,,,,1880,11175,15377,12016,17486,27685,12413
,,,,,,,,1881,10988,15299,11905,16860,27623,12196
,,,,,,,,1882,11021,15276,11796,16592,27401,12169
,,,,,,,,1883,11560,15788,11707,16689,27208,12107
,,,,,,,,1884,12292,16614,11529,16983,26841,12076
,,,,,,,,1885,13114,17866,11429,17334,26578,12161
,,,,,,,,1886,14160,19667,11300,17675,26203,12251
,,,,,,,,1887,15337,21680,11250,18126,25912,12657
,,,,,,,,1888,16449,23202,11262,18513,25815,12815
,,,,,,,,1889,16516,23177,11377,18932,26240,13065
,,,,,,,,1890,16790,23563,11870,19983,27417,13731
,,,,,,,,1891,18077,25370,12293,20692,29146,13809
,,,,,,,,1892,17961,25206,12152,20386,29249,13458
,,,,,,,,1893,17309,24291,11763,19559,28617,12869
,,,,,,,,1894,16177,22702,11031,18152,27026,12071
,,,,,,,,1895,14672,20590,10262,16950,24904,11451
,,,,,,,,1896,13401,18808,9786,16172,23228,11184
,,,,,,,,1897,12809,17977,9531,15751,22242,11023
,,,,,,,,1898,12332,17305,9466,15570,21938,11010
,,,,,,,,1899,12038,16894,9537,15597,21956,11220
,,,,,,,,1900,11996,16834,9729,15967,22446,11431
,,,,,,,,1901,12245,16807,10245,17058,23669,11945
,,,,,,,,1902,11558,15766,11318,18285,26224,12542
,,,,,,,,1903,11234,15563,12273,17853,29683,12619
,,,,,,,,1904,10994,15478,12528,16936,30730,12469
,,,,,,,,1905,10662,15213,12457,16426,30069,12373
,,,,,,,,1906,10599,15262,12307,16183,28931,12335
,,,,,,,,1907,10834,15686,12178,16149,27933,12385
,,,,,,,,1908,11172,16196,12003,16266,27152,12490
,,,,,,,,1909,11905,17244,11907,16527,26578,12584
,,,,,,,,1910,13012,18759,11763,16904,26059,12768
,,,,,,,,1911,14345,20560,11670,17486,25450,12999
,,,,,,,,1912,15720,22249,11728,18318,25494,13109
,,,,,,,,1913,16059,22537,11929,18950,25973,13355
,,,,,,,,1914,16707,23446,12376,19951,27226,13880
,,,,,,,,1915,18217,25564,12847,20759,29096,13896
,,,,,,,,1916,18315,25703,12802,20454,29471,13564
,,,,,,,,1917,17877,25088,12500,19680,29031,13025
,,,,,,,,1918,16870,23676,11825,18340,27585,12244
,,,,,,,,1919,15404,21617,11025,17100,25454,11536
,,,,,,,,1920,14165,19878,10556,16331,23718,11132
,,,,,,,,1921,13343,18725,10313,15855,22976,11041
,,,,,,,,1922,12893,18093,10266,15666,22735,11053
,,,,,,,,1923,12703,17827,10347,15659,22942,11242
,,,,,,,,1924,12719,17851,10577,15996,23439,11518
,,,,,,,,1925,13062,17924,11162,17106,24781,12053
,,,,,,,,1926,13219,17320,12267,18308,27482,12639
,,,,,,,,1927,13305,17191,13102,17985,30860,12726
,,,,,,,,1928,12957,16960,13181,17380,31839,12819
,,,,,,,,1929,11590,16233,12801,16968,30476,12693
,,,,,,,,1930,10990,15785,12494,16867,28846,12755
,,,,,,,,1931,10955,15833,12197,16821,27591,12666
,,,,,,,,1932,11166,16154,11868,16805,26513,12773
,,,,,,,,1933,11717,16937,11679,17022,25808,12872
,,,,,,,,1934,12766,18392,11426,17450,25193,13008
,,,,,,,,1935,14171,20271,11258,17879,24690,13323
,,,,,,,,1936,15540,21930,11275,18287,24693,13684
,,,,,,,,1937,15857,22253,11448,18760,25147,14040
