Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6
,,,,,,,,67,18939,26579,12923,20602,30099,14831
,,,,,,,,68,18558,26044,12739,20281,29600,14541
,,,,,,,,69,17996,25255,12313,19476,28709,13999
,,,,,,,,70,16968,23813,11555,18308,26966,13240
,,,,,,,,71,15543,21812,10830,17077,24792,12621
,,,,,,,,72,14181,19901,10288,16319,22982,12234
,,,,,,,,73,13392,18795,10030,15868,21848,12225
,,,,,,,,74,12841,18020,9915,15663,21337,12375
,,,,,,,,75,12788,17947,9908,15687,21247,12402
,,,,,,,,76,12679,17794,10067,16013,21549,12644
,,,,,,,,77,12872,18064,10567,17002,22640,13057
,,,,,,,,78,13229,18148,11543,18483,24957,13697
,,,,,,,,79,13082,18011,12376,18320,28080,13839
,,,,,,,,80,12672,17785,12510,17224,29632,13484
,,,,,,,,81,12276,17407,12346,16586,29159,13185
,,,,,,,,82,12244,17441,12216,16358,28765,13049
,,,,,,,,83,12476,17817,12118,16368,28423,12914
,,,,,,,,84,12871,18441,11990,16431,27811,12864
,,,,,,,,85,13543,19409,11873,16758,27640,12899
,,,,,,,,86,14753,21060,11834,17367,27487,13087
,,,,,,,,87,16259,22948,11847,17980,27396,13712
,,,,,,,,88,16998,23854,12094,18504,27719,14215
,,,,,,,,89,17544,24621,12725,19689,29049,14883
,,,,,,,,90,18973,26627,12995,20626,30111,14887
,,,,,,,,91,18995,26657,12802,20427,29859,14686
,,,,,,,,92,18594,26094,12505,20063,29072,14310
,,,,,,,,93,18033,25307,12063,19328,28142,13911
,,,,,,,,94,17008,23868,11329,18093,26440,13116
,,,,,,,,95,15557,21833,10589,16872,24205,12330
,,,,,,,,96,14211,19942,10042,16051,22338,11982
,,,,,,,,97,13499,18943,9715,15637,21215,11966
,,,,,,,,98,12975,18209,9579,15432,20636,12167
,,,,,,,,99,12656,17761,9535,15454,20418,12159
,,,,,,,,100,12584,17661,9693,15739,20580,12274
,,,,,,,,101,12929,18143,10134,16755,21440,12744
,,,,,,,,102,13282,17825,11049,18385,23586,13339
,,,,,,,,103,13125,17445,11899,18176,26447,13462
,,,,,,,,104,12613,17153,12022,17046,27916,13086
,,,,,,,,105,12007,16622,11930,16471,27573,12877
,,,,,,,,106,11981,16791,11915,16108,27247,12719
,,,,,,,,107,12228,17235,11859,15992,26904,12598
,,,,,,,,108,12663,17855,11699,16135,26547,12599
,,,,,,,,109,13436,18893,11605,16771,26221,12620
,,,,,,,,110,14713,20559,11545,17260,25919,12845
,,,,,,,,111,16403,22814,11551,17613,25780,13447
,,,,,,,,112,17020,23884,11842,18390,26183,13990
,,,,,,,,113,17708,24851,12500,19650,27587,14758
,,,,,,,,114,18990,26650,12717,20593,28640,14740
,,,,,,,,115,18978,26632,12577,20367,28415,14524
,,,,,,,,116,18646,26167,12305,20001,27868,14240
,,,,,,,,117,18050,25331,11888,19324,26990,13668
,,,,,,,,118,16996,23850,11151,18160,25491,12825
,,,,,,,,119,15606,21901,10414,16888,23466,12174
,,,,,,,,120,14180,19900,9818,15957,21651,11911
,,,,,,,,121,13355,18743,9514,15553,20465,11725
,,,,,,,,122,12874,18065,9317,15351,19879,11833
,,,,,,,,123,12801,17964,9275,15284,19590,11690
,,,,,,,,124,12734,17871,9362,15650,19676,12011
,,,,,,,,125,12999,18242,9786,16570,20538,12418
,,,,,,,,126,13335,17711,10597,18067,22513,13149
,,,,,,,,127,13936,17542,11408,17714,25345,13221
,,,,,,,,128,13831,17620,11702,16766,26964,13107
,,,,,,,,129,13393,17707,11704,16286,26670,12733
,,,,,,,,130,13607,18443,11669,16061,26184,12484
,,,,,,,,131,14429,18884,11565,15973,25819,12296
,,,,,,,,132,15265,19301,11418,16049,25364,12330
,,,,,,,,133,15999,20198,11312,16407,24957,12372
,,,,,,,,134,16595,21925,11258,16820,24744,12445
,,,,,,,,135,16885,23518,11279,17541,24555,12669
,,,,,,,,136,16986,23837,11490,18438,24879,13222
,,,,,,,,137,17493,24549,12040,19578,26242,14007
,,,,,,,,138,18666,26196,12177,20177,27052,13940
,,,,,,,,139,18464,25911,11981,19852,26655,13648
,,,,,,,,140,17977,25227,11735,19537,26000,13527
,,,,,,,,141,17421,24448,11408,18990,25252,13079
,,,,,,,,142,16598,23292,10829,18111,24073,12478
,,,,,,,,143,15444,21673,10242,17096,22490,11918
,,,,,,,,144,14117,19810,9722,16184,20755,11479
,,,,,,,,145,13085,18363,9329,15611,19777,11434
,,,,,,,,146,12469,17498,9134,15301,19030,11483
,,,,,,,,147,12150,17051,9041,15120,18711,11400
,,,,,,,,148,11946,16764,9079,15191,18724,11402
,,,,,,,,149,12041,16898,9235,15510,19187,11600
,,,,,,,,150,12053,16891,9609,16150,20171,11806
,,,,,,,,151,11183,16195,10018,15544,21485,11956
,,,,,,,,152,10231,14712,10434,15151,23030,11970
,,,,,,,,153,10151,14414,10810,15060,24160,11903
,,,,,,,,154,10371,15022,10935,15065,24730,11958
,,,,,,,,155,10590,15651,10909,15006,24678,11716
,,,,,,,,156,11082,16376,10797,15084,24403,11614
,,,,,,,,157,11807,17258,10669,15316,23925,11754
,,,,,,,,158,12928,18676,10602,15785,23701,11823
,,,,,,,,159,14435,20496,10634,16526,23649,12049
,,,,,,,,160,15146,21256,10910,17425,24162,12621
,,,,,,,,161,15817,22197,11549,18674,25588,13548
,,,,,,,,162,17242,24197,11773,19416,26439,13570
,,,,,,,,163,17244,24200,11545,19049,25996,13333
,,,,,,,,164,16946,23782,11366,18756,25486,13136
,,,,,,,,165,16564,23245,11116,18349,24838,12758
,,,,,,,,166,15981,22428,10662,17577,23890,12146
,,,,,,,,167,14949,20979,10108,16727,22560,11734
,,,,,,,,168,13959,19590,9579,16059,21073,11316
,,,,,,,,169,12805,17970,8605,15912,18144,10219
,,,,,,,,170,12318,17286,8509,15613,17830,10144
,,,,,,,,171,11995,16833,8495,15496,17732,10072
,,,,,,,,172,11846,16608,8590,15576,17872,10249
,,,,,,,,173,11282,15466,8814,15732,18410,10378
,,,,,,,,174,10384,13784,9122,15239,19368,10400
,,,,,,,,175,8559,11965,9478,14932,20568,10390
,,,,,,,,176,7844,11208,9906,14998,22027,10407
,,,,,,,,177,7773,11257,10060,14991,22688,10430
,,,,,,,,178,7891,11435,10088,15140,22778,10443
,,,,,,,,179,8141,11768,10009,15269,22427,10442
,,,,,,,,180,8513,12356,9877,15383,21929,10460
,,,,,,,,181,8887,13040,9756,15568,21352,10641
,,,,,,,,182,9797,14398,9684,15926,20830,10977
,,,,,,,,183,11072,16183,9683,16552,20637,11374
,,,,,,,,184,12501,18043,9713,17367,20572,11639
,,,,,,,,185,13495,18994,9835,17941,20998,11931
,,,,,,,,186,13751,19298,9958,18345,21484,11999
,,,,,,,,187,14157,19866,10227,19357,21983,12258
,,,,,,,,188,15126,21228,10435,19487,22667,12374
,,,,,,,,189,15913,22331,10176,18806,22605,11923
,,,,,,,,190,15323,21504,9572,17661,21265,11168
,,,,,,,,191,14224,19960,8986,16597,19604,10667
,,,,,,,,192,13147,18451,8627,15827,18245,10300
,,,,,,,,193,12494,17533,8473,15460,17615,10190
,,,,,,,,194,12021,16870,8409,15214,17305,10099
,,,,,,,,195,11786,16540,8510,15259,17384,10205
,,,,,,,,196,11800,16543,8835,15809,17900,10567
,,,,,,,,197,11507,15892,9604,16760,19365,11436
,,,,,,,,198,11081,15269,10436,16785,21731,11982
,,,,,,,,199,10801,15103,10921,16560,23804,11955
,,,,,,,,200,10769,15322,11083,16377,24756,11798
,,,,,,,,201,10496,15122,11140,16171,24779,11839
,,,,,,,,202,10536,15220,11126,16254,24728,12004
,,,,,,,,203,10894,15660,11115,16320,24465,12007
,,,,,,,,204,11487,16403,11055,16674,24250,11938
,,,,,,,,205,12126,17337,10980,17096,23848,12092
,,,,,,,,206,13104,18698,10816,17561,23473,12182
,,,,,,,,207,14320,20401,10693,18362,23143,12130
,,,,,,,,208,15554,22223,10726,19136,23121,12304
,,,,,,,,209,16257,22871,10755,19774,23224,12371
,,,,,,,,210,16173,22696,10761,19929,23469,12348
,,,,,,,,211,16101,22595,10984,20717,23817,12574
,,,,,,,,212,16901,23720,11088,20628,24385,12753
,,,,,,,,213,17464,24509,10736,20182,24254,12172
,,,,,,,,214,16606,23305,10054,19209,22800,11461
,,,,,,,,215,15165,21283,9416,17188,21031,10888
,,,,,,,,216,13843,19427,9035,16267,19647,10567
,,,,,,,,217,13109,18397,8820,15757,18963,10383
,,,,,,,,218,12597,17679,8722,15543,18692,10388
,,,,,,,,219,12205,17129,8809,15541,18805,10419
,,,,,,,,220,12129,16997,9098,15950,19431,10785
,,,,,,,,221,11718,16226,9849,16752,21044,11458
,,,,,,,,222,11089,15419,10786,17006,23759,12014
,,,,,,,,223,10844,15290,11264,16612,25866,12010
,,,,,,,,224,10865,15523,11356,16355,26338,11798
,,,,,,,,225,10704,15433,11309,16461,25924,11815
,,,,,,,,226,10773,15635,11242,16698,25521,11652
,,,,,,,,227,11210,16317,11152,17028,25109,11675
,,,,,,,,228,11847,17226,11050,17508,24718,11852
,,,,,,,,229,12507,18192,10969,18244,24488,12100
,,,,,,,,230,13549,19665,10899,19040,24199,12227
,,,,,,,,231,14758,21341,10864,20020,24103,12293
,,,,,,,,232,16081,23066,10858,20909,24127,12431
,,,,,,,,233,16765,23585,10840,21467,24541,12515
,,,,,,,,234,16591,23283,10933,21425,24916,12437
,,,,,,,,235,16419,23041,11156,21836,25133,12642
,,,,,,,,236,17078,23966,11303,21591,25568,12834
,,,,,,,,237,17684,24816,10917,20659,25211,12318
,,,,,,,,238,16825,23613,10174,19066,23514,11456
,,,,,,,,239,15378,21580,9511,17623,21512,10839
,,,,,,,,240,13971,19607,9085,16685,20098,10474
,,,,,,,,241,13037,18295,8861,16096,19320,10338
,,,,,,,,242,12636,17733,8769,15731,18951,10159
,,,,,,,,243,12271,17220,8783,15583,18893,10234
,,,,,,,,244,12202,17100,9056,15912,19317,10577
,,,,,,,,245,11782,16316,9756,16719,20817,11262
,,,,,,,,246,11180,15536,10631,16925,23203,11646
,,,,,,,,247,10925,15372,11174,16729,25295,11560
,,,,,,,,248,10916,15534,11255,16619,25870,11296
,,,,,,,,249,10909,15657,11307,16852,25520,11311
,,,,,,,,250,11015,15910,11273,17298,25029,11322
,,,,,,,,251,11476,16669,11177,17838,24621,11351
,,,,,,,,252,12042,17541,11086,18541,24164,11392
,,,,,,,,253,12687,18565,10972,19393,23797,11550
,,,,,,,,254,13885,20407,10917,20341,23393,12056
,,,,,,,,255,15016,21982,10908,21382,23150,12286
,,,,,,,,256,16270,23408,10841,22188,22929,12545
,,,,,,,,257,16959,23866,10788,22670,22980,12607
,,,,,,,,258,16819,23605,10882,22481,23040,12434
,,,,,,,,259,16548,23223,10930,22714,23316,12461
,,,,,,,,260,17040,23913,11157,22344,23968,12716
,,,,,,,,261,17719,24867,10852,21316,24041,12146
,,,,,,,,262,16865,23668,10217,19610,22749,11388
,,,,,,,,263,15523,21785,9611,18204,21027,10811
,,,,,,,,264,14128,19826,9110,17049,19529,10435
,,,,,,,,265,13339,18719,8853,16325,18818,10239
,,,,,,,,266,12682,17798,8781,15981,18485,10149
,,,,,,,,267,12340,17317,8823,15783,18595,10170
,,,,,,,,268,12259,17188,9036,16045,19153,10451
,,,,,,,,269,11809,16373,9777,16763,20819,11090
,,,,,,,,270,11272,15691,10641,17060,23363,11480
,,,,,,,,271,10972,15472,11085,17047,25213,11435
,,,,,,,,272,11191,15996,11143,17006,25763,11404
,,,,,,,,273,10984,15868,11219,17311,25429,11503
,,,,,,,,274,11177,16234,11266,17824,25136,11520
,,,,,,,,275,11663,16956,11222,18341,24836,11550
,,,,,,,,276,12208,17756,11119,19235,24498,11574
,,,,,,,,277,12964,18848,11036,20092,24101,11707
,,,,,,,,278,14138,20683,11051,21130,23926,11892
,,,,,,,,279,15353,22481,11043,22087,23941,12099
,,,,,,,,280,16678,24007,10988,22962,24143,12322
,,,,,,,,281,17457,24564,10946,23248,24450,12448
,,,,,,,,282,17297,24275,10971,22903,24647,12405
,,,,,,,,283,17010,23871,11099,23254,24751,12496
,,,,,,,,284,17398,24416,11265,22915,24971,12676
,,,,,,,,285,18025,25295,10922,21853,24333,12141
,,,,,,,,286,17336,24329,10174,20233,22769,11381
,,,,,,,,287,15899,22311,9517,18635,20919,10855
,,,,,,,,288,14443,20269,9088,17530,19474,10595
,,,,,,,,289,13521,18974,8807,16759,18648,10160
,,,,,,,,290,12799,17963,8719,16287,18214,9893
,,,,,,,,291,12387,17382,8717,16079,18099,9835
,,,,,,,,292,12176,17056,8914,16426,18443,10112
,,,,,,,,293,11755,16323,9475,17016,19736,10842
,,,,,,,,294,11194,15599,10246,17269,21980,11376
,,,,,,,,295,11017,15491,10761,17319,24037,11402
,,,,,,,,296,11149,15762,10942,17513,24831,11257
,,,,,,,,297,11371,15984,11094,17991,24886,11417
,,,,,,,,298,11850,16696,11121,18731,24751,11289
,,,,,,,,299,12632,17780,11094,19402,24456,11274
,,,,,,,,300,13530,18989,11091,20169,24034,11316
,,,,,,,,301,14606,20420,11036,21011,23636,11457
,,,,,,,,302,16062,22292,11047,22056,23193,11630
,,,,,,,,303,17480,24236,10922,23298,22667,11611
,,,,,,,,304,18614,26198,10870,24189,22768,11828
,,,,,,,,305,19154,26938,10870,24384,22457,11939
,,,,,,,,306,18882,26497,10779,23861,22378,11883
,,,,,,,,307,18346,25745,10812,23746,22386,11980
,,,,,,,,308,18246,25605,10947,23143,22798,12161
,,,,,,,,309,18532,26007,10740,22158,22819,11801
,,,,,,,,310,17781,24954,10143,20668,21856,11180
,,,,,,,,311,16482,23130,9521,19168,20513,10578
,,,,,,,,312,14973,21012,9051,18037,19198,10174
,,,,,,,,313,13906,19516,8684,17115,18364,9949
,,,,,,,,314,13120,18412,8506,16533,17957,9803
,,,,,,,,315,12626,17719,8501,16173,17865,9819
,,,,,,,,316,12360,17312,8596,16101,18078,10010
,,,,,,,,317,11671,16142,8806,16129,18712,10200
,,,,,,,,318,10580,14609,9134,15602,19779,10091
,,,,,,,,319,9383,13086,9524,15802,21059,10082
,,,,,,,,320,9031,12732,9964,16464,22192,10198
,,,,,,,,321,9367,13320,10299,17384,22817,10318
,,,,,,,,322,9979,14248,10402,18322,22780,10365
,,,,,,,,323,10739,15357,10472,19303,22449,10411
,,,,,,,,324,11626,16652,10448,20305,21892,10439
,,,,,,,,325,12620,18109,10406,21561,21321,10588
,,,,,,,,326,13866,19933,10515,22875,20899,10759
,,,,,,,,327,15318,22026,10602,24173,20642,10788
,,,,,,,,328,16956,24255,10731,25132,20649,11064
,,,,,,,,329,18024,25380,10831,25672,20843,11411
,,,,,,,,330,18092,25390,10836,25165,20999,11437
,,,,,,,,331,17896,25115,10891,24695,21029,11483
,,,,,,,,332,17987,25242,10948,23802,21518,11737
,,,,,,,,333,18237,25593,10708,22557,21687,11392
,,,,,,,,334,17506,24567,10129,21229,20786,10794
,,,,,,,,335,16212,22752,9515,19649,19435,10295
,,,,,,,,336,14864,20859,9021,18296,18230,9930
,,,,,,,,337,14849,20838,10051,21120,18351,11898
,,,,,,,,338,14264,20018,9771,20416,17747,11696
,,,,,,,,339,13735,19275,9565,19762,17383,11607
,,,,,,,,340,13346,18703,9507,19374,17291,11530
,,,,,,,,341,12637,17634,9595,19136,17405,11522
,,,,,,,,342,11332,16074,9659,18526,17657,11182
,,,,,,,,343,10054,14567,9946,19008,18192,10976
,,,,,,,,344,9374,13808,10548,20466,19398,11408
,,,,,,,,345,9534,13921,11175,22134,20738,11773
,,,,,,,,346,10129,15030,11720,23996,21644,12388
,,,,,,,,347,10979,16498,12261,25672,22228,12924
,,,,,,,,348,11977,17527,12633,27040,22584,13456
,,,,,,,,349,13126,19496,13076,28237,22860,14118
,,,,,,,,350,14389,21426,13481,29637,23087,14785
,,,,,,,,351,16165,23754,13813,30570,23315,15389
,,,,,,,,352,17964,25862,14022,31234,23620,15924
,,,,,,,,353,19199,27000,14017,31341,23842,16325
,,,,,,,,354,19361,27172,13802,30397,23890,16252
,,,,,,,,355,19131,26847,13580,29919,23859,16090
,,,,,,,,356,19035,26714,13266,28816,23967,16036
,,,,,,,,357,19416,27248,12780,27240,23631,15422
,,,,,,,,358,18495,25956,11814,25072,22208,14426
,,,,,,,,359,16910,23731,10972,23184,20465,13692
,,,,,,,,360,15487,21733,10370,21743,19084,13182
,,,,,,,,361,14540,20405,9834,20723,17137,12791
,,,,,,,,362,14044,19708,9608,20107,16702,12479
,,,,,,,,363,13653,19159,9501,19818,16513,12305
,,,,,,,,364,13504,18934,9661,20065,16762,12463
,,,,,,,,365,13620,18588,10238,20852,17784,12893
,,,,,,,,366,14071,18289,10883,21135,19320,13150
,,,,,,,,367,14305,18323,11489,21634,20959,13217
,,,,,,,,368,13334,18456,12125,22769,22395,13546
,,,,,,,,369,13332,18849,12768,24239,23553,14053
,,,,,,,,370,14456,20355,13393,25899,24479,14752
,,,,,,,,371,16612,22162,13906,27370,25110,15318
,,,,,,,,372,18150,23622,14405,28856,25714,15915
,,,,,,,,373,19569,25822,14856,30458,26211,16479
,,,,,,,,374,20812,28012,15214,31839,26547,16600
,,,,,,,,375,22135,30502,15398,33091,26650,17003
,,,,,,,,376,23132,32443,15537,33862,26783,17262
,,,,,,,,377,23826,33445,15456,33868,26774,17234
,,,,,,,,378,23708,33271,15181,32743,26529,16920
,,,,,,,,379,23006,32284,14948,32255,26055,16814
,,,,,,,,380,22400,31435,14568,31034,25917,16805
,,,,,,,,381,22300,31296,13672,29068,25287,16057
,,,,,,,,382,20965,29421,12577,26666,23588,14984
,,,,,,,,383,19022,26695,11628,24497,21556,14162
,,,,,,,,384,17260,24222,10896,23094,19867,13616
,,,,,,,,385,15969,22411,10403,21890,18878,13129
,,,,,,,,386,15084,21169,10111,21113,18245,12754
,,,,,,,,387,14535,20398,9980,20722,17904,12558
,,,,,,,,388,14280,20031,10132,20852,18100,12662
,,,,,,,,389,13981,19782,10611,21573,18937,13097
,,,,,,,,390,13612,19731,11189,21863,20301,13315
,,,,,,,,391,13441,19740,11492,22306,21735,13209
,,,,,,,,392,13476,19903,12307,23247,23066,13549
,,,,,,,,393,14092,20143,12907,24633,23999,14069
,,,,,,,,394,14988,21972,13467,26355,24635,14829
,,,,,,,,395,16154,23981,13970,27856,25195,15442
,,,,,,,,396,17541,25080,14498,29094,25707,16213
,,,,,,,,397,19007,27832,14902,30401,26093,16787
,,,,,,,,398,20836,30391,15306,31771,26257,17364
,,,,,,,,399,22844,32941,15512,33033,26271,17748
,,,,,,,,400,24639,35042,15610,33903,26029,17958
,,,,,,,,401,25654,36029,15526,34088,25999,17911
,,,,,,,,402,25279,35477,15267,32967,25491,17508
,,,,,,,,403,24406,34250,14938,32440,24967,17318
,,,,,,,,404,23863,33489,14606,31266,24853,17209
,,,,,,,,405,23869,33497,13772,29326,24325,16405
,,,,,,,,406,22496,31570,12647,26900,22773,15332
,,,,,,,,407,20338,28541,11741,24809,20932,14435
,,,,,,,,408,18276,25648,11044,23187,19333,13979
,,,,,,,,409,17064,23946,10567,22076,18480,13490
,,,,,,,,410,16296,22870,10259,21243,17886,13139
,,,,,,,,411,15693,22023,10153,20802,17759,12897
,,,,,,,,412,15366,21555,10291,20940,17972,12976
,,,,,,,,413,14877,21050,10769,21665,18829,13458
,,,,,,,,414,14167,20748,11342,21847,20331,13763
,,,,,,,,415,13867,20867,11827,22296,21851,13707
,,,,,,,,416,14067,21509,12503,23046,23092,13983
,,,,,,,,417,14594,21371,13009,24305,23797,14422
,,,,,,,,418,15493,23399,13497,25993,24305,15150
,,,,,,,,419,16776,25744,13954,27475,25001,15778
,,,,,,,,420,18187,27341,14261,28819,25187,16316
,,,,,,,,421,19733,29968,14627,30370,25644,16803
,,,,,,,,422,21616,32401,14825,31746,25662,17242
,,,,,,,,423,23716,34751,14893,32759,25692,17624
,,,,,,,,424,25739,36801,14931,33437,25728,18053
,,,,,,,,425,26777,37606,14815,33379,25582,18086
,,,,,,,,426,26365,36999,14441,32104,25255,17696
,,,,,,,,427,25426,35681,14155,31624,24955,17492
,,,,,,,,428,24728,34702,13937,30567,25121,17342
,,,,,,,,429,24491,34370,13330,28707,24811,16560
,,,,,,,,430,22893,32127,12307,26614,23112,15384
,,,,,,,,431,20672,29010,11415,24732,21169,14539
,,,,,,,,432,18586,26084,10818,23337,19765,13883
,,,,,,,,433,17311,24295,10408,22215,18738,13477
,,,,,,,,434,16397,23010,10140,21411,18157,13070
,,,,,,,,435,15855,22249,10041,20959,17863,12843
,,,,,,,,436,15494,21734,10180,21081,18069,12882
,,,,,,,,437,15045,21180,10761,21762,18981,13362
,,,,,,,,438,14514,20708,11387,21987,20436,13682
,,,,,,,,439,14244,20793,11791,22487,21917,13674
,,,,,,,,440,14231,21223,12164,23298,23021,14054
,,,,,,,,441,14708,21399,12677,24482,23796,14397
,,,,,,,,442,15721,23798,13092,25879,24450,14966
,,,,,,,,443,16983,26284,13487,27144,24812,15557
,,,,,,,,444,18329,27073,13857,28374,25207,16110
,,,,,,,,445,19852,30081,14202,29700,25497,16659
,,,,,,,,446,21691,32600,14467,31038,25646,17153
,,,,,,,,447,23384,34369,14556,31788,25787,17334
,,,,,,,,448,24826,35448,14525,31995,25834,17267
,,,,,,,,449,25250,35455,14323,31511,25817,16904
,,,,,,,,450,24631,34567,14014,30461,25439,16444
,,,,,,,,451,23786,33381,13809,30179,25096,16288
,,,,,,,,452,23396,32834,13623,29489,25153,16213
,,,,,,,,453,23322,32730,13034,28013,24783,15534
,,,,,,,,454,21941,30791,12167,25960,23264,14427
,,,,,,,,455,19816,27810,11323,23985,21303,13705
,,,,,,,,456,17909,25132,10669,22668,19659,13191
,,,,,,,,457,16509,23168,10250,21565,18407,12784
,,,,,,,,458,15842,22232,9991,20894,17786,12474
,,,,,,,,459,15249,21399,9898,20596,17521,12298
,,,,,,,,460,14924,20936,10021,20735,17613,12293
,,,,,,,,461,14463,20370,10508,21409,18464,12705
,,,,,,,,462,13844,20054,11057,21509,19942,12899
,,,,,,,,463,13657,20235,11550,21804,21452,12935
,,,,,,,,464,13688,20582,11975,22658,22609,13188
,,,,,,,,465,14257,21237,12336,23572,23408,13465
,,,,,,,,466,15142,23057,12620,24551,23749,14061
,,,,,,,,467,15885,24536,13030,26099,24129,14532
,,,,,,,,468,16927,25435,13335,27692,24395,14999
,,,,,,,,469,18084,27568,13593,29091,24539,15373
,,,,,,,,470,19533,29523,13741,30341,24621,15895
,,,,,,,,471,21150,31292,13683,31314,24547,16263
,,,,,,,,472,22695,32611,13492,31769,24407,16320
,,,,,,,,473,23376,32825,13362,31577,24197,16021
,,,,,,,,474,22771,31957,13045,30332,23669,15653
,,,,,,,,475,21855,30669,12801,29910,23084,15507
,,,,,,,,476,21411,30047,12650,29190,23133,15424
,,,,,,,,477,21265,29842,12200,27930,22676,14895
,,,,,,,,478,20077,28174,11536,26226,21410,14045
,,,,,,,,479,18481,25936,10865,24529,19869,13265
,,,,,,,,480,16883,23694,10379,23463,18388,12768
,,,,,,,,481,15866,22266,9977,22343,18238,12385
,,,,,,,,482,15102,21194,9750,21537,17626,12096
,,,,,,,,483,14416,20231,9515,20958,17250,11773
,,,,,,,,484,14142,19845,9480,20750,17170,11703
,,,,,,,,485,13568,19134,9563,20608,17430,11744
,,,,,,,,486,12449,18038,9655,20198,17860,11484
,,,,,,,,487,11459,16789,9945,20506,18613,11481
,,,,,,,,488,11413,16283,10549,21567,19861,11926
