Time_Index,ng,coal,biomass,nuclear,None
6512,3.6,1.95,1.02,0.66,0
6513,3.6,1.95,1.02,0.66,0
6514,3.6,1.95,1.02,0.66,0
6515,3.6,1.95,1.02,0.66,0
6516,3.6,1.95,1.02,0.66,0
6517,3.6,1.95,1.02,0.66,0
6518,3.6,1.95,1.02,0.66,0
6519,3.6,1.95,1.02,0.66,0
6520,3.6,1.95,1.02,0.66,0
6521,3.6,1.95,1.02,0.66,0
6522,3.6,1.95,1.02,0.66,0
6523,3.6,1.95,1.02,0.66,0
6524,3.6,1.95,1.02,0.66,0
6525,3.6,1.95,1.02,0.66,0
6526,3.6,1.95,1.02,0.66,0
6527,3.6,1.95,1.02,0.66,0
6528,3.6,1.95,1.02,0.66,0
6529,3.6,1.95,1.02,0.66,0
6530,3.6,1.95,1.02,0.66,0
6531,3.6,1.95,1.02,0.66,0
6532,3.6,1.95,1.02,0.66,0
6533,3.6,1.95,1.02,0.66,0
6534,3.6,1.95,1.02,0.66,0
6535,3.6,1.95,1.02,0.66,0
6536,3.6,1.95,1.02,0.66,0
6537,3.6,1.95,1.02,0.66,0
6538,3.6,1.95,1.02,0.66,0
6539,3.6,1.95,1.02,0.66,0
6540,3.6,1.95,1.02,0.66,0
6541,3.6,1.95,1.02,0.66,0
6542,3.6,1.95,1.02,0.66,0
6543,3.6,1.95,1.02,0.66,0
6544,3.6,1.95,1.02,0.66,0
6545,3.6,1.95,1.02,0.66,0
6546,3.6,1.95,1.02,0.66,0
6547,3.6,1.95,1.02,0.66,0
6548,3.6,1.95,1.02,0.66,0
6549,3.6,1.95,1.02,0.66,0
6550,3.6,1.95,1.02,0.66,0
6551,3.6,1.95,1.02,0.66,0
6552,3.6,1.95,1.02,0.66,0
6553,3.6,1.95,1.02,0.66,0
6554,3.6,1.95,1.02,0.66,0
6555,3.6,1.95,1.02,0.66,0
6556,3.6,1.95,1.02,0.66,0
6557,3.6,1.95,1.02,0.66,0
6558,3.6,1.95,1.02,0.66,0
6559,3.6,1.95,1.02,0.66,0
6560,3.6,1.95,1.02,0.66,0
6561,3.6,1.95,1.02,0.66,0
6562,3.6,1.95,1.02,0.66,0
6563,3.6,1.95,1.02,0.66,0
6564,3.6,1.95,1.02,0.66,0
6565,3.6,1.95,1.02,0.66,0
6566,3.6,1.95,1.02,0.66,0
6567,3.6,1.95,1.02,0.66,0
6568,3.6,1.95,1.02,0.66,0
6569,3.6,1.95,1.02,0.66,0
6570,3.6,1.95,1.02,0.66,0
6571,3.6,1.95,1.02,0.66,0
6572,3.6,1.95,1.02,0.66,0
6573,3.6,1.95,1.02,0.66,0
6574,3.6,1.95,1.02,0.66,0
6575,3.6,1.95,1.02,0.66,0
6576,3.6,1.95,1.02,0.66,0
6577,3.6,1.95,1.02,0.66,0
6578,3.6,1.95,1.02,0.66,0
6579,3.6,1.95,1.02,0.66,0
6580,3.6,1.95,1.02,0.66,0
6581,3.6,1.95,1.02,0.66,0
6582,3.6,1.95,1.02,0.66,0
6583,3.6,1.95,1.02,0.66,0
6584,3.6,1.95,1.02,0.66,0
6585,3.6,1.95,1.02,0.66,0
6586,3.6,1.95,1.02,0.66,0
6587,3.6,1.95,1.02,0.66,0
6588,3.6,1.95,1.02,0.66,0
6589,3.6,1.95,1.02,0.66,0
6590,3.6,1.95,1.02,0.66,0
6591,3.6,1.95,1.02,0.66,0
6592,3.6,1.95,1.02,0.66,0
6593,3.6,1.95,1.02,0.66,0
6594,3.6,1.95,1.02,0.66,0
6595,3.6,1.95,1.02,0.66,0
6596,3.6,1.95,1.02,0.66,0
6597,3.6,1.95,1.02,0.66,0
6598,3.6,1.95,1.02,0.66,0
6599,3.6,1.95,1.02,0.66,0
6600,3.6,1.95,1.02,0.66,0
6601,3.6,1.95,1.02,0.66,0
6602,3.6,1.95,1.02,0.66,0
6603,3.6,1.95,1.02,0.66,0
6604,3.6,1.95,1.02,0.66,0
6605,3.6,1.95,1.02,0.66,0
6606,3.6,1.95,1.02,0.66,0
6607,3.6,1.95,1.02,0.66,0
6608,3.6,1.95,1.02,0.66,0
6609,3.6,1.95,1.02,0.66,0
6610,3.6,1.95,1.02,0.66,0
6611,3.6,1.95,1.02,0.66,0
6612,3.6,1.95,1.02,0.66,0
6613,3.6,1.95,1.02,0.66,0
6614,3.6,1.95,1.02,0.66,0
6615,3.6,1.95,1.02,0.66,0
6616,3.6,1.95,1.02,0.66,0
6617,3.6,1.95,1.02,0.66,0
6618,3.6,1.95,1.02,0.66,0
6619,3.6,1.95,1.02,0.66,0
6620,3.6,1.95,1.02,0.66,0
6621,3.6,1.95,1.02,0.66,0
6622,3.6,1.95,1.02,0.66,0
6623,3.6,1.95,1.02,0.66,0
6624,3.6,1.95,1.02,0.66,0
6625,3.6,1.95,1.02,0.66,0
6626,3.6,1.95,1.02,0.66,0
6627,3.6,1.95,1.02,0.66,0
6628,3.6,1.95,1.02,0.66,0
6629,3.6,1.95,1.02,0.66,0
6630,3.6,1.95,1.02,0.66,0
6631,3.6,1.95,1.02,0.66,0
6632,3.6,1.95,1.02,0.66,0
6633,3.6,1.95,1.02,0.66,0
6634,3.6,1.95,1.02,0.66,0
6635,3.6,1.95,1.02,0.66,0
6636,3.6,1.95,1.02,0.66,0
6637,3.6,1.95,1.02,0.66,0
6638,3.6,1.95,1.02,0.66,0
6639,3.6,1.95,1.02,0.66,0
6640,3.6,1.95,1.02,0.66,0
6641,3.6,1.95,1.02,0.66,0
6642,3.6,1.95,1.02,0.66,0
6643,3.6,1.95,1.02,0.66,0
6644,3.6,1.95,1.02,0.66,0
6645,3.6,1.95,1.02,0.66,0
6646,3.6,1.95,1.02,0.66,0
6647,3.6,1.95,1.02,0.66,0
6648,3.6,1.95,1.02,0.66,0
6649,3.6,1.95,1.02,0.66,0
6650,3.6,1.95,1.02,0.66,0
6651,3.6,1.95,1.02,0.66,0
6652,3.6,1.95,1.02,0.66,0
6653,3.6,1.95,1.02,0.66,0
6654,3.6,1.95,1.02,0.66,0
6655,3.6,1.95,1.02,0.66,0
6656,3.6,1.95,1.02,0.66,0
6657,3.6,1.95,1.02,0.66,0
6658,3.6,1.95,1.02,0.66,0
6659,3.6,1.95,1.02,0.66,0
6660,3.6,1.95,1.02,0.66,0
6661,3.6,1.95,1.02,0.66,0
6662,3.6,1.95,1.02,0.66,0
6663,3.6,1.95,1.02,0.66,0
6664,3.6,1.95,1.02,0.66,0
6665,3.6,1.95,1.02,0.66,0
6666,3.6,1.95,1.02,0.66,0
6667,3.6,1.95,1.02,0.66,0
6668,3.6,1.95,1.02,0.66,0
6669,3.6,1.95,1.02,0.66,0
6670,3.6,1.95,1.02,0.66,0
6671,3.6,1.95,1.02,0.66,0
6672,3.6,1.95,1.02,0.66,0
6673,3.6,1.95,1.02,0.66,0
6674,3.6,1.95,1.02,0.66,0
6675,3.6,1.95,1.02,0.66,0
6676,3.6,1.95,1.02,0.66,0
6677,3.6,1.95,1.02,0.66,0
6678,3.6,1.95,1.02,0.66,0
6679,3.6,1.95,1.02,0.66,0
6680,3.6,1.95,1.02,0.66,0
6681,3.6,1.95,1.02,0.66,0
6682,3.6,1.95,1.02,0.66,0
6683,3.6,1.95,1.02,0.66,0
6684,3.6,1.95,1.02,0.66,0
6685,3.6,1.95,1.02,0.66,0
6686,3.6,1.95,1.02,0.66,0
6687,3.6,1.95,1.02,0.66,0
6688,3.6,1.95,1.02,0.66,0
6689,3.6,1.95,1.02,0.66,0
6690,3.6,1.95,1.02,0.66,0
6691,3.6,1.95,1.02,0.66,0
6692,3.6,1.95,1.02,0.66,0
6693,3.6,1.95,1.02,0.66,0
6694,3.6,1.95,1.02,0.66,0
6695,3.6,1.95,1.02,0.66,0
6696,3.6,1.95,1.02,0.66,0
6697,3.6,1.95,1.02,0.66,0
6698,3.6,1.95,1.02,0.66,0
6699,3.6,1.95,1.02,0.66,0
6700,3.6,1.95,1.02,0.66,0
6701,3.6,1.95,1.02,0.66,0
6702,3.6,1.95,1.02,0.66,0
6703,3.6,1.95,1.02,0.66,0
6704,3.6,1.95,1.02,0.66,0
6705,3.6,1.95,1.02,0.66,0
6706,3.6,1.95,1.02,0.66,0
6707,3.6,1.95,1.02,0.66,0
6708,3.6,1.95,1.02,0.66,0
6709,3.6,1.95,1.02,0.66,0
6710,3.6,1.95,1.02,0.66,0
6711,3.6,1.95,1.02,0.66,0
6712,3.6,1.95,1.02,0.66,0
6713,3.6,1.95,1.02,0.66,0
6714,3.6,1.95,1.02,0.66,0
6715,3.6,1.95,1.02,0.66,0
6716,3.6,1.95,1.02,0.66,0
6717,3.6,1.95,1.02,0.66,0
6718,3.6,1.95,1.02,0.66,0
6719,3.6,1.95,1.02,0.66,0
6720,3.6,1.95,1.02,0.66,0
6721,3.6,1.95,1.02,0.66,0
6722,3.6,1.95,1.02,0.66,0
6723,3.6,1.95,1.02,0.66,0
6724,3.6,1.95,1.02,0.66,0
6725,3.6,1.95,1.02,0.66,0
6726,3.6,1.95,1.02,0.66,0
6727,3.6,1.95,1.02,0.66,0
6728,3.6,1.95,1.02,0.66,0
6729,3.6,1.95,1.02,0.66,0
6730,3.6,1.95,1.02,0.66,0
6731,3.6,1.95,1.02,0.66,0
6732,3.6,1.95,1.02,0.66,0
6733,3.6,1.95,1.02,0.66,0
6734,3.6,1.95,1.02,0.66,0
6735,3.6,1.95,1.02,0.66,0
6736,3.6,1.95,1.02,0.66,0
6737,3.6,1.95,1.02,0.66,0
6738,3.6,1.95,1.02,0.66,0
6739,3.6,1.95,1.02,0.66,0
6740,3.6,1.95,1.02,0.66,0
6741,3.6,1.95,1.02,0.66,0
6742,3.6,1.95,1.02,0.66,0
6743,3.6,1.95,1.02,0.66,0
6744,3.6,1.95,1.02,0.66,0
6745,3.6,1.95,1.02,0.66,0
6746,3.6,1.95,1.02,0.66,0
6747,3.6,1.95,1.02,0.66,0
6748,3.6,1.95,1.02,0.66,0
6749,3.6,1.95,1.02,0.66,0
6750,3.6,1.95,1.02,0.66,0
6751,3.6,1.95,1.02,0.66,0
6752,3.6,1.95,1.02,0.66,0
6753,3.6,1.95,1.02,0.66,0
6754,3.6,1.95,1.02,0.66,0
6755,3.6,1.95,1.02,0.66,0
6756,3.6,1.95,1.02,0.66,0
6757,3.6,1.95,1.02,0.66,0
6758,3.6,1.95,1.02,0.66,0
6759,3.6,1.95,1.02,0.66,0
6760,3.6,1.95,1.02,0.66,0
6761,3.6,1.95,1.02,0.66,0
6762,3.6,1.95,1.02,0.66,0
6763,3.6,1.95,1.02,0.66,0
6764,3.6,1.95,1.02,0.66,0
6765,3.6,1.95,1.02,0.66,0
6766,3.6,1.95,1.02,0.66,0
6767,3.6,1.95,1.02,0.66,0
6768,3.6,1.95,1.02,0.66,0
6769,3.6,1.95,1.02,0.66,0
6770,3.6,1.95,1.02,0.66,0
6771,3.6,1.95,1.02,0.66,0
6772,3.6,1.95,1.02,0.66,0
6773,3.6,1.95,1.02,0.66,0
6774,3.6,1.95,1.02,0.66,0
6775,3.6,1.95,1.02,0.66,0
6776,3.6,1.95,1.02,0.66,0
6777,3.6,1.95,1.02,0.66,0
6778,3.6,1.95,1.02,0.66,0
6779,3.6,1.95,1.02,0.66,0
6780,3.6,1.95,1.02,0.66,0
6781,3.6,1.95,1.02,0.66,0
6782,3.6,1.95,1.02,0.66,0
6783,3.6,1.95,1.02,0.66,0
6784,3.6,1.95,1.02,0.66,0
6785,3.6,1.95,1.02,0.66,0
6786,3.6,1.95,1.02,0.66,0
6787,3.6,1.95,1.02,0.66,0
6788,3.6,1.95,1.02,0.66,0
6789,3.6,1.95,1.02,0.66,0
6790,3.6,1.95,1.02,0.66,0
6791,3.6,1.95,1.02,0.66,0
6792,3.6,1.95,1.02,0.66,0
6793,3.6,1.95,1.02,0.66,0
6794,3.6,1.95,1.02,0.66,0
6795,3.6,1.95,1.02,0.66,0
6796,3.6,1.95,1.02,0.66,0
6797,3.6,1.95,1.02,0.66,0
6798,3.6,1.95,1.02,0.66,0
6799,3.6,1.95,1.02,0.66,0
6800,3.6,1.95,1.02,0.66,0
6801,3.6,1.95,1.02,0.66,0
6802,3.6,1.95,1.02,0.66,0
6803,3.6,1.95,1.02,0.66,0
6804,3.6,1.95,1.02,0.66,0
6805,3.6,1.95,1.02,0.66,0
6806,3.6,1.95,1.02,0.66,0
6807,3.6,1.95,1.02,0.66,0
6808,3.6,1.95,1.02,0.66,0
6809,3.6,1.95,1.02,0.66,0
6810,3.6,1.95,1.02,0.66,0
6811,3.6,1.95,1.02,0.66,0
6812,3.6,1.95,1.02,0.66,0
6813,3.6,1.95,1.02,0.66,0
6814,3.6,1.95,1.02,0.66,0
6815,3.6,1.95,1.02,0.66,0
6816,3.6,1.95,1.02,0.66,0
6817,3.6,1.95,1.02,0.66,0
6818,3.6,1.95,1.02,0.66,0
6819,3.6,1.95,1.02,0.66,0
6820,3.6,1.95,1.02,0.66,0
6821,3.6,1.95,1.02,0.66,0
6822,3.6,1.95,1.02,0.66,0
6823,3.6,1.95,1.02,0.66,0
6824,3.6,1.95,1.02,0.66,0
6825,3.6,1.95,1.02,0.66,0
6826,3.6,1.95,1.02,0.66,0
6827,3.6,1.95,1.02,0.66,0
6828,3.6,1.95,1.02,0.66,0
6829,3.6,1.95,1.02,0.66,0
6830,3.6,1.95,1.02,0.66,0
6831,3.6,1.95,1.02,0.66,0
6832,3.6,1.95,1.02,0.66,0
6833,3.6,1.95,1.02,0.66,0
6834,3.6,1.95,1.02,0.66,0
6835,3.6,1.95,1.02,0.66,0
6836,3.6,1.95,1.02,0.66,0
6837,3.6,1.95,1.02,0.66,0
6838,3.6,1.95,1.02,0.66,0
6839,3.6,1.95,1.02,0.66,0
6840,3.6,1.95,1.02,0.66,0
6841,3.6,1.95,1.02,0.66,0
6842,3.6,1.95,1.02,0.66,0
6843,3.6,1.95,1.02,0.66,0
6844,3.6,1.95,1.02,0.66,0
6845,3.6,1.95,1.02,0.66,0
6846,3.6,1.95,1.02,0.66,0
6847,3.6,1.95,1.02,0.66,0
6848,3.6,1.95,1.02,0.66,0
6849,3.6,1.95,1.02,0.66,0
6850,3.6,1.95,1.02,0.66,0
6851,3.6,1.95,1.02,0.66,0
6852,3.6,1.95,1.02,0.66,0
6853,3.6,1.95,1.02,0.66,0
6854,3.6,1.95,1.02,0.66,0
6855,3.6,1.95,1.02,0.66,0
6856,3.6,1.95,1.02,0.66,0
6857,3.6,1.95,1.02,0.66,0
6858,3.6,1.95,1.02,0.66,0
6859,3.6,1.95,1.02,0.66,0
6860,3.6,1.95,1.02,0.66,0
6861,3.6,1.95,1.02,0.66,0
6862,3.6,1.95,1.02,0.66,0
6863,3.6,1.95,1.02,0.66,0
6864,3.6,1.95,1.02,0.66,0
6865,3.6,1.95,1.02,0.66,0
6866,3.6,1.95,1.02,0.66,0
6867,3.6,1.95,1.02,0.66,0
6868,3.6,1.95,1.02,0.66,0
6869,3.6,1.95,1.02,0.66,0
6870,3.6,1.95,1.02,0.66,0
6871,3.6,1.95,1.02,0.66,0
6872,3.6,1.95,1.02,0.66,0
6873,3.6,1.95,1.02,0.66,0
6874,3.6,1.95,1.02,0.66,0
6875,3.6,1.95,1.02,0.66,0
6876,3.6,1.95,1.02,0.66,0
6877,3.6,1.95,1.02,0.66,0
6878,3.6,1.95,1.02,0.66,0
6879,3.6,1.95,1.02,0.66,0
6880,3.6,1.95,1.02,0.66,0
6881,3.6,1.95,1.02,0.66,0
6882,3.6,1.95,1.02,0.66,0
6883,3.6,1.95,1.02,0.66,0
6884,3.6,1.95,1.02,0.66,0
6885,3.6,1.95,1.02,0.66,0
6886,3.6,1.95,1.02,0.66,0
6887,3.6,1.95,1.02,0.66,0
6888,3.6,1.95,1.02,0.66,0
6889,3.6,1.95,1.02,0.66,0
6890,3.6,1.95,1.02,0.66,0
6891,3.6,1.95,1.02,0.66,0
6892,3.6,1.95,1.02,0.66,0
6893,3.6,1.95,1.02,0.66,0
6894,3.6,1.95,1.02,0.66,0
6895,3.6,1.95,1.02,0.66,0
6896,3.6,1.95,1.02,0.66,0
6897,3.6,1.95,1.02,0.66,0
6898,3.6,1.95,1.02,0.66,0
6899,3.6,1.95,1.02,0.66,0
6900,3.6,1.95,1.02,0.66,0
6901,3.6,1.95,1.02,0.66,0
6902,3.6,1.95,1.02,0.66,0
6903,3.6,1.95,1.02,0.66,0
6904,3.6,1.95,1.02,0.66,0
6905,3.6,1.95,1.02,0.66,0
6906,3.6,1.95,1.02,0.66,0
6907,3.6,1.95,1.02,0.66,0
6908,3.6,1.95,1.02,0.66,0
6909,3.6,1.95,1.02,0.66,0
6910,3.6,1.95,1.02,0.66,0
6911,3.6,1.95,1.02,0.66,0
6912,3.6,1.95,1.02,0.66,0
6913,3.6,1.95,1.02,0.66,0
6914,3.6,1.95,1.02,0.66,0
6915,3.6,1.95,1.02,0.66,0
6916,3.6,1.95,1.02,0.66,0
6917,3.6,1.95,1.02,0.66,0
6918,3.6,1.95,1.02,0.66,0
6919,3.6,1.95,1.02,0.66,0
6920,3.6,1.95,1.02,0.66,0
6921,3.6,1.95,1.02,0.66,0
6922,3.6,1.95,1.02,0.66,0
6923,3.6,1.95,1.02,0.66,0
6924,3.6,1.95,1.02,0.66,0
6925,3.6,1.95,1.02,0.66,0
6926,3.6,1.95,1.02,0.66,0
6927,3.6,1.95,1.02,0.66,0
6928,3.6,1.95,1.02,0.66,0
6929,3.6,1.95,1.02,0.66,0
6930,3.6,1.95,1.02,0.66,0
6931,3.6,1.95,1.02,0.66,0
6932,3.6,1.95,1.02,0.66,0
6933,3.6,1.95,1.02,0.66,0
6934,3.6,1.95,1.02,0.66,0
6935,3.6,1.95,1.02,0.66,0
6936,3.6,1.95,1.02,0.66,0
6937,3.6,1.95,1.02,0.66,0
6938,3.6,1.95,1.02,0.66,0
6939,3.6,1.95,1.02,0.66,0
6940,3.6,1.95,1.02,0.66,0
6941,3.6,1.95,1.02,0.66,0
6942,3.6,1.95,1.02,0.66,0
6943,3.6,1.95,1.02,0.66,0
6944,3.6,1.95,1.02,0.66,0
6945,3.6,1.95,1.02,0.66,0
6946,3.6,1.95,1.02,0.66,0
6947,3.6,1.95,1.02,0.66,0
6948,3.6,1.95,1.02,0.66,0
6949,3.6,1.95,1.02,0.66,0
6950,3.6,1.95,1.02,0.66,0
6951,3.6,1.95,1.02,0.66,0
6952,3.6,1.95,1.02,0.66,0
6953,3.6,1.95,1.02,0.66,0
6954,3.6,1.95,1.02,0.66,0
6955,3.6,1.95,1.02,0.66,0
6956,3.6,1.95,1.02,0.66,0
6957,3.6,1.95,1.02,0.66,0
6958,3.6,1.95,1.02,0.66,0
6959,3.6,1.95,1.02,0.66,0
6960,3.6,1.95,1.02,0.66,0
6961,3.6,1.95,1.02,0.66,0
6962,3.6,1.95,1.02,0.66,0
6963,3.6,1.95,1.02,0.66,0
6964,3.6,1.95,1.02,0.66,0
6965,3.6,1.95,1.02,0.66,0
6966,3.6,1.95,1.02,0.66,0
6967,3.6,1.95,1.02,0.66,0
6968,3.6,1.95,1.02,0.66,0
6969,3.6,1.95,1.02,0.66,0
6970,3.6,1.95,1.02,0.66,0
6971,3.6,1.95,1.02,0.66,0
6972,3.6,1.95,1.02,0.66,0
6973,3.6,1.95,1.02,0.66,0
6974,3.6,1.95,1.02,0.66,0
6975,3.6,1.95,1.02,0.66,0
6976,3.6,1.95,1.02,0.66,0
6977,3.6,1.95,1.02,0.66,0
6978,3.6,1.95,1.02,0.66,0
6979,3.6,1.95,1.02,0.66,0
6980,3.6,1.95,1.02,0.66,0
6981,3.6,1.95,1.02,0.66,0
6982,3.6,1.95,1.02,0.66,0
6983,3.6,1.95,1.02,0.66,0
6984,3.6,1.95,1.02,0.66,0
6985,3.6,1.95,1.02,0.66,0
6986,3.6,1.95,1.02,0.66,0
6987,3.6,1.95,1.02,0.66,0
6988,3.6,1.95,1.02,0.66,0
6989,3.6,1.95,1.02,0.66,0
6990,3.6,1.95,1.02,0.66,0
6991,3.6,1.95,1.02,0.66,0
6992,3.6,1.95,1.02,0.66,0
6993,3.6,1.95,1.02,0.66,0
6994,3.6,1.95,1.02,0.66,0
6995,3.6,1.95,1.02,0.66,0
6996,3.6,1.95,1.02,0.66,0
6997,3.6,1.95,1.02,0.66,0
6998,3.6,1.95,1.02,0.66,0
6999,3.6,1.95,1.02,0.66,0
7000,3.6,1.95,1.02,0.66,0
7001,3.6,1.95,1.02,0.66,0
7002,3.6,1.95,1.02,0.66,0
7003,3.6,1.95,1.02,0.66,0
7004,3.6,1.95,1.02,0.66,0
7005,3.6,1.95,1.02,0.66,0
7006,3.6,1.95,1.02,0.66,0
7007,3.6,1.95,1.02,0.66,0
7008,3.6,1.95,1.02,0.66,0
7009,3.6,1.95,1.02,0.66,0
7010,3.6,1.95,1.02,0.66,0
7011,3.6,1.95,1.02,0.66,0
7012,3.6,1.95,1.02,0.66,0
7013,3.6,1.95,1.02,0.66,0
7014,3.6,1.95,1.02,0.66,0
7015,3.6,1.95,1.02,0.66,0
7016,3.6,1.95,1.02,0.66,0
7017,3.6,1.95,1.02,0.66,0
7018,3.6,1.95,1.02,0.66,0
7019,3.6,1.95,1.02,0.66,0
7020,3.6,1.95,1.02,0.66,0
7021,3.6,1.95,1.02,0.66,0
7022,3.6,1.95,1.02,0.66,0
7023,3.6,1.95,1.02,0.66,0
7024,3.6,1.95,1.02,0.66,0
7025,3.6,1.95,1.02,0.66,0
7026,3.6,1.95,1.02,0.66,0
7027,3.6,1.95,1.02,0.66,0
7028,3.6,1.95,1.02,0.66,0
7029,3.6,1.95,1.02,0.66,0
7030,3.6,1.95,1.02,0.66,0
7031,3.6,1.95,1.02,0.66,0
7032,3.6,1.95,1.02,0.66,0
7033,3.6,1.95,1.02,0.66,0
7034,3.6,1.95,1.02,0.66,0
7035,3.6,1.95,1.02,0.66,0
7036,3.6,1.95,1.02,0.66,0
7037,3.6,1.95,1.02,0.66,0
7038,3.6,1.95,1.02,0.66,0
7039,3.6,1.95,1.02,0.66,0
7040,3.6,1.95,1.02,0.66,0
7041,3.6,1.95,1.02,0.66,0
7042,3.6,1.95,1.02,0.66,0
7043,3.6,1.95,1.02,0.66,0
7044,3.6,1.95,1.02,0.66,0
7045,3.6,1.95,1.02,0.66,0
7046,3.6,1.95,1.02,0.66,0
7047,3.6,1.95,1.02,0.66,0
7048,3.6,1.95,1.02,0.66,0
7049,3.6,1.95,1.02,0.66,0
7050,3.6,1.95,1.02,0.66,0
7051,3.6,1.95,1.02,0.66,0
7052,3.6,1.95,1.02,0.66,0
7053,3.6,1.95,1.02,0.66,0
7054,3.6,1.95,1.02,0.66,0
7055,3.6,1.95,1.02,0.66,0
7056,3.6,1.95,1.02,0.66,0
7057,3.6,1.95,1.02,0.66,0
7058,3.6,1.95,1.02,0.66,0
7059,3.6,1.95,1.02,0.66,0
7060,3.6,1.95,1.02,0.66,0
7061,3.6,1.95,1.02,0.66,0
7062,3.6,1.95,1.02,0.66,0
7063,3.6,1.95,1.02,0.66,0
7064,3.6,1.95,1.02,0.66,0
7065,3.6,1.95,1.02,0.66,0
7066,3.6,1.95,1.02,0.66,0
7067,3.6,1.95,1.02,0.66,0
7068,3.6,1.95,1.02,0.66,0
7069,3.6,1.95,1.02,0.66,0
7070,3.6,1.95,1.02,0.66,0
7071,3.6,1.95,1.02,0.66,0
7072,3.6,1.95,1.02,0.66,0
7073,3.6,1.95,1.02,0.66,0
7074,3.6,1.95,1.02,0.66,0
7075,3.6,1.95,1.02,0.66,0
7076,3.6,1.95,1.02,0.66,0
7077,3.6,1.95,1.02,0.66,0
7078,3.6,1.95,1.02,0.66,0
7079,3.6,1.95,1.02,0.66,0
7080,3.6,1.95,1.02,0.66,0
7081,3.6,1.95,1.02,0.66,0
7082,3.6,1.95,1.02,0.66,0
7083,3.6,1.95,1.02,0.66,0
7084,3.6,1.95,1.02,0.66,0
7085,3.6,1.95,1.02,0.66,0
7086,3.6,1.95,1.02,0.66,0
7087,3.6,1.95,1.02,0.66,0
7088,3.6,1.95,1.02,0.66,0
7089,3.6,1.95,1.02,0.66,0
7090,3.6,1.95,1.02,0.66,0
7091,3.6,1.95,1.02,0.66,0
7092,3.6,1.95,1.02,0.66,0
7093,3.6,1.95,1.02,0.66,0
7094,3.6,1.95,1.02,0.66,0
7095,3.6,1.95,1.02,0.66,0
7096,3.6,1.95,1.02,0.66,0
7097,3.6,1.95,1.02,0.66,0
7098,3.6,1.95,1.02,0.66,0
7099,3.6,1.95,1.02,0.66,0
7100,3.6,1.95,1.02,0.66,0
7101,3.6,1.95,1.02,0.66,0
7102,3.6,1.95,1.02,0.66,0
7103,3.6,1.95,1.02,0.66,0
7104,3.6,1.95,1.02,0.66,0
7105,3.6,1.95,1.02,0.66,0
7106,3.6,1.95,1.02,0.66,0
7107,3.6,1.95,1.02,0.66,0
7108,3.6,1.95,1.02,0.66,0
7109,3.6,1.95,1.02,0.66,0
7110,3.6,1.95,1.02,0.66,0
7111,3.6,1.95,1.02,0.66,0
7112,3.6,1.95,1.02,0.66,0
7113,3.6,1.95,1.02,0.66,0
7114,3.6,1.95,1.02,0.66,0
7115,3.6,1.95,1.02,0.66,0
7116,3.6,1.95,1.02,0.66,0
7117,3.6,1.95,1.02,0.66,0
7118,3.6,1.95,1.02,0.66,0
7119,3.6,1.95,1.02,0.66,0
7120,3.6,1.95,1.02,0.66,0
7121,3.6,1.95,1.02,0.66,0
7122,3.6,1.95,1.02,0.66,0
7123,3.6,1.95,1.02,0.66,0
7124,3.6,1.95,1.02,0.66,0
7125,3.6,1.95,1.02,0.66,0
7126,3.6,1.95,1.02,0.66,0
7127,3.6,1.95,1.02,0.66,0
7128,3.6,1.95,1.02,0.66,0
7129,3.6,1.95,1.02,0.66,0
7130,3.6,1.95,1.02,0.66,0
7131,3.6,1.95,1.02,0.66,0
7132,3.6,1.95,1.02,0.66,0
7133,3.6,1.95,1.02,0.66,0
7134,3.6,1.95,1.02,0.66,0
7135,3.6,1.95,1.02,0.66,0
7136,3.6,1.95,1.02,0.66,0
7137,3.6,1.95,1.02,0.66,0
7138,3.6,1.95,1.02,0.66,0
7139,3.6,1.95,1.02,0.66,0
7140,3.6,1.95,1.02,0.66,0
7141,3.6,1.95,1.02,0.66,0
7142,3.6,1.95,1.02,0.66,0
7143,3.6,1.95,1.02,0.66,0
7144,3.6,1.95,1.02,0.66,0
7145,3.6,1.95,1.02,0.66,0
7146,3.6,1.95,1.02,0.66,0
7147,3.6,1.95,1.02,0.66,0
7148,3.6,1.95,1.02,0.66,0
7149,3.6,1.95,1.02,0.66,0
7150,3.6,1.95,1.02,0.66,0
7151,3.6,1.95,1.02,0.66,0
7152,3.6,1.95,1.02,0.66,0
7153,3.6,1.95,1.02,0.66,0
7154,3.6,1.95,1.02,0.66,0
7155,3.6,1.95,1.02,0.66,0
7156,3.6,1.95,1.02,0.66,0
7157,3.6,1.95,1.02,0.66,0
7158,3.6,1.95,1.02,0.66,0
7159,3.6,1.95,1.02,0.66,0
7160,3.6,1.95,1.02,0.66,0
7161,3.6,1.95,1.02,0.66,0
7162,3.6,1.95,1.02,0.66,0
7163,3.6,1.95,1.02,0.66,0
7164,3.6,1.95,1.02,0.66,0
7165,3.6,1.95,1.02,0.66,0
7166,3.6,1.95,1.02,0.66,0
7167,3.6,1.95,1.02,0.66,0
7168,3.6,1.95,1.02,0.66,0
7169,3.6,1.95,1.02,0.66,0
7170,3.6,1.95,1.02,0.66,0
7171,3.6,1.95,1.02,0.66,0
7172,3.6,1.95,1.02,0.66,0
7173,3.6,1.95,1.02,0.66,0
7174,3.6,1.95,1.02,0.66,0
7175,3.6,1.95,1.02,0.66,0
7176,3.6,1.95,1.02,0.66,0
