Resource,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,SolarPV,Retro_NGCC_CCS,Retro_NGCC_H2,Total
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t57,0.0,0.0,0.0,0.0,192709.27476141643,0.0,0.0,192709.27476141643
t58,0.0,0.0,0.0,0.0,703091.282209661,0.0,0.0,703091.282209661
t59,0.0,0.0,0.0,0.0,1.2101089170597792e6,0.0,0.0,1.2101089170597792e6
t60,0.0,0.0,0.0,0.0,1.4001270398522087e6,0.0,0.0,1.4001270398522087e6
t61,0.0,0.0,0.0,0.0,1.3006839695063988e6,0.0,0.0,1.3006839695063988e6
t62,0.0,0.0,0.0,0.0,1.2147036250297741e6,0.0,0.0,1.2147036250297741e6
t63,0.0,0.0,0.0,0.0,834059.5549056159,0.0,0.0,834059.5549056159
t64,0.0,0.0,0.0,0.0,452802.47773138824,0.0,0.0,452802.47773138824
t65,0.0,0.0,0.0,0.0,40655.19164416322,0.0,0.0,40655.19164416322
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t81,0.0,0.0,0.0,0.0,671273.4789249862,0.0,0.0,671273.4789249862
t82,0.0,0.0,0.0,0.0,1.3025204046958468e6,0.0,0.0,1.3025204046958468e6
t83,0.0,0.0,0.0,0.0,1.7966873804066095e6,0.0,0.0,1.7966873804066095e6
t84,0.0,0.0,0.0,0.0,1.983034006963723e6,0.0,0.0,1.983034006963723e6
t85,0.0,0.0,0.0,0.0,2.0170002312358753e6,0.0,0.0,2.0170002312358753e6
t86,0.0,0.0,0.0,0.0,2.0032326735652403e6,0.0,0.0,2.0032326735652403e6
t87,0.0,0.0,0.0,0.0,1.7816999210274161e6,0.0,0.0,1.7816999210274161e6
t88,0.0,0.0,0.0,0.0,1.341999058687113e6,0.0,0.0,1.341999058687113e6
t89,0.0,0.0,0.0,0.0,639151.4063612118,0.0,0.0,639151.4063612118
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t105,0.0,0.0,0.0,0.0,672503.4651715248,0.0,0.0,672503.4651715248
t106,0.0,0.0,0.0,0.0,1.2581588100838359e6,0.0,0.0,1.2581588100838359e6
t107,0.0,0.0,0.0,0.0,1.6984723838170182e6,0.0,0.0,1.6984723838170182e6
t108,0.0,0.0,0.0,0.0,1.8976698681120472e6,0.0,0.0,1.8976698681120472e6
t109,0.0,0.0,0.0,0.0,1.9343900676161267e6,0.0,0.0,1.9343900676161267e6
t110,0.0,0.0,0.0,0.0,1.974780483853812e6,0.0,0.0,1.974780483853812e6
t111,0.0,0.0,0.0,0.0,1.7807866932883167e6,0.0,0.0,1.7807866932883167e6
t112,0.0,0.0,0.0,0.0,1.2795835009825425e6,0.0,0.0,1.2795835009825425e6
t113,0.0,0.0,0.0,0.0,518293.7018154057,0.0,0.0,518293.7018154057
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t129,0.0,0.0,0.0,0.0,684751.3863050513,0.0,0.0,684751.3863050513
t130,0.0,0.0,0.0,0.0,1.4099336588214778e6,0.0,0.0,1.4099336588214778e6
t131,0.0,0.0,0.0,0.0,1.8753368867313021e6,0.0,0.0,1.8753368867313021e6
t132,0.0,0.0,0.0,0.0,2.0837135296383214e6,0.0,0.0,2.0837135296383214e6
t133,0.0,0.0,0.0,0.0,2.1648004281462715e6,0.0,0.0,2.1648004281462715e6
t134,0.0,0.0,0.0,0.0,2.132978831138297e6,0.0,0.0,2.132978831138297e6
t135,0.0,0.0,0.0,0.0,1.8750344241023425e6,0.0,0.0,1.8750344241023425e6
t136,0.0,0.0,0.0,0.0,1.3732196724547984e6,0.0,0.0,1.3732196724547984e6
t137,0.0,0.0,0.0,0.0,663947.5563863543,0.0,0.0,663947.5563863543
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t153,0.0,0.0,0.0,0.0,103386.07185217542,0.0,0.0,103386.07185217542
t154,0.0,0.0,0.0,0.0,422527.3408312619,0.0,0.0,422527.3408312619
t155,0.0,0.0,0.0,0.0,643142.5788931974,0.0,0.0,643142.5788931974
t156,0.0,0.0,0.0,0.0,698832.3501992656,0.0,0.0,698832.3501992656
t157,0.0,0.0,0.0,0.0,743200.5465277666,0.0,0.0,743200.5465277666
t158,0.0,0.0,0.0,0.0,717498.310221595,0.0,0.0,717498.310221595
t159,0.0,0.0,0.0,0.0,599694.4531195855,0.0,0.0,599694.4531195855
t160,0.0,0.0,0.0,0.0,332876.12119458115,0.0,0.0,332876.12119458115
t161,0.0,0.0,0.0,0.0,29039.422602973726,0.0,0.0,29039.422602973726
t162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t177,0.0,0.0,0.0,0.0,819687.892077472,0.0,0.0,819687.892077472
t178,0.0,0.0,0.0,0.0,1.4959131125429326e6,0.0,0.0,1.4959131125429326e6
t179,0.0,0.0,0.0,0.0,1.9854889544755802e6,0.0,0.0,1.9854889544755802e6
t180,0.0,0.0,0.0,0.0,2.214671954345926e6,0.0,0.0,2.214671954345926e6
t181,0.0,0.0,0.0,0.0,2.20212724437616e6,0.0,0.0,2.20212724437616e6
t182,0.0,0.0,0.0,0.0,2.0873834532606173e6,0.0,0.0,2.0873834532606173e6
t183,0.0,0.0,0.0,0.0,1.8067957313480084e6,0.0,0.0,1.8067957313480084e6
t184,0.0,0.0,0.0,0.0,1.3462882840613385e6,0.0,0.0,1.3462882840613385e6
t185,0.0,0.0,0.0,0.0,728198.334645373,0.0,0.0,728198.334645373
t186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t201,0.0,0.0,0.0,0.0,677708.2530684391,0.0,0.0,677708.2530684391
t202,0.0,0.0,0.0,0.0,1.3707629438625113e6,0.0,0.0,1.3707629438625113e6
t203,0.0,0.0,0.0,0.0,1.8670706314838212e6,0.0,0.0,1.8670706314838212e6
t204,0.0,0.0,0.0,0.0,2.0889102872630656e6,0.0,0.0,2.0889102872630656e6
t205,0.0,0.0,0.0,0.0,2.1170618376548244e6,0.0,0.0,2.1170618376548244e6
t206,0.0,0.0,0.0,0.0,2.0879942296727865e6,0.0,0.0,2.0879942296727865e6
t207,0.0,0.0,0.0,0.0,1.8545282278909553e6,0.0,0.0,1.8545282278909553e6
t208,0.0,0.0,0.0,0.0,1.3551607375576387e6,0.0,0.0,1.3551607375576387e6
t209,0.0,0.0,0.0,0.0,681382.0996429651,0.0,0.0,681382.0996429651
t210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t225,0.0,0.0,0.0,0.0,673428.0252742339,0.0,0.0,673428.0252742339
t226,0.0,0.0,0.0,0.0,1.2866210253028644e6,0.0,0.0,1.2866210253028644e6
t227,0.0,0.0,0.0,0.0,1.7312174591191919e6,0.0,0.0,1.7312174591191919e6
t228,0.0,0.0,0.0,0.0,1.9102198157656435e6,0.0,0.0,1.9102198157656435e6
t229,0.0,0.0,0.0,0.0,1.938677142125162e6,0.0,0.0,1.938677142125162e6
t230,0.0,0.0,0.0,0.0,1.8988999964858964e6,0.0,0.0,1.8988999964858964e6
t231,0.0,0.0,0.0,0.0,1.6886888823482788e6,0.0,0.0,1.6886888823482788e6
t232,0.0,0.0,0.0,0.0,1.235525471469691e6,0.0,0.0,1.235525471469691e6
t233,0.0,0.0,0.0,0.0,630899.250303531,0.0,0.0,630899.250303531
t234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t249,0.0,0.0,0.0,0.0,141017.26193209374,0.0,0.0,141017.26193209374
t250,0.0,0.0,0.0,0.0,592955.035924393,0.0,0.0,592955.035924393
t251,0.0,0.0,0.0,0.0,1.193908363402507e6,0.0,0.0,1.193908363402507e6
t252,0.0,0.0,0.0,0.0,1.2107378558020785e6,0.0,0.0,1.2107378558020785e6
t253,0.0,0.0,0.0,0.0,1.271629063468751e6,0.0,0.0,1.271629063468751e6
t254,0.0,0.0,0.0,0.0,1.3374158720515983e6,0.0,0.0,1.3374158720515983e6
t255,0.0,0.0,0.0,0.0,1.617390725884768e6,0.0,0.0,1.617390725884768e6
t256,0.0,0.0,0.0,0.0,1.286926464800834e6,0.0,0.0,1.286926464800834e6
t257,0.0,0.0,0.0,0.0,637932.8414371931,0.0,0.0,637932.8414371931
t258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t273,0.0,0.0,0.0,0.0,445156.9443316067,0.0,0.0,445156.9443316067
t274,0.0,0.0,0.0,0.0,742574.0665035673,0.0,0.0,742574.0665035673
t275,0.0,0.0,0.0,0.0,949727.0297940578,0.0,0.0,949727.0297940578
t276,0.0,0.0,0.0,0.0,1.0598826738768055e6,0.0,0.0,1.0598826738768055e6
t277,0.0,0.0,0.0,0.0,1.004500730993547e6,0.0,0.0,1.004500730993547e6
t278,0.0,0.0,0.0,0.0,901385.1978992812,0.0,0.0,901385.1978992812
t279,0.0,0.0,0.0,0.0,775931.9951285003,0.0,0.0,775931.9951285003
t280,0.0,0.0,0.0,0.0,535427.4307664467,0.0,0.0,535427.4307664467
t281,0.0,0.0,0.0,0.0,103988.24984923475,0.0,0.0,103988.24984923475
t282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t297,0.0,0.0,0.0,0.0,842328.4400937167,0.0,0.0,842328.4400937167
t298,0.0,0.0,0.0,0.0,1.526203407225309e6,0.0,0.0,1.526203407225309e6
t299,0.0,0.0,0.0,0.0,2.0056823868504579e6,0.0,0.0,2.0056823868504579e6
t300,0.0,0.0,0.0,0.0,2.2244627341501857e6,0.0,0.0,2.2244627341501857e6
t301,0.0,0.0,0.0,0.0,2.250472833813917e6,0.0,0.0,2.250472833813917e6
t302,0.0,0.0,0.0,0.0,2.22936068970911e6,0.0,0.0,2.22936068970911e6
t303,0.0,0.0,0.0,0.0,2.0160895786970966e6,0.0,0.0,2.0160895786970966e6
t304,0.0,0.0,0.0,0.0,1.5228422080875428e6,0.0,0.0,1.5228422080875428e6
t305,0.0,0.0,0.0,0.0,855490.0919531422,0.0,0.0,855490.0919531422
t306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t321,0.0,0.0,0.0,0.0,787255.1598516277,0.0,0.0,787255.1598516277
t322,0.0,0.0,0.0,0.0,1.354854889567019e6,0.0,0.0,1.354854889567019e6
t323,0.0,0.0,0.0,0.0,1.7798673685334378e6,0.0,0.0,1.7798673685334378e6
t324,0.0,0.0,0.0,0.0,1.8318851887184605e6,0.0,0.0,1.8318851887184605e6
t325,0.0,0.0,0.0,0.0,2.0084384938610047e6,0.0,0.0,2.0084384938610047e6
t326,0.0,0.0,0.0,0.0,1.8738058835127742e6,0.0,0.0,1.8738058835127742e6
t327,0.0,0.0,0.0,0.0,1.5506861442650019e6,0.0,0.0,1.5506861442650019e6
t328,0.0,0.0,0.0,0.0,1.2495967665327652e6,0.0,0.0,1.2495967665327652e6
t329,0.0,0.0,0.0,0.0,724527.3017756473,0.0,0.0,724527.3017756473
t330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t343,0.0,0.0,0.0,0.0,136121.82328927913,0.0,0.0,136121.82328927913
t344,0.0,0.0,0.0,0.0,657518.3781294415,0.0,0.0,657518.3781294415
t345,0.0,0.0,0.0,0.0,1.1847298516946274e6,0.0,0.0,1.1847298516946274e6
t346,0.0,0.0,0.0,0.0,1.5883237089892502e6,0.0,0.0,1.5883237089892502e6
t347,0.0,0.0,0.0,0.0,1.8860465376896502e6,0.0,0.0,1.8860465376896502e6
t348,0.0,0.0,0.0,0.0,1.8646278930290642e6,0.0,0.0,1.8646278930290642e6
t349,0.0,0.0,0.0,0.0,1.9010405839853536e6,0.0,0.0,1.9010405839853536e6
