Time_Index,MA_natural_gas,MA_wind,MA_solar_pv,CT_natural_gas,CT_wind,CT_solar_pv,ME_natural_gas,ME_wind,ME_solar_pv,MA_battery,CT_battery,ME_battery
964,1.0,0.240453675,0.0,1.0,0.240453675,0.0,1.0,0.685527563,0.0,1.0,1.0,1.0
965,1.0,0.269338757,0.0,1.0,0.269338757,0.0,1.0,0.555187643,0.0,1.0,1.0,1.0
966,1.0,0.159007832,0.0,1.0,0.159007832,0.0,1.0,0.419839859,0.0,1.0,1.0,1.0
967,1.0,0.104083121,0.0759,1.0,0.104083121,0.0696,1.0,0.34664306,0.0759,1.0,1.0,1.0
968,1.0,0.021503555,0.1942,1.0,0.021503555,0.2154,1.0,0.198819637,0.1942,1.0,1.0,1.0
969,1.0,0.031963453,0.3388,1.0,0.031963453,0.3492,1.0,0.141326487,0.3388,1.0,1.0,1.0
970,1.0,0.041958526,0.4434,1.0,0.041958526,0.3816,1.0,0.123227149,0.4434,1.0,1.0,1.0
971,1.0,0.096781634,0.5172,1.0,0.096781634,0.3968,1.0,0.026157066,0.5172,1.0,1.0,1.0
972,1.0,0.174312145,0.4947,1.0,0.174312145,0.4368,1.0,0.074200965,0.4947,1.0,1.0,1.0
973,1.0,0.037923686,0.4841,1.0,0.037923686,0.3948,1.0,0.164801538,0.4841,1.0,1.0,1.0
974,1.0,0.029281907,0.4469,1.0,0.029281907,0.3538,1.0,0.148995847,0.4469,1.0,1.0,1.0
975,1.0,0.237692565,0.3442,1.0,0.237692565,0.2453,1.0,0.131790459,0.3442,1.0,1.0,1.0
976,1.0,0.360084385,0.2529,1.0,0.360084385,0.1974,1.0,0.122902542,0.2529,1.0,1.0,1.0
977,1.0,0.32215175,0.1595,1.0,0.32215175,0.0995,1.0,0.156115338,0.1595,1.0,1.0,1.0
978,1.0,0.185535595,0.0649,1.0,0.185535595,0.0488,1.0,0.230884999,0.0649,1.0,1.0,1.0
979,1.0,0.11909277,0.0001,1.0,0.11909277,0.0018,1.0,0.30807817,0.0001,1.0,1.0,1.0
980,1.0,0.392790467,0.0,1.0,0.392790467,0.0,1.0,0.171230942,0.0,1.0,1.0,1.0
981,1.0,0.636655867,0.0,1.0,0.636655867,0.0,1.0,0.142665043,0.0,1.0,1.0,1.0
982,1.0,0.206172645,0.0,1.0,0.206172645,0.0,1.0,0.062825307,0.0,1.0,1.0,1.0
983,1.0,0.058244888,0.0,1.0,0.058244888,0.0,1.0,0.052879386,0.0,1.0,1.0,1.0
984,1.0,0.043493494,0.0,1.0,0.043493494,0.0,1.0,0.042289991,0.0,1.0,1.0,1.0
985,1.0,0.083646268,0.0,1.0,0.083646268,0.0,1.0,0.06190715,0.0,1.0,1.0,1.0
986,1.0,0.238442972,0.0,1.0,0.238442972,0.0,1.0,0.05007308,0.0,1.0,1.0,1.0
987,1.0,0.266884178,0.0,1.0,0.266884178,0.0,1.0,0.022687217,0.0,1.0,1.0,1.0
988,1.0,0.320777178,0.0,1.0,0.320777178,0.0,1.0,0.04265555,0.0,1.0,1.0,1.0
989,1.0,0.207493842,0.0,1.0,0.207493842,0.0,1.0,0.076296762,0.0,1.0,1.0,1.0
990,1.0,0.182788923,0.0,1.0,0.182788923,0.0,1.0,0.129397139,0.0,1.0,1.0,1.0
991,1.0,0.111883864,0.0332,1.0,0.111883864,0.0514,1.0,0.108976513,0.0332,1.0,1.0,1.0
992,1.0,0.017390583,0.1747,1.0,0.017390583,0.2047,1.0,0.061598711,0.1747,1.0,1.0,1.0
993,1.0,0.001600682,0.2926,1.0,0.001600682,0.3065,1.0,0.023479396,0.2926,1.0,1.0,1.0
994,1.0,1.2e-5,0.3854,1.0,1.2e-5,0.3813,1.0,0.031821597,0.3854,1.0,1.0,1.0
995,1.0,0.022567702,0.4568,1.0,0.022567702,0.4341,1.0,0.059751909,0.4568,1.0,1.0,1.0
996,1.0,0.047610044,0.4712,1.0,0.047610044,0.441,1.0,0.052140657,0.4712,1.0,1.0,1.0
997,1.0,0.039290167,0.4664,1.0,0.039290167,0.4547,1.0,0.133274838,0.4664,1.0,1.0,1.0
998,1.0,0.024763504,0.5758,1.0,0.024763504,0.5636,1.0,0.113429397,0.5758,1.0,1.0,1.0
999,1.0,0.009788874,0.3979,1.0,0.009788874,0.3996,1.0,0.057648621,0.3979,1.0,1.0,1.0
1000,1.0,0.000131154,0.3435,1.0,0.000131154,0.3548,1.0,0.081942245,0.3435,1.0,1.0,1.0
1001,1.0,0.001019059,0.2533,1.0,0.001019059,0.247,1.0,0.044573568,0.2533,1.0,1.0,1.0
1002,1.0,0.000613961,0.1416,1.0,0.000613961,0.1639,1.0,0.150546938,0.1416,1.0,1.0,1.0
1003,1.0,0.002940915,0.037,1.0,0.002940915,0.0612,1.0,0.159694746,0.037,1.0,1.0,1.0
1004,1.0,0.021703508,0.0,1.0,0.021703508,0.0,1.0,0.184309036,0.0,1.0,1.0,1.0
1005,1.0,0.039637364,0.0,1.0,0.039637364,0.0,1.0,0.197666094,0.0,1.0,1.0,1.0
1006,1.0,0.036990535,0.0,1.0,0.036990535,0.0,1.0,0.194875732,0.0,1.0,1.0,1.0
1007,1.0,0.150117502,0.0,1.0,0.150117502,0.0,1.0,0.254858881,0.0,1.0,1.0,1.0
1008,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.000942688,0.0,1.0,1.0,1.0
1009,1.0,0.175785571,0.0,1.0,0.175785571,0.0,1.0,0.740766168,0.0,1.0,1.0,1.0
1010,1.0,0.28042528,0.0,1.0,0.28042528,0.0,1.0,0.819146395,0.0,1.0,1.0,1.0
1011,1.0,0.506163597,0.0,1.0,0.506163597,0.0,1.0,0.759923279,0.0,1.0,1.0,1.0
1012,1.0,0.338583797,0.0,1.0,0.338583797,0.0,1.0,0.729455233,0.0,1.0,1.0,1.0
1013,1.0,0.17987977,0.0,1.0,0.17987977,0.0,1.0,0.694970608,0.0,1.0,1.0,1.0
1014,1.0,0.183875114,0.0,1.0,0.183875114,0.0,1.0,0.578091085,0.0,1.0,1.0,1.0
1015,1.0,0.395009845,0.0523,1.0,0.395009845,0.0392,1.0,0.431145847,0.0523,1.0,1.0,1.0
1016,1.0,0.237925276,0.2088,1.0,0.237925276,0.181,1.0,0.266581774,0.2088,1.0,1.0,1.0
1017,1.0,0.001354575,0.3625,1.0,0.001354575,0.3529,1.0,0.121936224,0.3625,1.0,1.0,1.0
1018,1.0,4.17e-5,0.4988,1.0,4.17e-5,0.4677,1.0,0.072160058,0.4988,1.0,1.0,1.0
1019,1.0,0.043533519,0.5881,1.0,0.043533519,0.5761,1.0,0.159058779,0.5881,1.0,1.0,1.0
1020,1.0,0.085498214,0.6101,1.0,0.085498214,0.5951,1.0,0.239030421,0.6101,1.0,1.0,1.0
1021,1.0,0.109373331,0.6167,1.0,0.109373331,0.5258,1.0,0.378216296,0.6167,1.0,1.0,1.0
1022,1.0,0.22784625,0.5839,1.0,0.22784625,0.517,1.0,0.511478066,0.5839,1.0,1.0,1.0
1023,1.0,0.480641127,0.5277,1.0,0.480641127,0.3975,1.0,0.572786152,0.5277,1.0,1.0,1.0
1024,1.0,0.560811102,0.3689,1.0,0.560811102,0.2931,1.0,0.615735888,0.3689,1.0,1.0,1.0
1025,1.0,0.869691074,0.2267,1.0,0.869691074,0.2451,1.0,0.648773432,0.2267,1.0,1.0,1.0
1026,1.0,0.562332034,0.0926,1.0,0.562332034,0.1156,1.0,0.689473033,0.0926,1.0,1.0,1.0
1027,1.0,0.5067029,0.0,1.0,0.5067029,0.0,1.0,0.689277589,0.0,1.0,1.0,1.0
1028,1.0,0.335244894,0.0,1.0,0.335244894,0.0,1.0,0.767360926,0.0,1.0,1.0,1.0
1029,1.0,0.333113462,0.0,1.0,0.333113462,0.0,1.0,0.633426189,0.0,1.0,1.0,1.0
1030,1.0,0.333972633,0.0,1.0,0.333972633,0.0,1.0,0.424435258,0.0,1.0,1.0,1.0
1031,1.0,0.260762542,0.0,1.0,0.260762542,0.0,1.0,0.503557265,0.0,1.0,1.0,1.0
1032,1.0,0.348555326,0.0,1.0,0.348555326,0.0,1.0,0.338317126,0.0,1.0,1.0,1.0
1033,1.0,0.34058401,0.0,1.0,0.34058401,0.0,1.0,0.316218227,0.0,1.0,1.0,1.0
1034,1.0,0.432111919,0.0,1.0,0.432111919,0.0,1.0,0.303261936,0.0,1.0,1.0,1.0
1035,1.0,0.425939947,0.0,1.0,0.425939947,0.0,1.0,0.292224705,0.0,1.0,1.0,1.0
1036,1.0,0.697042465,0.0,1.0,0.697042465,0.0,1.0,0.279836506,0.0,1.0,1.0,1.0
1037,1.0,0.583757341,0.0,1.0,0.583757341,0.0,1.0,0.236984104,0.0,1.0,1.0,1.0
1038,1.0,0.4669649,0.0,1.0,0.4669649,0.0,1.0,0.250899106,0.0,1.0,1.0,1.0
1039,1.0,0.209216878,0.0002,1.0,0.209216878,0.0,1.0,0.293860167,0.0002,1.0,1.0,1.0
1040,1.0,0.143613428,0.0537,1.0,0.143613428,0.0396,1.0,0.292476714,0.0537,1.0,1.0,1.0
1041,1.0,0.4449175,0.1556,1.0,0.4449175,0.2281,1.0,0.179789245,0.1556,1.0,1.0,1.0
1042,1.0,0.300303519,0.4078,1.0,0.300303519,0.4949,1.0,0.052294225,0.4078,1.0,1.0,1.0
1043,1.0,0.482081175,0.5457,1.0,0.482081175,0.5769,1.0,0.125702158,0.5457,1.0,1.0,1.0
1044,1.0,0.828009009,0.5796,1.0,0.828009009,0.5966,1.0,0.189636827,0.5796,1.0,1.0,1.0
1045,1.0,0.650779366,0.5648,1.0,0.650779366,0.6038,1.0,0.600758851,0.5648,1.0,1.0,1.0
1046,1.0,0.692793131,0.5826,1.0,0.692793131,0.6289,1.0,0.690053225,0.5826,1.0,1.0,1.0
1047,1.0,0.651472628,0.5647,1.0,0.651472628,0.6056,1.0,0.753346562,0.5647,1.0,1.0,1.0
1048,1.0,0.70852077,0.4589,1.0,0.70852077,0.4927,1.0,0.803482294,0.4589,1.0,1.0,1.0
1049,1.0,0.861373186,0.296,1.0,0.861373186,0.3474,1.0,0.89627862,0.296,1.0,1.0,1.0
1050,1.0,0.864017487,0.1132,1.0,0.864017487,0.1674,1.0,0.905267775,0.1132,1.0,1.0,1.0
1051,1.0,0.435896099,0.0017,1.0,0.435896099,0.0164,1.0,0.886968374,0.0017,1.0,1.0,1.0
1052,1.0,0.366824895,0.0,1.0,0.366824895,0.0,1.0,0.763001502,0.0,1.0,1.0,1.0
1053,1.0,0.72410506,0.0,1.0,0.72410506,0.0,1.0,0.794554591,0.0,1.0,1.0,1.0
1054,1.0,0.667352557,0.0,1.0,0.667352557,0.0,1.0,0.668055117,0.0,1.0,1.0,1.0
1055,1.0,0.503524721,0.0,1.0,0.503524721,0.0,1.0,0.651847184,0.0,1.0,1.0,1.0
1056,1.0,0.567447066,0.0,1.0,0.567447066,0.0,1.0,0.687669039,0.0,1.0,1.0,1.0
1057,1.0,0.632907987,0.0,1.0,0.632907987,0.0,1.0,0.643583596,0.0,1.0,1.0,1.0
1058,1.0,0.618489861,0.0,1.0,0.618489861,0.0,1.0,0.64294529,0.0,1.0,1.0,1.0
1059,1.0,0.77455771,0.0,1.0,0.77455771,0.0,1.0,0.734460354,0.0,1.0,1.0,1.0
1060,1.0,0.601218462,0.0,1.0,0.601218462,0.0,1.0,0.825679064,0.0,1.0,1.0,1.0
1061,1.0,0.700854957,0.0,1.0,0.700854957,0.0,1.0,0.855944216,0.0,1.0,1.0,1.0
1062,1.0,0.536711097,0.0,1.0,0.536711097,0.0,1.0,0.928788185,0.0,1.0,1.0,1.0
1063,1.0,0.48843506,0.0562,1.0,0.48843506,0.0783,1.0,0.959226966,0.0562,1.0,1.0,1.0
1064,1.0,0.188064098,0.2369,1.0,0.188064098,0.2568,1.0,0.625366867,0.2369,1.0,1.0,1.0
1065,1.0,0.115320474,0.4272,1.0,0.115320474,0.4425,1.0,0.731570661,0.4272,1.0,1.0,1.0
1066,1.0,0.228038818,0.5764,1.0,0.228038818,0.5816,1.0,0.673824668,0.5764,1.0,1.0,1.0
1067,1.0,0.359671474,0.6919,1.0,0.359671474,0.6913,1.0,0.713230491,0.6919,1.0,1.0,1.0
1068,1.0,0.485626817,0.7017,1.0,0.485626817,0.7087,1.0,0.618375838,0.7017,1.0,1.0,1.0
1069,1.0,0.54467988,0.7014,1.0,0.54467988,0.7102,1.0,0.668179214,0.7014,1.0,1.0,1.0
1070,1.0,0.30205214,0.6955,1.0,0.30205214,0.7041,1.0,0.70051825,0.6955,1.0,1.0,1.0
1071,1.0,0.090644389,0.5924,1.0,0.090644389,0.6099,1.0,0.757322907,0.5924,1.0,1.0,1.0
1072,1.0,0.232230619,0.5104,1.0,0.232230619,0.5445,1.0,0.666357934,0.5104,1.0,1.0,1.0
1073,1.0,0.35770312,0.3425,1.0,0.35770312,0.3924,1.0,0.761017621,0.3425,1.0,1.0,1.0
1074,1.0,0.404536515,0.1381,1.0,0.404536515,0.1937,1.0,0.810282707,0.1381,1.0,1.0,1.0
1075,1.0,0.624956787,0.0155,1.0,0.624956787,0.0447,1.0,0.750959158,0.0155,1.0,1.0,1.0
1076,1.0,0.457841933,0.0,1.0,0.457841933,0.0,1.0,0.813596666,0.0,1.0,1.0,1.0
1077,1.0,0.375406563,0.0,1.0,0.375406563,0.0,1.0,0.89476645,0.0,1.0,1.0,1.0
1078,1.0,0.221689671,0.0,1.0,0.221689671,0.0,1.0,0.92595458,0.0,1.0,1.0,1.0
1079,1.0,0.293563962,0.0,1.0,0.293563962,0.0,1.0,0.921661377,0.0,1.0,1.0,1.0
1080,1.0,0.512302518,0.0,1.0,0.512302518,0.0,1.0,0.911436558,0.0,1.0,1.0,1.0
1081,1.0,0.933237433,0.0,1.0,0.933237433,0.0,1.0,0.944471836,0.0,1.0,1.0,1.0
1082,1.0,0.684927404,0.0,1.0,0.684927404,0.0,1.0,0.926567078,0.0,1.0,1.0,1.0
1083,1.0,0.582751632,0.0,1.0,0.582751632,0.0,1.0,0.86558497,0.0,1.0,1.0,1.0
1084,1.0,0.274169743,0.0,1.0,0.274169743,0.0,1.0,0.896153152,0.0,1.0,1.0,1.0
1085,1.0,0.175276667,0.0,1.0,0.175276667,0.0,1.0,0.971391916,0.0,1.0,1.0,1.0
1086,1.0,0.128203839,0.0,1.0,0.128203839,0.0,1.0,0.928413689,0.0,1.0,1.0,1.0
1087,1.0,0.123418339,0.0554,1.0,0.123418339,0.0802,1.0,0.865143538,0.0554,1.0,1.0,1.0
1088,1.0,0.171035111,0.2364,1.0,0.171035111,0.262,1.0,0.590885282,0.2364,1.0,1.0,1.0
1089,1.0,0.029289918,0.4235,1.0,0.029289918,0.4454,1.0,0.497823089,0.4235,1.0,1.0,1.0
1090,1.0,0.017072314,0.5672,1.0,0.017072314,0.5778,1.0,0.479083598,0.5672,1.0,1.0,1.0
1091,1.0,0.141745731,0.6759,1.0,0.141745731,0.6775,1.0,0.632961035,0.6759,1.0,1.0,1.0
1092,1.0,0.161706775,0.6838,1.0,0.161706775,0.6873,1.0,0.654500365,0.6838,1.0,1.0,1.0
1093,1.0,0.234400928,0.687,1.0,0.234400928,0.6901,1.0,0.753697872,0.687,1.0,1.0,1.0
1094,1.0,0.247990265,0.6784,1.0,0.247990265,0.6828,1.0,0.80929625,0.6784,1.0,1.0,1.0
1095,1.0,0.165875137,0.6267,1.0,0.165875137,0.6398,1.0,0.831115961,0.6267,1.0,1.0,1.0
1096,1.0,0.500784636,0.4981,1.0,0.500784636,0.5272,1.0,0.844709933,0.4981,1.0,1.0,1.0
1097,1.0,0.760310829,0.3325,1.0,0.760310829,0.3737,1.0,0.759483695,0.3325,1.0,1.0,1.0
1098,1.0,0.626154006,0.1329,1.0,0.626154006,0.18,1.0,0.628072321,0.1329,1.0,1.0,1.0
1099,1.0,0.484528333,0.0123,1.0,0.484528333,0.0342,1.0,0.79099983,0.0123,1.0,1.0,1.0
1100,1.0,0.639931262,0.0,1.0,0.639931262,0.0,1.0,0.940096617,0.0,1.0,1.0,1.0
1101,1.0,0.932876825,0.0,1.0,0.932876825,0.0,1.0,0.979508102,0.0,1.0,1.0,1.0
1102,1.0,0.675099194,0.0,1.0,0.675099194,0.0,1.0,0.97150445,0.0,1.0,1.0,1.0
1103,1.0,0.663836956,0.0,1.0,0.663836956,0.0,1.0,0.827722251,0.0,1.0,1.0,1.0
1104,1.0,0.959813774,0.0,1.0,0.959813774,0.0,1.0,0.929385424,0.0,1.0,1.0,1.0
1105,1.0,0.99703306,0.0,1.0,0.99703306,0.0,1.0,0.970491529,0.0,1.0,1.0,1.0
1106,1.0,0.966522396,0.0,1.0,0.966522396,0.0,1.0,0.991768241,0.0,1.0,1.0,1.0
1107,1.0,0.921067357,0.0,1.0,0.921067357,0.0,1.0,0.977789164,0.0,1.0,1.0,1.0
1108,1.0,0.873931766,0.0,1.0,0.873931766,0.0,1.0,0.974084377,0.0,1.0,1.0,1.0
1109,1.0,0.623260021,0.0,1.0,0.623260021,0.0,1.0,0.983929634,0.0,1.0,1.0,1.0
1110,1.0,0.572450161,0.0,1.0,0.572450161,0.0,1.0,0.974233031,0.0,1.0,1.0,1.0
1111,1.0,0.46401003,0.0582,1.0,0.46401003,0.0846,1.0,0.981688976,0.0582,1.0,1.0,1.0
1112,1.0,0.825297475,0.2334,1.0,0.825297475,0.2622,1.0,0.808129311,0.2334,1.0,1.0,1.0
1113,1.0,0.289170891,0.4143,1.0,0.289170891,0.4435,1.0,0.621293783,0.4143,1.0,1.0,1.0
1114,1.0,0.326715142,0.5574,1.0,0.326715142,0.5748,1.0,0.587405086,0.5574,1.0,1.0,1.0
1115,1.0,0.201475978,0.6628,1.0,0.201475978,0.6703,1.0,0.496481419,0.6628,1.0,1.0,1.0
1116,1.0,0.207430616,0.6741,1.0,0.207430616,0.6868,1.0,0.51998812,0.6741,1.0,1.0,1.0
1117,1.0,0.320702344,0.6745,1.0,0.320702344,0.686,1.0,0.35537374,0.6745,1.0,1.0,1.0
1118,1.0,0.445385635,0.6601,1.0,0.445385635,0.6794,1.0,0.355972797,0.6601,1.0,1.0,1.0
1119,1.0,0.758502543,0.5938,1.0,0.758502543,0.6319,1.0,0.646268606,0.5938,1.0,1.0,1.0
1120,1.0,0.840147913,0.46,1.0,0.840147913,0.5119,1.0,0.569285572,0.46,1.0,1.0,1.0
1121,1.0,0.786503673,0.3106,1.0,0.786503673,0.3577,1.0,0.707985222,0.3106,1.0,1.0,1.0
1122,1.0,0.683891118,0.12,1.0,0.683891118,0.1667,1.0,0.628803551,0.12,1.0,1.0,1.0
1123,1.0,0.918649137,0.0001,1.0,0.918649137,0.014,1.0,0.797009945,0.0001,1.0,1.0,1.0
1124,1.0,0.857101977,0.0,1.0,0.857101977,0.0,1.0,0.728961587,0.0,1.0,1.0,1.0
1125,1.0,0.955500841,0.0,1.0,0.955500841,0.0,1.0,0.737565577,0.0,1.0,1.0,1.0
1126,1.0,0.979103029,0.0,1.0,0.979103029,0.0,1.0,0.741759658,0.0,1.0,1.0,1.0
1127,1.0,0.965989053,0.0,1.0,0.965989053,0.0,1.0,0.848323941,0.0,1.0,1.0,1.0
1128,1.0,0.513544381,0.0,1.0,0.513544381,0.0,1.0,0.880687952,0.0,1.0,1.0,1.0
1129,1.0,0.438678503,0.0,1.0,0.438678503,0.0,1.0,0.82193315,0.0,1.0,1.0,1.0
1130,1.0,0.555987298,0.0,1.0,0.555987298,0.0,1.0,0.674149513,0.0,1.0,1.0,1.0
1131,1.0,0.599716961,0.0,1.0,0.599716961,0.0,1.0,0.611565113,0.0,1.0,1.0,1.0
1132,1.0,0.496755183,0.0,1.0,0.496755183,0.0,1.0,0.543618321,0.0,1.0,1.0,1.0
1133,1.0,0.494160116,0.0,1.0,0.494160116,0.0,1.0,0.489195764,0.0,1.0,1.0,1.0
1134,1.0,0.491831541,0.0,1.0,0.491831541,0.0,1.0,0.603158474,0.0,1.0,1.0,1.0
1135,1.0,0.313643456,0.0368,1.0,0.313643456,0.0287,1.0,0.67269516,0.0368,1.0,1.0,1.0
1136,1.0,0.055716485,0.2147,1.0,0.055716485,0.2032,1.0,0.41727069,0.2147,1.0,1.0,1.0
1137,1.0,0.056571841,0.4,1.0,0.056571841,0.402,1.0,0.401512921,0.4,1.0,1.0,1.0
1138,1.0,0.205337048,0.5344,1.0,0.205337048,0.5406,1.0,0.25548026,0.5344,1.0,1.0,1.0
1139,1.0,0.137638375,0.625,1.0,0.137638375,0.6314,1.0,0.244620964,0.625,1.0,1.0,1.0
1140,1.0,0.059153557,0.6304,1.0,0.059153557,0.6177,1.0,0.210849032,0.6304,1.0,1.0,1.0
1141,1.0,0.149791002,0.6321,1.0,0.149791002,0.6082,1.0,0.217444509,0.6321,1.0,1.0,1.0
1142,1.0,0.16116187,0.6091,1.0,0.16116187,0.5862,1.0,0.223902658,0.6091,1.0,1.0,1.0
1143,1.0,0.21632649,0.5646,1.0,0.21632649,0.5427,1.0,0.222113192,0.5646,1.0,1.0,1.0
1144,1.0,0.201668993,0.4399,1.0,0.201668993,0.4471,1.0,0.163269877,0.4399,1.0,1.0,1.0
1145,1.0,0.22221972,0.3005,1.0,0.22221972,0.3203,1.0,0.154237866,0.3005,1.0,1.0,1.0
1146,1.0,0.191504538,0.1145,1.0,0.191504538,0.1303,1.0,0.147773325,0.1145,1.0,1.0,1.0
1147,1.0,0.368045926,0.0004,1.0,0.368045926,0.0045,1.0,0.165201366,0.0004,1.0,1.0,1.0
1148,1.0,0.397282302,0.0,1.0,0.397282302,0.0,1.0,0.211502939,0.0,1.0,1.0,1.0
1149,1.0,0.329350084,0.0,1.0,0.329350084,0.0,1.0,0.239718944,0.0,1.0,1.0,1.0
1150,1.0,0.290890247,0.0,1.0,0.290890247,0.0,1.0,0.199929714,0.0,1.0,1.0,1.0
1151,1.0,0.282352954,0.0,1.0,0.282352954,0.0,1.0,0.212126493,0.0,1.0,1.0,1.0
1152,1.0,0.157079473,0.0,1.0,0.157079473,0.0,1.0,0.241756499,0.0,1.0,1.0,1.0
1153,1.0,0.104549177,0.0,1.0,0.104549177,0.0,1.0,0.260408193,0.0,1.0,1.0,1.0
1154,1.0,0.070353672,0.0,1.0,0.070353672,0.0,1.0,0.28231439,0.0,1.0,1.0,1.0
1155,1.0,0.056262698,0.0,1.0,0.056262698,0.0,1.0,0.288509399,0.0,1.0,1.0,1.0
1156,1.0,0.05364316,0.0,1.0,0.05364316,0.0,1.0,0.2869187,0.0,1.0,1.0,1.0
1157,1.0,0.030563148,0.0,1.0,0.030563148,0.0,1.0,0.277955353,0.0,1.0,1.0,1.0
1158,1.0,0.008411928,0.0,1.0,0.008411928,0.0,1.0,0.236439228,0.0,1.0,1.0,1.0
1159,1.0,0.03314171,0.0401,1.0,0.03314171,0.0516,1.0,0.184980303,0.0401,1.0,1.0,1.0
1160,1.0,0.036214445,0.2134,1.0,0.036214445,0.2238,1.0,0.173373684,0.2134,1.0,1.0,1.0
1161,1.0,0.001044371,0.3757,1.0,0.001044371,0.3998,1.0,0.125039801,0.3757,1.0,1.0,1.0
1162,1.0,4.52e-5,0.4983,1.0,4.52e-5,0.5102,1.0,0.103923678,0.4983,1.0,1.0,1.0
1163,1.0,0.000600808,0.5697,1.0,0.000600808,0.5923,1.0,0.107092932,0.5697,1.0,1.0,1.0
1164,1.0,0.000754889,0.5805,1.0,0.000754889,0.5984,1.0,0.134048834,0.5805,1.0,1.0,1.0
1165,1.0,0.017565683,0.5825,1.0,0.017565683,0.5779,1.0,0.109150216,0.5825,1.0,1.0,1.0
1166,1.0,0.019567797,0.547,1.0,0.019567797,0.5388,1.0,0.121601745,0.547,1.0,1.0,1.0
1167,1.0,0.012981322,0.5167,1.0,0.012981322,0.5431,1.0,0.118302092,0.5167,1.0,1.0,1.0
1168,1.0,0.009181002,0.4228,1.0,0.009181002,0.4714,1.0,0.109258153,0.4228,1.0,1.0,1.0
1169,1.0,0.01562033,0.2822,1.0,0.01562033,0.3306,1.0,0.096831828,0.2822,1.0,1.0,1.0
1170,1.0,0.063368656,0.1138,1.0,0.063368656,0.1505,1.0,0.323644757,0.1138,1.0,1.0,1.0
1171,1.0,0.216846988,0.0002,1.0,0.216846988,0.0032,1.0,0.404035926,0.0002,1.0,1.0,1.0
1172,1.0,0.284192234,0.0,1.0,0.284192234,0.0,1.0,0.337435156,0.0,1.0,1.0,1.0
1173,1.0,0.666825891,0.0,1.0,0.666825891,0.0,1.0,0.324133784,0.0,1.0,1.0,1.0
1174,1.0,0.612188339,0.0,1.0,0.612188339,0.0,1.0,0.313272268,0.0,1.0,1.0,1.0
1175,1.0,0.436165959,0.0,1.0,0.436165959,0.0,1.0,0.275825292,0.0,1.0,1.0,1.0
1176,1.0,0.128186792,0.0,1.0,0.128186792,0.0,1.0,0.353715837,0.0,1.0,1.0,1.0
1177,1.0,0.65400058,0.0,1.0,0.65400058,0.0,1.0,0.651881099,0.0,1.0,1.0,1.0
1178,1.0,0.640632212,0.0,1.0,0.640632212,0.0,1.0,0.662853241,0.0,1.0,1.0,1.0
1179,1.0,0.674216628,0.0,1.0,0.674216628,0.0,1.0,0.688196063,0.0,1.0,1.0,1.0
1180,1.0,0.591154337,0.0,1.0,0.591154337,0.0,1.0,0.530139506,0.0,1.0,1.0,1.0
1181,1.0,0.498415291,0.0,1.0,0.498415291,0.0,1.0,0.557922244,0.0,1.0,1.0,1.0
1182,1.0,0.539107561,0.0,1.0,0.539107561,0.0,1.0,0.685596406,0.0,1.0,1.0,1.0
1183,1.0,0.597886682,0.0,1.0,0.597886682,0.0,1.0,0.675387621,0.0,1.0,1.0,1.0
1184,1.0,0.524519503,0.0,1.0,0.524519503,0.0,1.0,0.555113554,0.0,1.0,1.0,1.0
1185,1.0,0.714665174,0.2175,1.0,0.714665174,0.2258,1.0,0.545945764,0.2175,1.0,1.0,1.0
1186,1.0,0.201284081,0.4081,1.0,0.201284081,0.4428,1.0,0.233014196,0.4081,1.0,1.0,1.0
1187,1.0,0.012974607,0.5613,1.0,0.012974607,0.5538,1.0,0.115340397,0.5613,1.0,1.0,1.0
1188,1.0,0.034633961,0.5322,1.0,0.034633961,0.6097,1.0,0.066541314,0.5322,1.0,1.0,1.0
1189,1.0,0.082750432,0.5679,1.0,0.082750432,0.6059,1.0,0.047794882,0.5679,1.0,1.0,1.0
1190,1.0,0.036179084,0.5247,1.0,0.036179084,0.5139,1.0,0.032758825,0.5247,1.0,1.0,1.0
1191,1.0,0.006105063,0.4229,1.0,0.006105063,0.4232,1.0,0.059398096,0.4229,1.0,1.0,1.0
1192,1.0,0.173815444,0.3114,1.0,0.173815444,0.363,1.0,0.144726574,0.3114,1.0,1.0,1.0
1193,1.0,0.260041893,0.109,1.0,0.260041893,0.1806,1.0,0.365451872,0.109,1.0,1.0,1.0
1194,1.0,0.468751878,0.0,1.0,0.468751878,0.0,1.0,0.650975525,0.0,1.0,1.0,1.0
1195,1.0,0.784515142,0.0,1.0,0.784515142,0.0,1.0,0.780547857,0.0,1.0,1.0,1.0
1196,1.0,0.355991662,0.0,1.0,0.355991662,0.0,1.0,0.814909935,0.0,1.0,1.0,1.0
1197,1.0,0.604112744,0.0,1.0,0.604112744,0.0,1.0,0.783736229,0.0,1.0,1.0,1.0
1198,1.0,0.527206779,0.0,1.0,0.527206779,0.0,1.0,0.812947273,0.0,1.0,1.0,1.0
1199,1.0,0.685887396,0.0,1.0,0.685887396,0.0,1.0,0.777409554,0.0,1.0,1.0,1.0
1200,1.0,0.618583739,0.0,1.0,0.618583739,0.0,1.0,0.804257452,0.0,1.0,1.0,1.0
1201,1.0,0.674788058,0.0,1.0,0.674788058,0.0,1.0,0.832141697,0.0,1.0,1.0,1.0
