Time_Index,MA_natural_gas,MA_wind,MA_solar_pv,CT_natural_gas,CT_wind,CT_solar_pv,ME_natural_gas,ME_wind,ME_solar_pv,MA_battery,CT_battery,ME_battery
481,1.0,0.974543273,0.0,1.0,0.974543273,0.0,1.0,1.0,0.0,1.0,1.0,1.0
482,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
483,1.0,0.998923659,0.0,1.0,0.998923659,0.0,1.0,0.996925354,0.0,1.0,1.0,1.0
484,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.980939925,0.0,1.0,1.0,1.0
485,1.0,0.9999156,0.0,1.0,0.9999156,0.0,1.0,0.995903492,0.0,1.0,1.0,1.0
486,1.0,0.989916205,0.0,1.0,0.989916205,0.0,1.0,0.986650288,0.0,1.0,1.0,1.0
487,1.0,0.989458561,0.0,1.0,0.989458561,0.0,1.0,0.967746377,0.0,1.0,1.0,1.0
488,1.0,0.752799571,0.0,1.0,0.752799571,0.0,1.0,0.973660171,0.0,1.0,1.0,1.0
489,1.0,0.907200992,0.1892,1.0,0.907200992,0.164,1.0,0.986133695,0.1892,1.0,1.0,1.0
490,1.0,0.940828919,0.3808,1.0,0.940828919,0.3817,1.0,0.990893126,0.3808,1.0,1.0,1.0
491,1.0,0.985960245,0.5055,1.0,0.985960245,0.5261,1.0,0.950878024,0.5055,1.0,1.0,1.0
492,1.0,0.993910849,0.6058,1.0,0.993910849,0.6015,1.0,0.955344141,0.6058,1.0,1.0,1.0
493,1.0,0.985459149,0.6621,1.0,0.985459149,0.6392,1.0,0.987513661,0.6621,1.0,1.0,1.0
494,1.0,0.984604716,0.6563,1.0,0.984604716,0.6448,1.0,0.975212336,0.6563,1.0,1.0,1.0
495,1.0,0.991283655,0.5704,1.0,0.991283655,0.5771,1.0,0.957569599,0.5704,1.0,1.0,1.0
496,1.0,0.977170289,0.4009,1.0,0.977170289,0.422,1.0,0.991573811,0.4009,1.0,1.0,1.0
497,1.0,0.987855911,0.1757,1.0,0.987855911,0.2093,1.0,0.948312104,0.1757,1.0,1.0,1.0
498,1.0,0.838460803,0.0,1.0,0.838460803,0.0,1.0,0.950389743,0.0,1.0,1.0,1.0
499,1.0,0.869346082,0.0,1.0,0.869346082,0.0,1.0,0.958247781,0.0,1.0,1.0,1.0
500,1.0,0.794923484,0.0,1.0,0.794923484,0.0,1.0,0.927831471,0.0,1.0,1.0,1.0
501,1.0,0.913891792,0.0,1.0,0.913891792,0.0,1.0,0.979082227,0.0,1.0,1.0,1.0
502,1.0,0.940207124,0.0,1.0,0.940207124,0.0,1.0,0.989470422,0.0,1.0,1.0,1.0
503,1.0,0.90137291,0.0,1.0,0.90137291,0.0,1.0,0.985802889,0.0,1.0,1.0,1.0
504,1.0,0.939054847,0.0,1.0,0.939054847,0.0,1.0,0.985857069,0.0,1.0,1.0,1.0
505,1.0,0.50612253,0.0,1.0,0.50612253,0.0,1.0,0.229835019,0.0,1.0,1.0,1.0
506,1.0,0.439719141,0.0,1.0,0.439719141,0.0,1.0,0.217063636,0.0,1.0,1.0,1.0
507,1.0,0.396310747,0.0,1.0,0.396310747,0.0,1.0,0.248465046,0.0,1.0,1.0,1.0
508,1.0,0.252001613,0.0,1.0,0.252001613,0.0,1.0,0.197545037,0.0,1.0,1.0,1.0
509,1.0,0.164836094,0.0,1.0,0.164836094,0.0,1.0,0.129678369,0.0,1.0,1.0,1.0
510,1.0,0.112762094,0.0359,1.0,0.112762094,0.0118,1.0,0.108089983,0.0359,1.0,1.0,1.0
511,1.0,0.024541836,0.1068,1.0,0.024541836,0.1206,1.0,0.092544615,0.1068,1.0,1.0,1.0
512,1.0,0.0,0.2425,1.0,0.0,0.2677,1.0,0.089654177,0.2425,1.0,1.0,1.0
513,1.0,0.0,0.3923,1.0,0.0,0.4168,1.0,0.036810409,0.3923,1.0,1.0,1.0
514,1.0,0.0,0.5074,1.0,0.0,0.5283,1.0,0.035009407,0.5074,1.0,1.0,1.0
515,1.0,0.00021771,0.6026,1.0,0.00021771,0.6076,1.0,0.052001424,0.6026,1.0,1.0,1.0
516,1.0,0.003627726,0.6293,1.0,0.003627726,0.6221,1.0,0.024817154,0.6293,1.0,1.0,1.0
517,1.0,0.005180619,0.6032,1.0,0.005180619,0.5993,1.0,0.058514994,0.6032,1.0,1.0,1.0
518,1.0,0.013858401,0.5956,1.0,0.013858401,0.5694,1.0,0.113973111,0.5956,1.0,1.0,1.0
519,1.0,0.057711627,0.5497,1.0,0.057711627,0.5184,1.0,0.315327376,0.5497,1.0,1.0,1.0
520,1.0,0.157608062,0.4475,1.0,0.157608062,0.4624,1.0,0.538071632,0.4475,1.0,1.0,1.0
521,1.0,0.261276841,0.3146,1.0,0.261276841,0.3444,1.0,0.446734548,0.3146,1.0,1.0,1.0
522,1.0,0.693738103,0.1529,1.0,0.693738103,0.1995,1.0,0.437392622,0.1529,1.0,1.0,1.0
523,1.0,0.689512074,0.0686,1.0,0.689512074,0.0905,1.0,0.397719204,0.0686,1.0,1.0,1.0
524,1.0,0.092596047,0.0,1.0,0.092596047,0.0,1.0,0.457294881,0.0,1.0,1.0,1.0
525,1.0,0.396835536,0.0,1.0,0.396835536,0.0,1.0,0.474134833,0.0,1.0,1.0,1.0
526,1.0,0.573901832,0.0,1.0,0.573901832,0.0,1.0,0.518035173,0.0,1.0,1.0,1.0
527,1.0,0.473673373,0.0,1.0,0.473673373,0.0,1.0,0.50843513,0.0,1.0,1.0,1.0
528,1.0,0.372144997,0.0,1.0,0.372144997,0.0,1.0,0.524255514,0.0,1.0,1.0,1.0
529,1.0,0.335529357,0.0,1.0,0.335529357,0.0,1.0,0.510528386,0.0,1.0,1.0,1.0
530,1.0,0.577467382,0.0,1.0,0.577467382,0.0,1.0,0.53083837,0.0,1.0,1.0,1.0
531,1.0,0.420860052,0.0,1.0,0.420860052,0.0,1.0,0.582192302,0.0,1.0,1.0,1.0
532,1.0,0.336124241,0.0,1.0,0.336124241,0.0,1.0,0.591723561,0.0,1.0,1.0,1.0
533,1.0,0.35094744,0.0,1.0,0.35094744,0.0,1.0,0.551445305,0.0,1.0,1.0,1.0
534,1.0,0.133149713,0.0148,1.0,0.133149713,0.032,1.0,0.638430476,0.0148,1.0,1.0,1.0
535,1.0,0.175064206,0.1044,1.0,0.175064206,0.1203,1.0,0.582797587,0.1044,1.0,1.0,1.0
536,1.0,0.033648532,0.2411,1.0,0.033648532,0.2619,1.0,0.813307047,0.2411,1.0,1.0,1.0
537,1.0,0.043337997,0.3853,1.0,0.043337997,0.4121,1.0,0.521340489,0.3853,1.0,1.0,1.0
538,1.0,0.054791007,0.5037,1.0,0.054791007,0.5289,1.0,0.471013069,0.5037,1.0,1.0,1.0
539,1.0,0.100047372,0.5908,1.0,0.100047372,0.6104,1.0,0.448969841,0.5908,1.0,1.0,1.0
540,1.0,0.154166386,0.6139,1.0,0.154166386,0.6329,1.0,0.520724177,0.6139,1.0,1.0,1.0
541,1.0,0.256388754,0.6184,1.0,0.256388754,0.6364,1.0,0.44078517,0.6184,1.0,1.0,1.0
542,1.0,0.643416405,0.7381,1.0,0.643416405,0.7612,1.0,0.507802486,0.7381,1.0,1.0,1.0
543,1.0,0.996047556,0.5381,1.0,0.996047556,0.568,1.0,0.509943187,0.5381,1.0,1.0,1.0
544,1.0,1.0,0.4411,1.0,1.0,0.4747,1.0,0.507045448,0.4411,1.0,1.0,1.0
545,1.0,0.998457193,0.2971,1.0,0.998457193,0.3364,1.0,0.521668434,0.2971,1.0,1.0,1.0
546,1.0,0.713982761,0.1374,1.0,0.713982761,0.1676,1.0,0.463730127,0.1374,1.0,1.0,1.0
547,1.0,0.330301642,0.0379,1.0,0.330301642,0.0514,1.0,0.530462623,0.0379,1.0,1.0,1.0
548,1.0,0.11632435,0.0,1.0,0.11632435,0.0,1.0,0.4191145,0.0,1.0,1.0,1.0
549,1.0,0.509747505,0.0,1.0,0.509747505,0.0,1.0,0.532409072,0.0,1.0,1.0,1.0
550,1.0,0.14129746,0.0,1.0,0.14129746,0.0,1.0,0.664381504,0.0,1.0,1.0,1.0
551,1.0,0.294713587,0.0,1.0,0.294713587,0.0,1.0,0.465497375,0.0,1.0,1.0,1.0
552,1.0,0.061555017,0.0,1.0,0.061555017,0.0,1.0,0.496481001,0.0,1.0,1.0,1.0
553,1.0,0.046286587,0.0,1.0,0.046286587,0.0,1.0,0.457811028,0.0,1.0,1.0,1.0
554,1.0,0.059597321,0.0,1.0,0.059597321,0.0,1.0,0.441783726,0.0,1.0,1.0,1.0
555,1.0,0.192871124,0.0,1.0,0.192871124,0.0,1.0,0.31729871,0.0,1.0,1.0,1.0
556,1.0,0.137313008,0.0,1.0,0.137313008,0.0,1.0,0.286845267,0.0,1.0,1.0,1.0
557,1.0,0.221143961,0.0,1.0,0.221143961,0.0,1.0,0.260179728,0.0,1.0,1.0,1.0
558,1.0,0.159366176,0.002,1.0,0.159366176,0.0002,1.0,0.234225869,0.002,1.0,1.0,1.0
559,1.0,0.068274453,0.1075,1.0,0.068274453,0.1097,1.0,0.172188342,0.1075,1.0,1.0,1.0
560,1.0,0.007517537,0.2007,1.0,0.007517537,0.2004,1.0,0.079142213,0.2007,1.0,1.0,1.0
561,1.0,0.0,0.2846,1.0,0.0,0.2668,1.0,0.088604525,0.2846,1.0,1.0,1.0
562,1.0,0.0,0.3183,1.0,0.0,0.3084,1.0,0.061846107,0.3183,1.0,1.0,1.0
563,1.0,0.0,0.3736,1.0,0.0,0.4055,1.0,0.031597801,0.3736,1.0,1.0,1.0
564,1.0,0.000263174,0.4224,1.0,0.000263174,0.4178,1.0,0.086812735,0.4224,1.0,1.0,1.0
565,1.0,0.034426995,0.4295,1.0,0.034426995,0.422,1.0,0.141904697,0.4295,1.0,1.0,1.0
566,1.0,0.24553968,0.4159,1.0,0.24553968,0.4159,1.0,0.242378294,0.4159,1.0,1.0,1.0
567,1.0,0.384792089,0.3889,1.0,0.384792089,0.4302,1.0,0.188583374,0.3889,1.0,1.0,1.0
568,1.0,0.663590193,0.3467,1.0,0.663590193,0.3795,1.0,0.13022162,0.3467,1.0,1.0,1.0
569,1.0,0.588318467,0.2554,1.0,0.588318467,0.2824,1.0,0.059904188,0.2554,1.0,1.0,1.0
570,1.0,0.257833183,0.1413,1.0,0.257833183,0.1668,1.0,0.060368076,0.1413,1.0,1.0,1.0
571,1.0,0.083281688,0.0476,1.0,0.083281688,0.0622,1.0,0.046782158,0.0476,1.0,1.0,1.0
572,1.0,0.014595712,0.0,1.0,0.014595712,0.0,1.0,0.069206029,0.0,1.0,1.0,1.0
573,1.0,0.007882358,0.0,1.0,0.007882358,0.0,1.0,0.093534067,0.0,1.0,1.0,1.0
574,1.0,0.014691974,0.0,1.0,0.014691974,0.0,1.0,0.10746412,0.0,1.0,1.0,1.0
575,1.0,0.006744284,0.0,1.0,0.006744284,0.0,1.0,0.0862986,0.0,1.0,1.0,1.0
576,1.0,0.035791069,0.0,1.0,0.035791069,0.0,1.0,0.182103068,0.0,1.0,1.0,1.0
577,1.0,0.213271976,0.0,1.0,0.213271976,0.0,1.0,0.293516517,0.0,1.0,1.0,1.0
578,1.0,0.26437673,0.0,1.0,0.26437673,0.0,1.0,0.364220798,0.0,1.0,1.0,1.0
579,1.0,0.313043445,0.0,1.0,0.313043445,0.0,1.0,0.343640327,0.0,1.0,1.0,1.0
580,1.0,0.272349954,0.0,1.0,0.272349954,0.0,1.0,0.302371711,0.0,1.0,1.0,1.0
581,1.0,0.323159635,0.0,1.0,0.323159635,0.0,1.0,0.306066602,0.0,1.0,1.0,1.0
582,1.0,0.565906525,0.1103,1.0,0.565906525,0.1317,1.0,0.245547831,0.1103,1.0,1.0,1.0
583,1.0,0.401118368,0.0997,1.0,0.401118368,0.1367,1.0,0.234936729,0.0997,1.0,1.0,1.0
584,1.0,0.277439266,0.2496,1.0,0.277439266,0.2754,1.0,0.112954035,0.2496,1.0,1.0,1.0
585,1.0,0.58269614,0.4178,1.0,0.58269614,0.4423,1.0,0.16296953,0.4178,1.0,1.0,1.0
586,1.0,0.63700372,0.5477,1.0,0.63700372,0.562,1.0,0.088945866,0.5477,1.0,1.0,1.0
587,1.0,0.556640267,0.6433,1.0,0.556640267,0.6518,1.0,0.151284322,0.6433,1.0,1.0,1.0
588,1.0,0.46975401,0.6742,1.0,0.46975401,0.6871,1.0,0.18208757,0.6742,1.0,1.0,1.0
589,1.0,0.353936702,0.6652,1.0,0.353936702,0.6858,1.0,0.267670512,0.6652,1.0,1.0,1.0
590,1.0,0.626455665,0.6442,1.0,0.626455665,0.6817,1.0,0.229674816,0.6442,1.0,1.0,1.0
591,1.0,0.684770346,0.5684,1.0,0.684770346,0.6137,1.0,0.487391651,0.5684,1.0,1.0,1.0
592,1.0,0.873882055,0.4627,1.0,0.873882055,0.5155,1.0,0.612965584,0.4627,1.0,1.0,1.0
593,1.0,0.857548714,0.327,1.0,0.857548714,0.3831,1.0,0.573070645,0.327,1.0,1.0,1.0
594,1.0,0.941248,0.1535,1.0,0.941248,0.2145,1.0,0.639036596,0.1535,1.0,1.0,1.0
595,1.0,0.892931879,0.0846,1.0,0.892931879,0.1202,1.0,0.664374232,0.0846,1.0,1.0,1.0
596,1.0,0.441198021,0.0126,1.0,0.441198021,0.0913,1.0,0.618510485,0.0126,1.0,1.0,1.0
597,1.0,0.804124355,0.0,1.0,0.804124355,0.0,1.0,0.4344576,0.0,1.0,1.0,1.0
598,1.0,0.777744949,0.0,1.0,0.777744949,0.0,1.0,0.441963971,0.0,1.0,1.0,1.0
599,1.0,0.590156674,0.0,1.0,0.590156674,0.0,1.0,0.68214047,0.0,1.0,1.0,1.0
600,1.0,0.96927464,0.0,1.0,0.96927464,0.0,1.0,0.728384435,0.0,1.0,1.0,1.0
601,1.0,0.8942222,0.0,1.0,0.8942222,0.0,1.0,0.625393629,0.0,1.0,1.0,1.0
602,1.0,0.769201338,0.0,1.0,0.769201338,0.0,1.0,0.584530115,0.0,1.0,1.0,1.0
603,1.0,0.940108478,0.0,1.0,0.940108478,0.0,1.0,0.57994473,0.0,1.0,1.0,1.0
604,1.0,0.949091196,0.0,1.0,0.949091196,0.0,1.0,0.457303822,0.0,1.0,1.0,1.0
605,1.0,0.915408969,0.0,1.0,0.915408969,0.0,1.0,0.349484861,0.0,1.0,1.0,1.0
606,1.0,0.538560987,0.1307,1.0,0.538560987,0.1544,1.0,0.317550659,0.1307,1.0,1.0,1.0
607,1.0,0.390999079,0.0992,1.0,0.390999079,0.1364,1.0,0.179443762,0.0992,1.0,1.0,1.0
608,1.0,0.302547395,0.255,1.0,0.302547395,0.2872,1.0,0.036835283,0.255,1.0,1.0,1.0
609,1.0,0.260403156,0.4233,1.0,0.260403156,0.4403,1.0,0.088865213,0.4233,1.0,1.0,1.0
610,1.0,0.282947987,0.5451,1.0,0.282947987,0.5542,1.0,0.207629979,0.5451,1.0,1.0,1.0
611,1.0,0.312752575,0.6353,1.0,0.312752575,0.629,1.0,0.287046939,0.6353,1.0,1.0,1.0
612,1.0,0.230304271,0.6692,1.0,0.230304271,0.6193,1.0,0.176580384,0.6692,1.0,1.0,1.0
613,1.0,0.26898095,0.6538,1.0,0.26898095,0.5949,1.0,0.243876547,0.6538,1.0,1.0,1.0
614,1.0,0.463752359,0.6225,1.0,0.463752359,0.5232,1.0,0.148128524,0.6225,1.0,1.0,1.0
615,1.0,0.57847029,0.5084,1.0,0.57847029,0.4923,1.0,0.10957323,0.5084,1.0,1.0,1.0
616,1.0,0.692777276,0.4208,1.0,0.692777276,0.386,1.0,0.142346725,0.4208,1.0,1.0,1.0
617,1.0,0.682074547,0.2983,1.0,0.682074547,0.3085,1.0,0.092260435,0.2983,1.0,1.0,1.0
618,1.0,0.862738907,0.1575,1.0,0.862738907,0.1726,1.0,0.142070442,0.1575,1.0,1.0,1.0
619,1.0,0.922656059,0.0543,1.0,0.922656059,0.0611,1.0,0.156911165,0.0543,1.0,1.0,1.0
620,1.0,0.752157927,0.0,1.0,0.752157927,0.0,1.0,0.406005561,0.0,1.0,1.0,1.0
621,1.0,0.963895619,0.0,1.0,0.963895619,0.0,1.0,0.502212048,0.0,1.0,1.0,1.0
622,1.0,0.919813931,0.0,1.0,0.919813931,0.0,1.0,0.667545199,0.0,1.0,1.0,1.0
623,1.0,0.977416396,0.0,1.0,0.977416396,0.0,1.0,0.734458208,0.0,1.0,1.0,1.0
624,1.0,0.973724425,0.0,1.0,0.973724425,0.0,1.0,0.622589409,0.0,1.0,1.0,1.0
625,1.0,0.959806979,0.0,1.0,0.959806979,0.0,1.0,0.474541962,0.0,1.0,1.0,1.0
626,1.0,0.910041988,0.0,1.0,0.910041988,0.0,1.0,0.528244257,0.0,1.0,1.0,1.0
627,1.0,0.9713552,0.0,1.0,0.9713552,0.0,1.0,0.511959076,0.0,1.0,1.0,1.0
628,1.0,0.979087889,0.0,1.0,0.979087889,0.0,1.0,0.447530746,0.0,1.0,1.0,1.0
629,1.0,0.732850432,0.0,1.0,0.732850432,0.0,1.0,0.499830842,0.0,1.0,1.0,1.0
630,1.0,0.739898324,0.0,1.0,0.739898324,0.0,1.0,0.631701827,0.0,1.0,1.0,1.0
631,1.0,0.500873685,0.0048,1.0,0.500873685,0.0041,1.0,0.866946459,0.0048,1.0,1.0,1.0
632,1.0,0.508430839,0.0888,1.0,0.508430839,0.0463,1.0,0.73164165,0.0888,1.0,1.0,1.0
633,1.0,0.820336461,0.2405,1.0,0.820336461,0.1303,1.0,0.8377406,0.2405,1.0,1.0,1.0
634,1.0,0.782557905,0.2647,1.0,0.782557905,0.1874,1.0,0.968217731,0.2647,1.0,1.0,1.0
635,1.0,0.858328044,0.2777,1.0,0.858328044,0.3219,1.0,0.939576149,0.2777,1.0,1.0,1.0
636,1.0,0.692649126,0.3175,1.0,0.692649126,0.3042,1.0,0.970417738,0.3175,1.0,1.0,1.0
637,1.0,0.306432724,0.3554,1.0,0.306432724,0.3373,1.0,0.918820441,0.3554,1.0,1.0,1.0
638,1.0,0.100512467,0.2982,1.0,0.100512467,0.3776,1.0,0.931849837,0.2982,1.0,1.0,1.0
639,1.0,0.041830737,0.314,1.0,0.041830737,0.3655,1.0,0.940094709,0.314,1.0,1.0,1.0
640,1.0,0.02653528,0.2613,1.0,0.02653528,0.3401,1.0,0.95653373,0.2613,1.0,1.0,1.0
641,1.0,0.020282567,0.1802,1.0,0.020282567,0.2625,1.0,0.912214875,0.1802,1.0,1.0,1.0
642,1.0,0.019815017,0.1035,1.0,0.019815017,0.1827,1.0,0.874296904,0.1035,1.0,1.0,1.0
643,1.0,0.015476249,0.0223,1.0,0.015476249,0.093,1.0,0.848937809,0.0223,1.0,1.0,1.0
644,1.0,0.025032993,0.0,1.0,0.025032993,0.0002,1.0,0.80391109,0.0,1.0,1.0,1.0
645,1.0,0.026088623,0.0,1.0,0.026088623,0.0,1.0,0.83641398,0.0,1.0,1.0,1.0
646,1.0,0.053992137,0.0,1.0,0.053992137,0.0,1.0,0.846183717,0.0,1.0,1.0,1.0
647,1.0,0.560624301,0.0,1.0,0.560624301,0.0,1.0,0.799011707,0.0,1.0,1.0,1.0
648,1.0,0.400855303,0.0,1.0,0.400855303,0.0,1.0,0.786200643,0.0,1.0,1.0,1.0
649,1.0,0.321068406,0.0,1.0,0.321068406,0.0,1.0,0.745000541,0.0,1.0,1.0,1.0
650,1.0,0.344112098,0.0,1.0,0.344112098,0.0,1.0,0.712076902,0.0,1.0,1.0,1.0
651,1.0,0.415599406,0.0,1.0,0.415599406,0.0,1.0,0.679818273,0.0,1.0,1.0,1.0
652,1.0,0.302300781,0.0,1.0,0.302300781,0.0,1.0,0.604158163,0.0,1.0,1.0,1.0
653,1.0,0.302801818,0.0,1.0,0.302801818,0.0,1.0,0.565170586,0.0,1.0,1.0,1.0
654,1.0,0.271998793,0.0963,1.0,0.271998793,0.1652,1.0,0.62794584,0.0963,1.0,1.0,1.0
655,1.0,0.099373236,0.1022,1.0,0.099373236,0.1401,1.0,0.60185504,0.1022,1.0,1.0,1.0
656,1.0,0.059438132,0.2495,1.0,0.059438132,0.2895,1.0,0.585758686,0.2495,1.0,1.0,1.0
657,1.0,0.085320905,0.4041,1.0,0.085320905,0.4498,1.0,0.696343899,0.4041,1.0,1.0,1.0
658,1.0,0.156296745,0.5273,1.0,0.156296745,0.5659,1.0,0.757189631,0.5273,1.0,1.0,1.0
659,1.0,0.112095825,0.6181,1.0,0.112095825,0.6481,1.0,0.745989442,0.6181,1.0,1.0,1.0
660,1.0,0.10100577,0.6383,1.0,0.10100577,0.6623,1.0,0.734806955,0.6383,1.0,1.0,1.0
661,1.0,0.130413011,0.6196,1.0,0.130413011,0.6073,1.0,0.607833207,0.6196,1.0,1.0,1.0
662,1.0,0.041272134,0.5846,1.0,0.041272134,0.5796,1.0,0.497339547,0.5846,1.0,1.0,1.0
663,1.0,0.080067798,0.5465,1.0,0.080067798,0.501,1.0,0.533300281,0.5465,1.0,1.0,1.0
664,1.0,0.240012556,0.4383,1.0,0.240012556,0.371,1.0,0.547667027,0.4383,1.0,1.0,1.0
665,1.0,0.069805428,0.3035,1.0,0.069805428,0.2636,1.0,0.582713604,0.3035,1.0,1.0,1.0
666,1.0,0.058023103,0.1541,1.0,0.058023103,0.1696,1.0,0.61093533,0.1541,1.0,1.0,1.0
667,1.0,0.10852275,0.0422,1.0,0.10852275,0.075,1.0,0.64838022,0.0422,1.0,1.0,1.0
668,1.0,0.13149038,0.0,1.0,0.13149038,0.0006,1.0,0.589290977,0.0,1.0,1.0,1.0
669,1.0,0.225687385,0.0,1.0,0.225687385,0.0,1.0,0.642914534,0.0,1.0,1.0,1.0
670,1.0,0.388284713,0.0,1.0,0.388284713,0.0,1.0,0.709480762,0.0,1.0,1.0,1.0
671,1.0,0.288683116,0.0,1.0,0.288683116,0.0,1.0,0.828477383,0.0,1.0,1.0,1.0
672,1.0,0.169994295,0.0,1.0,0.169994295,0.0,1.0,0.836599708,0.0,1.0,1.0,1.0
673,1.0,0.532149136,0.0,1.0,0.532149136,0.0,1.0,0.12979421,0.0,1.0,1.0,1.0
674,1.0,0.69571346,0.0,1.0,0.69571346,0.0,1.0,0.134520352,0.0,1.0,1.0,1.0
675,1.0,0.645955563,0.0,1.0,0.645955563,0.0,1.0,0.126343921,0.0,1.0,1.0,1.0
676,1.0,0.658834159,0.0,1.0,0.658834159,0.0,1.0,0.133170754,0.0,1.0,1.0,1.0
677,1.0,0.38859278,0.0,1.0,0.38859278,0.0,1.0,0.127621025,0.0,1.0,1.0,1.0
678,1.0,0.416368484,0.0729,1.0,0.416368484,0.0045,1.0,0.177199334,0.0729,1.0,1.0,1.0
679,1.0,0.143241048,0.1009,1.0,0.143241048,0.0667,1.0,0.256902725,0.1009,1.0,1.0,1.0
680,1.0,0.010817611,0.1676,1.0,0.010817611,0.0988,1.0,0.157415688,0.1676,1.0,1.0,1.0
681,1.0,0.029109452,0.2093,1.0,0.029109452,0.1514,1.0,0.090606518,0.2093,1.0,1.0,1.0
682,1.0,0.021189345,0.2328,1.0,0.021189345,0.2216,1.0,0.097034901,0.2328,1.0,1.0,1.0
683,1.0,0.0332046,0.2979,1.0,0.0332046,0.2792,1.0,0.096120477,0.2979,1.0,1.0,1.0
684,1.0,0.029827075,0.3235,1.0,0.029827075,0.3546,1.0,0.123008795,0.3235,1.0,1.0,1.0
685,1.0,0.039100565,0.348,1.0,0.039100565,0.5518,1.0,0.166669756,0.348,1.0,1.0,1.0
686,1.0,0.268610835,0.4524,1.0,0.268610835,0.5912,1.0,0.321857631,0.4524,1.0,1.0,1.0
687,1.0,0.178610861,0.4243,1.0,0.178610861,0.5081,1.0,0.225506812,0.4243,1.0,1.0,1.0
688,1.0,0.17755425,0.3714,1.0,0.17755425,0.3934,1.0,0.24316515,0.3714,1.0,1.0,1.0
689,1.0,0.161512882,0.2726,1.0,0.161512882,0.2812,1.0,0.26639834,0.2726,1.0,1.0,1.0
690,1.0,0.100277871,0.1542,1.0,0.100277871,0.1914,1.0,0.306458175,0.1542,1.0,1.0,1.0
691,1.0,0.082407333,0.0637,1.0,0.082407333,0.0871,1.0,0.39224261,0.0637,1.0,1.0,1.0
692,1.0,0.257081002,0.0004,1.0,0.257081002,0.0176,1.0,0.428381562,0.0004,1.0,1.0,1.0
693,1.0,0.543916464,0.0,1.0,0.543916464,0.0,1.0,0.480648905,0.0,1.0,1.0,1.0
694,1.0,0.599047542,0.0,1.0,0.599047542,0.0,1.0,0.357862949,0.0,1.0,1.0,1.0
695,1.0,0.61217916,0.0,1.0,0.61217916,0.0,1.0,0.367994487,0.0,1.0,1.0,1.0
696,1.0,0.950617909,0.0,1.0,0.950617909,0.0,1.0,0.288708985,0.0,1.0,1.0,1.0
697,1.0,0.896876037,0.0,1.0,0.896876037,0.0,1.0,0.306783319,0.0,1.0,1.0,1.0
698,1.0,0.901314676,0.0,1.0,0.901314676,0.0,1.0,0.208088309,0.0,1.0,1.0,1.0
699,1.0,0.905268729,0.0,1.0,0.905268729,0.0,1.0,0.206422061,0.0,1.0,1.0,1.0
700,1.0,0.797776461,0.0,1.0,0.797776461,0.0,1.0,0.22566399,0.0,1.0,1.0,1.0
701,1.0,0.781698048,0.0,1.0,0.781698048,0.0,1.0,0.207199633,0.0,1.0,1.0,1.0
702,1.0,0.807386637,0.1207,1.0,0.807386637,0.145,1.0,0.188211322,0.1207,1.0,1.0,1.0
703,1.0,0.689081967,0.1022,1.0,0.689081967,0.1338,1.0,0.235068351,0.1022,1.0,1.0,1.0
704,1.0,0.417755067,0.2362,1.0,0.417755067,0.2663,1.0,0.007317907,0.2362,1.0,1.0,1.0
705,1.0,0.616696656,0.3808,1.0,0.616696656,0.4101,1.0,0.029855452,0.3808,1.0,1.0,1.0
706,1.0,0.423230201,0.4803,1.0,0.423230201,0.5025,1.0,0.082278922,0.4803,1.0,1.0,1.0
707,1.0,0.739763916,0.5357,1.0,0.739763916,0.5635,1.0,0.07017085,0.5357,1.0,1.0,1.0
708,1.0,0.850536525,0.5432,1.0,0.850536525,0.5587,1.0,0.164885312,0.5432,1.0,1.0,1.0
709,1.0,0.987946272,0.5438,1.0,0.987946272,0.5235,1.0,0.097375572,0.5438,1.0,1.0,1.0
710,1.0,0.992906868,0.5222,1.0,0.992906868,0.5203,1.0,0.157152563,0.5222,1.0,1.0,1.0
711,1.0,0.954949856,0.502,1.0,0.954949856,0.5073,1.0,0.218297303,0.502,1.0,1.0,1.0
712,1.0,0.957483649,0.413,1.0,0.957483649,0.4417,1.0,0.284887314,0.413,1.0,1.0,1.0
713,1.0,0.995159686,0.3067,1.0,0.995159686,0.3374,1.0,0.250350595,0.3067,1.0,1.0,1.0
714,1.0,0.957313597,0.1705,1.0,0.957313597,0.2166,1.0,0.292278349,0.1705,1.0,1.0,1.0
715,1.0,0.839267194,0.0746,1.0,0.839267194,0.1064,1.0,0.376685798,0.0746,1.0,1.0,1.0
716,1.0,0.669839799,0.0012,1.0,0.669839799,0.0064,1.0,0.378894359,0.0012,1.0,1.0,1.0
717,1.0,0.615554631,0.0,1.0,0.615554631,0.0,1.0,0.538183033,0.0,1.0,1.0,1.0
718,1.0,0.531172693,0.0,1.0,0.531172693,0.0,1.0,0.471059918,0.0,1.0,1.0,1.0
719,1.0,0.374284714,0.0,1.0,0.374284714,0.0,1.0,0.555653691,0.0,1.0,1.0,1.0
720,1.0,0.899301589,0.0,1.0,0.899301589,0.0,1.0,0.535425305,0.0,1.0,1.0,1.0
721,1.0,0.987569451,0.0,1.0,0.987569451,0.0,1.0,0.513603687,0.0,1.0,1.0,1.0
722,1.0,0.831888318,0.0,1.0,0.831888318,0.0,1.0,0.615900338,0.0,1.0,1.0,1.0
