uranium,coal,natural_gas,none,coal_ccs,natural_gas_ccs,Time_Index
1.06,2.13,3.46,0,2.13,3.46,4649
1.06,2.13,3.46,0,2.13,3.46,4650
1.06,2.13,3.46,0,2.13,3.46,4651
1.06,2.13,3.46,0,2.13,3.46,4652
1.06,2.13,3.46,0,2.13,3.46,4653
1.06,2.13,3.46,0,2.13,3.46,4654
1.06,2.13,3.46,0,2.13,3.46,4655
1.06,2.13,3.46,0,2.13,3.46,4656
1.06,2.13,3.46,0,2.13,3.46,4657
1.06,2.13,3.46,0,2.13,3.46,4658
1.06,2.13,3.46,0,2.13,3.46,4659
1.06,2.13,3.46,0,2.13,3.46,4660
1.06,2.13,3.46,0,2.13,3.46,4661
1.06,2.13,3.46,0,2.13,3.46,4662
1.06,2.13,3.46,0,2.13,3.46,4663
1.06,2.13,3.46,0,2.13,3.46,4664
1.06,2.13,3.46,0,2.13,3.46,4665
1.06,2.13,3.46,0,2.13,3.46,4666
1.06,2.13,3.46,0,2.13,3.46,4667
1.06,2.13,3.46,0,2.13,3.46,4668
1.06,2.13,3.46,0,2.13,3.46,4669
1.06,2.13,3.46,0,2.13,3.46,4670
1.06,2.13,3.46,0,2.13,3.46,4671
1.06,2.13,3.46,0,2.13,3.46,4672
1.06,2.13,3.46,0,2.13,3.46,4673
1.06,2.13,3.46,0,2.13,3.46,4674
1.06,2.13,3.46,0,2.13,3.46,4675
1.06,2.13,3.46,0,2.13,3.46,4676
1.06,2.13,3.46,0,2.13,3.46,4677
1.06,2.13,3.46,0,2.13,3.46,4678
1.06,2.13,3.46,0,2.13,3.46,4679
1.06,2.13,3.46,0,2.13,3.46,4680
1.06,2.13,3.46,0,2.13,3.46,4681
1.06,2.13,3.46,0,2.13,3.46,4682
1.06,2.13,3.46,0,2.13,3.46,4683
1.06,2.13,3.46,0,2.13,3.46,4684
1.06,2.13,3.46,0,2.13,3.46,4685
1.06,2.13,3.46,0,2.13,3.46,4686
1.06,2.13,3.46,0,2.13,3.46,4687
1.06,2.13,3.46,0,2.13,3.46,4688
1.06,2.13,3.46,0,2.13,3.46,4689
1.06,2.13,3.46,0,2.13,3.46,4690
1.06,2.13,3.46,0,2.13,3.46,4691
1.06,2.13,3.46,0,2.13,3.46,4692
1.06,2.13,3.46,0,2.13,3.46,4693
1.06,2.13,3.46,0,2.13,3.46,4694
1.06,2.13,3.46,0,2.13,3.46,4695
1.06,2.13,3.46,0,2.13,3.46,4696
1.06,2.13,3.46,0,2.13,3.46,4697
1.06,2.13,3.46,0,2.13,3.46,4698
1.06,2.13,3.46,0,2.13,3.46,4699
1.06,2.13,3.46,0,2.13,3.46,4700
1.06,2.13,3.46,0,2.13,3.46,4701
1.06,2.13,3.46,0,2.13,3.46,4702
1.06,2.13,3.46,0,2.13,3.46,4703
1.06,2.13,3.46,0,2.13,3.46,4704
1.06,2.13,3.46,0,2.13,3.46,4705
1.06,2.13,3.46,0,2.13,3.46,4706
1.06,2.13,3.46,0,2.13,3.46,4707
1.06,2.13,3.46,0,2.13,3.46,4708
1.06,2.13,3.46,0,2.13,3.46,4709
1.06,2.13,3.46,0,2.13,3.46,4710
1.06,2.13,3.46,0,2.13,3.46,4711
1.06,2.13,3.46,0,2.13,3.46,4712
1.06,2.13,3.46,0,2.13,3.46,4713
1.06,2.13,3.46,0,2.13,3.46,4714
1.06,2.13,3.46,0,2.13,3.46,4715
1.06,2.13,3.46,0,2.13,3.46,4716
1.06,2.13,3.46,0,2.13,3.46,4717
1.06,2.13,3.46,0,2.13,3.46,4718
1.06,2.13,3.46,0,2.13,3.46,4719
1.06,2.13,3.46,0,2.13,3.46,4720
1.06,2.13,3.46,0,2.13,3.46,4721
1.06,2.13,3.46,0,2.13,3.46,4722
1.06,2.13,3.46,0,2.13,3.46,4723
1.06,2.13,3.46,0,2.13,3.46,4724
1.06,2.13,3.46,0,2.13,3.46,4725
1.06,2.13,3.46,0,2.13,3.46,4726
1.06,2.13,3.46,0,2.13,3.46,4727
1.06,2.13,3.46,0,2.13,3.46,4728
1.06,2.13,3.46,0,2.13,3.46,4729
1.06,2.13,3.46,0,2.13,3.46,4730
1.06,2.13,3.46,0,2.13,3.46,4731
1.06,2.13,3.46,0,2.13,3.46,4732
1.06,2.13,3.46,0,2.13,3.46,4733
1.06,2.13,3.46,0,2.13,3.46,4734
1.06,2.13,3.46,0,2.13,3.46,4735
1.06,2.13,3.46,0,2.13,3.46,4736
1.06,2.13,3.46,0,2.13,3.46,4737
1.06,2.13,3.46,0,2.13,3.46,4738
1.06,2.13,3.46,0,2.13,3.46,4739
1.06,2.13,3.46,0,2.13,3.46,4740
1.06,2.13,3.46,0,2.13,3.46,4741
1.06,2.13,3.46,0,2.13,3.46,4742
1.06,2.13,3.46,0,2.13,3.46,4743
1.06,2.13,3.46,0,2.13,3.46,4744
1.06,2.13,3.46,0,2.13,3.46,4745
1.06,2.13,3.46,0,2.13,3.46,4746
1.06,2.13,3.46,0,2.13,3.46,4747
1.06,2.13,3.46,0,2.13,3.46,4748
1.06,2.13,3.46,0,2.13,3.46,4749
1.06,2.13,3.46,0,2.13,3.46,4750
1.06,2.13,3.46,0,2.13,3.46,4751
1.06,2.13,3.46,0,2.13,3.46,4752
1.06,2.13,3.46,0,2.13,3.46,4753
1.06,2.13,3.46,0,2.13,3.46,4754
1.06,2.13,3.46,0,2.13,3.46,4755
1.06,2.13,3.46,0,2.13,3.46,4756
1.06,2.13,3.46,0,2.13,3.46,4757
1.06,2.13,3.46,0,2.13,3.46,4758
1.06,2.13,3.46,0,2.13,3.46,4759
1.06,2.13,3.46,0,2.13,3.46,4760
1.06,2.13,3.46,0,2.13,3.46,4761
1.06,2.13,3.46,0,2.13,3.46,4762
1.06,2.13,3.46,0,2.13,3.46,4763
1.06,2.13,3.46,0,2.13,3.46,4764
1.06,2.13,3.46,0,2.13,3.46,4765
1.06,2.13,3.46,0,2.13,3.46,4766
1.06,2.13,3.46,0,2.13,3.46,4767
1.06,2.13,3.46,0,2.13,3.46,4768
1.06,2.13,3.46,0,2.13,3.46,4769
1.06,2.13,3.46,0,2.13,3.46,4770
1.06,2.13,3.46,0,2.13,3.46,4771
1.06,2.13,3.46,0,2.13,3.46,4772
1.06,2.13,3.46,0,2.13,3.46,4773
1.06,2.13,3.46,0,2.13,3.46,4774
1.06,2.13,3.46,0,2.13,3.46,4775
1.06,2.13,3.46,0,2.13,3.46,4776
1.06,2.13,3.46,0,2.13,3.46,4777
1.06,2.13,3.46,0,2.13,3.46,4778
1.06,2.13,3.46,0,2.13,3.46,4779
1.06,2.13,3.46,0,2.13,3.46,4780
1.06,2.13,3.46,0,2.13,3.46,4781
1.06,2.13,3.46,0,2.13,3.46,4782
1.06,2.13,3.46,0,2.13,3.46,4783
1.06,2.13,3.46,0,2.13,3.46,4784
1.06,2.13,3.46,0,2.13,3.46,4785
1.06,2.13,3.46,0,2.13,3.46,4786
1.06,2.13,3.46,0,2.13,3.46,4787
1.06,2.13,3.46,0,2.13,3.46,4788
1.06,2.13,3.46,0,2.13,3.46,4789
1.06,2.13,3.46,0,2.13,3.46,4790
1.06,2.13,3.46,0,2.13,3.46,4791
1.06,2.13,3.46,0,2.13,3.46,4792
1.06,2.13,3.46,0,2.13,3.46,4793
1.06,2.13,3.46,0,2.13,3.46,4794
1.06,2.13,3.46,0,2.13,3.46,4795
1.06,2.13,3.46,0,2.13,3.46,4796
1.06,2.13,3.46,0,2.13,3.46,4797
1.06,2.13,3.46,0,2.13,3.46,4798
1.06,2.13,3.46,0,2.13,3.46,4799
1.06,2.13,3.46,0,2.13,3.46,4800
1.06,2.13,3.46,0,2.13,3.46,4801
1.06,2.13,3.46,0,2.13,3.46,4802
1.06,2.13,3.46,0,2.13,3.46,4803
1.06,2.13,3.46,0,2.13,3.46,4804
1.06,2.13,3.46,0,2.13,3.46,4805
1.06,2.13,3.46,0,2.13,3.46,4806
1.06,2.13,3.46,0,2.13,3.46,4807
1.06,2.13,3.46,0,2.13,3.46,4808
1.06,2.13,3.46,0,2.13,3.46,4809
1.06,2.13,3.46,0,2.13,3.46,4810
1.06,2.13,3.46,0,2.13,3.46,4811
1.06,2.13,3.46,0,2.13,3.46,4812
1.06,2.13,3.46,0,2.13,3.46,4813
1.06,2.13,3.46,0,2.13,3.46,4814
1.06,2.13,3.46,0,2.13,3.46,4815
1.06,2.13,3.46,0,2.13,3.46,4816
1.06,2.13,3.46,0,2.13,3.46,4817
1.06,2.13,3.46,0,2.13,3.46,4818
1.06,2.13,3.46,0,2.13,3.46,4819
1.06,2.13,3.46,0,2.13,3.46,4820
1.06,2.13,3.46,0,2.13,3.46,4821
1.06,2.13,3.46,0,2.13,3.46,4822
1.06,2.13,3.46,0,2.13,3.46,4823
1.06,2.13,3.46,0,2.13,3.46,4824
1.06,2.13,3.46,0,2.13,3.46,4825
1.06,2.13,3.46,0,2.13,3.46,4826
1.06,2.13,3.46,0,2.13,3.46,4827
1.06,2.13,3.46,0,2.13,3.46,4828
1.06,2.13,3.46,0,2.13,3.46,4829
1.06,2.13,3.46,0,2.13,3.46,4830
1.06,2.13,3.46,0,2.13,3.46,4831
1.06,2.13,3.46,0,2.13,3.46,4832
1.06,2.13,3.46,0,2.13,3.46,4833
1.06,2.13,3.46,0,2.13,3.46,4834
1.06,2.13,3.46,0,2.13,3.46,4835
1.06,2.13,3.46,0,2.13,3.46,4836
1.06,2.13,3.46,0,2.13,3.46,4837
1.06,2.13,3.46,0,2.13,3.46,4838
1.06,2.13,3.46,0,2.13,3.46,4839
1.06,2.13,3.46,0,2.13,3.46,4840
1.06,2.13,3.46,0,2.13,3.46,4841
1.06,2.13,3.46,0,2.13,3.46,4842
1.06,2.13,3.46,0,2.13,3.46,4843
1.06,2.13,3.46,0,2.13,3.46,4844
1.06,2.13,3.46,0,2.13,3.46,4845
1.06,2.13,3.46,0,2.13,3.46,4846
1.06,2.13,3.46,0,2.13,3.46,4847
1.06,2.13,3.46,0,2.13,3.46,4848
1.06,2.13,3.46,0,2.13,3.46,4849
1.06,2.13,3.46,0,2.13,3.46,4850
1.06,2.13,3.46,0,2.13,3.46,4851
1.06,2.13,3.46,0,2.13,3.46,4852
1.06,2.13,3.46,0,2.13,3.46,4853
1.06,2.13,3.46,0,2.13,3.46,4854
1.06,2.13,3.46,0,2.13,3.46,4855
1.06,2.13,3.46,0,2.13,3.46,4856
1.06,2.13,3.46,0,2.13,3.46,4857
1.06,2.13,3.46,0,2.13,3.46,4858
1.06,2.13,3.46,0,2.13,3.46,4859
1.06,2.13,3.46,0,2.13,3.46,4860
1.06,2.13,3.46,0,2.13,3.46,4861
1.06,2.13,3.46,0,2.13,3.46,4862
1.06,2.13,3.46,0,2.13,3.46,4863
1.06,2.13,3.46,0,2.13,3.46,4864
1.06,2.13,3.46,0,2.13,3.46,4865
1.06,2.13,3.46,0,2.13,3.46,4866
1.06,2.13,3.46,0,2.13,3.46,4867
1.06,2.13,3.46,0,2.13,3.46,4868
1.06,2.13,3.46,0,2.13,3.46,4869
1.06,2.13,3.46,0,2.13,3.46,4870
1.06,2.13,3.46,0,2.13,3.46,4871
1.06,2.13,3.46,0,2.13,3.46,4872
1.06,2.13,3.46,0,2.13,3.46,4873
1.06,2.13,3.46,0,2.13,3.46,4874
1.06,2.13,3.46,0,2.13,3.46,4875
1.06,2.13,3.46,0,2.13,3.46,4876
1.06,2.13,3.46,0,2.13,3.46,4877
1.06,2.13,3.46,0,2.13,3.46,4878
1.06,2.13,3.46,0,2.13,3.46,4879
1.06,2.13,3.46,0,2.13,3.46,4880
1.06,2.13,3.46,0,2.13,3.46,4881
1.06,2.13,3.46,0,2.13,3.46,4882
1.06,2.13,3.46,0,2.13,3.46,4883
1.06,2.13,3.46,0,2.13,3.46,4884
1.06,2.13,3.46,0,2.13,3.46,4885
1.06,2.13,3.46,0,2.13,3.46,4886
1.06,2.13,3.46,0,2.13,3.46,4887
1.06,2.13,3.46,0,2.13,3.46,4888
1.06,2.13,3.46,0,2.13,3.46,4889
1.06,2.13,3.46,0,2.13,3.46,4890
1.06,2.13,3.46,0,2.13,3.46,4891
1.06,2.13,3.46,0,2.13,3.46,4892
1.06,2.13,3.46,0,2.13,3.46,4893
1.06,2.13,3.46,0,2.13,3.46,4894
1.06,2.13,3.46,0,2.13,3.46,4895
1.06,2.13,3.46,0,2.13,3.46,4896
1.06,2.13,3.46,0,2.13,3.46,4897
1.06,2.13,3.46,0,2.13,3.46,4898
1.06,2.13,3.46,0,2.13,3.46,4899
1.06,2.13,3.46,0,2.13,3.46,4900
1.06,2.13,3.46,0,2.13,3.46,4901
1.06,2.13,3.46,0,2.13,3.46,4902
1.06,2.13,3.46,0,2.13,3.46,4903
1.06,2.13,3.46,0,2.13,3.46,4904
1.06,2.13,3.46,0,2.13,3.46,4905
1.06,2.13,3.46,0,2.13,3.46,4906
1.06,2.13,3.46,0,2.13,3.46,4907
1.06,2.13,3.46,0,2.13,3.46,4908
1.06,2.13,3.46,0,2.13,3.46,4909
1.06,2.13,3.46,0,2.13,3.46,4910
1.06,2.13,3.46,0,2.13,3.46,4911
1.06,2.13,3.46,0,2.13,3.46,4912
1.06,2.13,3.46,0,2.13,3.46,4913
1.06,2.13,3.46,0,2.13,3.46,4914
1.06,2.13,3.46,0,2.13,3.46,4915
1.06,2.13,3.46,0,2.13,3.46,4916
1.06,2.13,3.46,0,2.13,3.46,4917
1.06,2.13,3.46,0,2.13,3.46,4918
1.06,2.13,3.46,0,2.13,3.46,4919
1.06,2.13,3.46,0,2.13,3.46,4920
1.06,2.13,3.46,0,2.13,3.46,4921
1.06,2.13,3.46,0,2.13,3.46,4922
1.06,2.13,3.46,0,2.13,3.46,4923
1.06,2.13,3.46,0,2.13,3.46,4924
1.06,2.13,3.46,0,2.13,3.46,4925
1.06,2.13,3.46,0,2.13,3.46,4926
1.06,2.13,3.46,0,2.13,3.46,4927
1.06,2.13,3.46,0,2.13,3.46,4928
1.06,2.13,3.46,0,2.13,3.46,4929
1.06,2.13,3.46,0,2.13,3.46,4930
1.06,2.13,3.46,0,2.13,3.46,4931
1.06,2.13,3.46,0,2.13,3.46,4932
1.06,2.13,3.46,0,2.13,3.46,4933
1.06,2.13,3.46,0,2.13,3.46,4934
1.06,2.13,3.46,0,2.13,3.46,4935
1.06,2.13,3.46,0,2.13,3.46,4936
1.06,2.13,3.46,0,2.13,3.46,4937
1.06,2.13,3.46,0,2.13,3.46,4938
1.06,2.13,3.46,0,2.13,3.46,4939
1.06,2.13,3.46,0,2.13,3.46,4940
1.06,2.13,3.46,0,2.13,3.46,4941
1.06,2.13,3.46,0,2.13,3.46,4942
1.06,2.13,3.46,0,2.13,3.46,4943
1.06,2.13,3.46,0,2.13,3.46,4944
1.06,2.13,3.46,0,2.13,3.46,4945
1.06,2.13,3.46,0,2.13,3.46,4946
1.06,2.13,3.46,0,2.13,3.46,4947
1.06,2.13,3.46,0,2.13,3.46,4948
1.06,2.13,3.46,0,2.13,3.46,4949
1.06,2.13,3.46,0,2.13,3.46,4950
1.06,2.13,3.46,0,2.13,3.46,4951
1.06,2.13,3.46,0,2.13,3.46,4952
1.06,2.13,3.46,0,2.13,3.46,4953
1.06,2.13,3.46,0,2.13,3.46,4954
1.06,2.13,3.46,0,2.13,3.46,4955
1.06,2.13,3.46,0,2.13,3.46,4956
1.06,2.13,3.46,0,2.13,3.46,4957
1.06,2.13,3.46,0,2.13,3.46,4958
1.06,2.13,3.46,0,2.13,3.46,4959
1.06,2.13,3.46,0,2.13,3.46,4960
1.06,2.13,3.46,0,2.13,3.46,4961
1.06,2.13,3.46,0,2.13,3.46,4962
1.06,2.13,3.46,0,2.13,3.46,4963
1.06,2.13,3.46,0,2.13,3.46,4964
1.06,2.13,3.46,0,2.13,3.46,4965
1.06,2.13,3.46,0,2.13,3.46,4966
1.06,2.13,3.46,0,2.13,3.46,4967
1.06,2.13,3.46,0,2.13,3.46,4968
1.06,2.13,3.46,0,2.13,3.46,4969
1.06,2.13,3.46,0,2.13,3.46,4970
1.06,2.13,3.46,0,2.13,3.46,4971
1.06,2.13,3.46,0,2.13,3.46,4972
1.06,2.13,3.46,0,2.13,3.46,4973
1.06,2.13,3.46,0,2.13,3.46,4974
1.06,2.13,3.46,0,2.13,3.46,4975
1.06,2.13,3.46,0,2.13,3.46,4976
1.06,2.13,3.46,0,2.13,3.46,4977
1.06,2.13,3.46,0,2.13,3.46,4978
1.06,2.13,3.46,0,2.13,3.46,4979
1.06,2.13,3.46,0,2.13,3.46,4980
1.06,2.13,3.46,0,2.13,3.46,4981
1.06,2.13,3.46,0,2.13,3.46,4982
1.06,2.13,3.46,0,2.13,3.46,4983
1.06,2.13,3.46,0,2.13,3.46,4984
1.06,2.13,3.46,0,2.13,3.46,4985
1.06,2.13,3.46,0,2.13,3.46,4986
1.06,2.13,3.46,0,2.13,3.46,4987
1.06,2.13,3.46,0,2.13,3.46,4988
1.06,2.13,3.46,0,2.13,3.46,4989
1.06,2.13,3.46,0,2.13,3.46,4990
1.06,2.13,3.46,0,2.13,3.46,4991
1.06,2.13,3.46,0,2.13,3.46,4992
1.06,2.13,3.46,0,2.13,3.46,4993
1.06,2.13,3.46,0,2.13,3.46,4994
1.06,2.13,3.46,0,2.13,3.46,4995
1.06,2.13,3.46,0,2.13,3.46,4996
1.06,2.13,3.46,0,2.13,3.46,4997
1.06,2.13,3.46,0,2.13,3.46,4998
1.06,2.13,3.46,0,2.13,3.46,4999
1.06,2.13,3.46,0,2.13,3.46,5000
1.06,2.13,3.46,0,2.13,3.46,5001
1.06,2.13,3.46,0,2.13,3.46,5002
1.06,2.13,3.46,0,2.13,3.46,5003
1.06,2.13,3.46,0,2.13,3.46,5004
1.06,2.13,3.46,0,2.13,3.46,5005
1.06,2.13,3.46,0,2.13,3.46,5006
1.06,2.13,3.46,0,2.13,3.46,5007
1.06,2.13,3.46,0,2.13,3.46,5008
1.06,2.13,3.46,0,2.13,3.46,5009
1.06,2.13,3.46,0,2.13,3.46,5010
1.06,2.13,3.46,0,2.13,3.46,5011
1.06,2.13,3.46,0,2.13,3.46,5012
1.06,2.13,3.46,0,2.13,3.46,5013
1.06,2.13,3.46,0,2.13,3.46,5014
1.06,2.13,3.46,0,2.13,3.46,5015
1.06,2.13,3.46,0,2.13,3.46,5016
1.06,2.13,3.46,0,2.13,3.46,5017
1.06,2.13,3.46,0,2.13,3.46,5018
1.06,2.13,3.46,0,2.13,3.46,5019
1.06,2.13,3.46,0,2.13,3.46,5020
1.06,2.13,3.46,0,2.13,3.46,5021
1.06,2.13,3.46,0,2.13,3.46,5022
1.06,2.13,3.46,0,2.13,3.46,5023
1.06,2.13,3.46,0,2.13,3.46,5024
1.06,2.13,3.46,0,2.13,3.46,5025
1.06,2.13,3.46,0,2.13,3.46,5026
1.06,2.13,3.46,0,2.13,3.46,5027
1.06,2.13,3.46,0,2.13,3.46,5028
1.06,2.13,3.46,0,2.13,3.46,5029
1.06,2.13,3.46,0,2.13,3.46,5030
1.06,2.13,3.46,0,2.13,3.46,5031
1.06,2.13,3.46,0,2.13,3.46,5032
1.06,2.13,3.46,0,2.13,3.46,5033
1.06,2.13,3.46,0,2.13,3.46,5034
1.06,2.13,3.46,0,2.13,3.46,5035
1.06,2.13,3.46,0,2.13,3.46,5036
1.06,2.13,3.46,0,2.13,3.46,5037
1.06,2.13,3.46,0,2.13,3.46,5038
1.06,2.13,3.46,0,2.13,3.46,5039
1.06,2.13,3.46,0,2.13,3.46,5040
1.06,2.13,3.46,0,2.13,3.46,5041
1.06,2.13,3.46,0,2.13,3.46,5042
1.06,2.13,3.46,0,2.13,3.46,5043
1.06,2.13,3.46,0,2.13,3.46,5044
1.06,2.13,3.46,0,2.13,3.46,5045
1.06,2.13,3.46,0,2.13,3.46,5046
1.06,2.13,3.46,0,2.13,3.46,5047
1.06,2.13,3.46,0,2.13,3.46,5048
1.06,2.13,3.46,0,2.13,3.46,5049
1.06,2.13,3.46,0,2.13,3.46,5050
1.06,2.13,3.46,0,2.13,3.46,5051
1.06,2.13,3.46,0,2.13,3.46,5052
1.06,2.13,3.46,0,2.13,3.46,5053
1.06,2.13,3.46,0,2.13,3.46,5054
1.06,2.13,3.46,0,2.13,3.46,5055
1.06,2.13,3.46,0,2.13,3.46,5056
1.06,2.13,3.46,0,2.13,3.46,5057
1.06,2.13,3.46,0,2.13,3.46,5058
1.06,2.13,3.46,0,2.13,3.46,5059
1.06,2.13,3.46,0,2.13,3.46,5060
1.06,2.13,3.46,0,2.13,3.46,5061
1.06,2.13,3.46,0,2.13,3.46,5062
1.06,2.13,3.46,0,2.13,3.46,5063
1.06,2.13,3.46,0,2.13,3.46,5064
1.06,2.13,3.46,0,2.13,3.46,5065
1.06,2.13,3.46,0,2.13,3.46,5066
1.06,2.13,3.46,0,2.13,3.46,5067
1.06,2.13,3.46,0,2.13,3.46,5068
1.06,2.13,3.46,0,2.13,3.46,5069
1.06,2.13,3.46,0,2.13,3.46,5070
1.06,2.13,3.46,0,2.13,3.46,5071
1.06,2.13,3.46,0,2.13,3.46,5072
1.06,2.13,3.46,0,2.13,3.46,5073
1.06,2.13,3.46,0,2.13,3.46,5074
1.06,2.13,3.46,0,2.13,3.46,5075
1.06,2.13,3.46,0,2.13,3.46,5076
1.06,2.13,3.46,0,2.13,3.46,5077
1.06,2.13,3.46,0,2.13,3.46,5078
1.06,2.13,3.46,0,2.13,3.46,5079
1.06,2.13,3.46,0,2.13,3.46,5080
1.06,2.13,3.46,0,2.13,3.46,5081
1.06,2.13,3.46,0,2.13,3.46,5082
1.06,2.13,3.46,0,2.13,3.46,5083
1.06,2.13,3.46,0,2.13,3.46,5084
1.06,2.13,3.46,0,2.13,3.46,5085
1.06,2.13,3.46,0,2.13,3.46,5086
1.06,2.13,3.46,0,2.13,3.46,5087
1.06,2.13,3.46,0,2.13,3.46,5088
1.06,2.13,3.46,0,2.13,3.46,5089
1.06,2.13,3.46,0,2.13,3.46,5090
1.06,2.13,3.46,0,2.13,3.46,5091
1.06,2.13,3.46,0,2.13,3.46,5092
1.06,2.13,3.46,0,2.13,3.46,5093
1.06,2.13,3.46,0,2.13,3.46,5094
1.06,2.13,3.46,0,2.13,3.46,5095
1.06,2.13,3.46,0,2.13,3.46,5096
1.06,2.13,3.46,0,2.13,3.46,5097
1.06,2.13,3.46,0,2.13,3.46,5098
1.06,2.13,3.46,0,2.13,3.46,5099
1.06,2.13,3.46,0,2.13,3.46,5100
1.06,2.13,3.46,0,2.13,3.46,5101
1.06,2.13,3.46,0,2.13,3.46,5102
1.06,2.13,3.46,0,2.13,3.46,5103
1.06,2.13,3.46,0,2.13,3.46,5104
1.06,2.13,3.46,0,2.13,3.46,5105
1.06,2.13,3.46,0,2.13,3.46,5106
1.06,2.13,3.46,0,2.13,3.46,5107
1.06,2.13,3.46,0,2.13,3.46,5108
1.06,2.13,3.46,0,2.13,3.46,5109
1.06,2.13,3.46,0,2.13,3.46,5110
1.06,2.13,3.46,0,2.13,3.46,5111
1.06,2.13,3.46,0,2.13,3.46,5112
1.06,2.13,3.46,0,2.13,3.46,5113
1.06,2.13,3.46,0,2.13,3.46,5114
1.06,2.13,3.46,0,2.13,3.46,5115
1.06,2.13,3.46,0,2.13,3.46,5116
1.06,2.13,3.46,0,2.13,3.46,5117
1.06,2.13,3.46,0,2.13,3.46,5118
1.06,2.13,3.46,0,2.13,3.46,5119
1.06,2.13,3.46,0,2.13,3.46,5120
1.06,2.13,3.46,0,2.13,3.46,5121
1.06,2.13,3.46,0,2.13,3.46,5122
1.06,2.13,3.46,0,2.13,3.46,5123
1.06,2.13,3.46,0,2.13,3.46,5124
1.06,2.13,3.46,0,2.13,3.46,5125
1.06,2.13,3.46,0,2.13,3.46,5126
1.06,2.13,3.46,0,2.13,3.46,5127
1.06,2.13,3.46,0,2.13,3.46,5128
1.06,2.13,3.46,0,2.13,3.46,5129
1.06,2.13,3.46,0,2.13,3.46,5130
1.06,2.13,3.46,0,2.13,3.46,5131
1.06,2.13,3.46,0,2.13,3.46,5132
1.06,2.13,3.46,0,2.13,3.46,5133
1.06,2.13,3.46,0,2.13,3.46,5134
1.06,2.13,3.46,0,2.13,3.46,5135
1.06,2.13,3.46,0,2.13,3.46,5136
1.06,2.13,3.46,0,2.13,3.46,5137
1.06,2.13,3.46,0,2.13,3.46,5138
1.06,2.13,3.46,0,2.13,3.46,5139
1.06,2.13,3.46,0,2.13,3.46,5140
1.06,2.13,3.46,0,2.13,3.46,5141
1.06,2.13,3.46,0,2.13,3.46,5142
1.06,2.13,3.46,0,2.13,3.46,5143
1.06,2.13,3.46,0,2.13,3.46,5144
1.06,2.13,3.46,0,2.13,3.46,5145
1.06,2.13,3.46,0,2.13,3.46,5146
1.06,2.13,3.46,0,2.13,3.46,5147
1.06,2.13,3.46,0,2.13,3.46,5148
1.06,2.13,3.46,0,2.13,3.46,5149
1.06,2.13,3.46,0,2.13,3.46,5150
1.06,2.13,3.46,0,2.13,3.46,5151
1.06,2.13,3.46,0,2.13,3.46,5152
1.06,2.13,3.46,0,2.13,3.46,5153
1.06,2.13,3.46,0,2.13,3.46,5154
1.06,2.13,3.46,0,2.13,3.46,5155
1.06,2.13,3.46,0,2.13,3.46,5156
1.06,2.13,3.46,0,2.13,3.46,5157
1.06,2.13,3.46,0,2.13,3.46,5158
1.06,2.13,3.46,0,2.13,3.46,5159
1.06,2.13,3.46,0,2.13,3.46,5160
1.06,2.13,3.46,0,2.13,3.46,5161
1.06,2.13,3.46,0,2.13,3.46,5162
1.06,2.13,3.46,0,2.13,3.46,5163
1.06,2.13,3.46,0,2.13,3.46,5164
1.06,2.13,3.46,0,2.13,3.46,5165
1.06,2.13,3.46,0,2.13,3.46,5166
1.06,2.13,3.46,0,2.13,3.46,5167
1.06,2.13,3.46,0,2.13,3.46,5168
1.06,2.13,3.46,0,2.13,3.46,5169
1.06,2.13,3.46,0,2.13,3.46,5170
1.06,2.13,3.46,0,2.13,3.46,5171
1.06,2.13,3.46,0,2.13,3.46,5172
1.06,2.13,3.46,0,2.13,3.46,5173
1.06,2.13,3.46,0,2.13,3.46,5174
1.06,2.13,3.46,0,2.13,3.46,5175
1.06,2.13,3.46,0,2.13,3.46,5176
1.06,2.13,3.46,0,2.13,3.46,5177
1.06,2.13,3.46,0,2.13,3.46,5178
1.06,2.13,3.46,0,2.13,3.46,5179
1.06,2.13,3.46,0,2.13,3.46,5180
1.06,2.13,3.46,0,2.13,3.46,5181
1.06,2.13,3.46,0,2.13,3.46,5182
1.06,2.13,3.46,0,2.13,3.46,5183
1.06,2.13,3.46,0,2.13,3.46,5184
1.06,2.13,3.46,0,2.13,3.46,5185
1.06,2.13,3.46,0,2.13,3.46,5186
1.06,2.13,3.46,0,2.13,3.46,5187
1.06,2.13,3.46,0,2.13,3.46,5188
1.06,2.13,3.46,0,2.13,3.46,5189
1.06,2.13,3.46,0,2.13,3.46,5190
1.06,2.13,3.46,0,2.13,3.46,5191
1.06,2.13,3.46,0,2.13,3.46,5192
1.06,2.13,3.46,0,2.13,3.46,5193
1.06,2.13,3.46,0,2.13,3.46,5194
1.06,2.13,3.46,0,2.13,3.46,5195
1.06,2.13,3.46,0,2.13,3.46,5196
1.06,2.13,3.46,0,2.13,3.46,5197
1.06,2.13,3.46,0,2.13,3.46,5198
1.06,2.13,3.46,0,2.13,3.46,5199
1.06,2.13,3.46,0,2.13,3.46,5200
1.06,2.13,3.46,0,2.13,3.46,5201
1.06,2.13,3.46,0,2.13,3.46,5202
1.06,2.13,3.46,0,2.13,3.46,5203
1.06,2.13,3.46,0,2.13,3.46,5204
1.06,2.13,3.46,0,2.13,3.46,5205
1.06,2.13,3.46,0,2.13,3.46,5206
