Time_Index,Hydro_Res_1_1,Hydro_RoR_1_1,PHS_1_1,Li-ion_1,PV_1_0_1,Wind_1_0_1,Wind_1_1_1,Wind_1_2_1,CCGT_old_1,OCGT_old_1,NGST_old_1,Nuclear_old_1,Bio_1,CCGT_1,OCGT_F_1,Coal_1,Hydro_Res_2_2,Hydro_RoR_2_2,PHS_2_2,Li-ion_2,PV_2_0_2,Wind_2_0_2,Wind_2_1_2,Wind_2_2_2,CCGT_old_2,OCGT_old_2,NGST_old_2,Nuclear_old_2,Bio_2,CCGT_2,OCGT_F_2,Coal_2,Hydro_Res_3_3,Hydro_RoR_3_3,PHS_3_3,Li-ion_3,PV_3_0_3,Wind_3_0_3,Wind_3_1_3,Wind_3_2_3,CCGT_old_3,OCGT_old_3,NGST_old_3,Nuclear_old_3,Bio_3,CCGT_3,OCGT_F_3,Coal_3,Hydro_Res_4_4,Hydro_RoR_4_4,Li-ion_4,PV_4_0_4,Wind_4_0_4,Wind_4_1_4,Wind_4_2_4,CCGT_old_4,OCGT_old_4,NGST_old_4,Nuclear_old_4,Bio_4,CCGT_4,OCGT_F_4,Coal_4
2319,0.148546368,0.105996863,1.0,1.0,0.855548719,0.261101038,0.313139388,0.276307598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.65732524,0.316003496,0.265395842,0.297058621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.796833312,0.245383232,0.268385703,0.301345901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.539761095,0.217776461,0.179447521,0.09944879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2320,0.148546368,0.105996863,1.0,1.0,0.803819756,0.250147514,0.315749948,0.291195306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.598320066,0.348244473,0.303324548,0.353786131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.748697652,0.274766037,0.299125554,0.329517078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.425960245,0.2130029,0.169474884,0.175542192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2321,0.148546368,0.105996863,1.0,1.0,0.577286917,0.247020918,0.325371376,0.304314656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.30317833,0.387091406,0.360417448,0.396022996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.482934055,0.312283425,0.330303261,0.363309429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.210323064,0.166616404,0.157420556,0.191649429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2322,0.148546368,0.105996863,1.0,1.0,0.130739607,0.277358768,0.375990166,0.391149739,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.020934522,0.518006881,0.546995877,0.505386063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.075397694,0.367442693,0.385981377,0.434463262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.014812874,0.158879439,0.126230965,0.193884159,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2323,0.148546368,0.105996863,1.0,1.0,0.0,0.457740426,0.577148195,0.556814683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.0,0.672344952,0.709267601,0.517788588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.0,0.541878581,0.605905102,0.666777604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.0,0.133574178,0.124442975,0.177814062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2324,0.148546368,0.105996863,1.0,1.0,0.0,0.575672956,0.668271335,0.531424534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.0,0.725347382,0.746799224,0.501142032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.0,0.629013178,0.696839649,0.726724362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.0,0.116402586,0.13707416,0.164257504,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2325,0.148546368,0.105996863,1.0,1.0,0.0,0.615832047,0.678073185,0.476864386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.0,0.758824803,0.762911977,0.481669527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.0,0.672214209,0.731555162,0.728875125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.0,0.114586461,0.142604568,0.191279172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2326,0.148546368,0.105996863,1.0,1.0,0.0,0.617914844,0.662452589,0.449560562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.0,0.777135685,0.765800048,0.419440189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.0,0.708840957,0.741030655,0.704551068,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.0,0.101913208,0.150572193,0.197377996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2327,0.148546368,0.105996863,1.0,1.0,0.0,0.605234514,0.626724759,0.408653869,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.0,0.789925966,0.761068024,0.429729418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.0,0.72139415,0.738606065,0.692610607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.0,0.096318045,0.146407528,0.191103347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2328,0.148546368,0.105996863,1.0,1.0,0.0,0.591681015,0.594258742,0.384619901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.0,0.796791414,0.750078331,0.452232806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.0,0.722059404,0.735222438,0.681659206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.0,0.105739548,0.156100133,0.174517138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2329,0.148546368,0.105996863,1.0,1.0,0.0,0.55990481,0.570442329,0.400397132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.0,0.797528367,0.735720794,0.38903419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.0,0.715282866,0.721003982,0.657143857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.0,0.118699069,0.162266804,0.158779668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2330,0.148546368,0.105996863,1.0,1.0,0.0,0.51727268,0.539217301,0.413096312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.0,0.797112837,0.726481379,0.338238006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.0,0.708520622,0.704439311,0.616897583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.0,0.117721487,0.160161441,0.127865331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2331,0.148546368,0.105996863,1.0,1.0,0.0,0.462750605,0.502041014,0.403903204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.0,0.795995708,0.717186651,0.317689375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.0,0.704172231,0.685682176,0.583919255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.0,0.111783269,0.151138678,0.118119274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2332,0.148546368,0.105996863,1.0,1.0,0.0,0.403521665,0.456302412,0.379664238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.0,0.795218017,0.712170135,0.28653396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.0,0.706978258,0.67468444,0.545318581,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.0,0.114152927,0.133796917,0.119411765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2333,0.148546368,0.105996863,1.0,1.0,0.0,0.365226866,0.425788739,0.363144519,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.0,0.795153829,0.707952066,0.293620327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.0,0.71200793,0.661611752,0.529622429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.0,0.113966773,0.120526416,0.090598528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2334,0.148546368,0.105996863,1.0,1.0,0.02736208,0.332374186,0.401122028,0.330315305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.113516173,0.793016844,0.69707138,0.298911839,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.044299019,0.713802317,0.648517787,0.526834891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.068070208,0.122387057,0.124304679,0.09101452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2335,0.148546368,0.105996863,1.0,1.0,0.323473061,0.29787856,0.37908719,0.302282407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.48763914,0.758966381,0.662196635,0.304275642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.431586217,0.703697933,0.628122625,0.51480429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.469728018,0.1126556,0.116903116,0.083393573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2336,0.148546368,0.105996863,1.0,1.0,0.652359528,0.181261539,0.180264857,0.1283212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.688530408,0.554649516,0.4242897,0.196971964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.761638518,0.505884297,0.394562928,0.32642748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.743752954,0.040789812,0.031883616,0.022777415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2337,0.148546368,0.105996863,1.0,1.0,0.743424247,0.027277427,0.033578631,0.053715635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.759926764,0.475753844,0.330376064,0.161860631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.815113888,0.340204612,0.203083513,0.167929832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.807185717,0.032874858,0.022001128,0.010629036,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2338,0.148546368,0.105996863,1.0,1.0,0.763637998,0.021470236,0.025774505,0.02517968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.784674678,0.438833873,0.275059154,0.132388548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.802426812,0.295500796,0.174544202,0.144267963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.815947799,0.043373077,0.031511096,0.018711111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2339,0.148546368,0.105996863,1.0,1.0,0.779361304,0.019078582,0.019824844,0.016418291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.790625968,0.408541559,0.232888243,0.097298115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.775467574,0.273872702,0.161209897,0.123208875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.804841997,0.055477955,0.026613958,0.018004192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2340,0.148546368,0.105996863,1.0,1.0,0.795061199,0.013162463,0.018752112,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.787963627,0.372166614,0.186275534,0.055516083,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.761407648,0.260779497,0.149782651,0.104340899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.760548568,0.090535064,0.027973131,0.020046484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2341,0.148546368,0.105996863,1.0,1.0,0.812077033,0.010415524,0.018886919,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.789941735,0.349188281,0.15051159,0.038809355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.759880563,0.247605858,0.14092739,0.100231933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.734201269,0.149617656,0.046994175,0.03291876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2342,0.148546368,0.105996863,1.0,1.0,0.820983063,0.01,0.024148846,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.783871165,0.323157984,0.123783351,0.016414691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.762742579,0.247330818,0.14694147,0.095202788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.666328914,0.220435119,0.096280622,0.056387391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2343,0.148546368,0.105996863,1.0,1.0,0.797781588,0.01,0.0256477,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.743275297,0.299523298,0.111262138,0.017804128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.74001546,0.255454264,0.156870786,0.089689055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.522896151,0.287937094,0.186487562,0.114465094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2344,0.148546368,0.105996863,1.0,1.0,0.727634462,0.01,0.02520259,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.632242138,0.291123886,0.112530473,0.018865644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.671034973,0.282509588,0.176454844,0.095487626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.342070091,0.34695418,0.266205896,0.189340942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2345,0.148546368,0.105996863,1.0,1.0,0.481498783,0.010793672,0.032677651,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.283111586,0.300047321,0.128644901,0.039815664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.420072379,0.315841058,0.210185361,0.117329037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.139252637,0.375832883,0.328209007,0.243696959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2346,0.148546368,0.105996863,1.0,1.0,0.09306262,0.034799188,0.075623844,0.044161062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.01691347,0.403688428,0.197074393,0.099019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.06119897,0.361678172,0.262903501,0.171270877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.01,0.319165249,0.336364304,0.325173217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2347,0.148546368,0.105996863,1.0,1.0,0.0,0.083053246,0.156067049,0.111291491,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.0,0.566485535,0.343195986,0.182336341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.0,0.51935971,0.421672305,0.30973825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.0,0.299665118,0.371644551,0.359992162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2348,0.148546368,0.105996863,1.0,1.0,0.0,0.137536462,0.213720471,0.13752098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.0,0.664322612,0.471867799,0.182788676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.0,0.617310674,0.539064958,0.432216078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.0,0.339408718,0.360048121,0.345957773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2349,0.148546368,0.105996863,1.0,1.0,0.0,0.173405668,0.252999199,0.163792138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.0,0.726937418,0.550733592,0.200245422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.0,0.674903032,0.61056056,0.500503137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.0,0.367028188,0.371534879,0.356810962,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2350,0.148546368,0.105996863,1.0,1.0,0.0,0.188645547,0.286112841,0.185053266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.0,0.759885333,0.584316292,0.218226754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.0,0.707965907,0.64803507,0.511850176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.0,0.382896939,0.371134143,0.350288385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2351,0.148546368,0.105996863,1.0,1.0,0.0,0.203804867,0.296947676,0.171998722,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.0,0.772154058,0.588990365,0.224919275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.0,0.725454385,0.665325763,0.508355044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.0,0.370313409,0.357900047,0.346743972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2352,0.148546368,0.105996863,1.0,1.0,0.0,0.237357366,0.292159262,0.160139826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.094656744,0.071744818,1.0,1.0,0.0,0.780728301,0.579191659,0.242737191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.112953488,0.072944984,1.0,1.0,0.0,0.725445397,0.666066597,0.482615833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.032770264,1.0,0.0,0.3506036,0.333346184,0.327332954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2353,0.156198367,0.09935621,1.0,1.0,0.0,0.813209785,0.639373424,0.237206042,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09001003,0.059769234,1.0,1.0,0.0,0.791434203,0.521782331,0.172659353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.114800588,0.055286476,1.0,1.0,0.0,0.816548443,0.788825123,0.66311246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.031893068,1.0,0.0,0.754825126,0.728007851,0.710165788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2354,0.156198367,0.09935621,1.0,1.0,0.0,0.80936244,0.617586048,0.214266908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09001003,0.059769234,1.0,1.0,0.0,0.777943458,0.512925684,0.160719055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.114800588,0.055286476,1.0,1.0,0.0,0.810147475,0.775104513,0.617112485,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.031893068,1.0,0.0,0.753766299,0.724039342,0.701554574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2355,0.156198367,0.09935621,1.0,1.0,0.0,0.804012864,0.603644086,0.208156432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09001003,0.059769234,1.0,1.0,0.0,0.758890178,0.503689127,0.163063419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.114800588,0.055286476,1.0,1.0,0.0,0.805091973,0.752467162,0.557115106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.031893068,1.0,0.0,0.742791849,0.702486887,0.699709375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2356,0.156198367,0.09935621,1.0,1.0,0.0,0.799058999,0.584398412,0.182568201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09001003,0.059769234,1.0,1.0,0.0,0.753520899,0.498752734,0.160724065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.114800588,0.055286476,1.0,1.0,0.0,0.799240934,0.724590784,0.496481607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.031893068,1.0,0.0,0.742776589,0.695770519,0.701736278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2357,0.156198367,0.09935621,1.0,1.0,0.0,0.785757546,0.564999238,0.184140512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09001003,0.059769234,1.0,1.0,0.0,0.748149052,0.508275908,0.169334772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.114800588,0.055286476,1.0,1.0,0.0,0.794729072,0.70571623,0.459275704,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.031893068,1.0,0.0,0.739463066,0.704021153,0.71029981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2358,0.156198367,0.09935621,1.0,1.0,0.011340342,0.771378049,0.547456505,0.16622728,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09001003,0.059769234,1.0,1.0,0.068586348,0.741322901,0.52307118,0.186793892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.114800588,0.055286476,1.0,1.0,0.023037733,0.797246332,0.702908608,0.4460071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.031893068,1.0,0.028480341,0.76162583,0.713057005,0.682361845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2359,0.156198367,0.09935621,1.0,1.0,0.238488045,0.755306651,0.531609025,0.164889093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09001003,0.059769234,1.0,1.0,0.478696892,0.728156304,0.529791181,0.199988927,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.114800588,0.055286476,1.0,1.0,0.363972534,0.798214567,0.705935342,0.450665017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.031893068,1.0,0.268686402,0.775625235,0.729164222,0.631088548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2360,0.156198367,0.09935621,1.0,1.0,0.560179627,0.697644195,0.45647911,0.12788018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09001003,0.059769234,1.0,1.0,0.75757397,0.502259334,0.281572585,0.139735654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.114800588,0.055286476,1.0,1.0,0.772088952,0.70523344,0.582381368,0.343102374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.031893068,1.0,0.472962859,0.718244216,0.652050619,0.531739323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2361,0.156198367,0.09935621,1.0,1.0,0.647507285,0.483545408,0.22667027,0.066167416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09001003,0.059769234,1.0,1.0,0.815669396,0.397872082,0.15350947,0.074619312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.114800588,0.055286476,1.0,1.0,0.848096118,0.462539517,0.290283795,0.119033861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.031893068,1.0,0.5559681,0.662397969,0.601202974,0.490217308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2362,0.156198367,0.09935621,1.0,1.0,0.682148821,0.424674636,0.214417429,0.102190148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09001003,0.059769234,1.0,1.0,0.808706535,0.438567876,0.181475137,0.067742403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.114800588,0.055286476,1.0,1.0,0.851742645,0.462625617,0.28493467,0.126113112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.031893068,1.0,0.56020425,0.703161666,0.706021063,0.592372431,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2363,0.156198367,0.09935621,1.0,1.0,0.68490279,0.443871122,0.249828581,0.114752931,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09001003,0.059769234,1.0,1.0,0.76144536,0.452987498,0.198854109,0.071599895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.114800588,0.055286476,1.0,1.0,0.825082707,0.496119972,0.323233055,0.156557517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.031893068,1.0,0.595998807,0.776749296,0.773141768,0.716250332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
