Time_Index,CCGT_3,OCGT_F_3,Hydro_Res_3_3,Hydro_RoR_3_3,PHS_3_3,Li-ion_3,PV_3_0_3,Wind_3_0_3,Wind_3_1_3,Wind_3_2_3,CCGT_old_3,OCGT_old_3,NGST_old_3,Nuclear_old_3,Bio_3,Coal_3,Hydro_Res_1_1,Hydro_RoR_1_1,PHS_1_1,Li-ion_1,PV_1_0_1,Wind_1_0_1,Wind_1_1_1,Wind_1_2_1,CCGT_old_1,OCGT_old_1,NGST_old_1,Nuclear_old_1,Bio_1,CCGT_1,OCGT_F_1,Coal_1,Hydro_Res_2_2,Hydro_RoR_2_2,PHS_2_2,Li-ion_2,PV_2_0_2,Wind_2_0_2,Wind_2_1_2,Wind_2_2_2,CCGT_old_2,OCGT_old_2,NGST_old_2,Nuclear_old_2,Bio_2,CCGT_2,OCGT_F_2,Coal_2,Hydro_Res_4_4,Hydro_RoR_4_4,Li-ion_4,PV_4_0_4,Wind_4_0_4,Wind_4_1_4,Wind_4_2_4,CCGT_old_4,OCGT_old_4,NGST_old_4,Nuclear_old_4,Bio_4,CCGT_4,OCGT_F_4,Coal_4
7967,1,1,0.097758269,0.046180395,1,1,0,0.483331885,0.464111523,0.370191282,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.814679612,0.653407366,0.325790362,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.463226202,0.263023118,0.053869807,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.43102473,0.392076941,0.290220956,1,1,1,1,1,1,1,1
7968,1,1,0.097758269,0.046180395,1,1,0,0.433501077,0.392485674,0.281347513,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.802248839,0.613288209,0.29950742,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.389678562,0.177615103,0.054233981,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.370366339,0.341287761,0.241319262,1,1,1,1,1,1,1,1
7969,1,1,0.097758269,0.046180395,1,1,0,0.369144611,0.302092565,0.183967919,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.783492216,0.584135171,0.263606339,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.316788471,0.117181436,0.061588151,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.304527036,0.278190126,0.191032838,1,1,1,1,1,1,1,1
7970,1,1,0.097758269,0.046180395,1,1,0,0.282376366,0.202715949,0.113926246,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.763376539,0.563819233,0.249587662,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.253509147,0.092169258,0.081284073,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.249592906,0.214169674,0.139732837,1,1,1,1,1,1,1,1
7971,1,1,0.097758269,0.046180395,1,1,0,0.196642477,0.122876569,0.069442379,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.744847611,0.53737519,0.259718131,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.19354797,0.084615548,0.103209191,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.180090777,0.157186498,0.101148389,1,1,1,1,1,1,1,1
7972,1,1,0.097758269,0.046180395,1,1,0,0.12102939,0.070577103,0.047619854,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.723556716,0.491804032,0.254088716,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.155121204,0.08180535,0.122457968,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.130417202,0.108974726,0.073991907,1,1,1,1,1,1,1,1
7973,1,1,0.097758269,0.046180395,1,1,0,0.072637509,0.045563053,0.035090778,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.710226358,0.46068841,0.24503304,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.133767424,0.084850681,0.118738273,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.08983427,0.074935949,0.054986653,1,1,1,1,1,1,1,1
7974,1,1,0.097758269,0.046180395,1,1,0,0.055298253,0.042853177,0.030923164,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.697958375,0.459488369,0.239224557,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.11450082,0.099197016,0.122019834,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.061177269,0.04517033,0.038263924,1,1,1,1,1,1,1,1
7975,1,1,0.097758269,0.046180395,1,1,0.018325886,0.058634707,0.057419899,0.039104391,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.014289354,0.704330361,0.496524838,0.22533394,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.022008915,0.117116586,0.121207453,0.135345465,1,1,1,1,1,1,1,1,0,0.037073315,1,0.148767955,0.039156241,0.027493784,0.024295448,1,1,1,1,1,1,1,1
7976,1,1,0.097758269,0.046180395,1,1,0.20672085,0.082125473,0.088578908,0.056816908,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.283958914,0.720057505,0.530254206,0.211729152,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.133638736,0.148966151,0.161225544,0.15506087,1,1,1,1,1,1,1,1,0,0.037073315,1,0.525066596,0.02629967,0.019267759,0.015679737,1,1,1,1,1,1,1,1
7977,1,1,0.097758269,0.046180395,1,1,0.439606574,0.101399781,0.098522141,0.070943888,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.637425471,0.643344939,0.455401015,0.172032316,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.245895164,0.139902306,0.156119157,0.135459791,1,1,1,1,1,1,1,1,0,0.037073315,1,0.620127615,0.015329493,0.010381652,0.01,1,1,1,1,1,1,1,1
7978,1,1,0.097758269,0.046180395,1,1,0.539334607,0.049468308,0.025577445,0.018924827,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.67765189,0.39622751,0.236322574,0.101110766,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.323536428,0.062652717,0.076276888,0.066968061,1,1,1,1,1,1,1,1,0,0.037073315,1,0.624251787,0.011846307,0.010982023,0.01,1,1,1,1,1,1,1,1
7979,1,1,0.097758269,0.046180395,1,1,0.566241968,0.036774303,0.020799318,0.02538818,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.633402371,0.3095521,0.20557964,0.134461313,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.382423262,0.05108043,0.048671177,0.08697252,1,1,1,1,1,1,1,1,0,0.037073315,1,0.565699649,0.010663267,0.01,0,1,1,1,1,1,1,1,1
7980,1,1,0.097758269,0.046180395,1,1,0.575163222,0.052949404,0.044717576,0.048740625,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.608895789,0.283385201,0.215621495,0.158986722,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.42078477,0.086961442,0.065909559,0.1571025,1,1,1,1,1,1,1,1,0,0.037073315,1,0.502027139,0.014543297,0.010783366,0.01,1,1,1,1,1,1,1,1
7981,1,1,0.097758269,0.046180395,1,1,0.598786253,0.067455654,0.063268497,0.075781614,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.633450118,0.274407075,0.239530457,0.194509246,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.46290841,0.113723089,0.081989811,0.189671612,1,1,1,1,1,1,1,1,0,0.037073315,1,0.466501538,0.017061407,0.014219158,0.01,1,1,1,1,1,1,1,1
7982,1,1,0.097758269,0.046180395,1,1,0.638075659,0.069208085,0.072086876,0.093097006,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.691744569,0.258905064,0.251107942,0.23184262,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.530402206,0.119286534,0.090660393,0.202437912,1,1,1,1,1,1,1,1,0,0.037073315,1,0.434010156,0.022202749,0.018113677,0.011679477,1,1,1,1,1,1,1,1
7983,1,1,0.097758269,0.046180395,1,1,0.645450522,0.069066718,0.079812204,0.114974438,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.72497516,0.242470221,0.255006772,0.262595475,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.518660547,0.107479258,0.092360951,0.197026734,1,1,1,1,1,1,1,1,0,0.037073315,1,0.364302352,0.030662536,0.020455918,0.012945666,1,1,1,1,1,1,1,1
7984,1,1,0.097758269,0.046180395,1,1,0.402119071,0.074749135,0.095916908,0.141784405,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.465001246,0.234481393,0.271916513,0.296530823,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.194618676,0.087923855,0.094737601,0.20658275,1,1,1,1,1,1,1,1,0,0.037073315,1,0.195037211,0.044622121,0.029947555,0.016437555,1,1,1,1,1,1,1,1
7985,1,1,0.097758269,0.046180395,1,1,0.044123783,0.106147402,0.144573252,0.221698351,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.054137476,0.255945701,0.332020011,0.402564476,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.10944085,0.157751208,0.316252474,1,1,1,1,1,1,1,1,0,0.037073315,1,0.013625746,0.075761925,0.056920279,0.037407859,1,1,1,1,1,1,1,1
7986,1,1,0.097758269,0.046180395,1,1,0,0.216921554,0.302540974,0.441005472,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.43282087,0.543078704,0.55849767,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.137473483,0.225003837,0.398183394,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.152954953,0.116558831,0.084038534,1,1,1,1,1,1,1,1
7987,1,1,0.097758269,0.046180395,1,1,0,0.320395675,0.448138128,0.592500301,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.541553143,0.635726582,0.511539308,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.173678121,0.300186063,0.40362214,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.203601423,0.161795871,0.131807049,1,1,1,1,1,1,1,1
7988,1,1,0.097758269,0.046180395,1,1,0,0.383816371,0.54772614,0.648099273,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.612060914,0.664708949,0.417326852,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.217294965,0.379553506,0.392579518,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.213356225,0.177962208,0.182872729,1,1,1,1,1,1,1,1
7989,1,1,0.097758269,0.046180395,1,1,0,0.431577937,0.601765465,0.645884661,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.659259723,0.663742894,0.358620288,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.270538836,0.480642515,0.384384646,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.206999881,0.184347224,0.212489076,1,1,1,1,1,1,1,1
7990,1,1,0.097758269,0.046180395,1,1,0,0.46641198,0.622730825,0.619064422,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.684050627,0.652314127,0.328371061,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.35267259,0.562196629,0.360333646,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.184369209,0.184692964,0.197508813,1,1,1,1,1,1,1,1
7991,1,1,0.097758269,0.046180395,1,1,0,0.48337487,0.625254458,0.581060713,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.684829261,0.623201814,0.316167726,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.454230489,0.630777948,0.335463967,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.168593635,0.166948297,0.155092934,1,1,1,1,1,1,1,1
7992,1,1,0.097758269,0.046180395,1,1,0,0.489661816,0.615118309,0.538642278,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.675720561,0.5933659,0.321843916,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.559128885,0.655243298,0.290036496,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.148893777,0.148897136,0.11576838,1,1,1,1,1,1,1,1
7993,1,1,0.097758269,0.046180395,1,1,0,0.495169392,0.59269647,0.488394806,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.654545433,0.558005838,0.321654992,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.640429817,0.653250842,0.236820504,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.12966674,0.122675024,0.102240622,1,1,1,1,1,1,1,1
7994,1,1,0.097758269,0.046180395,1,1,0,0.491435955,0.558703032,0.435421188,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.622014825,0.506388079,0.339534115,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.69756228,0.646316719,0.178888442,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.113526073,0.10875251,0.089800784,1,1,1,1,1,1,1,1
7995,1,1,0.097758269,0.046180395,1,1,0,0.478803642,0.516688884,0.379831034,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.564552444,0.440756729,0.344110707,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.726968728,0.646861478,0.134467301,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.100809338,0.098622315,0.081883961,1,1,1,1,1,1,1,1
7996,1,1,0.097758269,0.046180395,1,1,0,0.468187842,0.479617058,0.326857566,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.478851927,0.365113087,0.327431113,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.738900644,0.650766704,0.108491421,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.111516109,0.096816695,0.064043477,1,1,1,1,1,1,1,1
7997,1,1,0.097758269,0.046180395,1,1,0,0.463522798,0.44385649,0.28953533,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.374846737,0.306962072,0.312567732,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.7441539,0.651746711,0.094942353,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.133506152,0.110175173,0.059800396,1,1,1,1,1,1,1,1
7998,1,1,0.097758269,0.046180395,1,1,0,0.464731068,0.433251772,0.27014573,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.27552484,0.256443645,0.285742208,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.740356549,0.647112671,0.091751781,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.150254275,0.117344217,0.063115224,1,1,1,1,1,1,1,1
7999,1,1,0.097758269,0.046180395,1,1,0.055304837,0.474827449,0.432274075,0.266976327,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.019526839,0.185558275,0.213841302,0.258791308,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.092093758,0.732548186,0.634187537,0.094736589,1,1,1,1,1,1,1,1,0,0.037073315,1,0.117771465,0.172684033,0.125204912,0.063809224,1,1,1,1,1,1,1,1
8000,1,1,0.097758269,0.046180395,1,1,0.445862915,0.487106771,0.433997399,0.262523781,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.295015395,0.112269067,0.174911499,0.232345776,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.460271282,0.711720369,0.606859252,0.08404742,1,1,1,1,1,1,1,1,0,0.037073315,1,0.372763624,0.188808286,0.135149385,0.072052848,1,1,1,1,1,1,1,1
8001,1,1,0.097758269,0.046180395,1,1,0.677727082,0.294812462,0.227129586,0.136791841,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.581170503,0.052486905,0.091590879,0.113892278,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.625975933,0.462851815,0.290616266,0.022423492,1,1,1,1,1,1,1,1,0,0.037073315,1,0.344189623,0.114718463,0.06547445,0.030057578,1,1,1,1,1,1,1,1
8002,1,1,0.097758269,0.046180395,1,1,0.651740974,0.080482308,0.041988145,0.012295373,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.602109222,0.01,0.013035479,0.016888223,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.598889493,0.295021482,0.100521512,0,1,1,1,1,1,1,1,1,0,0.037073315,1,0.356103608,0.072302939,0.034686369,0.010105298,1,1,1,1,1,1,1,1
8003,1,1,0.097758269,0.046180395,1,1,0.601813125,0.047596141,0.028842402,0.01,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.577322129,0,0,0.01,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.575086148,0.22229881,0.065918846,0,1,1,1,1,1,1,1,1,0,0.037073315,1,0.360618525,0.06722509,0.037331822,0.013096755,1,1,1,1,1,1,1,1
8004,1,1,0.097758269,0.046180395,1,1,0.564901168,0.058551136,0.038860191,0.012435662,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.547290603,0,0,0,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.584454425,0.175806487,0.043197833,0,1,1,1,1,1,1,1,1,0,0.037073315,1,0.370385118,0.077590511,0.047540699,0.018248037,1,1,1,1,1,1,1,1
8005,1,1,0.097758269,0.046180395,1,1,0.562405729,0.083189705,0.062581249,0.023031315,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.538456891,0,0,0,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.614101479,0.138506686,0.026781389,0.01,1,1,1,1,1,1,1,1,0,0.037073315,1,0.379749645,0.088882805,0.063363511,0.028445176,1,1,1,1,1,1,1,1
8006,1,1,0.097758269,0.046180395,1,1,0.554611916,0.108034172,0.084661618,0.039440659,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.525565899,0.01,0.01,0.01,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.613542907,0.108492191,0.017941051,0.01,1,1,1,1,1,1,1,1,0,0.037073315,1,0.394578747,0.107120974,0.083583697,0.039580543,1,1,1,1,1,1,1,1
8007,1,1,0.097758269,0.046180395,1,1,0.5280477,0.127153709,0.097947989,0.05187742,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.492252024,0.012709474,0.013682062,0.019748932,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.506949442,0.085670727,0.013560515,0.01377556,1,1,1,1,1,1,1,1,0,0.037073315,1,0.464995453,0.132975169,0.102605894,0.051017721,1,1,1,1,1,1,1,1
8008,1,1,0.097758269,0.046180395,1,1,0.342765999,0.146240263,0.109152468,0.061492998,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.274342929,0.025487046,0.026698305,0.036364587,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0.175742744,0.079372924,0.013323515,0.016511127,1,1,1,1,1,1,1,1,0,0.037073315,1,0.290220924,0.171284352,0.136727651,0.069601066,1,1,1,1,1,1,1,1
8009,1,1,0.097758269,0.046180395,1,1,0.041683984,0.196863838,0.150732674,0.101655594,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0.026671125,0.07555371,0.075547302,0.085318447,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.135008497,0.029166987,0.044108893,1,1,1,1,1,1,1,1,0,0.037073315,1,0.020443789,0.216556399,0.198588326,0.131450573,1,1,1,1,1,1,1,1
8010,1,1,0.097758269,0.046180395,1,1,0,0.337244659,0.268708826,0.19524662,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.161151266,0.152545245,0.105481027,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.201418205,0.041882346,0.035072219,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.319502948,0.327301684,0.250246775,1,1,1,1,1,1,1,1
8011,1,1,0.097758269,0.046180395,1,1,0,0.43068814,0.352476506,0.259852008,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.241277237,0.209138594,0.087062691,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.217502537,0.052061505,0.0453671,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.421359233,0.387388682,0.323653202,1,1,1,1,1,1,1,1
8012,1,1,0.097758269,0.046180395,1,1,0,0.506075216,0.420504344,0.311083064,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.353034971,0.278400922,0.093288247,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.228822296,0.064000801,0.061623852,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.461993483,0.438094625,0.387663192,1,1,1,1,1,1,1,1
8013,1,1,0.097758269,0.046180395,1,1,0,0.555364206,0.468378081,0.344920779,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.475613153,0.334385228,0.099812263,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.240135135,0.080144168,0.062640824,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.496262538,0.480382285,0.428000011,1,1,1,1,1,1,1,1
8014,1,1,0.097758269,0.046180395,1,1,0,0.585976856,0.501664538,0.362614529,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.583476909,0.390842227,0.115397466,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.256585118,0.100424978,0.066526256,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.551885702,0.523497329,0.461517781,1,1,1,1,1,1,1,1
8015,1,1,0.097758269,0.046180395,1,1,0,0.594642983,0.519511061,0.37178443,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.653225076,0.436748418,0.14572136,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.279814847,0.127376084,0.080448968,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.594681566,0.558354583,0.472942362,1,1,1,1,1,1,1,1
8016,1,1,0.097758269,0.046180395,1,1,0,0.593298062,0.529158211,0.373389346,1,1,1,1,1,1,0.106067616,0.088484628,1,1,0,0.689225249,0.475147323,0.183355422,1,1,1,1,1,1,1,1,0.08256726,0.053231516,1,1,0,0.318450024,0.159544681,0.091110453,1,1,1,1,1,1,1,1,0,0.037073315,1,0,0.61794226,0.589736808,0.469352025,1,1,1,1,1,1,1,1
8017,1,1,0.070137615,0.037369118,1,1,0,0.591278264,0.53698504,0.37356823,1,1,1,1,1,1,0.096404729,0.128765907,1,1,0,0.705838987,0.504132343,0.210864663,1,1,1,1,1,1,1,1,0.125364622,0.059138421,1,1,0,0.36767144,0.188044307,0.101468549,1,1,1,1,1,1,1,1,0,0.047914243,1,0,0.635818483,0.608523617,0.488149466,1,1,1,1,1,1,1,1
8018,1,1,0.070137615,0.037369118,1,1,0,0.589130495,0.537269914,0.37247951,1,1,1,1,1,1,0.096404729,0.128765907,1,1,0,0.70683532,0.520701133,0.223431748,1,1,1,1,1,1,1,1,0.125364622,0.059138421,1,1,0,0.423383809,0.219488936,0.096713639,1,1,1,1,1,1,1,1,0,0.047914243,1,0,0.648986467,0.6210859,0.508226652,1,1,1,1,1,1,1,1
8019,1,1,0.070137615,0.037369118,1,1,0,0.584318451,0.531453259,0.371734163,1,1,1,1,1,1,0.096404729,0.128765907,1,1,0,0.69729584,0.531156969,0.235404877,1,1,1,1,1,1,1,1,0.125364622,0.059138421,1,1,0,0.488744777,0.243460935,0.08857393,1,1,1,1,1,1,1,1,0,0.047914243,1,0,0.656474951,0.635061822,0.526048897,1,1,1,1,1,1,1,1
8020,1,1,0.070137615,0.037369118,1,1,0,0.580049392,0.52853628,0.366344697,1,1,1,1,1,1,0.096404729,0.128765907,1,1,0,0.677559384,0.525906902,0.251607535,1,1,1,1,1,1,1,1,0.125364622,0.059138421,1,1,0,0.561116369,0.257918395,0.073037942,1,1,1,1,1,1,1,1,0,0.047914243,1,0,0.657908797,0.649329759,0.540853892,1,1,1,1,1,1,1,1
8021,1,1,0.070137615,0.037369118,1,1,0,0.585981396,0.530826956,0.372596718,1,1,1,1,1,1,0.096404729,0.128765907,1,1,0,0.659008631,0.522142091,0.277034272,1,1,1,1,1,1,1,1,0.125364622,0.059138421,1,1,0,0.633121197,0.265502,0.052785261,1,1,1,1,1,1,1,1,0,0.047914243,1,0,0.660559325,0.661787486,0.544803622,1,1,1,1,1,1,1,1
8022,1,1,0.070137615,0.037369118,1,1,0,0.601468035,0.542930134,0.384101559,1,1,1,1,1,1,0.096404729,0.128765907,1,1,0,0.649747117,0.523598096,0.307801037,1,1,1,1,1,1,1,1,0.125364622,0.059138421,1,1,0,0.680971262,0.287530733,0.039082789,1,1,1,1,1,1,1,1,0,0.047914243,1,0,0.670200097,0.669836127,0.553503695,1,1,1,1,1,1,1,1
8023,1,1,0.070137615,0.037369118,1,1,0.050400149,0.620594547,0.562526235,0.395477258,1,1,1,1,1,1,0.096404729,0.128765907,1,1,0.012278528,0.642755118,0.525608894,0.340097073,1,1,1,1,1,1,1,1,0.125364622,0.059138421,1,1,0.05202719,0.705683434,0.309975044,0.034882398,1,1,1,1,1,1,1,1,0,0.047914243,1,0.133750326,0.676846731,0.670747187,0.556649489,1,1,1,1,1,1,1,1
8024,1,1,0.070137615,0.037369118,1,1,0.430809889,0.644087938,0.586074385,0.405241931,1,1,1,1,1,1,0.096404729,0.128765907,1,1,0.210761174,0.646125447,0.521878358,0.351109478,1,1,1,1,1,1,1,1,0.125364622,0.059138421,1,1,0.429203822,0.718892106,0.341464305,0.023308548,1,1,1,1,1,1,1,1,0,0.047914243,1,0.498789309,0.653490844,0.630791585,0.48471434,1,1,1,1,1,1,1,1
8025,1,1,0.070137615,0.037369118,1,1,0.671313308,0.469249868,0.40749989,0.268675454,1,1,1,1,1,1,0.096404729,0.128765907,1,1,0.474593706,0.583145924,0.417154298,0.254066179,1,1,1,1,1,1,1,1,0.125364622,0.059138421,1,1,0.623136638,0.493913153,0.207025985,0.017187879,1,1,1,1,1,1,1,1,0,0.047914243,1,0.633959747,0.445022481,0.363218286,0.260818862,1,1,1,1,1,1,1,1
8026,1,1,0.070137615,0.037369118,1,1,0.651826167,0.193201468,0.118693809,0.051460879,1,1,1,1,1,1,0.096404729,0.128765907,1,1,0.543401634,0.327706619,0.182106409,0.091464272,1,1,1,1,1,1,1,1,0.125364622,0.059138421,1,1,0.575977539,0.207633848,0.037016036,0,1,1,1,1,1,1,1,1,0,0.047914243,1,0.642351656,0.304368762,0.2282644,0.197605618,1,1,1,1,1,1,1,1
8027,1,1,0.070137615,0.037369118,1,1,0.613978213,0.157470215,0.080117014,0.030181486,1,1,1,1,1,1,0.096404729,0.128765907,1,1,0.543069515,0.19644673,0.104289361,0.07172817,1,1,1,1,1,1,1,1,0.125364622,0.059138421,1,1,0.551705981,0.201352876,0.034396285,0,1,1,1,1,1,1,1,1,0,0.047914243,1,0.607842828,0.353981749,0.253787034,0.216795121,1,1,1,1,1,1,1,1
8028,1,1,0.070137615,0.037369118,1,1,0.601253223,0.208724352,0.125840455,0.060794118,1,1,1,1,1,1,0.096404729,0.128765907,1,1,0.524565851,0.206255626,0.118844416,0.073532748,1,1,1,1,1,1,1,1,0.125364622,0.059138421,1,1,0.559567432,0.229575208,0.04846824,0.01,1,1,1,1,1,1,1,1,0,0.047914243,1,0.555452185,0.388879469,0.280941588,0.22369091,1,1,1,1,1,1,1,1
8029,1,1,0.070137615,0.037369118,1,1,0.612025175,0.258441334,0.180758303,0.123684081,1,1,1,1,1,1,0.096404729,0.128765907,1,1,0.535608632,0.248793,0.156648213,0.090468843,1,1,1,1,1,1,1,1,0.125364622,0.059138421,1,1,0.594669771,0.248123118,0.066731157,0.023953943,1,1,1,1,1,1,1,1,0,0.047914243,1,0.534548132,0.396716337,0.29595818,0.247564181,1,1,1,1,1,1,1,1
