Time_Index,NG,None,coal,blue_ammonia
134,2.74,0.0,1.8729355,1.8729355
135,2.74,0.0,1.8729355,1.8729355
136,2.74,0.0,1.8729355,1.8729355
137,2.74,0.0,1.8729355,1.8729355
138,2.74,0.0,1.8729355,1.8729355
139,2.74,0.0,1.8729355,1.8729355
140,2.74,0.0,1.8729355,1.8729355
141,2.74,0.0,1.8729355,1.8729355
142,2.74,0.0,1.8729355,1.8729355
143,2.74,0.0,1.8729355,1.8729355
144,2.74,0.0,1.8729355,1.8729355
145,4.28,0.0,1.8729355,1.8729355
146,4.28,0.0,1.8729355,1.8729355
147,4.28,0.0,1.8729355,1.8729355
148,4.28,0.0,1.8729355,1.8729355
149,4.28,0.0,1.8729355,1.8729355
150,4.28,0.0,1.8729355,1.8729355
151,4.28,0.0,1.8729355,1.8729355
152,4.28,0.0,1.8729355,1.8729355
153,4.28,0.0,1.8729355,1.8729355
154,4.28,0.0,1.8729355,1.8729355
155,4.28,0.0,1.8729355,1.8729355
156,4.28,0.0,1.8729355,1.8729355
157,4.28,0.0,1.8729355,1.8729355
158,4.28,0.0,1.8729355,1.8729355
159,4.28,0.0,1.8729355,1.8729355
160,4.28,0.0,1.8729355,1.8729355
161,4.28,0.0,1.8729355,1.8729355
162,4.28,0.0,1.8729355,1.8729355
163,4.28,0.0,1.8729355,1.8729355
164,4.28,0.0,1.8729355,1.8729355
165,4.28,0.0,1.8729355,1.8729355
166,4.28,0.0,1.8729355,1.8729355
167,4.28,0.0,1.8729355,1.8729355
168,4.28,0.0,1.8729355,1.8729355
169,4.28,0.0,1.8729355,1.8729355
170,4.28,0.0,1.8729355,1.8729355
171,4.28,0.0,1.8729355,1.8729355
172,4.28,0.0,1.8729355,1.8729355
173,4.28,0.0,1.8729355,1.8729355
174,4.28,0.0,1.8729355,1.8729355
175,4.28,0.0,1.8729355,1.8729355
176,4.28,0.0,1.8729355,1.8729355
177,4.28,0.0,1.8729355,1.8729355
178,4.28,0.0,1.8729355,1.8729355
179,4.28,0.0,1.8729355,1.8729355
180,4.28,0.0,1.8729355,1.8729355
181,4.28,0.0,1.8729355,1.8729355
182,4.28,0.0,1.8729355,1.8729355
183,4.28,0.0,1.8729355,1.8729355
184,4.28,0.0,1.8729355,1.8729355
185,4.28,0.0,1.8729355,1.8729355
186,4.28,0.0,1.8729355,1.8729355
187,4.28,0.0,1.8729355,1.8729355
188,4.28,0.0,1.8729355,1.8729355
189,4.28,0.0,1.8729355,1.8729355
190,4.28,0.0,1.8729355,1.8729355
191,4.28,0.0,1.8729355,1.8729355
192,4.28,0.0,1.8729355,1.8729355
