Time_Index,ng,coal,biomass,uranium,ng_ccs,h2,None
928,3.6,1.95,1.02,0.66,4.1,20.0,0.0
929,3.6,1.95,1.02,0.66,4.1,20.0,0.0
930,3.6,1.95,1.02,0.66,4.1,20.0,0.0
931,3.6,1.95,1.02,0.66,4.1,20.0,0.0
932,3.6,1.95,1.02,0.66,4.1,20.0,0.0
933,3.6,1.95,1.02,0.66,4.1,20.0,0.0
934,3.6,1.95,1.02,0.66,4.1,20.0,0.0
935,3.6,1.95,1.02,0.66,4.1,20.0,0.0
936,3.6,1.95,1.02,0.66,4.1,20.0,0.0
937,3.6,1.95,1.02,0.66,4.1,20.0,0.0
938,3.6,1.95,1.02,0.66,4.1,20.0,0.0
939,3.6,1.95,1.02,0.66,4.1,20.0,0.0
940,3.6,1.95,1.02,0.66,4.1,20.0,0.0
941,3.6,1.95,1.02,0.66,4.1,20.0,0.0
942,3.6,1.95,1.02,0.66,4.1,20.0,0.0
943,3.6,1.95,1.02,0.66,4.1,20.0,0.0
944,3.6,1.95,1.02,0.66,4.1,20.0,0.0
945,3.6,1.95,1.02,0.66,4.1,20.0,0.0
946,3.6,1.95,1.02,0.66,4.1,20.0,0.0
947,3.6,1.95,1.02,0.66,4.1,20.0,0.0
948,3.6,1.95,1.02,0.66,4.1,20.0,0.0
949,3.6,1.95,1.02,0.66,4.1,20.0,0.0
950,3.6,1.95,1.02,0.66,4.1,20.0,0.0
951,3.6,1.95,1.02,0.66,4.1,20.0,0.0
952,3.6,1.95,1.02,0.66,4.1,20.0,0.0
953,3.6,1.95,1.02,0.66,4.1,20.0,0.0
954,3.6,1.95,1.02,0.66,4.1,20.0,0.0
955,3.6,1.95,1.02,0.66,4.1,20.0,0.0
956,3.6,1.95,1.02,0.66,4.1,20.0,0.0
957,3.6,1.95,1.02,0.66,4.1,20.0,0.0
958,3.6,1.95,1.02,0.66,4.1,20.0,0.0
959,3.6,1.95,1.02,0.66,4.1,20.0,0.0
960,3.6,1.95,1.02,0.66,4.1,20.0,0.0
961,3.6,1.95,1.02,0.66,4.1,20.0,0.0
962,3.6,1.95,1.02,0.66,4.1,20.0,0.0
963,3.6,1.95,1.02,0.66,4.1,20.0,0.0
964,3.6,1.95,1.02,0.66,4.1,20.0,0.0
965,3.6,1.95,1.02,0.66,4.1,20.0,0.0
966,3.6,1.95,1.02,0.66,4.1,20.0,0.0
967,3.6,1.95,1.02,0.66,4.1,20.0,0.0
968,3.6,1.95,1.02,0.66,4.1,20.0,0.0
969,3.6,1.95,1.02,0.66,4.1,20.0,0.0
970,3.6,1.95,1.02,0.66,4.1,20.0,0.0
971,3.6,1.95,1.02,0.66,4.1,20.0,0.0
972,3.6,1.95,1.02,0.66,4.1,20.0,0.0
973,3.6,1.95,1.02,0.66,4.1,20.0,0.0
974,3.6,1.95,1.02,0.66,4.1,20.0,0.0
975,3.6,1.95,1.02,0.66,4.1,20.0,0.0
976,3.6,1.95,1.02,0.66,4.1,20.0,0.0
977,3.6,1.95,1.02,0.66,4.1,20.0,0.0
978,3.6,1.95,1.02,0.66,4.1,20.0,0.0
979,3.6,1.95,1.02,0.66,4.1,20.0,0.0
980,3.6,1.95,1.02,0.66,4.1,20.0,0.0
981,3.6,1.95,1.02,0.66,4.1,20.0,0.0
982,3.6,1.95,1.02,0.66,4.1,20.0,0.0
983,3.6,1.95,1.02,0.66,4.1,20.0,0.0
984,3.6,1.95,1.02,0.66,4.1,20.0,0.0
985,3.6,1.95,1.02,0.66,4.1,20.0,0.0
986,3.6,1.95,1.02,0.66,4.1,20.0,0.0
987,3.6,1.95,1.02,0.66,4.1,20.0,0.0
988,3.6,1.95,1.02,0.66,4.1,20.0,0.0
989,3.6,1.95,1.02,0.66,4.1,20.0,0.0
990,3.6,1.95,1.02,0.66,4.1,20.0,0.0
991,3.6,1.95,1.02,0.66,4.1,20.0,0.0
992,3.6,1.95,1.02,0.66,4.1,20.0,0.0
993,3.6,1.95,1.02,0.66,4.1,20.0,0.0
994,3.6,1.95,1.02,0.66,4.1,20.0,0.0
995,3.6,1.95,1.02,0.66,4.1,20.0,0.0
996,3.6,1.95,1.02,0.66,4.1,20.0,0.0
997,3.6,1.95,1.02,0.66,4.1,20.0,0.0
998,3.6,1.95,1.02,0.66,4.1,20.0,0.0
999,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1000,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1001,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1002,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1003,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1004,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1005,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1006,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1007,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1008,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1009,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1010,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1011,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1012,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1013,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1014,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1015,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1016,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1017,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1018,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1019,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1020,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1021,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1022,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1023,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1024,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1025,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1026,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1027,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1028,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1029,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1030,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1031,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1032,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1033,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1034,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1035,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1036,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1037,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1038,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1039,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1040,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1041,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1042,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1043,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1044,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1045,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1046,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1047,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1048,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1049,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1050,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1051,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1052,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1053,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1054,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1055,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1056,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1057,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1058,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1059,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1060,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1061,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1062,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1063,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1064,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1065,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1066,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1067,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1068,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1069,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1070,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1071,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1072,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1073,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1074,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1075,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1076,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1077,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1078,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1079,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1080,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1081,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1082,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1083,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1084,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1085,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1086,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1087,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1088,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1089,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1090,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1091,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1092,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1093,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1094,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1095,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1096,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1097,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1098,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1099,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1100,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1101,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1102,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1103,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1104,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1105,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1106,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1107,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1108,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1109,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1110,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1111,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1112,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1113,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1114,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1115,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1116,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1117,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1118,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1119,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1120,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1121,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1122,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1123,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1124,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1125,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1126,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1127,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1128,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1129,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1130,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1131,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1132,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1133,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1134,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1135,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1136,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1137,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1138,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1139,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1140,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1141,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1142,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1143,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1144,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1145,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1146,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1147,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1148,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1149,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1150,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1151,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1152,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1153,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1154,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1155,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1156,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1157,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1158,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1159,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1160,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1161,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1162,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1163,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1164,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1165,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1166,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1167,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1168,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1169,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1170,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1171,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1172,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1173,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1174,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1175,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1176,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1177,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1178,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1179,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1180,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1181,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1182,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1183,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1184,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1185,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1186,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1187,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1188,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1189,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1190,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1191,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1192,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1193,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1194,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1195,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1196,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1197,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1198,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1199,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1200,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1201,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1202,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1203,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1204,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1205,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1206,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1207,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1208,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1209,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1210,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1211,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1212,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1213,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1214,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1215,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1216,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1217,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1218,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1219,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1220,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1221,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1222,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1223,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1224,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1225,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1226,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1227,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1228,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1229,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1230,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1231,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1232,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1233,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1234,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1235,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1236,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1237,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1238,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1239,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1240,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1241,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1242,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1243,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1244,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1245,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1246,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1247,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1248,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1249,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1250,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1251,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1252,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1253,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1254,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1255,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1256,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1257,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1258,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1259,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1260,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1261,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1262,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1263,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1264,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1265,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1266,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1267,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1268,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1269,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1270,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1271,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1272,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1273,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1274,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1275,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1276,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1277,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1278,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1279,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1280,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1281,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1282,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1283,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1284,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1285,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1286,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1287,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1288,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1289,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1290,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1291,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1292,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1293,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1294,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1295,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1296,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1297,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1298,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1299,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1300,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1301,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1302,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1303,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1304,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1305,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1306,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1307,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1308,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1309,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1310,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1311,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1312,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1313,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1314,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1315,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1316,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1317,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1318,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1319,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1320,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1321,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1322,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1323,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1324,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1325,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1326,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1327,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1328,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1329,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1330,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1331,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1332,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1333,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1334,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1335,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1336,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1337,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1338,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1339,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1340,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1341,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1342,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1343,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1344,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1345,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1346,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1347,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1348,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1349,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1350,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1351,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1352,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1353,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1354,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1355,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1356,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1357,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1358,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1359,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1360,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1361,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1362,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1363,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1364,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1365,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1366,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1367,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1368,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1369,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1370,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1371,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1372,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1373,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1374,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1375,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1376,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1377,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1378,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1379,3.6,1.95,1.02,0.66,4.1,20.0,0.0
