Resource,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery
t203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.392887948613186,-0.2717391304347826,-48.336323820267275
t204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.392887948613186,-0.2717391304347826,-48.336323820267275
t205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.392887948613186,-0.2717391304347826,-48.336323820267275
t206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.392887948613186,-0.2717391304347826,-48.336323820267275
t207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.392887948613186,-0.2717391304347826,-48.336323820267275
t208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.392887948613186,-0.2717391304347826,-48.336323820267275
t209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.392887948613186,-0.2717391304347826,-48.336323820267275
t210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.392887948613186,-0.2717391304347826,-48.336323820267275
t211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.392887948613186,-0.2717391304347826,-48.336323820267275
t212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.392887948613186,-0.2717391304347826,-48.336323820267275
t213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27308500245388845,-0.2717391304347826,-48.336323820267275
t214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27308500245388845,-0.2717391304347826,-0.2752692057325527
t215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27308500245388845,-0.2717391304347826,-0.2752692057325527
t216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27308500245388845,-0.2717391304347826,-0.2752692057325527
t217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27308500245388845,-0.2717391304347826,-0.2752692057325527
t218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27308500245388845,-0.2717391304347826,-0.2752692057325527
t219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27308500245388845,-0.2717391304347826,-0.2752692057325527
t220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27308500245388845,-0.2717391304347826,-0.2752692057325527
t221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27308500245388845,-0.2717391304347826,-0.2752692057325527
t222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27308500245388845,-0.2717391304347826,-0.2752692057325527
t223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27308500245388845,-0.2717391304347826,-0.2752692057325527
t224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27308500245388845,-0.2717391304347826,-0.2752692057325527
t225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27308500245388845,-0.2717391304347826,-0.2752692057325527
t226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27308500245388845,-0.2717391304347826,-0.2752692057325527
