Time_Index,NENG_CT_NG,NENG_ME_NG,NENGREST_NG,west_north_central_coal,new_england_uranium,NENG_CT_NG_ccs90,NENG_ME_NG_ccs90,NENGREST_NG_ccs90,NENG_CT_NG_ccs100,NENG_ME_NG_ccs100,NENGREST_NG_ccs100,None
122,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
123,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
124,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
125,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
126,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
127,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
128,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
129,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
130,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
131,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
132,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
133,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
134,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
135,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
136,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
137,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
138,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
139,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
140,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
141,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
142,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
143,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
144,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
145,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
146,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
147,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
148,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
149,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
150,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
151,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
152,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
153,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
154,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
155,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
156,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
157,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
158,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
159,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
160,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
161,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
162,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
163,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
164,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
165,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
166,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
167,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
168,2.13,2.13,3.18,1.67,0.69,2.13,2.13,3.18,0.7,0.7,1.75,0.0
169,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
170,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
171,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
172,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
173,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
174,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
175,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
176,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
177,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
178,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
179,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
180,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
181,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
182,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
183,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
184,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
185,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
186,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
187,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
188,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
189,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
190,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
191,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
192,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
193,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
194,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
195,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
196,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
197,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
198,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
199,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
200,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
201,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
202,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
203,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
204,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
205,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
206,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
207,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
208,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
209,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
210,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
211,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
212,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
213,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
214,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
215,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
216,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
217,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
218,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
219,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
220,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
221,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
222,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
223,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
224,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
225,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
226,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
227,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
228,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
229,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
230,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
231,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
232,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
233,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
234,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
235,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
236,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
237,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
238,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
239,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
240,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
241,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
242,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
243,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
244,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
245,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
246,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
247,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
248,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
249,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
250,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
251,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
252,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
253,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
254,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
255,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
256,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
257,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
258,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
259,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
260,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
261,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
262,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
263,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
264,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
265,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
266,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
267,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
268,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
269,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
270,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
271,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
272,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
273,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
