Line,1,2,3,4,5,6,7,8,9,10,Total
t10,76174.44329693163,3254.476175409396,112205.22321412,49142.105575695954,273416.4601589739,112923.19630115539,28820.495022332936,112698.01401082281,158019.40855183612,30558.895233722913,957212.717541001
t11,73263.71219166444,3253.3498387596546,106658.92742393319,49115.085324445405,316127.5902045216,112472.19965659545,28948.580880280177,111179.19390662776,159479.75654734328,32215.77470868047,992714.1706828513
t12,68462.5020418587,3248.7787434368724,93084.0474102626,47616.304995494516,345119.80682892416,103589.75844390217,28753.017566284067,98681.69913806194,159479.75654740416,32215.77470874162,980251.4464243706
t13,13806.057884274545,0.0003207610474203636,0.00014789168126937542,0.0002475279882981806,278594.652199059,0.00020876979897734203,0.0003944156277247152,9.374331958059198e-5,157830.72391336894,32215.77461390225,482447.2100237143
t14,9.907392943445416e-5,4902.73090414333,36758.398933215474,77827.9666958796,309364.2488029788,9.759801532707703e-5,0.00010033708721283146,24976.337504816493,112772.14059877252,8.763418224034647e-5,566601.8238244494
t15,0.00015482239033695413,4902.730925055521,75528.41525173862,77827.96694667039,304023.67717472033,104585.27295957331,44313.66589419721,20761.024689235583,114090.00007090422,9.40200545034459e-5,746032.7541609377
t16,0.00016812808995960105,4902.730924908429,132114.93919803997,77827.96694934166,207936.59151893048,208049.65170866248,44313.66604554841,24521.76721910697,106663.85133570812,0.00010483687260424357,806331.1651732116
t17,34900.92185430356,4902.724967695938,162626.28970410707,77827.9668994971,12373.538671976645,208049.6527704308,0.00010984530107915881,6.010319859396725e-5,144935.86335130263,5.551496503216874e-5,645616.9584447772
t18,6.609375904775621e-5,4902.730890449657,170480.17398888466,77827.96689789926,134396.3800385623,208049.65323213363,9.608136211939795e-5,10519.464270152212,84004.42262874931,5.527611419730306e-5,690180.7921642823
t19,93430.74076433688,4.540422041161965e-5,169291.2898058471,0.0001041946722534738,34124.64541113786,208049.65289019287,44313.666330396605,4433.4472115478675,6.577684648892751e-5,32215.774601039408,585859.2172298742
t20,5615.781843400295,1.8163533373873926e-5,91341.26232893701,3.940845652927845e-5,4.9713143162299096e-5,208049.65314058875,1.8258794003492295e-5,31251.78027105461,43852.700911723834,28797.704941235635,408908.88356248406
t21,7.318851104826434e-5,4.384279325471485e-5,99380.85051672056,21233.609033501412,37062.96993457433,117236.81037854051,2.961128845537498e-5,3.7126866899086e-5,68146.03157442444,32215.773010078294,375276.04463160905
t22,9.755520715644376e-5,4902.730937382004,87133.14927909854,1980.9005963878105,106277.9506219202,5.089547288817206e-5,4.546320600413554e-5,0.0019433630602601736,62019.52801240733,32215.772080165465,294530.0336646383
t23,35727.384550630355,4902.7309300861325,0.00017128750296425813,0.0001328726328158845,137616.874573436,4.676397602010878e-5,4.813668357590711e-5,20021.01366570785,109488.7967354223,0.00013158328520886033,307756.80098592676
t24,65506.66070336926,4443.461763250939,5.003549383351182e-5,5.341245069888274e-5,174588.87639238793,5.4082806023961105e-5,6.697761438090977e-5,56681.63543786924,139064.19132819722,5.3205071547133144e-5,440284.82590278797
t25,109526.62417606195,4902.730938968473,36308.52017775239,0.00035781337534842726,196565.06132559167,5.2050955070604544e-5,5.327468405368523e-5,80324.12486705839,159479.75592291917,3504.735071621243,590611.5529431123
t26,123705.62206995167,5.7371044454990514e-5,5.5611915470599806e-5,5.2486542800227995e-5,199175.33499628687,0.00010547865974566275,9323.23234079325,89609.20367822796,159479.75651923177,4858.051921174016,586151.2017966138
t27,112885.87256858531,5.516073792452081e-5,5.8376037520010764e-5,5.2515681048467073e-5,178025.6608943498,0.00010764375502560992,23529.93055862894,87105.92509571464,145744.88364909324,6.308815951451033e-5,547292.2731031562
t28,67293.19035320134,4.695877207414643e-5,0.00016099375371287944,7.688462786519028e-5,151435.48284859362,16899.030249941967,44313.66627291589,81520.72727179276,125060.93991968925,0.00016132591533818427,486523.03736229794
t29,39190.88111509919,4.43190903294249e-5,0.0001528484917772508,7.27136419911826e-5,121440.69930049323,174602.8788465244,44313.66628156639,39272.98791071344,104209.7041740265,0.00015314744998752594,523030.81805145176
t30,118237.80472624068,4.709875018702838e-5,83087.41964724657,0.00010524892389694707,336473.90935962053,208049.65286422285,44313.66631817635,12829.498609526992,98072.1550423552,0.0012802824956438287,901064.1080000193
t31,108154.195607227,5.0849749559719605e-5,0.00017491937728723894,8.355488373238e-5,179853.98381077315,172603.88114330336,44313.66626158971,88201.64852609797,49394.83475413626,0.00017637972512223003,642522.2105888312
t32,5.976701944598806e-5,5.880906335064265e-5,12251.628666622644,6.098382274582893e-5,288262.5620503787,0.0001126671643125551,0.0006814737971066712,93376.26845019349,23491.089242568425,32215.774659715094,449597.32404317916
t33,9.010791314625281e-5,8.581612942444927e-5,11000.492908800788,9.140489428210543e-5,285634.82037942775,0.0001833808251051532,4597.059278843874,61440.287323544144,104642.83946092421,32215.774640119,499531.2744423695
t34,657.448665179469,535.8726367752074,3397.7970093494405,617.2579300105716,326362.6509342632,1234.2766665791269,22025.6992332658,25178.64412215333,159479.75654699805,32215.774708450772,571705.178453025
t35,23981.344251518934,4902.730900693703,4928.693963041858,0.0005613013079629603,377827.1846378723,8.386215988193425e-5,8.615761880069167e-5,34996.82173163942,159479.75638554094,32215.77055029148,638332.3031519199
t36,1149.8435843518537,4902.730926938124,60942.108258536784,0.0004399117616318295,391358.3053160079,6.280912286413395e-5,6.413457998905008e-5,77651.01863528196,141563.56506680427,0.00010794161199333581,677567.572462718
t37,0.000250272560906943,4902.730929098107,30863.6927524195,14774.138880592694,348169.8601908216,6.209436506695216e-5,6.342953161163434e-5,58873.93399920471,144619.32864143752,8.86188339436633e-5,602203.6858579894
t38,0.0002518549425043997,4902.730929109791,61365.200478520106,9812.768390794547,282744.5262495795,6.243132441561523e-5,6.333016197667654e-5,53398.48934798869,159479.75645007164,6190.3452998912535,577893.8175235719
t39,8.891363748073002e-5,4902.730925623571,152043.7878416901,77827.96693873349,213963.13849199543,0.000336759160826163,18651.750773716467,5834.595022611906,159479.7565220508,29011.254034396705,661714.9809764914
t40,5583.3330066653025,4902.730895690515,104572.86285971725,77827.96694756915,143367.31387514443,208049.65277658467,41894.27616144767,0.0009438805994835329,159479.75646739372,5.526149276446212e-5,745677.893989355
t41,35368.89501368944,4902.7309908154,170480.17401712076,77827.96699064491,195031.13706968565,208049.65330819468,44313.666407526645,20917.165144685343,159479.75654275646,5.526312189835344e-5,916371.1455403825
t42,2342.0122927287193,4902.730984840703,170480.1740137419,77827.96698585834,262883.72708400735,208049.6533031102,44313.666397265435,37999.91241225454,94345.92727419862,32215.774688274316,935361.5454362801
t43,79254.15511153416,4902.730979473406,170480.17401203877,77827.96698283368,31501.41536015034,208049.65330064335,44313.666384449796,84594.87264836245,2593.206557821397,32215.77466015704,735733.6159974643
t44,22709.137842485175,1.62530624175937e-5,164121.62696784458,4.980819406962593e-5,127775.83844055675,208049.65316707763,1.5903127010186934e-5,31381.98167789933,37951.55817731222,5.7490995830652376e-5,591989.7964126312
t45,7.124572356665853e-5,5.583444492752405e-5,166805.89140028876,18559.359369490423,209252.0837622874,85718.37876698404,2.9108076532589866e-5,3.660071939254505e-5,52256.524942063086,32215.773034850008,564808.0114687526
t46,4.32327253561329e-5,4902.730776874778,135981.6221606322,35705.064022616454,156578.97626297254,0.00012878346394681466,4.549499025213264e-5,4.689260941282283e-5,53992.488070739055,32215.772151741126,419376.65370998
t47,7519.026306598422,4902.7309439388,72356.97065891216,0.0003364171594318591,195871.30939987634,4.845737179675702e-5,4.893813499730834e-5,61395.22959141954,121945.57852846516,0.00037961210706043255,463990.8462426352
t48,65746.40270536994,4902.730940640463,65282.92631984687,0.00035366147821849444,231031.02150536282,5.090890819104943e-5,5.1886325197271595e-5,92957.45099174925,139618.41865475167,0.00039935817735982723,599538.9519735359
t49,123705.62287858433,4902.730893799183,8.753195407998164e-5,5.720805123478274e-5,250218.18769535582,0.0001083893631481716,15829.432598466621,109089.63913740517,154645.74093696137,6.746585531646924e-5,658391.3544611677
t50,123705.62286018247,5.735890382777029e-5,5.5598754231682554e-5,7.812806840220311e-5,240719.3883877023,33509.613836570294,44313.66626140404,125248.03787652885,158591.74768413987,0.00016135636456350902,726088.0772589699
t51,123705.62286838435,5.7372228608726945e-5,5.564826750454613e-5,7.829745393261322e-5,239785.0115763619,53583.408221378166,44313.666268598914,121951.37562617884,146372.78317971213,0.00016371144014856644,729711.8680956437
t52,123705.62276294339,5.671785503306859e-5,5.748782312300635e-5,7.849941549163213e-5,214486.33007340768,41493.372037345114,44313.66627006742,107856.87854497832,143454.48072889802,0.00016460548218356926,675310.3507749506
t53,37687.86971093831,4.4319880883982734e-5,0.00015317755767162606,7.272115879042928e-5,173153.41964795082,185486.8929844452,44313.666281621925,64673.94821076698,125351.98559386682,0.0001531268389828785,630667.7828529355
t54,92109.64157709418,4.536800448664319e-5,67473.31357280794,0.00010115644520093763,288479.3529233452,208049.65287862372,44313.66632168093,41878.49956749838,116293.0530259607,0.0011941191373308325,858597.1812076545
t55,77280.52509168598,5.2951280197055453e-5,0.00018113808044567756,8.66468781363978e-5,131326.24377709287,43845.71247806605,44313.66625404548,144899.35276905325,34721.05719006935,0.0001817859645195689,476386.5580625352
t56,20297.015153657747,4902.730809090162,0.00013593132651760364,0.00013664441591975879,370123.4518189482,8.230996655648601e-5,8.825062565397015e-5,79818.53102451884,70827.61200752307,32204.450319280055,578173.7915761544
t57,50503.10879522415,3210.14354713618,47067.15113561494,35583.62436865936,420219.79682280513,58623.55867227058,27516.345877170297,62154.95734838689,159479.75654734808,32215.77470871965,896574.2178233354
t58,36856.573114789804,3192.5301654130344,38342.49953249237,32392.809588738386,414261.9682428933,40675.95104728682,24192.53314308033,59078.684947778114,159479.7565473547,32215.774708717974,840689.0810385448
t59,876.0452285788737,0.00012146219875283652,0.00010118904125568682,42928.174550360636,393485.5570268867,9.223774047634442e-5,9.39109364516594e-5,19636.699103419458,159479.75640378887,20653.78822736547,637060.0209491999
t60,6.0047999649617074e-5,4902.730926872305,318.1182628723474,77827.96689240256,325300.46224416106,0.00010093371015039845,0.00011322497851982951,47324.55214500274,95937.68941475556,6.119207862259179e-5,551611.5202214653
t61,5.931890656967593e-5,4902.730926902156,3822.8325015679206,77827.96689528436,412135.9635093486,0.00010093378390291218,0.00011419740131072634,32477.14641446678,155854.3569270068,6.10256360144492e-5,687020.9975100523
t62,5.8884070222832067e-5,4902.730926990647,75983.12773547701,77827.96689581034,360854.6373461809,0.00010152244644761398,0.00011461992554396412,27903.41502442894,159479.75643800935,7.968134274937672e-5,706951.634721605
t63,0.0001504442639830729,4902.730910230434,120016.92255998158,77827.96694090968,310789.67172741995,18410.387822366734,43327.493476814394,0.0013181450231754346,159479.75651840397,727.8944912036497,735482.8259159197
t64,0.00014407615013959147,4902.730932117622,155988.35051488923,77827.96695157769,324853.65025586373,143815.0937168643,44313.66594291907,6107.047344444165,159479.75648102106,5.527076119438184e-5,917288.2623390438
t65,20945.217026277533,4902.730994533448,170480.1740200422,77827.966992998,362704.7098416351,208049.65331099273,44313.66641121893,44696.86288388163,159479.75654465592,5.537693931432402e-5,1.0934007380816124e6
t66,0.00010884608120106174,4902.730985954774,170480.17401447849,77827.96698591801,268291.7403643255,208049.65330318373,44313.66639738863,62085.22524799997,123729.63861071359,32215.774688463334,991896.5707072722
t67,39054.347923316076,4902.7309136539525,170480.17399788185,77827.96695832866,200382.0277395964,208049.65328139273,43310.20086559373,83256.10073415037,5.017105961473766e-5,6653.6244726695295,833916.8269367544
t68,2.8515851235112906e-5,4902.730917762298,170480.17401294317,2.3789794844075397e-5,300205.3650613399,172783.98906318963,1.5260752272379904e-5,19893.9344208883,69527.30346250684,2.2861109449113083e-5,737793.4970290576
t69,22046.319642978906,4902.730969173214,170480.174005833,1330.8233327767553,378489.41287885455,86122.42379161294,3.058137177245592e-5,3.817711520985747e-5,78834.84338042782,32215.772918433002,774422.5009888486
t70,5.581280793410384e-5,4902.7309217618695,169017.23739010654,32425.506084996414,293614.95837413,0.00016549092449476011,4.5057390878641695e-5,7.879281117916892e-5,79640.65054675836,32215.77216760943,611816.8558305165
t71,19263.93437223084,4902.730943731852,79176.51547641223,0.0003329197511301972,245466.197744685,5.088300152153757e-5,4.889231594782117e-5,29541.244212471345,129872.55109111023,0.0003765915007052939,508223.17464992806
t72,66920.54782496774,4902.730940537886,15934.52334528923,0.0003475936705383658,296002.4179829759,5.095279465308638e-5,5.1806924124511335e-5,26308.69523425986,120444.81573935424,0.00039372789579009777,530513.7319114661
t73,123705.6220883851,5.741067769120628e-5,5.562764730097549e-5,5.2560796891103925e-5,310426.41352900537,0.00010535126174241081,20766.553221125785,63916.90809351916,133764.02676976618,6.285974769063123e-5,652579.5240356118
t74,123705.62287030165,5.734027166748759e-5,5.56286665964499e-5,7.829276416172565e-5,307203.0710630875,57013.51905255193,44313.66626820655,90838.59094238235,156555.87401077093,0.0001629982392383641,779630.3445615609
t75,96448.87009895057,4.6971884287179405e-5,0.00016249692140140898,7.705345602461469e-5,306186.4163374343,159824.01441700192,44313.66627342125,78111.51455103113,159479.75645032508,6.651586474781004e-5,844364.2384812025
t76,60279.40483282151,4.694617507581032e-5,0.0001657992524158852,7.743861548959024e-5,283337.3550756641,205110.6124729103,44313.66627460063,58100.699271126214,152089.04904423296,0.0001646892690614464,803230.787426229
t77,50281.79747730902,4.525482856492192e-5,14425.99349290648,0.00010077367365169638,239814.0141306459,208049.65287655793,44313.66632180508,75147.32063587272,125336.14791204521,0.001172032961424341,757368.5941652039
t78,123705.62284404424,4.537334261730621e-5,115068.31183239358,40360.10558110103,426248.76663893415,208049.65317412963,44313.666357676164,57358.060619820484,136774.87746321695,32215.77454594392,1.1840948391026335e6
t79,103443.61018294463,5.0850994140540915e-5,0.00017472894149008855,8.337958368861352e-5,292019.8806211544,127880.35084125731,44313.666261283244,130832.49381731966,95689.47383928229,0.00017533151044801836,794179.4760475325
t80,9504.259428292491,6.80548090925323e-5,7.141936768880333e-5,6.463033394620932e-5,441624.14950641163,0.00012976607535043115,34282.39632371339,94712.93146732562,57673.28690268837,32215.774661099167,670012.7986234012
t81,34146.29074499722,8.881086025207503e-5,0.00030648182164808843,0.00014557415898072053,467456.8488853606,15383.636053096021,44313.66641029508,24911.0331590306,142253.2297537369,32215.774705487718,760680.480252871
t82,13978.499930061835,1828.9772165751438,9.176433865435328e-5,9.682898658142994e-5,467456.84877432697,9.690085292031024e-5,34264.52601976603,18372.339705726317,152525.11587061596,32215.774636012142,720642.0824385786
t83,0.0003344491012079755,4902.730903444716,27775.315968584662,61126.587021637686,467456.84885001223,8.471746528868503e-5,26758.752834383566,53394.8874639566,123434.74146070283,32215.77463995159,797065.6395618403
t84,0.0001553108618633316,4902.730925030444,50860.2041633941,77827.96694655152,467456.84888332436,23780.060652281205,44313.66637026094,86063.94599201139,95979.99608749505,32215.774689727063,883401.1948653868
t85,0.00024515626826493556,4902.730929061391,17742.456284087144,62216.65281494622,467456.84877706744,6.31720398357138e-5,6.372457699251963e-5,58598.9230768435,118611.51086327694,16673.072612918575,746202.195730254
t86,5.9435864926124926e-5,4902.730926997377,126221.07300951796,77827.96689699666,430801.071769077,0.00010601871123261333,0.00012265656338945937,58837.401220080435,119951.57927034453,6.123014248054381e-5,818541.8234423553
t87,8.821089598723269e-5,4902.730938633564,170480.17340859718,77827.96694778214,400691.52417899115,30481.671161193477,44313.66590442551,21490.227108577852,135219.28063102177,9.207068084032324e-5,885407.2404595044
t88,12111.531274603993,4902.730976766728,170480.17398872742,77827.96695157432,432528.8135954785,155329.4708119804,44313.665940654,4456.85953418455,142580.76547411934,8.533118618200217e-5,1.0445319786334204e6
t89,33010.19273643186,4902.730995468629,170480.17402087685,77827.96699422297,467456.8488701497,208049.6533124931,44313.66641034659,43884.62541536,159479.75654230925,6365.547446738085,1.2157711627443968e6
t90,0.00010226313800148653,4902.730985948211,170480.17401445218,77827.96698590725,397722.5637618123,208049.65330317445,44313.66639736746,88550.62172439878,132558.26635908647,32215.77468843443,1.1566214183228444e6
t91,14728.766368678458,4902.730939587182,170480.17400159017,77827.96696537727,305210.22047324904,208049.6532862923,44313.66613175382,90685.30663574245,6.772208271212197e-5,16543.759982029896,932742.2448520226
t92,9360.176538581598,4902.730984402197,170480.17401795197,0.0005764049068166908,350899.5518610916,208049.65327179176,1.4652715673024439e-5,42199.457571303465,33210.51719389847,25076.38593863956,844178.6479687182
t93,22143.345926684542,4902.730969306667,170480.17400630243,0.0010876171204925466,398286.4311583699,140219.62144539013,2.9710791342548248e-5,3.8603792140232914e-5,55112.917301642425,29121.343175296228,820266.5651389242
t94,0.00010937136793494645,6.671663711563787e-5,164100.54926679586,3750.174673970008,298872.4431972987,40769.010829655854,4.5040985260154843e-5,5.589405667469135e-5,27575.251491315885,32215.772107332818,567283.2018433922
t95,9.181950771698104e-5,4.627390636975315e-5,92337.84440254733,5.1622985601768156e-5,195281.57522490306,0.00012067107137981926,9359.941983576207,430.0706496557038,73687.67536164736,6.0925904064522874e-5,371097.1079936431
t96,11618.489083194998,4902.730940347757,53914.258791872155,0.0003764826319569556,246003.56838958545,5.219345238932525e-5,5.1836448711620225e-5,22034.843838957677,102793.99313195498,0.0004215574361634174,441267.88507798297
t97,71326.09313392488,4902.730940539767,12760.302575264723,0.0003478510638561603,271809.4613328225,5.098162317943927e-5,5.182014333446087e-5,37962.53925955198,117143.89231699411,0.0003937264557525856,515905.0204034773
t98,120489.95869400489,5.737472250953554e-5,5.5622343510431455e-5,5.1498353185208314e-5,287300.0247781408,9.729642388283293e-5,0.0007922843601943773,49507.97737517408,125023.0002951786,6.036670439409678e-5,582320.9622569412
t99,59523.860769912106,4.6970598606713866e-5,0.00016207250912810833,7.697716267412983e-5,252274.74073982248,121668.5683965266,44313.66627319148,58591.42008941902,115582.63103688906,0.00016184664409020535,651954.8877536276
t100,23326.9908268387,4.4320607825873545e-5,0.00015297183306087995,7.267671442239014e-5,230816.11241733312,173525.14134875478,44313.66628153281,35012.21836232003,106689.64676846875,0.00015298996814828137,613683.7764282073
t101,34564.399224287954,4.472682213205732e-5,0.0004362271101348569,8.882889517995284e-5,184922.14336065884,208049.65264658016,44313.66631137992,32792.7672803421,82373.99289530571,0.00035447558121553657,587016.6226428131
t102,102961.40924400663,4.570537358226603e-5,94105.46860814493,0.00010861086195869231,371362.7763751565,208049.65287991185,44313.666325640595,0.000880557765881226,93022.30653615478,27522.854670294342,941338.1356741837
t103,112538.05364071748,5.085068270241951e-5,0.00017391856726178557,8.339094050383322e-5,289942.788262182,119833.09415539035,44313.66626131568,88040.01381554017,68123.33708676576,0.00017550044859770085,722790.9537055719
t104,5.902218006282265e-5,4902.730580028005,6.832235882657672e-5,22118.917765048507,402446.52098518703,6.20353308296863e-5,6.328274303703618e-5,36221.49396227231,90287.34871378064,8.850680024224364e-5,555977.0123474859
t105,12912.664160493994,0.00010222249033223484,0.00011085403319067585,9.742577770189122e-5,408585.02059024613,0.00019596902753387754,25198.670305609787,17871.794205618116,133887.77537220533,32215.77463578163,630671.6997764263
t106,0.00010916404828421002,0.00010243761059109001,0.00010923948805657113,0.00012901133887377017,440714.0243211781,8.839404858363517e-5,9.750458844586367e-5,18733.955284957774,135275.49636436053,31769.521116845768,626492.9977230933
t107,0.0003370202222182373,4902.730902254384,23799.488360564617,65230.89383926273,467456.84883938264,8.596886647792523e-5,0.00023998524029147515,12798.192550455487,127997.38524342638,32215.774614003494,734401.3150123241
t108,6.003902302104549e-5,4902.730926934115,71962.56110109302,77827.96689696622,467456.8488474771,0.00014541085677902585,6.583287667607425e-5,65967.39666301163,95739.26464568225,23110.06927223966,806966.8386246869
t109,0.00024562141181614326,4902.730929083504,44217.9907966586,57536.85042748224,455593.79711660836,6.374402626665342e-5,6.378236537668589e-5,35846.06149269198,124152.47281762942,8.820821921704344e-5,722249.9040415102
t110,24293.884238213574,4902.730929382776,55638.72983972218,0.0004206555455863934,383060.2936555025,6.069338265692953e-5,6.188648553036386e-5,21226.919479608525,139027.6803986044,0.00010425496709616924,628150.2391885243
t111,6.237952357306714e-5,4902.730926961401,162654.71239475577,77827.96691469777,335695.664901964,0.00013257648920532742,0.0004486290714952427,4817.636444685788,156268.38142058486,6.327984812917028e-5,742167.0937105144
t112,0.00014022931923284775,4902.730915115579,166958.45156387115,77827.96694432717,253671.5770781789,176736.93969190368,10861.12928661805,0.00017700285409730546,133953.20908570944,6.953029274312769e-5,824912.0049524865
t113,7674.817248888304,4902.7309836136155,170480.17401278383,77827.96697229845,299890.3250927925,208049.65328949387,44313.6663536629,50937.125708095205,154883.31344699505,32215.77456297564,1.0511755476715993e6
t114,9157.4081354297,4902.730985950356,170480.1740144665,77827.96697728403,363920.70048619516,208049.65329450276,44313.666371848936,87720.87084992335,122430.79291766748,32215.77463864888,1.121019738671917e6
t115,41419.3659634689,0.0001132627832640157,170480.17396443544,77827.96686237928,186349.64071746395,208049.6532431553,6.498434067208779e-5,52875.703730206296,2948.6482161740432,32215.774585669435,772166.9274611998
t116,1.960145646117678e-5,4902.726361367014,170480.1740079157,37962.63660413046,253909.89289866854,208049.65326231418,1.8447364677922163e-5,16834.312340433153,68830.6934115188,32215.773657202277,793185.8625815989
t117,360.80114020191326,4902.730961527962,170480.17400264397,54088.4956813962,289300.78276822093,118429.69432557073,3.1702806712765574e-5,3.9365833843328125e-5,92989.86528119647,32215.772930814735,762768.3171626416
t118,0.00010986433549199932,6.662888498215349e-5,141239.04493133244,26537.48599191822,276599.097397535,6402.951998857386,4.503455832622303e-5,5.5241467988689774e-5,78254.20615810851,32215.77217002735,561248.5589245482
t119,3643.6236366973217,4902.730943696532,73394.19807993369,0.00040786438800867724,144977.58990290755,5.179333187940209e-5,4.8615404991004926e-5,23852.076292599228,119420.25290596389,0.00046890704219040006,370190.4727389784
t120,2452.533391800861,4902.730943943073,35413.25574900126,0.00034238353285157583,183365.60427759847,4.804221267019757e-5,4.897831627026241e-5,49253.06178648218,145987.19119303857,0.000388763544549659,421374.378170032
t121,46620.290858405366,6.269823429052492e-5,5.614838578781424e-5,5.2596135462440496e-5,218661.3250524608,9.601771945739448e-5,0.0008058115992509589,67874.39646714351,159479.75652288005,7523.901778381483,500159.6717525433
t122,29160.33727126353,4.69901593203867e-5,0.0001591926781044639,7.670970509645782e-5,198124.52745244998,30312.064795494756,44313.666264470165,94249.98448012663,159479.75653111946,9926.932505369768,565567.2695831868
t123,55514.381499395044,4.700546100464882e-5,0.00015981253249561773,7.666691799842386e-5,182898.51450893693,20436.24245327096,44313.66626393126,81871.61340065821,159479.7565301853,5108.087860762678,549622.2628006254
t124,36610.749855935086,4.4322923631559744e-5,0.00015184131469614992,7.25477626526864e-5,161131.37264401888,63470.2069342687,44313.6662807423,71618.74678061395,159479.7565320734,6202.1492899887135,542826.648586353
t125,44017.04859061521,4.431886699983827e-5,0.0001526560705905657,7.267140714944828e-5,126129.65845702692,179256.06291578655,44313.66628139454,45882.03527510061,146779.60741858598,0.00015253407868030285,586378.0793606902
t126,104380.04727017548,4.525946246290193e-5,77071.76106419606,0.00010091343274096956,259773.4650186357,208049.65287909698,44313.666321895376,23677.496909777514,139438.81506927154,0.0011862033822815949,856704.9058654249
t127,109279.6098655726,0.00015313045619582308,5.1335285912122105e-5,5.378410197155506e-5,126781.43559400074,6.490484768016181e-5,9.224388350883543e-5,125353.37826419892,102894.82353982935,5.5291022709369795e-5,464309.24773429125
t128,20808.347537633923,4902.730902409326,19390.475652061075,0.0005771903128337673,338339.7296335565,8.38197254822748e-5,8.572350281241058e-5,30938.45037852346,75269.31607413526,0.0001444399742899682,489649.05106949306
t129,56186.48643464194,3218.4770039294576,52819.22921183352,38562.67546720347,400016.6531188701,60263.114777261326,27742.21504540131,55884.01107669712,159479.7565473651,32215.77470872209,886388.3933919255
t130,48559.19234545807,3213.0437634714594,51243.123631321054,35983.7704627258,421306.30992195546,52950.00669727444,26922.103936236203,51945.48989583933,159479.75654736944,32215.774708723493,883818.5719103748
t131,0.00023496028743671393,0.00014767134673058504,8855.264611220196,23372.539960080252,392646.06350951304,9188.72380741064,9.84978779108735e-5,0.00012055431188660477,159479.7564840038,32215.774536809207,625758.1235107209
t132,0.00036457607280292723,4902.730897414744,40690.63953319204,4137.824691938451,411860.7396051074,9.034278697132624e-5,9.19116864262731e-5,28123.960407708462,141841.1901235441,0.000128988908957554,631557.0859347247
t133,0.00015551563522931707,4902.730925041198,59760.277064348746,77827.96694662521,406720.6123835333,22331.817702113414,44313.66589360619,60093.87363990285,92084.78790557319,9.411699334564091e-5,768035.7327103766
t134,9.035762366138205e-5,4902.730925588874,84611.04903269337,77827.96693878876,330471.7805387308,0.00034142225011525254,4797.558128756318,73028.0832968918,100949.37994283014,7.663569089537832e-5,676588.5493126957
t135,0.00012382803304592565,4902.730925254288,132311.96944736436,77827.96694450862,277360.3329638233,0.0007988234617532148,44313.665642313405,42399.74251794361,118793.57543595204,8.729914161998697e-5,697909.9848871103
t136,7673.989891190159,4902.730927128651,135290.79220799854,77827.96695470801,122482.30717541631,208049.65274681678,44313.66617633118,51594.205644857495,133174.4482034995,0.0001313104265342556,785309.760059257
t137,20406.777411707746,4902.730993358368,170480.174019078,77827.96699302398,139420.87777221308,208049.6533109899,44313.666411267994,37568.898010006895,159479.7563879309,32215.774704119063,894666.276013696
t138,5130.268094337306,4902.730994565782,170480.17402013575,77827.96699305202,193756.83466710837,208049.65331107477,44313.666411307735,92210.03132312343,159479.75654358353,31951.496865569883,988102.5792238584
t139,25636.261170122372,2054.3516921957175,170480.17397388266,77827.96689643791,0.0014319852560483097,208049.65325268422,44313.666381697294,73088.98655530253,7220.666651646424,32215.774656838654,640887.5026627929
