,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t183,18942.74162010133,1.5328702402747673e-5,-1.3506637121311288e-5,0.0,-0.0,5.900174684538744e-8,4.2122181230029867e-10,3610.125638285702,-83.86726026854248,-22469.0,21470.316384492016,1.2801261804603409e-5,-1.672417949517046e-5,0.0,-0.0,5.894129575563481e-8,4.200946820895948e-10,10908.774891476993,-246.09127210550275,-32133.000000000004,17446.0453176721,1.3361365690303225e-5,-1.411719222622821e-5,0.0,-0.0,5.873261680122901e-8,4.1983083445579253e-10,-2486.1840140610443,-88.86130291421841,-14871.0,47753.992819330866,1.270165877215131e-5,-2.2345346442421778e-5,0.0,-0.0,5.8556552419191976e-8,4.1914742983011765e-10,-11867.999672622394,-271.99313712368405,-35614.0,28083.370691749387,8.227309617604813e-6,-8.642856664131303e-6,0.0,-0.0,5.888233782866493e-8,4.2108452714885497e-10,-1097.2237369172326,-128.14695447583003,-26858.0,14346.760201310759,3.297947504983602e-6,-3.870475458214742e-6,0.0,-0.0,5.8830274714402145e-8,4.19607037169528e-10,932.5068938379768,-21.267094635312453,-15258.0
t184,20791.38299275493,9.37461816754401e-6,-2.5629419796207834e-5,0.0,-0.0,5.901857886108955e-8,4.2123236390621354e-10,3571.590483116974,-82.97345967656285,-24280.0,22969.641738510927,1.033736265817592e-5,-1.9627208501130217e-5,0.0,-0.0,5.914435804460995e-8,4.2089732129991306e-10,11864.000705056278,-272.6424343369906,-34561.0,17055.119802520498,8.801381820823654e-6,-2.6179406202654678e-5,0.0,-0.0,5.87458921786531e-8,4.1993337428309886e-10,-1879.034484308701,-85.08530089275966,-15091.0,48334.99286931837,9.426033250003534e-6,-4.6450272500351884e-5,0.0,-0.0,5.857992458364785e-8,4.193708260993376e-10,-11867.999694779879,-271.9931375735935,-36195.0,30496.126848617074,6.290009775787906e-6,-1.1710181947829036e-5,0.0,-0.0,5.889368221265921e-8,4.2121028376558887e-10,-3068.8038730436174,-88.32297021256204,-27339.0,14307.623299961728,2.8377278259069787e-6,-4.54636330426434e-6,0.0,-0.0,5.8843363663799114e-8,4.196979456295087e-10,1380.2468639589458,-29.87016227468766,-15658.0
t185,22738.158545611666,9.051172825724003e-6,-2.056688042237374e-5,0.0,-0.0,5.936488639375744e-8,4.2262075855307293e-10,2753.589532804611,-100.74806696038715,-25391.0,23306.556360983457,9.12646202909957e-6,-1.8332760319654777e-5,0.0,-0.0,5.956414223114104e-8,4.225981393169807e-10,12796.018281272665,-328.57463310988305,-35774.0,16520.312321849753,9.353412956310029e-6,-1.603790005444135e-5,0.0,-0.0,5.9224796160422624e-8,4.219125474219836e-10,-1263.759747078363,-41.552568146349095,-15215.0,43923.736000259625,1.0816536987990821e-5,-1.5872384671955242e-5,0.0,-0.0,5.9369139207040966e-8,4.2258511839992205e-10,-7616.608142074816,-170.12785318865483,-36137.0,34717.143458251645,5.727135620129663e-6,-1.249948035540529e-5,0.0,-0.0,5.913007271443536e-8,4.221631340390573e-10,-6669.239956508917,-191.90349502986567,-27856.0,16125.999972934675,2.6925381649934418e-6,-4.689174360248719e-6,0.0,-0.0,5.926432001206167e-8,4.214183680333815e-10,3.1584822927137256e-5,-2.582377530223238e-6,-16126.000000000002
t186,22824.4914006951,7.678335371750024e-6,-1.2558465448400309e-5,0.0,-0.0,6.064793273503308e-8,4.2776181169333066e-10,2747.4937020700263,-104.98509794611363,-25467.0,24566.820356062264,7.427537959817089e-6,-1.2091482647405317e-5,0.0,-0.0,6.096986827277326e-8,4.2807210867444446e-10,11471.58707977858,-298.407431238347,-35740.0,15705.1473181788,7.521011589625612e-6,-1.3437414486743303e-5,0.0,-0.0,6.011914282222859e-8,4.254943597194043e-10,-582.6952486548612,-128.45206366785098,-14994.0,40322.170433761385,7.781677622027963e-6,-1.2531563652611966e-5,0.0,-0.0,6.070020440255357e-8,4.276220396326523e-10,-5292.103297965934,-164.06713110654593,-34866.0,37191.13919941157,5.260904841145838e-6,-1.0527653137388438e-5,0.0,-0.0,5.997845557233494e-8,4.255665273745959e-10,-9041.29570579406,-237.84348841108303,-27912.0,15425.073164926373,2.2994648959743958e-6,-5.177508505391815e-6,0.0,-0.0,6.026963629151471e-8,4.2535629740756196e-10,697.0134705662487,-20.08663267509873,-16102.0
t187,21211.85544615826,1.266392949997254e-6,-6.263608762556212e-7,0.0,-0.0,4.880294990876808e-7,6.565022184269118e-10,3811.4494753626072,-88.30492264961761,-24935.0,24625.56272998379,1.127162454061127e-6,-6.898566179509463e-7,0.0,-0.0,3.934511767322486e-7,6.477965974413146e-10,10653.659923859132,-287.222654674436,-34992.0,13410.787170036525,1.0438745533120266e-6,-8.416157066633557e-7,0.0,-0.0,2.495660049874976e-7,6.227221078252951e-10,1352.416180644322,-103.20335113306366,-14660.0,39602.239708751404,1.1772847874236557e-6,-7.198709829508037e-7,0.0,-0.0,3.141357043987466e-7,6.382320942650187e-10,-5633.428888389621,-163.8108211339025,-33805.0,37023.21200728207,1.056572126185554e-6,-8.450246890043279e-7,0.0,-0.0,2.216003815044228e-7,6.147363801301731e-10,-9217.947279717067,-241.2647279986934,-27564.0,16907.062926982042,9.765256311980056e-7,-7.547767584967833e-7,0.0,-0.0,2.2350127092150576e-7,6.145183255296039e-10,-966.1494117593721,-21.913515668455315,-15919.0
t188,18970.11731141782,281.4323814383973,-3.838976633990051e-7,0.0,-0.0,1274.69039659971,6.942694840015742e-10,3674.9999980164675,-85.24008708923496,-24116.0,24372.502445653558,173.21865000472832,-3.83619048670297e-7,0.0,-0.0,1592.6479331298954,6.936575415476084e-10,7891.404127014006,-186.7731554193985,-33843.0,11239.433716002977,0.00013512314657858059,-3.938706597031989e-7,0.0,-0.0,1.760929712549479e-6,6.839676581917303e-10,3190.1817814055757,-61.61563389930785,-14368.0,39827.378330662716,141.3500673002677,-4.000041757725122e-7,0.0,-0.0,1.3510873883334356e-6,6.821480957527666e-10,-7144.153499839725,-159.57489907500147,-32665.0,33853.80167032644,2.4924531020253682e-5,-3.9881690950887334e-7,0.0,-0.0,8.390250044139382e-7,6.731150738695512e-10,-6505.025901901382,-152.77579379039256,-27196.0,16927.684680229304,7.178268083457203e-6,-3.683423440130417e-7,0.0,-0.0,8.421590701289675e-7,6.719799642742659e-10,-1107.406504694943,-21.278183187028713,-15799.0
t189,18565.913013767655,436.8177691612058,-3.8268258575593327e-7,0.0,-0.0,1378.509306486818,6.94246349182939e-10,3674.999998055943,-85.24008708968687,-23971.0,23680.173059717355,255.99955136716596,-3.8214857362236797e-7,0.0,-0.0,732.0460118545733,6.936474346416829e-10,9186.13709476806,-213.3557173258122,-33641.0,11399.952738617661,0.000198016222222916,-3.841276418593499e-7,0.0,-0.0,1.7556381323626178e-6,6.837707533665821e-10,2465.5289963888167,-47.4819343947724,-13818.0,39397.96441183474,197.34051565185374,-3.982859654108998e-7,0.0,-0.0,1.3482550415982117e-6,6.818784512650804e-10,-8605.097747517702,-192.2071809195188,-30798.0,31766.584435750552,3.609021150912993e-5,-3.579082607017306e-7,0.0,-0.0,8.380780694776445e-7,6.732019226470796e-10,-4964.475450593021,-120.10902172853818,-26682.0,17092.854416229977,1.011818918956931e-5,-2.8105789553327764e-7,0.0,-0.0,8.405132094188482e-7,6.717942918457084e-10,-1757.092891102097,-33.76153580610941,-15302.0
t190,17855.43139078692,2.4782595060840893e-7,-3.431791288086011e-7,0.0,-0.0,1.370569480841395e-7,5.685686770889775e-10,5151.426274363811,-110.85766519304141,-22896.0,23458.66099899292,2.352391343229969e-7,-3.5916904343694944e-7,0.0,-0.0,1.3103387815694008e-7,5.624050757517033e-10,8925.616090287811,-253.27708928847542,-32131.0,10992.168931604792,2.382054883602731e-7,-3.8199867389766573e-7,0.0,-0.0,1.226107478727399e-7,5.54445583072184e-10,1902.847133347085,-65.01606493112375,-12830.0,39074.15317974461,2.451924905916455e-7,-3.749896757449637e-7,0.0,-0.0,1.2390473758611932e-7,5.567508397741035e-10,-10302.042305796664,-230.1108739425624,-28542.0,28357.16697894628,2.912685715184721e-7,-3.496594218177227e-7,0.0,-0.0,1.2849475486940321e-7,5.609746595673314e-10,-3050.83866334144,-97.3283156755125,-25209.0,17048.484997177642,2.822426054926521e-7,-3.7561179980494205e-7,0.0,-0.0,1.1743753742041538e-7,5.47890363243889e-10,-2627.008528860603,-50.47646834156744,-14371.0
t191,16186.783616223696,2.2888265225707935e-7,-0.0001576795879455159,0.0,-0.0,5.963957178004416e-8,4.243813009190681e-10,4924.872291988081,-98.65575082123836,-21013.0,23129.290559695928,2.3511597971676564e-7,-7.960927072551795e-5,0.0,-0.0,5.953341570238249e-8,4.229088708454517e-10,6602.030699256513,-243.32117963831544,-29488.0,10130.883090656023,2.4649027881951055e-7,-0.0001517115846436221,0.0,-0.0,5.941910650792727e-8,4.2316968810424696e-10,1816.0106887621475,-34.89362801277241,-11912.0,35683.503672140316,2.450354305247132e-7,-8.313259905531717e-5,0.0,-0.0,5.934519657969868e-8,4.236202433769818e-10,-9049.372884519178,-202.13070479326734,-26432.0,25668.995046928405,2.375816560978873e-7,-3.019513687165076e-5,0.0,-0.0,5.945652217646839e-8,4.2376639437719653e-10,-2477.52974875141,-57.46526827933408,-23134.0,15396.904671813152,2.4329489254552973e-7,-9.427450772993117e-6,0.0,-0.0,5.925413537699022e-8,4.218686722410894e-10,-1816.0110467361546,-34.89361595243498,-13546.0
t192,15652.208985976788,6.0683168728177605e-6,-5.3543466960713626e-5,0.0,-0.0,5.959055387735948e-8,4.2427021202562985e-10,3487.5179166567295,-69.72685521849286,-19070.0,23432.774086915793,6.936436841425382e-6,-2.6392319635578355e-5,0.0,-0.0,5.947741867751494e-8,4.224701301031891e-10,3476.5946442371496,-146.36871175706804,-26763.0,9571.51579183864,5.53244923407081e-6,-7.868792691868172e-5,0.0,-0.0,5.938661677156165e-8,4.2293028561697053e-10,1711.3672452573164,-32.88296400016974,-11250.0,30330.81496746821,7.241767616546356e-6,-2.7393555446668407e-5,0.0,-0.0,5.930250213727269e-8,4.23320269740692e-10,-5230.973657267564,-116.84129010851315,-24983.0,23061.33798530128,4.190979721647639e-6,-1.6262517480593825e-5,0.0,-0.0,5.941810670232192e-8,4.2355620788341966e-10,-1733.1385474063097,-40.199425883216094,-21288.0,14698.250556832194,2.064329644357032e-6,-5.520090878099986e-6,0.0,-0.0,5.9230613388239115e-8,4.217173437155432e-10,-1711.3676014773225,-32.88295195862085,-12954.0
t193,15064.397593273008,5.606539267870632e-6,-130.3439236684128,0.0,-0.0,5.947091529376056e-8,4.23694980441366e-10,2747.592012776185,-47.64568804723408,-17634.0,23159.222764413433,7.003517321113726e-6,-3.117380696323656e-5,0.0,-0.0,5.9357510784868866e-8,4.219372654785194e-10,1725.3021525354445,-137.5248928384902,-24747.0,9362.579299287405,5.7245976803495276e-6,-6.752899437424026e-5,0.0,-0.0,5.937249352783408e-8,4.2275859944919616e-10,1408.8007982918714,-29.380035834552274,-10742.0,28232.466026140482,7.3099804660679265e-6,-3.243249303676798e-5,0.0,-0.0,5.919180348345358e-8,4.226803390508075e-10,-4468.027970395201,-101.43803068278253,-23663.0,20292.383121121104,4.328949483718342e-6,-1.7968303075429673e-5,0.0,-0.0,5.931290605252845e-8,4.2302754067511725e-10,-220.27394363206432,-5.109163909397378,-20067.0,13799.323419183074,2.608468616805515e-6,-4.504077780517409e-6,0.0,-0.0,5.922073253553605e-8,4.2162414372154536e-10,-1193.3930495762352,-22.930367770758078,-12583.0
t194,14443.130684288932,5.103971725043688e-6,-718.2500083217951,0.0,-0.0,5.9404991437538544e-8,4.233431509698386e-10,3151.155468561334,-53.036149692346825,-16823.0,22778.213628560694,7.337091448835516e-6,-3.0359197361742826e-5,0.0,-0.0,5.929035519751663e-8,4.2167789020479223e-10,978.8583376225165,-149.07194322096194,-23608.0,9296.832138348724,5.756032739628684e-6,-7.300343450971218e-5,0.0,-0.0,5.938133766343439e-8,4.22716968698932e-10,1257.3409278458817,-97.17299900689217,-10457.0,27893.32059559643,7.656704983157378e-6,-3.1605245328527126e-5,0.0,-0.0,5.9129029827481004e-8,4.2227393207306006e-10,-4934.4741509569185,-115.84642075046555,-22843.0,17614.847876945187,5.590513888249616e-6,-1.0593989665544312e-5,0.0,-0.0,5.95547410391998e-8,4.2392127519286276e-10,1751.1650268418994,-35.0128988436152,-19331.0,14600.395094222216,2.7756284629696514e-6,-4.3279139395814334e-6,0.0,-0.0,5.922934754039764e-8,4.2161182830107146e-10,-2204.0456099147136,-42.349482814740085,-12354.0
t195,13629.096273061643,6.403795774292364e-6,-5.168618937602047e-5,0.0,-0.0,5.957568784127572e-8,4.2395594687981063e-10,2546.767653904744,-42.86388174405018,-16133.0,22586.73639338798,1.3175916469480155e-5,-1.1138355680039064e-5,0.0,-0.0,5.9450589748452816e-8,4.224209831263029e-10,293.13029233546087,-239.86668782095276,-22640.0,8965.022025479193,6.753970439758483e-6,-2.3955523002277893e-5,0.0,-0.0,5.956177635457802e-8,4.2339298628886804e-10,1469.568384130826,-107.5903924683351,-10327.0,28447.421147797053,1.3745399204130701e-5,-1.1601632748927787e-5,0.0,-0.0,5.928240785576246e-8,4.2277734800236936e-10,-5854.035020398198,-136.38612960236176,-22457.0,14940.46502895297,5.78084741310169e-6,-9.60264795896952e-6,0.0,-0.0,5.974433703993355e-8,4.246077493483368e-10,4125.157508584246,-118.62253377557471,-18947.0,14888.173365330611,2.8757693593341164e-6,-4.163090634927019e-6,0.0,-0.0,5.9400608345594026e-8,4.222736325437056e-10,-2580.5888185570775,-49.58454554590392,-12258.0
t196,13122.00297472411,6.21062511347226e-6,-6.016372695319227e-5,0.0,-0.0,5.9654793861095e-8,4.242081600540794e-10,2704.3633961939486,-84.36631702506314,-15742.0,21844.441073366048,1.7151278628153192e-5,-9.500040260142143e-6,0.0,-0.0,5.9458260375730077e-8,4.225138352917249e-10,587.6488116808955,-371.0898927581128,-22061.0,8797.210872203925,6.1599075837901904e-6,-3.084882014834406e-5,0.0,-0.0,5.96734071434185e-8,4.238328758954798e-10,1826.434743316351,-162.6455908913279,-10461.0,32090.344737350897,1.7862774973537772e-5,-9.912994327157303e-6,0.0,-0.0,5.928920605575765e-8,4.2273252404245875e-10,-9445.462445084335,-217.882300276048,-22427.0,12533.510781316154,4.647099600232941e-6,-1.3577676858376165e-5,0.0,-0.0,5.986280603433469e-8,4.250401896235378e-10,6724.104566084861,-182.6153385318719,-19075.0,14828.014033003106,2.4810938344836975e-6,-4.9891892952911306e-6,0.0,-0.0,5.9504918873449386e-8,4.226954659155166e-10,-2397.0890721917226,-74.92495836308879,-12356.0
t197,13348.578599024553,59.110116847782905,-4.1996534605103195e-6,0.0,-0.0,6.191706618959944e-8,4.329143121756655e-10,1826.0497281995426,-104.73843993460372,-15129.0,21109.652551085583,2.5450674170594688e-5,-8.130161851898735e-6,0.0,-0.0,5.946548946551293e-8,4.225508731605671e-10,395.1604425395745,-390.81301100556664,-21114.0,8621.706898174554,0.00013370867255361573,-3.909085799200065e-6,0.0,-0.0,6.196535375325246e-8,4.327237957458608e-10,2417.743840640902,-148.4508686773079,-10891.0,32750.446508429406,2.647641642535985e-5,-8.485722542901657e-6,0.0,-0.0,5.929936080823953e-8,4.2272393746386046e-10,-9732.160416466339,-224.28611001343282,-22794.0,13205.654486682322,2.473411570235184e-5,-3.002402364839982e-6,0.0,-0.0,6.22603201737219e-8,4.3420141759876993e-10,6833.440022285818,-188.094530762497,-19851.0,14660.53747586065,5.754090899994202e-6,-2.0348339219185536e-6,0.0,-0.0,6.169698223189646e-8,4.312559767594355e-10,-1740.233617199498,-62.303862442416666,-12858.0
t198,12869.77525438873,659.1400338132644,-4.094278915571087e-6,0.0,-0.0,6.19235897957094e-8,4.32883008787714e-10,1036.144672946302,-123.05995711645299,-14442.0,21352.90069657891,6.729244047246603e-5,-6.167031946209136e-6,0.0,-0.0,5.944473885789362e-8,4.223100391603775e-10,-640.2143248329293,-367.68643293130856,-20345.0,8750.233913264858,0.00019827689822198713,-3.246814519256329e-6,0.0,-0.0,6.197905517042924e-8,4.32416316603361e-10,2736.2462136484473,-139.4803220056057,-11347.0,31819.945117729778,7.010242435992128e-5,-6.433125361633089e-6,0.0,-0.0,5.927771822821636e-8,4.2178522754091513e-10,-8696.785649522784,-201.15953193722524,-22922.0,13856.625084402755,3.301100235330468e-5,-2.128186859236065e-6,0.0,-0.0,6.227681912907252e-8,4.3413159067940886e-10,7232.215869068439,-198.84098441666234,-20890.0,14812.515155427987,6.757629171451621e-6,-1.6411568783339742e-6,0.0,-0.0,6.17066052126364e-8,4.307391355217462e-10,-1667.606781307476,-60.90837929898635,-13084.0
t199,10522.304497905134,2.190200600742197e-6,-2.2766924516388472e-5,0.0,-0.0,5.897390015964254e-8,4.2115872595635384e-10,3774.999694094294,-64.30417148209915,-14233.0,19523.256342156776,6.925744471328365e-6,-3.2496603303638474e-5,0.0,-0.0,5.8642923609514966e-8,4.1885356809224754e-10,1081.376523461349,-354.63284010636954,-20250.0,12286.100083634054,2.1330634556414014e-6,-3.21749834887179e-5,0.0,-0.0,5.880166835411876e-8,4.197544710079127e-10,-231.7989042711497,-86.30114938002723,-11968.0,33021.600012912066,7.224872710178559e-6,-3.3847600584196155e-5,0.0,-0.0,5.8514461689817526e-8,4.180393825939439e-10,-9390.935620610377,-216.66436573776406,-23414.0,17810.462118736283,2.1642294939642366e-6,-1.878960521878683e-5,0.0,-0.0,5.8952717493652626e-8,4.207739464888421e-10,4808.335186817694,-141.79728898790754,-22477.0,13386.649705856144,1.7367829367997966e-6,-6.40040271021582e-6,0.0,-0.0,5.867727973324488e-8,4.1881135093268537e-10,-41.97687949181051,-29.672821759654514,-13315.0
t200,13210.285328497104,5.464674740679628e-6,-331.3861255059369,0.0,-0.0,5.846071415981977e-8,4.1912849006397614e-10,1846.1731826617315,-31.072391176535678,-14694.0,17878.564683849247,6.85212482344665e-6,-217.7762125759419,0.0,-0.0,5.8381308007324146e-8,4.177487592211736e-10,3597.2023887144924,-197.99086689878104,-21060.0,15450.456697156395,5.572493050570481e-6,-0.00015159914059245894,0.0,-0.0,5.8465888041271104e-8,4.184470587538552e-10,-2717.3408323101467,-89.11571887833317,-12644.0,32594.539122997354,7.1516216596277016e-6,-171.24219377424336,0.0,-0.0,5.826640865984731e-8,4.170949407358765e-10,-7619.206674163035,-177.0902622703217,-24627.0,19825.879879768654,4.048729124128965e-6,-2.155806455097692e-5,0.0,-0.0,5.860518232167847e-8,4.194475108847165e-10,4229.171959110867,-95.05182142912672,-23960.0,12984.107914659346,2.420093475758946e-6,-5.160578809881838e-6,0.0,-0.0,5.8503744389793336e-8,4.181689227638073e-10,663.9999759860912,-16.107887963720035,-13632.0
t201,15368.580405408964,7.81028130007142e-6,-256.46216885282433,0.0,-0.0,5.8458432455839163e-8,4.1911277136693643e-10,537.9355962720628,-9.053840697415785,-15641.0,15654.348033804243,8.07759958294148e-6,-139.71649484135807,0.0,-0.0,5.838247437727102e-8,4.178240764767677e-10,7126.1373275524875,-193.7688746518002,-22447.0,17560.111604773265,7.152216690351388e-6,-9.538834499891843e-5,0.0,-0.0,5.846574159015477e-8,4.185701418699612e-10,-4099.284684736256,-115.82683185961103,-13345.0,36004.88323034463,8.428745916692245e-6,-110.90475281919963,0.0,-0.0,5.82667697842925e-8,4.1717052274130965e-10,-9298.381450589473,-214.59703542335652,-26381.0,20671.208290005645,5.3220377683247955e-6,-1.5566275275825338e-5,0.0,-0.0,5.860911511838547e-8,4.1960165224046215e-10,4721.149289396886,-95.35756921748354,-25297.0,12942.359118307779,2.917515806554772e-6,-4.364538143185914e-6,0.0,-0.0,5.855624348400944e-8,4.1845416807632066e-10,1012.4439221042936,-22.803039023881468,-13932.0
t202,16551.024161107776,7.82867357906789e-6,-260.7458894838423,0.0,-0.0,5.846325652807496e-8,4.1920031310969865e-10,542.8584159451929,-9.136695456714055,-16824.0,18485.316628984296,8.087273557153066e-6,-149.61757455013398,0.0,-0.0,5.838900791963217e-8,4.17963043339039e-10,6066.682058622559,-209.38112120292806,-24193.0,18205.35254309665,7.272367012967786e-6,-9.693787476799908e-5,0.0,-0.0,5.847317086811057e-8,4.186924372868693e-10,-4069.1190302889363,-115.23342320096842,-14021.0,37762.19875963256,8.451656409390756e-6,-118.00719585629429,0.0,-0.0,5.827322308599263e-8,4.1735394995642276e-10,-8909.285550949615,-205.90602133695742,-28529.0,21155.5496733838,5.598055003712268e-6,-1.5147374098872124e-5,0.0,-0.0,5.861895002698377e-8,4.1978873587936755e-10,5296.279330686774,-117.82899458033624,-26334.0,13065.37383655453,2.9556919066699535e-6,-4.392579011430486e-6,0.0,-0.0,5.8560324851590633e-8,4.185211032178926e-10,1072.5847759840242,-23.958611160491333,-14114.0
t203,17312.02942093804,1.1513390856988955e-5,-2.172707527997884e-5,0.0,-0.0,5.8738986642945305e-8,4.2035820149000693e-10,1241.872172704872,-20.901583488461206,-18533.0,22731.77309897914,1.1869690615429921e-5,-2.2382471879131225e-5,0.0,-0.0,5.865555249578347e-8,4.190662701987886e-10,4171.053302416953,-277.8263909424251,-26625.0,18305.144635571884,1.1301821295706137e-5,-1.6611581189093858e-5,0.0,-0.0,5.87487769468644e-8,4.199151432159759e-10,-3641.203143575773,-106.94148674537021,-14557.0,39615.66933152342,1.5665129978868783e-5,-1.7444745402209298e-5,0.0,-0.0,5.85252648976042e-8,4.186032395452321e-10,-9132.771431319168,-210.89789848360206,-30272.0,21177.141630806225,7.488124773501756e-6,-9.359210691351342e-6,0.0,-0.0,5.890917184272681e-8,4.211153755018792e-10,6259.527937508725,-160.66956650310343,-27276.0,13232.993445487034,3.2767498356162414e-6,-3.876744019009289e-6,0.0,-0.0,5.8842929284823133e-8,4.1971592280194244e-10,1101.5211622643922,-24.51460721054311,-14310.0
t204,18231.74766170148,1.6405436821944003e-5,-1.2877054537235609e-5,0.0,-0.0,5.898867809019034e-8,4.214222406280196e-10,2017.2032803048983,-33.950945594183466,-20215.0,23018.432276571843,1.6882188644519407e-5,-1.3291275009240832e-5,0.0,-0.0,5.889908986501798e-8,4.2006592258554145e-10,6353.440573467518,-343.87285368966724,-29028.0,18422.82038149256,1.9433910854336778e-5,-9.874978977163035e-6,0.0,-0.0,5.899839476373615e-8,4.2096650588627433e-10,-3119.971963738049,-96.84842737270037,-15206.0,43972.993051955804,1.3512104697813763e-5,-2.0547527724110198e-5,0.0,-0.0,5.8532902766776636e-8,4.188266884211496e-10,-11867.999901587737,-271.99314339155126,-31833.0,22712.720950352526,9.58776141789899e-6,-7.045678227755036e-6,0.0,-0.0,5.917084425633386e-8,4.2231497747121867e-10,5526.971941199625,-142.69289415372117,-28097.0,13330.944005881158,3.5128177105294427e-6,-3.521430644876342e-6,0.0,-0.0,5.90971858831277e-8,4.207772889381856e-10,1090.356070353744,-24.300076285662588,-14397.0
