Time_Index,natural_gas_combined_cycle,solar_pv,onshore_wind_1,onshore_wind_2,onshore_wind_3,battery
49,1.0,0.0,0.569410685,0.456503401,0.276344933,1.0
50,1.0,0.0,0.522006299,0.444564916,0.289766972,1.0
51,1.0,0.0,0.500453708,0.445504648,0.302567475,1.0
52,1.0,0.0,0.512682585,0.437197227,0.301615205,1.0
53,1.0,0.0,0.541003856,0.432322969,0.277683774,1.0
54,1.0,0.0,0.552285572,0.434807626,0.286432687,1.0
55,1.0,0.0,0.567590268,0.447233053,0.316487504,1.0
56,1.0,0.051082731,0.595950547,0.467910528,0.339912363,1.0
57,1.0,0.353478531,0.588051622,0.474945669,0.325071193,1.0
58,1.0,0.534544646,0.501562755,0.401556332,0.330944021,1.0
59,1.0,0.447441159,0.532994102,0.454972076,0.439606694,1.0
60,1.0,0.382216145,0.575140571,0.506091498,0.502522818,1.0
61,1.0,0.398283838,0.611362895,0.549387238,0.542432769,1.0
62,1.0,0.443153068,0.643091271,0.585345193,0.590785367,1.0
63,1.0,0.38484246,0.675087135,0.612817707,0.598522232,1.0
64,1.0,0.158184088,0.679145798,0.598078037,0.558862918,1.0
65,1.0,0.01,0.722004816,0.644573398,0.556349905,1.0
66,1.0,0.0,0.749781668,0.679963358,0.596323136,1.0
67,1.0,0.0,0.759991272,0.708404862,0.623241779,1.0
68,1.0,0.0,0.770731395,0.71901901,0.648860527,1.0
69,1.0,0.0,0.771881306,0.721921176,0.619241331,1.0
70,1.0,0.0,0.771331379,0.717951898,0.594727458,1.0
71,1.0,0.0,0.766058047,0.705929051,0.567026217,1.0
72,1.0,0.0,0.753477923,0.694198482,0.563904857,1.0
73,1.0,0.0,0.740691275,0.672944551,0.547012019,1.0
74,1.0,0.0,0.724133421,0.639555133,0.525971317,1.0
75,1.0,0.0,0.685627175,0.607430134,0.500348653,1.0
76,1.0,0.0,0.663854893,0.571847366,0.458493079,1.0
77,1.0,0.0,0.641851479,0.547278063,0.409267176,1.0
78,1.0,0.0,0.618862609,0.553859293,0.392484977,1.0
79,1.0,0.0,0.614194655,0.544026415,0.382430769,1.0
80,1.0,0.065569775,0.602335709,0.521552264,0.366186463,1.0
81,1.0,0.406840191,0.576319579,0.468713392,0.326485023,1.0
82,1.0,0.53868387,0.442542783,0.328672525,0.228745648,1.0
83,1.0,0.418358581,0.363956287,0.252255147,0.169300246,1.0
84,1.0,0.330825789,0.299141116,0.215980243,0.138813252,1.0
85,1.0,0.322093399,0.25590942,0.191662005,0.127441155,1.0
86,1.0,0.349026916,0.234088438,0.180494823,0.13684553,1.0
87,1.0,0.35904225,0.229479283,0.18905698,0.14606343,1.0
88,1.0,0.140836597,0.232485719,0.188381224,0.145645906,1.0
89,1.0,0.0,0.290879083,0.235849374,0.198493183,1.0
90,1.0,0.0,0.375307175,0.313313297,0.284473762,1.0
91,1.0,0.0,0.458110109,0.369636612,0.339473615,1.0
92,1.0,0.0,0.536267219,0.428108361,0.386109099,1.0
93,1.0,0.0,0.589773227,0.478138869,0.392574797,1.0
94,1.0,0.0,0.637427155,0.536267371,0.389906397,1.0
95,1.0,0.0,0.682437869,0.581099126,0.405584115,1.0
96,1.0,0.0,0.712479091,0.604639425,0.405903613,1.0
97,1.0,0.0,0.733414901,0.610125445,0.401358052,1.0
98,1.0,0.0,0.74465886,0.61313344,0.419323385,1.0
99,1.0,0.0,0.74965078,0.611001024,0.434921517,1.0
100,1.0,0.0,0.746787408,0.604737567,0.452438295,1.0
101,1.0,0.0,0.738229977,0.599026669,0.476229389,1.0
102,1.0,0.0,0.730203634,0.59551085,0.481275763,1.0
103,1.0,0.0,0.723473505,0.591793545,0.477964974,1.0
104,1.0,0.011096119,0.721181334,0.589041839,0.46611776,1.0
105,1.0,0.086869633,0.71305382,0.584048176,0.44969021,1.0
106,1.0,0.127113291,0.69165507,0.547232239,0.417342411,1.0
107,1.0,0.109054317,0.638759905,0.470722741,0.352442736,1.0
108,1.0,0.103352173,0.574069232,0.409814903,0.34273005,1.0
109,1.0,0.119288685,0.530311195,0.40125283,0.343150007,1.0
110,1.0,0.141073907,0.496393883,0.397286562,0.3481023,1.0
111,1.0,0.171563045,0.489625069,0.394355677,0.352341194,1.0
112,1.0,0.076271357,0.589527229,0.482276191,0.390788275,1.0
113,1.0,0.0,0.689400264,0.579461763,0.443094207,1.0
114,1.0,0.0,0.720523394,0.611940593,0.436486876,1.0
115,1.0,0.0,0.722917577,0.608227565,0.423940728,1.0
116,1.0,0.0,0.719156964,0.601112389,0.410471009,1.0
117,1.0,0.0,0.712035923,0.595365906,0.405886446,1.0
118,1.0,0.0,0.705759642,0.583883545,0.414558512,1.0
119,1.0,0.0,0.700310951,0.571589369,0.425409586,1.0
120,1.0,0.0,0.686286132,0.562552685,0.422715349,1.0
121,1.0,0.0,0.670986084,0.560254444,0.419825641,1.0
122,1.0,0.0,0.654865989,0.553227935,0.396984303,1.0
123,1.0,0.0,0.637835285,0.532712888,0.366120153,1.0
124,1.0,0.0,0.613709229,0.501070782,0.343761031,1.0
125,1.0,0.0,0.579049465,0.458262296,0.334992649,1.0
126,1.0,0.0,0.54263413,0.430932948,0.326428666,1.0
127,1.0,0.0,0.526125532,0.438122781,0.327497952,1.0
128,1.0,0.01,0.541426343,0.495500254,0.38074506,1.0
129,1.0,0.045378445,0.572443506,0.58838756,0.471068937,1.0
130,1.0,0.082979775,0.601884743,0.617948845,0.515941035,1.0
131,1.0,0.125905101,0.609192133,0.593769013,0.5126892,1.0
132,1.0,0.177589149,0.612802094,0.57379215,0.519324496,1.0
133,1.0,0.255604941,0.607016948,0.560918903,0.505225006,1.0
134,1.0,0.331429511,0.602241073,0.542723707,0.489111971,1.0
135,1.0,0.392699537,0.591527484,0.510743246,0.435626869,1.0
136,1.0,0.177494466,0.549043986,0.442236505,0.359242702,1.0
137,1.0,0.01,0.617524982,0.529951665,0.411843718,1.0
138,1.0,0.0,0.637782703,0.543516608,0.409212903,1.0
139,1.0,0.0,0.619017011,0.507706956,0.384107982,1.0
140,1.0,0.0,0.566245405,0.450011948,0.326188282,1.0
141,1.0,0.0,0.500874718,0.377054943,0.246410324,1.0
142,1.0,0.0,0.403296055,0.282494028,0.170255213,1.0
143,1.0,0.0,0.296341893,0.196264212,0.112351859,1.0
144,1.0,0.0,0.200133966,0.126785806,0.063792729,1.0
145,1.0,0.0,0.127129959,0.067355915,0.029236737,1.0
146,1.0,0.0,0.088708436,0.032911647,0.018782345,1.0
147,1.0,0.0,0.069783247,0.021704356,0.01,1.0
148,1.0,0.0,0.060751147,0.016851325,0.01,1.0
149,1.0,0.0,0.05622521,0.01593766,0.01,1.0
150,1.0,0.0,0.062882012,0.018959253,0.010085975,1.0
151,1.0,0.0,0.073602507,0.025437777,0.014337505,1.0
152,1.0,0.01,0.083127786,0.037892287,0.021822344,1.0
153,1.0,0.03449294,0.098634654,0.055492733,0.032809566,1.0
154,1.0,0.068260106,0.077769092,0.043314417,0.025650793,1.0
155,1.0,0.100568578,0.060478719,0.041954611,0.025692516,1.0
156,1.0,0.109955399,0.059510905,0.048461612,0.036103157,1.0
157,1.0,0.148780418,0.063293584,0.05630381,0.04996742,1.0
158,1.0,0.152629071,0.070161764,0.06566703,0.062752161,1.0
159,1.0,0.106728957,0.073143883,0.07331912,0.067315931,1.0
160,1.0,0.039699245,0.08788418,0.084705439,0.076111349,1.0
161,1.0,0.0,0.146467376,0.152571932,0.127555784,1.0
162,1.0,0.0,0.206416046,0.222129621,0.158343631,1.0
163,1.0,0.0,0.266995847,0.276651257,0.182634821,1.0
164,1.0,0.0,0.319775747,0.324885265,0.224079617,1.0
165,1.0,0.0,0.396171708,0.388067344,0.26629657,1.0
166,1.0,0.0,0.489201581,0.454549573,0.282200593,1.0
167,1.0,0.0,0.563906087,0.472806634,0.275785688,1.0
168,1.0,0.0,0.595151766,0.453601049,0.275885534,1.0
169,1.0,0.0,0.697961686,0.540009462,0.423356777,1.0
170,1.0,0.0,0.716428567,0.575903569,0.443564638,1.0
171,1.0,0.0,0.734294545,0.626477422,0.543002281,1.0
172,1.0,0.0,0.734049833,0.657963012,0.592223425,1.0
173,1.0,0.0,0.727289628,0.646229926,0.579540458,1.0
174,1.0,0.0,0.716492049,0.615111322,0.561777232,1.0
175,1.0,0.0,0.720794854,0.611550073,0.560607419,1.0
176,1.0,0.143810056,0.709744067,0.618289152,0.56072298,1.0
177,1.0,0.48192429,0.739175358,0.674211818,0.680406998,1.0
178,1.0,0.531803098,0.786772174,0.77121587,0.787741668,1.0
179,1.0,0.519971892,0.798069481,0.792621769,0.79541165,1.0
180,1.0,0.503249995,0.801555148,0.799939348,0.799857735,1.0
181,1.0,0.536040631,0.801522404,0.80127136,0.801612242,1.0
182,1.0,0.603099882,0.802126296,0.802558174,0.801783293,1.0
183,1.0,0.679583314,0.801939948,0.802874803,0.800954475,1.0
184,1.0,0.489453651,0.800319307,0.802420281,0.793172402,1.0
185,1.0,0.08804368,0.79423219,0.789720388,0.780788209,1.0
186,1.0,0.0,0.77462794,0.754530499,0.737651779,1.0
187,1.0,0.0,0.761432437,0.742435901,0.724374604,1.0
188,1.0,0.0,0.749518242,0.723892429,0.713897096,1.0
189,1.0,0.0,0.729152447,0.710450876,0.704315128,1.0
190,1.0,0.0,0.713440931,0.701120507,0.680679621,1.0
191,1.0,0.0,0.706168361,0.681325713,0.65973593,1.0
192,1.0,0.0,0.700522687,0.671328443,0.64417527,1.0
193,1.0,0.0,0.700371714,0.67081359,0.650465941,1.0
194,1.0,0.0,0.704289129,0.673078663,0.650367769,1.0
195,1.0,0.0,0.709145799,0.682677309,0.649263112,1.0
196,1.0,0.0,0.707263371,0.662283303,0.625682683,1.0
197,1.0,0.0,0.700612923,0.654786539,0.634946643,1.0
198,1.0,0.0,0.69224028,0.662397861,0.653228475,1.0
199,1.0,0.0,0.690719223,0.674393955,0.657788588,1.0
200,1.0,0.126836241,0.696103753,0.674483899,0.639035473,1.0
201,1.0,0.512336425,0.667261579,0.671383474,0.638638044,1.0
202,1.0,0.63349342,0.702109729,0.72071506,0.668823985,1.0
203,1.0,0.580330429,0.714454955,0.729430724,0.676175752,1.0
204,1.0,0.510220961,0.723343236,0.739419104,0.691436729,1.0
205,1.0,0.497620012,0.739383065,0.75295788,0.705958987,1.0
206,1.0,0.516120141,0.753205835,0.762192258,0.71694033,1.0
207,1.0,0.510942675,0.765821145,0.766952358,0.722091285,1.0
208,1.0,0.334199978,0.770823111,0.761128599,0.715371831,1.0
209,1.0,0.059005593,0.741162271,0.701832497,0.632170676,1.0
210,1.0,0.0,0.754866335,0.695465246,0.620381459,1.0
211,1.0,0.0,0.753992781,0.692003214,0.609410008,1.0
212,1.0,0.0,0.749821256,0.688359479,0.60250082,1.0
213,1.0,0.0,0.738060545,0.680900274,0.58126791,1.0
214,1.0,0.0,0.725285644,0.659145254,0.581037258,1.0
215,1.0,0.0,0.710949852,0.635245455,0.527796989,1.0
216,1.0,0.0,0.693239126,0.593076276,0.471416932,1.0
217,1.0,0.0,0.672277735,0.557391014,0.409811034,1.0
218,1.0,0.0,0.654057792,0.528794015,0.372851242,1.0
219,1.0,0.0,0.618866826,0.506657698,0.356173123,1.0
220,1.0,0.0,0.58179236,0.490114929,0.35890042,1.0
221,1.0,0.0,0.550036827,0.467049647,0.345352443,1.0
222,1.0,0.0,0.518163005,0.454256107,0.32951961,1.0
223,1.0,0.0,0.494444379,0.442282322,0.319798299,1.0
224,1.0,0.147073254,0.493805738,0.433648706,0.307150837,1.0
225,1.0,0.509796337,0.405431113,0.340706626,0.257959953,1.0
226,1.0,0.657329621,0.265173915,0.2262799,0.230201591,1.0
227,1.0,0.62411846,0.299117627,0.286341322,0.326885867,1.0
228,1.0,0.527792787,0.362133411,0.369461616,0.437612677,1.0
229,1.0,0.475581804,0.440053362,0.467991175,0.543049787,1.0
230,1.0,0.506620788,0.516969879,0.551124971,0.620289234,1.0
231,1.0,0.619427557,0.586667788,0.610164822,0.665944016,1.0
232,1.0,0.526130131,0.637000367,0.649776285,0.679883632,1.0
233,1.0,0.128054358,0.610803646,0.600640287,0.572682023,1.0
234,1.0,0.0,0.682655322,0.656467382,0.537279032,1.0
235,1.0,0.0,0.704771545,0.644283727,0.513327608,1.0
236,1.0,0.0,0.702676536,0.619934009,0.465285496,1.0
237,1.0,0.0,0.6888022,0.586889454,0.413354334,1.0
238,1.0,0.0,0.672803512,0.54605568,0.367628928,1.0
239,1.0,0.0,0.641492339,0.505488268,0.361631225,1.0
240,1.0,0.0,0.599438759,0.471108052,0.356305288,1.0
241,1.0,0.0,0.565435085,0.43979949,0.331712066,1.0
242,1.0,0.0,0.537808221,0.409142298,0.313956646,1.0
243,1.0,0.0,0.5256279,0.401160875,0.312881126,1.0
244,1.0,0.0,0.517879993,0.39453092,0.30677974,1.0
245,1.0,0.0,0.513121109,0.392799598,0.318918252,1.0
246,1.0,0.0,0.521427949,0.397829804,0.351837821,1.0
247,1.0,0.0,0.51310027,0.413572151,0.357120239,1.0
248,1.0,0.106883873,0.487845072,0.419619893,0.368479184,1.0
249,1.0,0.340835732,0.400492155,0.357770871,0.315101085,1.0
250,1.0,0.38955131,0.41141805,0.417092512,0.453411657,1.0
251,1.0,0.395746026,0.508139658,0.504452897,0.576754052,1.0
252,1.0,0.403767329,0.608510397,0.601000732,0.653319682,1.0
253,1.0,0.412997711,0.689375483,0.688792211,0.732555414,1.0
254,1.0,0.48925914,0.742655337,0.739505909,0.761484887,1.0
255,1.0,0.613693771,0.769259122,0.768230843,0.778056582,1.0
256,1.0,0.528530866,0.782570269,0.7769406,0.778189291,1.0
257,1.0,0.138691816,0.754169144,0.706218428,0.657303157,1.0
258,1.0,0.0,0.74372756,0.651285295,0.531589943,1.0
259,1.0,0.0,0.71875213,0.633784015,0.525169405,1.0
260,1.0,0.0,0.711182105,0.630423278,0.542159716,1.0
261,1.0,0.0,0.700801176,0.644929385,0.554606828,1.0
262,1.0,0.0,0.692562539,0.633736213,0.569291292,1.0
263,1.0,0.0,0.689023491,0.622887779,0.558919879,1.0
264,1.0,0.0,0.683783107,0.612393499,0.540465706,1.0
265,1.0,0.0,0.686998537,0.612511169,0.52156952,1.0
266,1.0,0.0,0.696794702,0.617909641,0.494522944,1.0
267,1.0,0.0,0.707446903,0.623883833,0.488725438,1.0
268,1.0,0.0,0.718988611,0.642311368,0.525049842,1.0
269,1.0,0.0,0.737040461,0.66069609,0.531151583,1.0
270,1.0,0.0,0.749972947,0.666517138,0.557198613,1.0
271,1.0,0.0,0.755107188,0.672538456,0.567395789,1.0
272,1.0,0.22283277,0.751051875,0.682822156,0.590893044,1.0
273,1.0,0.719431972,0.724052064,0.681971636,0.622486295,1.0
274,1.0,0.78402383,0.742239596,0.729995546,0.681482676,1.0
275,1.0,0.691217718,0.746822293,0.735263253,0.690052005,1.0
276,1.0,0.610895781,0.75827079,0.748794745,0.709193002,1.0
277,1.0,0.583808305,0.768665833,0.764241987,0.724100274,1.0
278,1.0,0.638287937,0.778181441,0.776188093,0.744768569,1.0
279,1.0,0.721486646,0.778879043,0.782872494,0.736254502,1.0
280,1.0,0.587238207,0.776972907,0.78045917,0.72781122,1.0
281,1.0,0.134599875,0.745266565,0.728999654,0.656569682,1.0
282,1.0,0.0,0.722729918,0.692945104,0.619383204,1.0
283,1.0,0.0,0.680797715,0.647997101,0.590449806,1.0
284,1.0,0.0,0.644181585,0.632533815,0.560218655,1.0
285,1.0,0.0,0.625798519,0.612245819,0.536824001,1.0
286,1.0,0.0,0.619662982,0.598322655,0.534525329,1.0
287,1.0,0.0,0.624729872,0.601660079,0.527436255,1.0
288,1.0,0.0,0.646196475,0.598048591,0.512470595,1.0
289,1.0,0.0,0.663182359,0.588216997,0.486514278,1.0
290,1.0,0.0,0.659627157,0.572186456,0.501934888,1.0
291,1.0,0.0,0.647843363,0.560563882,0.449862002,1.0
292,1.0,0.0,0.63008911,0.540073095,0.382763804,1.0
293,1.0,0.0,0.616286349,0.519244934,0.368457347,1.0
294,1.0,0.0,0.600541149,0.497082594,0.350369037,1.0
295,1.0,0.0,0.576181652,0.478489999,0.332435496,1.0
296,1.0,0.102715148,0.538720069,0.441817351,0.295636551,1.0
297,1.0,0.349698299,0.398325212,0.324979693,0.246237847,1.0
298,1.0,0.456961932,0.299828841,0.232889918,0.192218833,1.0
299,1.0,0.46359739,0.280478123,0.203315567,0.169795626,1.0
300,1.0,0.453028241,0.274424284,0.213724508,0.178957391,1.0
301,1.0,0.457329407,0.283430563,0.230908219,0.200525472,1.0
302,1.0,0.501553344,0.307998803,0.254172479,0.238220325,1.0
303,1.0,0.570043456,0.330203175,0.276707227,0.278855211,1.0
304,1.0,0.444700093,0.346057743,0.290055382,0.307214449,1.0
305,1.0,0.111439896,0.323722513,0.263907952,0.264416412,1.0
306,1.0,0.0,0.419416423,0.327130012,0.28943346,1.0
307,1.0,0.0,0.485522454,0.379450739,0.270745467,1.0
308,1.0,0.0,0.527850495,0.409965269,0.293140654,1.0
309,1.0,0.0,0.544186644,0.428741521,0.345733946,1.0
310,1.0,0.0,0.554097372,0.437953548,0.353129756,1.0
311,1.0,0.0,0.569621713,0.41907807,0.284149593,1.0
312,1.0,0.0,0.572216508,0.401333633,0.255217974,1.0
313,1.0,0.0,0.561360577,0.391120071,0.286053021,1.0
314,1.0,0.0,0.548977191,0.416859176,0.324614389,1.0
315,1.0,0.0,0.555483353,0.438477672,0.325239809,1.0
316,1.0,0.0,0.547192744,0.432399186,0.317637502,1.0
317,1.0,0.0,0.532653809,0.426412193,0.334851395,1.0
318,1.0,0.0,0.529067029,0.410374704,0.299620799,1.0
319,1.0,0.01,0.527804601,0.397106857,0.266498619,1.0
320,1.0,0.277160802,0.515254691,0.39134477,0.227785689,1.0
321,1.0,0.749446269,0.348357085,0.249869845,0.152686484,1.0
322,1.0,0.791749804,0.237989949,0.155964892,0.117427398,1.0
323,1.0,0.717312438,0.256513395,0.178503878,0.13602732,1.0
324,1.0,0.641171528,0.271878887,0.202012278,0.155637374,1.0
325,1.0,0.652188575,0.273980358,0.216067766,0.168466368,1.0
326,1.0,0.714075637,0.268835244,0.223862492,0.182477134,1.0
327,1.0,0.772001353,0.255316061,0.227554115,0.199335787,1.0
328,1.0,0.612866494,0.239502809,0.214820935,0.198069292,1.0
329,1.0,0.151553979,0.215494781,0.201755479,0.188403257,1.0
330,1.0,0.0,0.281298063,0.291489454,0.259698655,1.0
331,1.0,0.0,0.34773858,0.356272361,0.302168288,1.0
332,1.0,0.0,0.406717412,0.38523733,0.287482072,1.0
333,1.0,0.0,0.451710949,0.395849789,0.247967554,1.0
334,1.0,0.0,0.46973735,0.393878324,0.2235287,1.0
335,1.0,0.0,0.481053993,0.374616673,0.2343029,1.0
336,1.0,0.0,0.483494038,0.362716185,0.242419086,1.0
337,1.0,0.0,0.622198208,0.51299778,0.283738401,1.0
338,1.0,0.0,0.608456074,0.506078678,0.253085011,1.0
339,1.0,0.0,0.599603099,0.497884172,0.275680579,1.0
340,1.0,0.0,0.593599518,0.474254706,0.276155354,1.0
341,1.0,0.0,0.580185534,0.452512751,0.265581673,1.0
342,1.0,0.0,0.568625366,0.421630624,0.231238248,1.0
343,1.0,0.032252418,0.560079035,0.416993242,0.241019353,1.0
344,1.0,0.335062445,0.534934895,0.397114458,0.230906451,1.0
345,1.0,0.62997734,0.365266381,0.232446078,0.126163455,1.0
346,1.0,0.687364481,0.214450303,0.12108441,0.065265308,1.0
347,1.0,0.678782723,0.179043971,0.115220636,0.063445764,1.0
348,1.0,0.660124356,0.166176636,0.1215209,0.069564291,1.0
349,1.0,0.702870541,0.160899757,0.129820904,0.087701027,1.0
350,1.0,0.788609108,0.158803692,0.129798295,0.092710396,1.0
351,1.0,0.850745793,0.158395392,0.134612233,0.099082186,1.0
352,1.0,0.790381827,0.167047814,0.142959318,0.106814749,1.0
353,1.0,0.332561738,0.221028625,0.195005258,0.154072362,1.0
354,1.0,0.016592652,0.389158895,0.375241718,0.299717936,1.0
355,1.0,0.0,0.492073803,0.471763873,0.325280739,1.0
356,1.0,0.0,0.53284474,0.491136246,0.313782665,1.0
357,1.0,0.0,0.555233576,0.496707085,0.285916264,1.0
358,1.0,0.0,0.534506142,0.476019078,0.2775386,1.0
359,1.0,0.0,0.487551903,0.434885741,0.241102292,1.0
360,1.0,0.0,0.430330279,0.385392931,0.201847355,1.0
361,1.0,0.0,0.368733851,0.327306927,0.151033823,1.0
362,1.0,0.0,0.315789746,0.28333298,0.114680422,1.0
363,1.0,0.0,0.271134619,0.235643638,0.091407209,1.0
364,1.0,0.0,0.240146933,0.211234658,0.079318992,1.0
365,1.0,0.0,0.229788193,0.195305455,0.077357679,1.0
366,1.0,0.0,0.227119752,0.189092044,0.079143773,1.0
367,1.0,0.02644905,0.230244595,0.184952511,0.075495143,1.0
368,1.0,0.23978007,0.223594986,0.181642698,0.079559019,1.0
369,1.0,0.463899471,0.136600052,0.087252458,0.034008491,1.0
370,1.0,0.568788089,0.036406491,0.014272495,0.01,1.0
371,1.0,0.580082339,0.015139935,0.01,0.0,1.0
372,1.0,0.582085771,0.01,0.0,0.0,1.0
373,1.0,0.627177971,0.0,0.0,0.0,1.0
374,1.0,0.700251442,0.0,0.0,0.0,1.0
375,1.0,0.765956048,0.0,0.0,0.0,1.0
376,1.0,0.702253989,0.0,0.0,0.0,1.0
377,1.0,0.303635507,0.0,0.0,0.0,1.0
378,1.0,0.016807952,0.0,0.0,0.0,1.0
379,1.0,0.0,0.0,0.0,0.0,1.0
380,1.0,0.0,0.01,0.0,0.01,1.0
381,1.0,0.0,0.014779089,0.012147053,0.017804941,1.0
382,1.0,0.0,0.025336719,0.021925471,0.026654965,1.0
383,1.0,0.0,0.041393487,0.041227614,0.045281384,1.0
384,1.0,0.0,0.057680931,0.061899602,0.064309121,1.0
385,1.0,0.0,0.076869425,0.084197449,0.082712002,1.0
386,1.0,0.0,0.099089781,0.101123771,0.094855821,1.0
387,1.0,0.0,0.116385477,0.115948249,0.108547522,1.0
388,1.0,0.0,0.134600886,0.128238859,0.116139715,1.0
389,1.0,0.0,0.152349063,0.1412257,0.139410048,1.0
390,1.0,0.0,0.174338312,0.16642941,0.167126065,1.0
391,1.0,0.023102625,0.194480538,0.195725394,0.182195906,1.0
392,1.0,0.226126308,0.222666705,0.229691619,0.197490174,1.0
393,1.0,0.426677615,0.193927796,0.161750508,0.127737596,1.0
394,1.0,0.531356136,0.112451688,0.082924699,0.076175567,1.0
395,1.0,0.566265192,0.095715052,0.091072363,0.112075518,1.0
396,1.0,0.591592964,0.111465441,0.11893905,0.16878057,1.0
397,1.0,0.607343375,0.135529968,0.159068667,0.227319432,1.0
398,1.0,0.611771384,0.163238681,0.199878628,0.278246105,1.0
399,1.0,0.634989624,0.201057362,0.243998553,0.307256904,1.0
400,1.0,0.556508717,0.234486583,0.272099351,0.312840249,1.0
401,1.0,0.250567753,0.354309698,0.38992846,0.366545337,1.0
402,1.0,0.014947236,0.568856748,0.577749243,0.493982247,1.0
403,1.0,0.0,0.686978689,0.648080411,0.526267568,1.0
404,1.0,0.0,0.706215395,0.642691542,0.512545566,1.0
405,1.0,0.0,0.703505401,0.615741057,0.498532981,1.0
406,1.0,0.0,0.68547515,0.598952997,0.476333889,1.0
407,1.0,0.0,0.668257484,0.575054113,0.447817711,1.0
408,1.0,0.0,0.649563213,0.546919611,0.43184434,1.0
409,1.0,0.0,0.631415576,0.51131289,0.418388821,1.0
410,1.0,0.0,0.606827931,0.485900246,0.412028809,1.0
411,1.0,0.0,0.591924866,0.463854257,0.38602065,1.0
412,1.0,0.0,0.572941384,0.441204843,0.352066048,1.0
413,1.0,0.0,0.551895988,0.424973594,0.322500449,1.0
414,1.0,0.0,0.530486299,0.404071747,0.304507651,1.0
415,1.0,0.085971218,0.51527366,0.380741951,0.266211666,1.0
416,1.0,0.603482988,0.477968045,0.35567564,0.230672882,1.0
417,1.0,0.938520181,0.306314296,0.202739863,0.145448191,1.0
418,1.0,0.907658804,0.179551209,0.114130367,0.112317449,1.0
419,1.0,0.830227343,0.171281297,0.116709125,0.130605647,1.0
420,1.0,0.776679134,0.171845525,0.120245837,0.14430243,1.0
421,1.0,0.784284128,0.174693996,0.124952287,0.133353471,1.0
422,1.0,0.84311143,0.17555444,0.127204585,0.122737303,1.0
423,1.0,0.901859852,0.166578752,0.119429775,0.110674644,1.0
424,1.0,0.827689275,0.157854125,0.115241123,0.089417006,1.0
425,1.0,0.35962538,0.167710603,0.138886152,0.103081188,1.0
