Time_Index,CA_N_biomass_1.0,CA_N_conventional_hydroelectric_1.0,CA_N_geothermal_1.0,CA_N_hydroelectric_pumped_storage_1.0,CA_N_natural_gas_fired_combined_cycle_1.0,CA_N_natural_gas_fired_combustion_turbine_1.0,CA_N_onshore_wind_turbine_1.0,CA_N_small_hydroelectric_1.0,CA_N_solar_photovoltaic_1.0,CA_S_biomass_1.0,CA_S_conventional_hydroelectric_1.0,CA_S_geothermal_1.0,CA_S_hydroelectric_pumped_storage_1.0,CA_S_natural_gas_fired_combined_cycle_1.0,CA_S_natural_gas_fired_combustion_turbine_1.0,CA_S_onshore_wind_turbine_1.0,CA_S_small_hydroelectric_1.0,CA_S_solar_photovoltaic_1.0,WECC_AZ_biomass_1.0,WECC_AZ_conventional_hydroelectric_1.0,WECC_AZ_conventional_steam_coal_1.0,WECC_AZ_hydroelectric_pumped_storage_1.0,WECC_AZ_natural_gas_fired_combined_cycle_1.0,WECC_AZ_natural_gas_fired_combined_cycle_2.0,WECC_AZ_natural_gas_fired_combined_cycle_3.0,WECC_AZ_natural_gas_fired_combustion_turbine_1.0,WECC_AZ_nuclear_1.0,WECC_AZ_onshore_wind_turbine_1.0,WECC_AZ_solar_photovoltaic_1.0,CA_N_naturalgas_ccccsavgcf_mid_0.0,CA_N_naturalgas_ccavgcf_mid_0.0,CA_N_naturalgas_ctavgcf_mid_0.0,CA_N_battery_mid_0.0,CA_N_nuclear_mid_0.0,CA_N_naturalgas_ccs100_mid_0.0,CA_N_landbasedwind_ltrg1_mid_110_1.0,CA_N_landbasedwind_ltrg1_mid_110_2.0,CA_N_offshorewind_otrg10_mid_floating_1_1.0,CA_N_offshorewind_otrg10_mid_floating_1_2.0,CA_N_offshorewind_otrg10_mid_floating_1_3.0,CA_S_naturalgas_ccccsavgcf_mid_0.0,CA_S_naturalgas_ccavgcf_mid_0.0,CA_S_naturalgas_ctavgcf_mid_0.0,CA_S_battery_mid_0.0,CA_S_nuclear_mid_0.0,CA_S_naturalgas_ccs100_mid_0.0,CA_S_landbasedwind_ltrg1_mid_100_1.0,CA_S_landbasedwind_ltrg1_mid_100_2.0,CA_S_landbasedwind_ltrg1_mid_100_3.0,CA_S_landbasedwind_ltrg1_mid_100_4.0,CA_S_utilitypv_losangeles_mid_75_0_2_1.0,CA_S_utilitypv_losangeles_mid_75_0_2_2.0,CA_S_utilitypv_losangeles_mid_75_0_2_3.0,CA_S_utilitypv_losangeles_mid_75_0_2_4.0,CA_S_utilitypv_losangeles_mid_75_0_2_5.0,WECC_AZ_naturalgas_ccccsavgcf_mid_0.0,WECC_AZ_naturalgas_ccavgcf_mid_0.0,WECC_AZ_naturalgas_ctavgcf_mid_0.0,WECC_AZ_battery_mid_0.0,WECC_AZ_nuclear_mid_0.0,WECC_AZ_naturalgas_ccs100_mid_0.0,WECC_AZ_utilitypv_losangeles_mid_0_2_1.0,WECC_AZ_utilitypv_losangeles_mid_0_2_2.0,WECC_AZ_utilitypv_losangeles_mid_0_2_3.0,CA_N_ev_load_shifting_1.0,CA_S_ev_load_shifting_1.0
11,1,0.4088843132616856,1,1,1,1,0.368,0.4088843132616856,0.4972,1,0.2384008658623137,1,1,1,1,0.04938925584931159,0.2384008658623137,0.48327492752100837,1,0.3059,1,1,1,1,1,1,1,0.0188,0.4341,1,1,1,1,1,1,0.08091109246015549,0.322000652551651,0.7970288395881653,0.0030955299735069275,0.8197107315063477,1,1,1,1,1,1,0.11336743831634521,0.013037999160587788,0.015389466658234596,0.021174078807234764,0.7475653290748596,0.7190024256706238,0.7570621967315674,0.6765122413635254,0.6979047060012817,1,1,1,1,1,1,0.668810248374939,0.6995675563812256,0.6840773820877075,0.2538877620013522,0.25386834513506423
12,1,0.40898431326168566,1,1,1,1,0.418,0.40898431326168566,0.6127,1,0.2382795911994322,1,1,1,1,0.004184202635357717,0.2382795911994322,0.6021969327731093,1,0.3059,1,1,1,1,1,1,1,0.0515,0.5394,1,1,1,1,1,1,0.06260622292757034,0.2793276309967041,0.702536404132843,0.055870503187179565,0.7561672925949097,1,1,1,1,1,1,0.040356412529945374,0.0019379910081624985,0.01142947655171156,0.011843951418995857,0.8717830181121826,0.8447330594062805,0.8935757875442505,0.7840220928192139,0.8317468166351318,1,1,1,1,1,1,0.7970908880233765,0.7880444526672363,0.7847787141799927,0.29580797836375927,0.2958300550747443
13,1,0.4091771008381756,1,1,1,1,0.2753,0.4091771008381756,0.6671,1,0.2381141149751597,1,1,1,1,0.02077868485513979,0.2381141149751597,0.6530338592436974,1,0.3059,1,1,1,1,1,1,1,0.0267,0.6001,1,1,1,1,1,1,0.06774014234542847,0.2780066132545471,0.7580048441886902,0.036565814167261124,0.7408334612846375,1,1,1,1,1,1,0.0691196620464325,0.08305925130844116,0.03747417777776718,0.051275480538606644,0.9103734493255615,0.88369220495224,0.9255367517471313,0.8523014783859253,0.8692691922187805,1,1,1,1,1,1,0.8013674020767212,0.8143017888069153,0.8190020322799683,0.3652805949966193,0.3653291371623394
14,1,0.4092771008381756,1,1,1,1,0.2274,0.4092771008381756,0.7034,1,0.23799126472675652,1,1,1,1,0.026881102711377648,0.23799126472675652,0.6905256302521009,1,0.3059,1,1,1,1,1,1,1,0.0291,0.6401,1,1,1,1,1,1,0.032395340502262115,0.23868584632873535,0.7590762972831726,0.034825246781110764,0.6916909217834473,1,1,1,1,1,1,0.05711038410663605,0.10538943111896515,0.023673618212342262,0.06348945200443268,0.9332394599914551,0.9072832465171814,0.9489845037460327,0.8959043622016907,0.8929252624511719,1,1,1,1,1,1,0.8205698132514954,0.8349589109420776,0.8438117504119873,0.41396213657876946,0.4141096249672174
15,1,0.4093843132616856,1,1,1,1,0.3065,0.4093843132616856,0.7185,1,0.23782578850248404,1,1,1,1,0.1561219739842892,0.23782578850248404,0.7114707037815126,1,0.3059,1,1,1,1,1,1,1,0.0309,0.6426,1,1,1,1,1,1,0.0746842473745346,0.26095595955848694,0.9798945784568787,0.11774004250764847,0.864040732383728,1,1,1,1,1,1,0.1257377564907074,0.2607284486293793,0.06049184873700142,0.22214235365390778,0.9466593265533447,0.9300699234008789,0.9604838490486145,0.9274303913116455,0.9065762162208557,1,1,1,1,1,1,0.8266630172729492,0.8456576466560364,0.8484982848167419,0.4264705882352941,0.4264358772619984
16,1,0.40948431326168566,1,1,1,1,0.3449,0.40948431326168566,0.7118,1,0.23770451383960253,1,1,1,1,0.31453061702846524,0.23770451383960253,0.7101283897058823,1,0.3058,1,1,1,1,1,1,1,0.0417,0.641,1,1,1,1,1,1,0.32402729988098145,0.2632681727409363,0.9608720541000366,0.2615332007408142,0.8633279800415039,1,1,1,1,1,1,0.23438379168510437,0.2879650294780731,0.09276474267244339,0.2558644711971283,0.9352972507476807,0.922677755355835,0.9591902494430542,0.9282158017158508,0.9016200304031372,1,1,1,1,1,1,0.8375526666641235,0.8488253355026245,0.8504593372344971,0.4890128465179175,0.48898505114083396
17,1,0.40958431326168565,1,1,1,1,0.4776,0.40958431326168565,0.716,1,0.23753990063875088,1,1,1,1,0.3777100494129571,0.23753990063875088,0.7149348455882353,1,0.3058,1,1,1,1,1,1,1,0.0581,0.6331,1,1,1,1,1,1,0.2677895426750183,0.3805118203163147,0.9894230961799622,0.433212548494339,0.9383425712585449,1,1,1,1,1,1,0.26719343662261963,0.23292571306228638,0.10381609946489334,0.3531918525695801,0.940339982509613,0.9283808469772339,0.9717059135437012,0.9339242577552795,0.9101521372795105,1,1,1,1,1,1,0.8251166343688965,0.8335959911346436,0.8497418761253357,0.6514536849222446,0.6514555468135327
18,1,0.40968431326168564,1,1,1,1,0.47,0.40968431326168564,0.706,1,0.23741618736692688,1,1,1,1,0.3595568523523946,0.23741618736692688,0.6899539149159665,1,0.3058,1,1,1,1,1,1,1,0.0598,0.5981,1,1,1,1,1,1,0.31757938861846924,0.4731109142303467,0.9396833777427673,0.4420221745967865,0.846097469329834,1,1,1,1,1,1,0.29173338413238525,0.18348291516304016,0.12360350787639618,0.3121245205402374,0.9309682846069336,0.9108734130859375,0.9612298011779785,0.9282566905021667,0.8949470520019531,1,1,1,1,1,1,0.8179614543914795,0.8165469169616699,0.8406382203102112,0.8353617308992562,0.8354314188303174
19,1,0.40978431326168563,1,1,1,1,0.5323,0.40978431326168563,0.6803,1,0.23725314975159686,1,1,1,1,0.45958597221049075,0.23725314975159686,0.6529429779411765,1,0.3058,1,1,1,1,1,1,1,0.1813,0.5434,1,1,1,1,1,1,0.4396885931491852,0.43738681077957153,0.9974303245544434,0.3097759485244751,0.881415843963623,1,1,1,1,1,1,0.37329208850860596,0.0651681050658226,0.173394113779068,0.25941160321235657,0.9095469117164612,0.8854731321334839,0.9442126750946045,0.91289222240448,0.8799091577529907,1,1,1,1,1,1,0.7460606098175049,0.7666465044021606,0.8083663582801819,0.9181879648411089,0.9183057959611853
20,1,0.40989152568519566,1,1,1,1,0.5365,0.40989152568519566,0.6378,1,0.2371302995031937,1,1,1,1,0.4168483634597516,0.2371302995031937,0.5898467142857144,1,0.3058,1,1,1,1,1,1,1,0.3221,0.4521,1,1,1,1,1,1,0.5039445161819458,0.4153004586696625,0.9812743067741394,0.4283413290977478,0.6467808485031128,1,1,1,1,1,1,0.3654292821884155,0.029440496116876602,0.18946000933647156,0.2931942641735077,0.8625061511993408,0.8109716176986694,0.9000558853149414,0.8549486398696899,0.8254258632659912,1,1,1,1,1,1,0.6198452711105347,0.6603104472160339,0.7155781984329224,0.6891480730223123,0.6892210857592447
21,1,0.4099915256851957,1,1,1,1,0.5092,0.4099915256851957,0.5347,1,0.2369648232789212,1,1,1,1,0.2334256292761213,0.2369648232789212,0.44665994222689076,1,0.3058,1,1,1,1,1,1,1,0.3493,0.2722,1,1,1,1,1,1,0.5320356488227844,0.5923548936843872,0.9544879794120789,0.6024417281150818,0.6428059935569763,1,1,1,1,1,1,0.3441150188446045,0.03048337996006012,0.22993168234825134,0.22796624898910522,0.6998772025108337,0.6464230418205261,0.748869776725769,0.688828706741333,0.6568045020103455,1,1,1,1,1,1,0.3924178183078766,0.45729705691337585,0.4794813394546509,0.38556457065584854,0.3856543404143719
22,1,0.4100915256851957,1,1,1,1,0.4938,0.4100915256851957,0.3598,1,0.23684197303051807,1,1,1,1,0.34677758045443025,0.23684197303051807,0.2658128466386555,1,0.3058,1,1,1,1,1,1,1,0.3713,0.1053,1,1,1,1,1,1,0.31192201375961304,0.6184582710266113,0.950774610042572,0.6797443628311157,0.8010767698287964,1,1,1,1,1,1,0.39036157727241516,0.030486546456813812,0.29539021849632263,0.3178688585758209,0.4483812749385834,0.39385363459587097,0.49883848428726196,0.4296661615371704,0.3953283429145813,1,1,1,1,1,1,0.06094103306531906,0.14603090286254883,0.17827707529067993,0.3084854631507775,0.3085496984002098
23,1,0.41019152568519573,1,1,1,1,0.489,0.41019152568519573,0.1347,1,0.23667649680624556,1,1,1,1,0.5933532477405186,0.23667649680624556,0.02130257142857143,1,0.3058,1,1,1,1,1,1,1,0.2111,0.0,1,1,1,1,1,1,0.16090525686740875,0.6099545955657959,0.9391840696334839,0.6167933940887451,0.9897743463516235,1,1,1,1,1,1,0.5503175854682922,0.051488690078258514,0.2736610770225525,0.4305664002895355,0.0050042965449392796,0.0,0.07990135252475739,0.0,0.03933338820934296,1,1,1,1,1,1,0.0,0.0,0.0,0.23495605138607167,0.2349855756622082
24,1,0.41029152568519567,1,1,1,1,0.5397,0.41029152568519567,0.0,1,0.23655522214336405,1,1,1,1,0.6836811259396908,0.23655522214336405,0.0,1,0.3058,1,1,1,1,1,1,1,0.2315,0.0,1,1,1,1,1,1,0.5738674998283386,0.6050814986228943,1.0,0.634554386138916,1.0,1,1,1,1,1,1,0.638629674911499,0.04453064501285553,0.2488342970609665,0.39797675609588623,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.15365111561866127,0.15368476265407816
25,1,0.4103987381087057,1,1,1,1,0.4912,0.4103987381087057,0.0,1,0.23639060894251243,1,1,1,1,0.6926775635611115,0.23639060894251243,0.0,1,0.3058,1,1,1,1,1,1,1,0.2539,0.0,1,1,1,1,1,1,0.6860382556915283,0.5265920758247375,1.0,0.8143167495727539,1.0,1,1,1,1,1,1,0.6443611979484558,0.14514987170696259,0.3551383316516876,0.40807655453681946,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.10733603786342123,0.10739575137686862
26,1,0.4104987381087058,1,1,1,1,0.5306,0.4104987381087058,0.0,1,0.23626689567068843,1,1,1,1,0.70072713066982,0.23626689567068843,0.0,1,0.3058,1,1,1,1,1,1,1,0.4061,0.0,1,1,1,1,1,1,0.7428237199783325,0.5194588303565979,0.9987985491752625,0.8211414217948914,1.0,1,1,1,1,1,1,0.6646822690963745,0.13550397753715515,0.3412652313709259,0.3529283106327057,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.06017579445571332,0.06018882769472856
27,1,0.4105987381087058,1,1,1,1,0.4595,0.4105987381087058,0.0,1,0.23610385805535838,1,1,1,1,0.731790721344708,0.23610385805535838,0.0,1,0.3058,1,1,1,1,1,1,1,0.3602,0.0,1,1,1,1,1,1,0.721418023109436,0.49474042654037476,0.9695751667022705,0.745103120803833,0.9938446283340454,1,1,1,1,1,1,0.6457857489585876,0.2942475974559784,0.38480132818222046,0.3365173935890198,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.038539553752535496,0.03855232100708104
28,1,0.4106987381087057,1,1,1,1,0.58,0.4106987381087057,0.0,1,0.23597856919801274,1,1,1,1,0.72975174212349,0.23597856919801274,0.0,1,0.3058,1,1,1,1,1,1,1,0.3574,0.0,1,1,1,1,1,1,0.723771870136261,0.4725968837738037,0.9585981369018555,0.6298540234565735,0.9966164827346802,1,1,1,1,1,1,0.5869528651237488,0.33921873569488525,0.3107306957244873,0.3070097863674164,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.020114942528735632,0.02019407290847102
29,1,0.4107987381087057,1,1,1,1,0.571,0.4107987381087057,0.0,1,0.23586975443577005,1,1,1,1,0.7342584065377143,0.23586975443577005,0.0,1,0.3058,1,1,1,1,1,1,1,0.313,0.0,1,1,1,1,1,1,0.6935162544250488,0.4682800769805908,0.8840908408164978,0.6645826101303101,0.984515368938446,1,1,1,1,1,1,0.48678457736968994,0.38510558009147644,0.286051869392395,0.2883271872997284,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.02383367139959432,0.023865722528193023
30,1,0.4109059505322158,1,1,1,1,0.4017,0.4109059505322158,0.0,1,0.23574847977288854,1,1,1,1,0.7218465917729537,0.23574847977288854,0.0,1,0.3057,1,1,1,1,1,1,1,0.2314,0.0,1,1,1,1,1,1,0.5617532730102539,0.5233364105224609,0.8741438984870911,0.5529952049255371,0.9779519438743591,1,1,1,1,1,1,0.42900896072387695,0.3370029330253601,0.22316300868988037,0.2887749671936035,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.018424611223799865,0.01848937844217152
31,1,0.41100595053221584,1,1,1,1,0.2698,0.41100595053221584,0.0,1,0.2355814279630944,1,1,1,1,0.6601748015035053,0.2355814279630944,0.0,1,0.3057,1,1,1,1,1,1,1,0.1829,0.0,1,1,1,1,1,1,0.2990788221359253,0.5542829036712646,0.9521884322166443,0.30752798914909363,0.9993132948875427,1,1,1,1,1,1,0.3142811357975006,0.395677775144577,0.21603652834892273,0.26989907026290894,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.06558485463150777,0.06556517178075007
32,1,0.41110595053221577,1,1,1,1,0.1943,0.41110595053221577,0.0,1,0.23546015330021292,1,1,1,1,0.6354635927865528,0.23546015330021292,0.0,1,0.3057,1,1,1,1,1,1,1,0.0831,0.0,1,1,1,1,1,1,0.15810857713222504,0.4319359064102173,0.9850642085075378,0.11379878222942352,1.0,1,1,1,1,1,1,0.2685045599937439,0.49966174364089966,0.18159271776676178,0.24545882642269135,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.1533130493576741,0.15342250196695514
33,1,0.4112059505322158,1,1,1,1,0.3892,0.4112059505322158,0.0337,1,0.2352971156848829,1,1,1,1,0.6064023735112762,0.2352971156848829,0.11612045168067228,1,0.3057,1,1,1,1,1,1,1,0.1111,0.122,1,1,1,1,1,1,0.09139351546764374,0.36686572432518005,1.0,0.02626713365316391,1.0,1,1,1,1,1,1,0.2796691656112671,0.4885573983192444,0.21952997148036957,0.24506691098213196,0.18159131705760956,0.2080066204071045,0.09806744754314423,0.14250993728637695,0.14558736979961395,1,1,1,1,1,1,0.12963399291038513,0.11496815085411072,0.18954208493232727,0.2606490872210953,0.26068712300026226
34,1,0.4113059505322158,1,1,1,1,0.4346,0.4113059505322158,0.3445,1,0.23517182682753723,1,1,1,1,0.5428798673874482,0.23517182682753723,0.3239467867647059,1,0.3057,1,1,1,1,1,1,1,0.0901,0.3035,1,1,1,1,1,1,0.06197149306535721,0.3796312212944031,1.0,0.019266638904809952,1.0,1,1,1,1,1,1,0.253456711769104,0.4111122190952301,0.20283587276935577,0.26410067081451416,0.5263196229934692,0.5298689603805542,0.5158755779266357,0.4978034496307373,0.504224419593811,1,1,1,1,1,1,0.4611654281616211,0.4555666446685791,0.5110927224159241,0.2778904665314402,0.2779963283503803
35,1,0.41141316295572583,1,1,1,1,0.3842,0.41141316295572583,0.5164,1,0.23500878921220725,1,1,1,1,0.12684354464059464,0.23500878921220725,0.4960891712184874,1,0.3057,1,1,1,1,1,1,1,0.1184,0.4723,1,1,1,1,1,1,0.062464639544487,0.21179842948913574,0.9971542954444885,0.023839103057980537,1.0,1,1,1,1,1,1,0.07661811262369156,0.08892492949962616,0.01617053896188736,0.05355573818087578,0.7619410753250122,0.7556665539741516,0.7624319195747375,0.7251006960868835,0.7391713857650757,1,1,1,1,1,1,0.6877003908157349,0.6799755096435547,0.7270188927650452,0.2621703853955375,0.2621295567794388
36,1,0.4115131629557259,1,1,1,1,0.179,0.4115131629557259,0.63,1,0.23488507594038324,1,1,1,1,0.007583541684263874,0.23488507594038324,0.6087820357142858,1,0.3057,1,1,1,1,1,1,1,0.1554,0.5734,1,1,1,1,1,1,0.029833760112524033,0.09416327625513077,1.0,0.01603270322084427,1.0,1,1,1,1,1,1,0.011011878959834576,0.02268834598362446,0.004821471869945526,0.02474386990070343,0.880561351776123,0.8708993792533875,0.8907359838485718,0.8611997365951538,0.8598204851150513,1,1,1,1,1,1,0.7843930125236511,0.7940590977668762,0.8202486038208008,0.30544286680189314,0.3055337004982953
