Time_Index,CA_N_biomass_1,CA_N_conventional_hydroelectric_1,CA_N_geothermal_1,CA_N_hydroelectric_pumped_storage_1,CA_N_natural_gas_fired_combined_cycle_1,CA_N_natural_gas_fired_combined_cycle_2,CA_N_natural_gas_fired_combustion_turbine_1,CA_N_natural_gas_fired_combustion_turbine_2,CA_N_onshore_wind_turbine_1,CA_N_small_hydroelectric_1,CA_N_solar_photovoltaic_1,CA_S_biomass_1,CA_S_conventional_hydroelectric_1,CA_S_geothermal_1,CA_S_hydroelectric_pumped_storage_1,CA_S_natural_gas_fired_combined_cycle_1,CA_S_natural_gas_fired_combined_cycle_2,CA_S_natural_gas_fired_combustion_turbine_1,CA_S_natural_gas_fired_combustion_turbine_2,CA_S_onshore_wind_turbine_1,CA_S_small_hydroelectric_1,CA_S_solar_photovoltaic_1,WECC_N_biomass_1,WECC_N_conventional_hydroelectric_1,WECC_N_conventional_steam_coal_1,WECC_N_conventional_steam_coal_2,WECC_N_geothermal_1,WECC_N_natural_gas_fired_combined_cycle_1,WECC_N_natural_gas_fired_combined_cycle_2,WECC_N_natural_gas_fired_combustion_turbine_1,WECC_N_natural_gas_fired_combustion_turbine_2,WECC_N_onshore_wind_turbine_1,WECC_N_solar_photovoltaic_1,WECC_NMAZ_biomass_1,WECC_NMAZ_conventional_hydroelectric_1,WECC_NMAZ_conventional_steam_coal_1,WECC_NMAZ_conventional_steam_coal_2,WECC_NMAZ_geothermal_1,WECC_NMAZ_hydroelectric_pumped_storage_1,WECC_NMAZ_natural_gas_fired_combined_cycle_1,WECC_NMAZ_natural_gas_fired_combined_cycle_2,WECC_NMAZ_natural_gas_fired_combustion_turbine_1,WECC_NMAZ_natural_gas_fired_combustion_turbine_2,WECC_NMAZ_nuclear_1,WECC_NMAZ_onshore_wind_turbine_1,WECC_NMAZ_solar_photovoltaic_1,WECC_PNW_biomass_1,WECC_PNW_conventional_hydroelectric_1,WECC_PNW_geothermal_1,WECC_PNW_hydroelectric_pumped_storage_1,WECC_PNW_natural_gas_fired_combined_cycle_1,WECC_PNW_natural_gas_fired_combined_cycle_2,WECC_PNW_natural_gas_fired_combustion_turbine_1,WECC_PNW_natural_gas_fired_combustion_turbine_2,WECC_PNW_nuclear_1,WECC_PNW_onshore_wind_turbine_1,WECC_PNW_solar_photovoltaic_1,WECC_WYCO_biomass_1,WECC_WYCO_conventional_hydroelectric_1,WECC_WYCO_conventional_steam_coal_1,WECC_WYCO_conventional_steam_coal_2,WECC_WYCO_hydroelectric_pumped_storage_1,WECC_WYCO_natural_gas_fired_combined_cycle_1,WECC_WYCO_natural_gas_fired_combined_cycle_2,WECC_WYCO_natural_gas_fired_combustion_turbine_1,WECC_WYCO_natural_gas_fired_combustion_turbine_2,WECC_WYCO_onshore_wind_turbine_1,WECC_WYCO_solar_photovoltaic_1,CA_N_naturalgas_ccavgcf_mid_0,CA_N_naturalgas_ctavgcf_mid_0,CA_N_naturalgas_ccccsavgcf_mid_0,CA_N_nuclear_mid_0,CA_N_naturalgas_ccs100_mid_0,CA_N_offshorewind_otrg6_low_floating_1_180_1,CA_N_offshorewind_otrg6_low_floating_1_180_2,CA_N_offshorewind_otrg6_low_floating_1_180_3,CA_N_offshorewind_otrg6_low_floating_1_180_4,CA_N_offshorewind_otrg6_low_floating_1_180_5,CA_N_offshorewind_otrg6_low_floating_1_180_6,CA_S_naturalgas_ccavgcf_mid_0,CA_S_naturalgas_ctavgcf_mid_0,CA_S_naturalgas_ccccsavgcf_mid_0,CA_S_nuclear_mid_0,CA_S_naturalgas_ccs100_mid_0,WECC_N_naturalgas_ccavgcf_mid_0,WECC_N_naturalgas_ctavgcf_mid_0,WECC_N_naturalgas_ccccsavgcf_mid_0,WECC_N_nuclear_mid_0,WECC_N_naturalgas_ccs100_mid_0,WECC_NMAZ_naturalgas_ccavgcf_mid_0,WECC_NMAZ_naturalgas_ctavgcf_mid_0,WECC_NMAZ_naturalgas_ccccsavgcf_mid_0,WECC_NMAZ_nuclear_mid_0,WECC_NMAZ_naturalgas_ccs100_mid_0,WECC_PNW_naturalgas_ccavgcf_mid_0,WECC_PNW_naturalgas_ctavgcf_mid_0,WECC_PNW_naturalgas_ccccsavgcf_mid_0,WECC_PNW_nuclear_mid_0,WECC_PNW_naturalgas_ccs100_mid_0,WECC_PNW_offshorewind_otrg6_low_floating_1_150_1,WECC_PNW_offshorewind_otrg6_low_floating_1_150_2,WECC_PNW_offshorewind_otrg6_low_floating_1_150_3,WECC_WYCO_naturalgas_ccavgcf_mid_0,WECC_WYCO_naturalgas_ctavgcf_mid_0,WECC_WYCO_naturalgas_ccccsavgcf_mid_0,WECC_WYCO_nuclear_mid_0,WECC_WYCO_naturalgas_ccs100_mid_0,CA_N_ev_load_shifting_1,CA_S_ev_load_shifting_1,WECC_N_ev_load_shifting_1,WECC_NMAZ_ev_load_shifting_1,WECC_PNW_ev_load_shifting_1,WECC_WYCO_ev_load_shifting_1
11,1,0.220518558,1,1,1,1,1,1,0.0003,0.220518558,0.6304,1,0.101388221,1,1,1,1,1,1,0.026155165,0.101388221,0.642595993,1,0.360127183,1,1,1,1,1,1,1,0.044455302,0.593274125,1,0.229409663,1,1,1,1,1,1,1,1,1,0.057134596,0.616208771,1,0.4115,1,1,1,1,1,1,1,0.0589,0.4712,1,0.068849111,1,1,1,1,1,1,1,0.104046153,0.584062081,1,1,1,1,1,0.142560795,0.313448608,0.525827169,0.090969473,0.43454513,0.507418215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.929097652,0.650653958,0.628991485,1,1,1,1,1,0.190331305,0.190401259,0.206980519,0.206771232,0.283216783,0.220215463
12,1,0.220669045,1,1,1,1,1,1,0.0003,0.220669045,0.6859,1,0.101492236,1,1,1,1,1,1,0.076908702,0.101492236,0.681909771,1,0.360359084,1,1,1,1,1,1,1,0.059414456,0.624156372,1,0.229409663,1,1,1,1,1,1,1,1,1,0.124537859,0.653856951,1,0.4119,1,1,1,1,1,1,1,0.0819,0.5336,1,0.069168632,1,1,1,1,1,1,1,0.077546518,0.58616176,1,1,1,1,1,0.465919614,0.760106862,1,0.099228695,0.873959184,0.990851998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99477303,1,0.738907337,1,1,1,1,1,0.25862069,0.258589038,0.275162338,0.275439939,0.372877123,0.300617871
13,1,0.22081232,1,1,1,1,1,1,0.012,0.22081232,0.6906,1,0.101542027,1,1,1,1,1,1,0.088507254,0.101542027,0.680792813,1,0.360491222,1,1,1,1,1,1,1,0.059311248,0.606624989,1,0.229412306,1,1,1,1,1,1,1,1,1,0.221971144,0.645623548,1,0.4122,1,1,1,1,1,1,1,0.0869,0.5629,1,0.069588153,1,1,1,1,1,1,1,0.092507318,0.575171337,1,1,1,1,1,0.246355817,0.701101184,0.97296536,0.258871794,0.914660931,0.993579566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999134839,1,0.679450393,1,1,1,1,1,0.336883029,0.337004983,0.349837662,0.350038256,0.394855145,0.384584918
14,1,0.220962807,1,1,1,1,1,1,0.0079,0.220962807,0.6784,1,0.101591818,1,1,1,1,1,1,0.125421474,0.101591818,0.665080303,1,0.360723122,1,1,1,1,1,1,1,0.059706559,0.556207624,1,0.229412306,1,1,1,1,1,1,1,1,1,0.227842887,0.619787974,1,0.4126,1,1,1,1,1,1,1,0.095,0.5109,1,0.069927794,1,1,1,1,1,1,1,0.083820352,0.524111145,1,1,1,1,1,0.178491965,0.696971118,0.991515398,0.075644501,0.926060557,0.99831003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962177277,0.699819624,1,1,1,1,1,0.426132522,0.426173617,0.419642857,0.419854629,0.393356643,0.469660963
15,1,0.221106081,1,1,1,1,1,1,0.0413,0.221106081,0.5879,1,0.10164161,1,1,1,1,1,1,0.108215166,0.10164161,0.568092247,1,0.360860761,1,1,1,1,1,1,1,0.056981129,0.469893666,1,0.229317592,1,1,1,1,1,1,1,1,1,0.252670075,0.509423235,1,0.4129,1,1,1,1,1,1,1,0.1171,0.4507,1,0.070247315,1,1,1,1,1,1,1,0.061521599,0.421690811,1,1,1,1,1,0.218788505,0.742465436,1,0.067680702,0.976101518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962434769,0.715808153,1,1,1,1,1,0.435936444,0.436008392,0.428571429,0.428653405,0.418831169,0.480830165
16,1,0.221256568,1,1,1,1,1,1,0.0574,0.221256568,0.4584,1,0.101691401,1,1,1,1,1,1,0.03934626,0.101691401,0.426838395,1,0.361048808,1,1,1,1,1,1,1,0.039950502,0.301939858,1,0.229317592,1,1,1,1,1,1,1,1,1,0.382085102,0.354899186,1,0.4133,1,1,1,1,1,1,1,0.1556,0.3194,1,0.070586955,1,1,1,1,1,1,1,0.041963002,0.219220637,1,1,1,1,1,0.234879643,0.74911499,1,0.021769233,0.972391844,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.951102138,0.792516589,1,1,1,1,1,0.438810007,0.43876213,0.439123377,0.43917368,0.454795205,0.488355513
17,1,0.221399843,1,1,1,1,1,1,0.0243,0.221399843,0.2483,1,0.101738754,1,1,1,1,1,1,0.016185343,0.101738754,0.20151454,1,0.3612248,1,1,1,1,1,1,1,0.017621482,0.035768314,1,0.229320235,1,1,1,1,1,1,1,1,1,0.246587029,0.108670963,1,0.4137,1,1,1,1,1,1,1,0.2751,0.0925,1,0.070986356,1,1,1,1,1,1,1,0.041446465,0,1,1,1,1,1,0.148756757,0.721197844,1,0.060866173,0.971256375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.929558635,0.830340147,1,1,1,1,1,0.481068289,0.4809861,0.488636364,0.488714614,0.418831169,0.534775032
18,1,0.22155033,1,1,1,1,1,1,0.0001,0.22155033,0,1,0.101788545,1,1,1,1,1,1,0.000724198,0.101788545,0,1,0.36141811,1,1,1,1,1,1,1,0.015980043,0,1,0.229322878,1,1,1,1,1,1,1,1,1,0.102183839,0,1,0.414,1,1,1,1,1,1,1,0.2383,0,1,0.071325997,1,1,1,1,1,1,1,0.04458775,0,1,1,1,1,1,0.0335247,0.531791031,0.64755857,0.0045121,0.750803232,0.796231985,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98718518,0.89176178,0.65657717,1,1,1,1,1,0.521129141,0.521243116,0.515422078,0.515684774,0.503996004,0.56345057
19,1,0.221693604,1,1,1,1,1,1,0.0001,0.221693604,0,1,0.101892559,1,1,1,1,1,1,0.027618929,0.101892559,0,1,0.361588838,1,1,1,1,1,1,1,0.031041614,0,1,0.229225521,1,1,1,1,1,1,1,1,1,0.177157793,0,1,0.4144,1,1,1,1,1,1,1,0.1218,0,1,0.071645518,1,1,1,1,1,1,1,0.072266989,0,1,1,1,1,1,0.030076742,0.374899656,0.393618464,0.015009453,0.495366216,0.482154459,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.953123927,0.819369078,0.54115057,1,1,1,1,1,0.514705882,0.514686598,0.517045455,0.517023718,0.526223776,0.559252218
20,1,0.221844091,1,1,1,1,1,1,0.001,0.221844091,0,1,0.101942351,1,1,1,1,1,1,0.072051024,0.101942351,0,1,0.361726477,1,1,1,1,1,1,1,0.032700062,0,1,0.229228164,1,1,1,1,1,1,1,1,1,0.062512185,0,1,0.4148,1,1,1,1,1,1,1,0.0722,0,1,0.072065039,1,1,1,1,1,1,1,0.090029809,0,1,1,1,1,1,0.021058936,0.425070465,0.400828838,0.065962806,0.601488352,0.624215484,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.964926243,0.892526865,0.772736967,1,1,1,1,1,0.604124408,0.604117493,0.581980519,0.582440704,0.459290709,0.638228771
21,1,0.221987366,1,1,1,1,1,1,0.0032,0.221987366,0,1,0.101950379,1,1,1,1,1,1,0.081029517,0.101950379,0,1,0.361958378,1,1,1,1,1,1,1,0.032730165,0,1,0.229228164,1,1,1,1,1,1,1,1,1,0.075771727,0,1,0.4151,1,1,1,1,1,1,1,0.0359,0,1,0.07238456,1,1,1,1,1,1,1,0.159101547,0,1,1,1,1,1,0.00820969,0.309953928,0.315568149,0.200480103,0.451229155,0.513284445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.937039852,0.919681311,0.810322046,1,1,1,1,1,0.579614604,0.579727249,0.548701299,0.548584545,0.392357642,0.598225602
22,1,0.222137853,1,1,1,1,1,1,0.0015,0.222137853,0,1,0.10200017,1,1,1,1,1,1,0.082425959,0.10200017,0,1,0.362090515,1,1,1,1,1,1,1,0.042763641,0,1,0.229230807,1,1,1,1,1,1,1,1,1,0.053875961,0,1,0.4155,1,1,1,1,1,1,1,0.0277,0,1,0.0727242,1,1,1,1,1,1,1,0.22934164,0,1,1,1,1,1,0.011370693,0.477020502,0.381447762,0.316901118,0.680083334,0.737793207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.978960812,0.953366756,0.815735698,1,1,1,1,1,0.495774172,0.495803829,0.465909091,0.465570008,0.317682318,0.50245564
23,1,0.222281127,1,1,1,1,1,1,0.0027,0.222281127,0,1,0.102049962,1,1,1,1,1,1,0.098018338,0.102049962,0,1,0.362322416,1,1,1,1,1,1,1,0.052881432,0,1,0.22913345,1,1,1,1,1,1,1,1,1,0.028165177,0,1,0.4159,1,1,1,1,1,1,1,0.0516,0,1,0.073143721,1,1,1,1,1,1,1,0.214673533,0,1,1,1,1,1,0.035403814,0.605502009,0.413137794,0.478974611,0.843363404,0.919045508,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998500347,0.959409118,0.895785928,1,1,1,1,1,0.41903313,0.419092578,0.385551948,0.385807192,0.228521479,0.411596958
24,1,0.222431614,1,1,1,1,1,1,0.0013,0.222431614,0,1,0.102099753,1,1,1,1,1,1,0.090461352,0.102099753,0,1,0.362459818,1,1,1,1,1,1,1,0.068893664,0,1,0.229136093,1,1,1,1,1,1,1,1,1,0.021842078,0,1,0.4162,1,1,1,1,1,1,1,0.0296,0,1,0.073463242,1,1,1,1,1,1,1,0.258555319,0,1,1,1,1,1,0.119389363,0.567568004,0.332168162,0.586130679,0.759765387,0.815103114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.987401009,0.91840601,0.864673793,1,1,1,1,1,0.332150101,0.33215316,0.29788961,0.297628156,0.123376623,0.312262357
25,1,0.222574889,1,1,1,1,1,1,0.0025,0.222574889,0,1,0.102203767,1,1,1,1,1,1,0.101650788,0.102203767,0,1,0.362686454,1,1,1,1,1,1,1,0.074924469,0,1,0.229138736,1,1,1,1,1,1,1,1,1,0.023588835,0,1,0.4166,1,1,1,1,1,1,1,0.0217,0,1,0.073802883,1,1,1,1,1,1,1,0.235896314,0,1,1,1,1,1,0.244703948,0.517270267,0.289275199,0.563869476,0.609541774,0.660698712,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.967079639,0.89873147,0.890420914,1,1,1,1,1,0.228532792,0.228691319,0.198863636,0.198928845,0.052697303,0.208570976
26,1,0.222725376,1,1,1,1,1,1,0.0021,0.222725376,0,1,0.102253559,1,1,1,1,1,1,0.117227285,0.102253559,0,1,0.362824093,1,1,1,1,1,1,1,0.087919736,0,1,0.229041379,1,1,1,1,1,1,1,1,1,0.025292826,0,1,0.4169,1,1,1,1,1,1,1,0.0106,0,1,0.074122404,1,1,1,1,1,1,1,0.214416301,0,1,1,1,1,1,0.466431141,0.541181087,0.33550933,0.564167857,0.513842821,0.654120684,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.652693391,0.820031643,0.68915534,1,1,1,1,1,0.117985125,0.118017309,0.101461039,0.101759755,0.037212787,0.105513308
