Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
,,,,,,,,146,46435.80621
,,,,,,,,147,45177.75907
,,,,,,,,148,45867.71866
,,,,,,,,149,45476.49918
,,,,,,,,150,46682.62269
,,,,,,,,151,48610.96603
,,,,,,,,152,49757.68972
,,,,,,,,153,50560.20171
,,,,,,,,154,51950.8743
,,,,,,,,155,52691.63098
,,,,,,,,156,55086.57011
,,,,,,,,157,58863.98876
,,,,,,,,158,62091.85669
,,,,,,,,159,65373.28688
,,,,,,,,160,66852.44471
,,,,,,,,161,69107.99911
,,,,,,,,162,72330.9512
,,,,,,,,163,75295.51408
,,,,,,,,164,76276.32794
,,,,,,,,165,74323.50778
,,,,,,,,166,71037.98106
,,,,,,,,167,66111.3808
,,,,,,,,168,60084.14291
,,,,,,,,169,54141.60097
,,,,,,,,170,49486.294
,,,,,,,,171,46997.23688
,,,,,,,,172,45976.89142
,,,,,,,,173,45640.56557
,,,,,,,,174,46504.73048
,,,,,,,,175,47923.25953
,,,,,,,,176,49620.046
,,,,,,,,177,50758.16696
,,,,,,,,178,51649.77868
,,,,,,,,179,53427.36939
,,,,,,,,180,55275.7278
,,,,,,,,181,58116.16556
,,,,,,,,182,61926.56134
,,,,,,,,183,65462.59143
,,,,,,,,184,67668.88494
,,,,,,,,185,70455.86286
,,,,,,,,186,74131.99458
,,,,,,,,187,77710.21902
,,,,,,,,188,78957.51275
,,,,,,,,189,77283.76931
,,,,,,,,190,73741.492
,,,,,,,,191,68285.20924
,,,,,,,,192,61799.97829
,,,,,,,,193,52430.88627
,,,,,,,,194,46048.06879
,,,,,,,,195,43194.21487
,,,,,,,,196,41196.12795
,,,,,,,,197,42318.88689
,,,,,,,,198,44782.44305
,,,,,,,,199,47715.97466
,,,,,,,,200,51425.80041
,,,,,,,,201,52302.66459
,,,,,,,,202,51894.34207
,,,,,,,,203,51978.42353
,,,,,,,,204,52611.13398
,,,,,,,,205,54257.12337
,,,,,,,,206,56631.88705
,,,,,,,,207,60167.09783
,,,,,,,,208,64396.05749
,,,,,,,,209,70440.9105
,,,,,,,,210,79302.23651
,,,,,,,,211,81344.77087
,,,,,,,,212,75712.95141
,,,,,,,,213,70550.49292
,,,,,,,,214,62395.61506
,,,,,,,,215,54902.22585
,,,,,,,,216,50105.99795
,,,,,,,,217,46587.58298
,,,,,,,,218,44148.29881
,,,,,,,,219,42670.16511
,,,,,,,,220,42445.8796
,,,,,,,,221,43388.69806
,,,,,,,,222,45830.64498
,,,,,,,,223,48561.50032
,,,,,,,,224,52207.62489
,,,,,,,,225,52688.7634
,,,,,,,,226,51717.98606
,,,,,,,,227,51371.93092
,,,,,,,,228,51759.77076
,,,,,,,,229,53113.77932
,,,,,,,,230,55167.0671
,,,,,,,,231,58553.06145
,,,,,,,,232,62812.43791
,,,,,,,,233,68977.31951
,,,,,,,,234,77701.41146
,,,,,,,,235,79790.74879
,,,,,,,,236,74503.03861
,,,,,,,,237,69775.73497
,,,,,,,,238,61997.02182
,,,,,,,,239,54646.70423
,,,,,,,,240,50018.33201
,,,,,,,,241,46767.8307
,,,,,,,,242,44281.74357
,,,,,,,,243,42812.62226
,,,,,,,,244,42546.9617
,,,,,,,,245,43474.62296
,,,,,,,,246,45746.25628
,,,,,,,,247,48547.6745
,,,,,,,,248,52139.3151
,,,,,,,,249,53104.05004
,,,,,,,,250,52453.72447
,,,,,,,,251,52191.34115
,,,,,,,,252,52549.17383
,,,,,,,,253,54140.78166
,,,,,,,,254,56300.68187
,,,,,,,,255,59773.2156
,,,,,,,,256,64077.34675
,,,,,,,,257,70312.07434
,,,,,,,,258,78837.48415
,,,,,,,,259,80265.02559
,,,,,,,,260,74951.50722
,,,,,,,,261,70390.011
,,,,,,,,262,62740.03158
,,,,,,,,263,55454.13208
,,,,,,,,264,50802.10234
,,,,,,,,265,47201.55177
,,,,,,,,266,44965.25111
,,,,,,,,267,43619.02597
,,,,,,,,268,43370.7757
,,,,,,,,269,44393.88633
,,,,,,,,270,46847.91804
,,,,,,,,271,49780.22068
,,,,,,,,272,54145.18544
,,,,,,,,273,55439.38454
,,,,,,,,274,54982.00595
,,,,,,,,275,55163.9947
,,,,,,,,276,55879.25042
,,,,,,,,277,57553.30109
,,,,,,,,278,59800.56
,,,,,,,,279,63175.18644
,,,,,,,,280,67591.56277
,,,,,,,,281,73887.02155
,,,,,,,,282,82916.6129
,,,,,,,,283,85148.50978
,,,,,,,,284,80186.26963
,,,,,,,,285,75547.55365
,,,,,,,,286,68213.21257
,,,,,,,,287,60770.41561
,,,,,,,,288,56183.72568
,,,,,,,,289,53208.71662
,,,,,,,,290,50931.14332
,,,,,,,,291,49581.33371
,,,,,,,,292,49506.46946
,,,,,,,,293,50655.44625
,,,,,,,,294,53136.4127
,,,,,,,,295,56739.62603
,,,,,,,,296,61733.2047
,,,,,,,,297,62541.55427
,,,,,,,,298,61198.60636
,,,,,,,,299,60248.92619
,,,,,,,,300,59912.39551
,,,,,,,,301,60771.95182
,,,,,,,,302,62467.09967
,,,,,,,,303,65509.4968
,,,,,,,,304,69519.59887
,,,,,,,,305,75626.51444
,,,,,,,,306,84384.30042
,,,,,,,,307,86038.07323
,,,,,,,,308,81051.45868
,,,,,,,,309,76729.81482
,,,,,,,,310,69329.21222
,,,,,,,,311,62374.21065
,,,,,,,,312,58196.96979
,,,,,,,,313,58286.88882
,,,,,,,,314,57557.9097
,,,,,,,,315,56458.60345
,,,,,,,,316,57412.58498
,,,,,,,,317,57351.9562
,,,,,,,,318,58262.92407
,,,,,,,,319,57988.35354
,,,,,,,,320,59785.4028
,,,,,,,,321,60635.53707
,,,,,,,,322,61728.28886
,,,,,,,,323,62964.00986
,,,,,,,,324,65138.35036
,,,,,,,,325,68978.13882
,,,,,,,,326,71259.09176
,,,,,,,,327,72849.06097
,,,,,,,,328,74138.13939
,,,,,,,,329,76812.87214
,,,,,,,,330,80300.66548
,,,,,,,,331,83855.84689
,,,,,,,,332,85492.72147
,,,,,,,,333,83954.57348
,,,,,,,,334,81196.57857
,,,,,,,,335,76147.08214
,,,,,,,,336,70085.84298
,,,,,,,,337,63628.67332
,,,,,,,,338,58684.86759
,,,,,,,,339,56091.65596
,,,,,,,,340,55147.19889
,,,,,,,,341,55027.68236
,,,,,,,,342,55578.76928
,,,,,,,,343,54806.26443
,,,,,,,,344,55850.06257
,,,,,,,,345,56272.72299
,,,,,,,,346,57167.91918
,,,,,,,,347,57962.03328
,,,,,,,,348,59948.54747
,,,,,,,,349,63261.72583
,,,,,,,,350,66255.06691
,,,,,,,,351,69639.42263
,,,,,,,,352,71675.30012
,,,,,,,,353,74616.51274
,,,,,,,,354,78773.06608
,,,,,,,,355,83109.55989
,,,,,,,,356,84929.24253
,,,,,,,,357,83518.90655
,,,,,,,,358,80404.30792
,,,,,,,,359,75314.35816
,,,,,,,,360,69092.63709
,,,,,,,,361,59438.32353
,,,,,,,,362,52749.69942
,,,,,,,,363,49834.60224
,,,,,,,,364,47939.44086
,,,,,,,,365,48627.96666
,,,,,,,,366,49809.20369
,,,,,,,,367,50306.72836
,,,,,,,,368,52515.4798
,,,,,,,,369,53394.49466
,,,,,,,,370,52980.84663
,,,,,,,,371,53250.29649
,,,,,,,,372,54343.56034
,,,,,,,,373,56109.06626
,,,,,,,,374,58325.39629
,,,,,,,,375,61658.85252
,,,,,,,,376,65926.62689
,,,,,,,,377,71948.94893
,,,,,,,,378,80374.09595
,,,,,,,,379,81514.98207
,,,,,,,,380,75624.46617
,,,,,,,,381,70347.61182
,,,,,,,,382,63829.81338
,,,,,,,,383,56889.45694
,,,,,,,,384,52144.53819
,,,,,,,,385,47871.02866
,,,,,,,,386,45229.78512
,,,,,,,,387,43560.7527
,,,,,,,,388,42933.26533
,,,,,,,,389,43724.51185
,,,,,,,,390,45768.37759
,,,,,,,,391,48393.03015
,,,,,,,,392,51753.11388
,,,,,,,,393,52793.6348
,,,,,,,,394,52666.53967
,,,,,,,,395,52897.17482
,,,,,,,,396,53813.67302
,,,,,,,,397,55531.0446
,,,,,,,,398,57786.18934
,,,,,,,,399,61272.24165
,,,,,,,,400,65550.87185
,,,,,,,,401,71513.282
,,,,,,,,402,80052.10798
,,,,,,,,403,81604.08179
,,,,,,,,404,76166.84794
,,,,,,,,405,71471.08765
,,,,,,,,406,63853.16365
,,,,,,,,407,56622.66984
,,,,,,,,408,51904.17376
,,,,,,,,409,48790.80409
,,,,,,,,410,46517.53216
,,,,,,,,411,45149.9026
,,,,,,,,412,45062.95356
,,,,,,,,413,46194.31523
,,,,,,,,414,48656.3352
,,,,,,,,415,52077.25253
,,,,,,,,416,56654.52043
,,,,,,,,417,57716.54817
,,,,,,,,418,57048.81231
,,,,,,,,419,56436.37972
,,,,,,,,420,56416.92116
,,,,,,,,421,57710.60819
,,,,,,,,422,59723.44265
,,,,,,,,423,62993.60735
,,,,,,,,424,67399.74233
,,,,,,,,425,73667.65188
,,,,,,,,426,82889.88298
,,,,,,,,427,85321.58856
,,,,,,,,428,80594.48975
,,,,,,,,429,76273.97243
,,,,,,,,430,68713.60481
,,,,,,,,431,61297.94743
,,,,,,,,432,56655.54456
,,,,,,,,433,53693.02994
,,,,,,,,434,51183.79737
,,,,,,,,435,49771.92519
,,,,,,,,436,49623.01599
,,,,,,,,437,50813.67507
,,,,,,,,438,53204.0056
,,,,,,,,439,56956.53777
,,,,,,,,440,61170.34024
,,,,,,,,441,61229.53523
,,,,,,,,442,59196.52532
,,,,,,,,443,57827.97404
,,,,,,,,444,57387.6985
,,,,,,,,445,58602.52715
,,,,,,,,446,60655.09804
,,,,,,,,447,64085.84707
,,,,,,,,448,68515.63956
,,,,,,,,449,74720.46242
,,,,,,,,450,83435.84922
,,,,,,,,451,85831.71008
,,,,,,,,452,81035.37976
,,,,,,,,453,76406.80271
,,,,,,,,454,67899.31526
,,,,,,,,455,60183.79122
,,,,,,,,456,55371.68923
,,,,,,,,457,51730.89016
,,,,,,,,458,49014.78236
,,,,,,,,459,47297.61561
,,,,,,,,460,46715.29259
,,,,,,,,461,47546.27553
,,,,,,,,462,49569.96581
,,,,,,,,463,53075.47668
,,,,,,,,464,57056.69815
,,,,,,,,465,57787.93037
,,,,,,,,466,56759.187
,,,,,,,,467,56271.80127
,,,,,,,,468,56699.68477
,,,,,,,,469,58471.84756
,,,,,,,,470,60799.70587
,,,,,,,,471,64621.77679
,,,,,,,,472,68596.85345
,,,,,,,,473,74318.2847
,,,,,,,,474,82217.4361
,,,,,,,,475,83546.04612
,,,,,,,,476,78133.69874
,,,,,,,,477,73201.67057
,,,,,,,,478,64914.26968
,,,,,,,,479,57698.93306
,,,,,,,,480,53232.47654
,,,,,,,,481,52548.76418
,,,,,,,,482,51514.28566
,,,,,,,,483,50044.75469
,,,,,,,,484,50626.25841
,,,,,,,,485,50151.46953
,,,,,,,,486,51252.72164
,,,,,,,,487,52613.59191
,,,,,,,,488,55872.49113
,,,,,,,,489,59306.41498
,,,,,,,,490,62858.83122
,,,,,,,,491,66200.48052
,,,,,,,,492,68988.89223
,,,,,,,,493,71524.34266
,,,,,,,,494,73668.36878
,,,,,,,,495,74730.80618
,,,,,,,,496,75577.5608
,,,,,,,,497,77454.28774
,,,,,,,,498,79903.50602
,,,,,,,,499,82582.43773
,,,,,,,,500,83385.15455
,,,,,,,,501,81425.88234
,,,,,,,,502,78266.73385
,,,,,,,,503,73143.60213
,,,,,,,,504,66827.251
,,,,,,,,505,60209.90666
,,,,,,,,506,55250.53409
,,,,,,,,507,52451.36896
,,,,,,,,508,51276.17432
,,,,,,,,509,50728.97912
,,,,,,,,510,51396.71499
,,,,,,,,511,52608.36882
,,,,,,,,512,54695.8627
,,,,,,,,513,56512.88259
,,,,,,,,514,58994.2587
,,,,,,,,515,62508.88437
,,,,,,,,516,66194.33572
,,,,,,,,517,69324.09154
,,,,,,,,518,71021.49249
,,,,,,,,519,72324.80639
,,,,,,,,520,73592.68522
,,,,,,,,521,75998.27536
,,,,,,,,522,78863.59959
,,,,,,,,523,81886.64057
,,,,,,,,524,82716.90662
,,,,,,,,525,80383.6204
,,,,,,,,526,76598.41833
,,,,,,,,527,71072.90406
,,,,,,,,528,64555.41286
,,,,,,,,529,54349.39791
,,,,,,,,530,47473.76679
,,,,,,,,531,44406.38077
,,,,,,,,532,42240.74541
,,,,,,,,533,43203.32967
,,,,,,,,534,46147.51227
,,,,,,,,535,52077.66219
,,,,,,,,536,56514.00914
,,,,,,,,537,57255.07305
,,,,,,,,538,57341.40761
,,,,,,,,539,57240.83758
,,,,,,,,540,57619.97227
,,,,,,,,541,58925.1296
,,,,,,,,542,60797.6576
,,,,,,,,543,62049.45752
,,,,,,,,544,65333.55045
,,,,,,,,545,71123.90597
,,,,,,,,546,79367.16665
,,,,,,,,547,80738.48309
,,,,,,,,548,75184.39546
,,,,,,,,549,70173.30408
,,,,,,,,550,62195.90879
,,,,,,,,551,54680.19344
,,,,,,,,552,49870.0373
,,,,,,,,553,45995.01861
,,,,,,,,554,43550.20411
,,,,,,,,555,41953.06595
,,,,,,,,556,41609.26391
,,,,,,,,557,42592.5357
,,,,,,,,558,45501.28324
,,,,,,,,559,50164.98811
,,,,,,,,560,54251.90028
,,,,,,,,561,55695.82788
,,,,,,,,562,55570.26896
,,,,,,,,563,54509.675
,,,,,,,,564,55402.20844
,,,,,,,,565,56113.87969
,,,,,,,,566,58368.8196
,,,,,,,,567,59582.52171
,,,,,,,,568,62867.53636
,,,,,,,,569,68548.41187
,,,,,,,,570,77221.80915
,,,,,,,,571,79510.95517
,,,,,,,,572,74056.92551
,,,,,,,,573,69292.6506
,,,,,,,,574,61938.54372
,,,,,,,,575,54616.49226
,,,,,,,,576,49904.65305
,,,,,,,,577,46604.17396
,,,,,,,,578,44193.46315
,,,,,,,,579,42693.20814
,,,,,,,,580,42507.4301
,,,,,,,,581,43481.79191
,,,,,,,,582,46474.82574
,,,,,,,,583,51468.60925
,,,,,,,,584,55753.58908
,,,,,,,,585,55645.8501
,,,,,,,,586,53967.60047
,,,,,,,,587,53818.17921
,,,,,,,,588,54587.50924
,,,,,,,,589,55733.51604
,,,,,,,,590,57269.30852
,,,,,,,,591,59741.05777
,,,,,,,,592,63908.67176
,,,,,,,,593,69649.25433
,,,,,,,,594,78289.67447
,,,,,,,,595,80251.81425
,,,,,,,,596,74712.37175
,,,,,,,,597,69825.91757
,,,,,,,,598,62102.71252
,,,,,,,,599,54602.76885
,,,,,,,,600,49751.03284
,,,,,,,,601,46048.78568
,,,,,,,,602,43483.84018
,,,,,,,,603,41793.40334
,,,,,,,,604,41388.15322
,,,,,,,,605,42064.49181
,,,,,,,,606,43808.90055
,,,,,,,,607,46511.28494
,,,,,,,,608,49715.70019
,,,,,,,,609,50579.8651
,,,,,,,,610,50298.02322
,,,,,,,,611,50607.41433
,,,,,,,,612,51377.87091
,,,,,,,,613,53216.60245
,,,,,,,,614,55363.29132
,,,,,,,,615,58608.56955
,,,,,,,,616,63071.03194
,,,,,,,,617,68845.20613
,,,,,,,,618,76890.60397
,,,,,,,,619,78134.21081
,,,,,,,,620,72593.64176
,,,,,,,,621,67725.62201
,,,,,,,,622,60277.19231
,,,,,,,,623,53009.31758
,,,,,,,,624,48263.88676
,,,,,,,,625,44514.63181
,,,,,,,,626,42000.48339
,,,,,,,,627,40390.33872
,,,,,,,,628,40011.7161
,,,,,,,,629,40765.37687
,,,,,,,,630,42067.76905
,,,,,,,,631,44620.01528
,,,,,,,,632,48119.27893
,,,,,,,,633,49508.82497
,,,,,,,,634,49265.79779
,,,,,,,,635,49495.71604
,,,,,,,,636,50347.89858
,,,,,,,,637,52026.66028
,,,,,,,,638,54355.54272
,,,,,,,,639,57630.72568
,,,,,,,,640,61651.47875
,,,,,,,,641,66811.17208
,,,,,,,,642,74507.74963
,,,,,,,,643,75842.09481
,,,,,,,,644,70341.3646
,,,,,,,,645,65818.68309
,,,,,,,,646,59376.05614
,,,,,,,,647,53001.63657
,,,,,,,,648,49047.04261
,,,,,,,,649,49473.38991
,,,,,,,,650,49084.83318
,,,,,,,,651,48226.1986
,,,,,,,,652,49304.30526
,,,,,,,,653,49181.40909
,,,,,,,,654,49496.84259
,,,,,,,,655,49605.09364
,,,,,,,,656,50220.29139
,,,,,,,,657,51282.21672
,,,,,,,,658,53179.32395
,,,,,,,,659,55241.5217
,,,,,,,,660,57572.04276
,,,,,,,,661,60967.35673
,,,,,,,,662,63728.93611
,,,,,,,,663,66693.80624
,,,,,,,,664,68580.05764
,,,,,,,,665,70435.89224
,,,,,,,,666,73450.53532
,,,,,,,,667,77183.81375
,,,,,,,,668,78811.47113
,,,,,,,,669,77293.601
,,,,,,,,670,74746.57785
,,,,,,,,671,70007.70149
,,,,,,,,672,64221.44251
,,,,,,,,673,58174.234
,,,,,,,,674,53697.02407
,,,,,,,,675,51363.84026
,,,,,,,,676,50436.48623
,,,,,,,,677,50311.13214
,,,,,,,,678,49782.47378
,,,,,,,,679,49252.07438
,,,,,,,,680,49557.36896
,,,,,,,,681,50184.34426
,,,,,,,,682,51334.03794
,,,,,,,,683,52686.71513
,,,,,,,,684,54741.4367
,,,,,,,,685,58231.89279
,,,,,,,,686,61392.16783
,,,,,,,,687,64801.10279
,,,,,,,,688,67357.34315
,,,,,,,,689,69770.20464
,,,,,,,,690,73553.97293
,,,,,,,,691,78385.53348
,,,,,,,,692,80671.70951
,,,,,,,,693,79310.22476
,,,,,,,,694,76230.54912
,,,,,,,,695,70994.55775
,,,,,,,,696,64564.93731
,,,,,,,,697,55187.14014
,,,,,,,,698,48833.61292
,,,,,,,,699,46195.33937
,,,,,,,,700,44404.23009
,,,,,,,,701,45741.75008
,,,,,,,,702,47703.58263
,,,,,,,,703,51525.96079
,,,,,,,,704,54974.93942
,,,,,,,,705,54796.33032
,,,,,,,,706,52844.22705
,,,,,,,,707,51647.42317
,,,,,,,,708,51431.84281
,,,,,,,,709,52562.59
,,,,,,,,710,54343.2531
,,,,,,,,711,57433.06767
,,,,,,,,712,61764.64564
,,,,,,,,713,67324.16118
,,,,,,,,714,76126.49703
,,,,,,,,715,78889.91985
,,,,,,,,716,73883.23225
,,,,,,,,717,69163.81445
,,,,,,,,718,61410.29501
,,,,,,,,719,54014.30102
,,,,,,,,720,49247.87543
,,,,,,,,721,45637.59558
,,,,,,,,722,43135.42953
,,,,,,,,723,41632.81901
,,,,,,,,724,41422.66656
,,,,,,,,725,42332.09823
,,,,,,,,726,43877.21034
,,,,,,,,727,46777.15032
,,,,,,,,728,49472.67301
,,,,,,,,729,49495.20398
,,,,,,,,730,48129.92993
,,,,,,,,731,47620.62771
,,,,,,,,732,47992.1838
,,,,,,,,733,49438.97898
,,,,,,,,734,51555.45587
,,,,,,,,735,54976.2708
,,,,,,,,736,59619.39056
,,,,,,,,737,65087.34845
,,,,,,,,738,73291.07753
,,,,,,,,739,75399.46376
,,,,,,,,740,69957.31406
,,,,,,,,741,65103.73461
,,,,,,,,742,57834.01643
,,,,,,,,743,50642.13249
,,,,,,,,744,45843.95873
,,,,,,,,745,41998.74236
,,,,,,,,746,39445.77923
,,,,,,,,747,37809.10947
,,,,,,,,748,37372.11117
,,,,,,,,749,38233.20368
,,,,,,,,750,39133.11089
,,,,,,,,751,41408.43109
,,,,,,,,752,44168.47426
,,,,,,,,753,45065.20666
,,,,,,,,754,44817.87812
,,,,,,,,755,45159.22223
,,,,,,,,756,46187.35112
,,,,,,,,757,47957.67046
,,,,,,,,758,50464.24029
,,,,,,,,759,54338.33726
,,,,,,,,760,59001.63247
,,,,,,,,761,64356.21865
,,,,,,,,762,71809.6666
,,,,,,,,763,73424.93195
,,,,,,,,764,68069.62887
,,,,,,,,765,63466.96244
,,,,,,,,766,56972.7191
,,,,,,,,767,49910.79786
,,,,,,,,768,45224.15237
,,,,,,,,769,41992.08549
,,,,,,,,770,39469.8464
,,,,,,,,771,37966.31416
,,,,,,,,772,37672.18266
,,,,,,,,773,38471.72466
,,,,,,,,774,39668.83578
,,,,,,,,775,42356.77987
,,,,,,,,776,45614.55255
,,,,,,,,777,46928.2102
,,,,,,,,778,46869.93693
,,,,,,,,779,47239.44476
,,,,,,,,780,48059.16222
,,,,,,,,781,49908.85201
,,,,,,,,782,52334.20794
,,,,,,,,783,55880.47938
,,,,,,,,784,60297.47018
,,,,,,,,785,65545.956
,,,,,,,,786,73213.75536
,,,,,,,,787,75150.59902
,,,,,,,,788,70157.32758
,,,,,,,,789,65726.51096
,,,,,,,,790,59055.8092
,,,,,,,,791,52112.27794
,,,,,,,,792,47637.52594
,,,,,,,,793,44585.60435
,,,,,,,,794,42235.01025
,,,,,,,,795,40920.53329
,,,,,,,,796,40800.19745
,,,,,,,,797,41815.62707
,,,,,,,,798,42991.5386
,,,,,,,,799,45840.88633
,,,,,,,,800,48969.5156
,,,,,,,,801,49817.39677
,,,,,,,,802,49199.63869
,,,,,,,,803,49230.1579
,,,,,,,,804,49786.05825
,,,,,,,,805,51077.79942
,,,,,,,,806,53092.47732
,,,,,,,,807,56507.6595
,,,,,,,,808,60491.95337
,,,,,,,,809,65531.41329
,,,,,,,,810,72897.40013
,,,,,,,,811,74411.58337
,,,,,,,,812,69239.49801
,,,,,,,,813,64886.61804
,,,,,,,,814,58440.30421
,,,,,,,,815,52067.62567
,,,,,,,,816,48178.57633
,,,,,,,,817,48004.26859
,,,,,,,,818,47273.2412
,,,,,,,,819,46324.27793
,,,,,,,,820,47061.55255
,,,,,,,,821,46667.15825
,,,,,,,,822,46939.16844
,,,,,,,,823,47982.45452
,,,,,,,,824,49010.481
,,,,,,,,825,49567.50789
,,,,,,,,826,51907.5534
,,,,,,,,827,55926.66785
,,,,,,,,828,59733.58158
,,,,,,,,829,63333.31285
,,,,,,,,830,63796.73383
,,,,,,,,831,65837.42475
,,,,,,,,832,67849.23507
,,,,,,,,833,69607.2648
,,,,,,,,834,72146.91418
,,,,,,,,835,74640.17025
,,,,,,,,836,76071.70582
,,,,,,,,837,74029.99076
,,,,,,,,838,71096.86881
,,,,,,,,839,66381.34272
,,,,,,,,840,60078.61258
,,,,,,,,841,54306.79391
,,,,,,,,842,49688.76545
,,,,,,,,843,47269.4519
,,,,,,,,844,46272.55913
,,,,,,,,845,45833.8198
,,,,,,,,846,46549.79241
,,,,,,,,847,47657.59898
,,,,,,,,848,49349.87925
,,,,,,,,849,51131.05443
,,,,,,,,850,53639.16046
,,,,,,,,851,56609.25367
,,,,,,,,852,59188.74189
,,,,,,,,853,62053.96371
,,,,,,,,854,64425.34774
,,,,,,,,855,66304.73744
,,,,,,,,856,67861.83193
,,,,,,,,857,69901.39631
,,,,,,,,858,72632.6613
,,,,,,,,859,75149.88212
,,,,,,,,860,76391.85035
,,,,,,,,861,74546.25709
,,,,,,,,862,72171.90307
