Time_Index,USA_Single_conventional_hydroelectric_1.0_old,USA_Single_nuclear_1.0_old,USA_Single_naturalgas_ccavgcf_mid_0.0_old,USA_Single_landbasedwind_ltrg1_low_40_1.0_old,USA_Single_landbasedwind_ltrg1_low_40_2.0_old,USA_Single_landbasedwind_ltrg1_low_40_4.0_old,USA_Single_utilitypv_losangeles_low_0_2_1.0_old,USA_Single_utilitypv_losangeles_low_0_2_2.0_old,USA_Single_utilitypv_losangeles_low_0_2_4.0_old,USA_Single_utilitypv_losangeles_low_0_2_5.0_old,USA_Single_utilitypv_losangeles_low_0_2_7.0_old,USA_Single_utilitypv_losangeles_low_0_2_11.0_old,USA_Single_utilitypv_losangeles_low_0_2_13.0_old,USA_Single_utilitypv_losangeles_low_0_2_15.0_old,USA_Single_naturalgas_ccccsavgcf_mid_0.0,USA_Single_naturalgas_ccavgcf_mid_0.0,USA_Single_naturalgas_ctavgcf_mid_0.0,USA_Single_battery_high_0.0,USA_Single_netl_ngcc_0.0,USA_Single_netl_ngcc_ccs_0.0,USA_Single_naturalgas_ccs100_mid_0.0,USA_Single_landbasedwind_ltrg1_low_40_1.0,USA_Single_landbasedwind_ltrg1_low_40_2.0,USA_Single_landbasedwind_ltrg1_low_40_3.0,USA_Single_landbasedwind_ltrg1_low_40_4.0,USA_Single_landbasedwind_ltrg1_low_40_5.0,USA_Single_landbasedwind_ltrg1_low_40_6.0,USA_Single_landbasedwind_ltrg1_low_40_7.0,USA_Single_landbasedwind_ltrg1_low_40_8.0,USA_Single_landbasedwind_ltrg1_low_40_9.0,USA_Single_landbasedwind_ltrg1_low_40_10.0,USA_Single_landbasedwind_ltrg1_low_40_11.0,USA_Single_landbasedwind_ltrg1_low_40_12.0,USA_Single_landbasedwind_ltrg1_low_40_13.0,USA_Single_landbasedwind_ltrg1_low_40_14.0,USA_Single_landbasedwind_ltrg1_low_40_15.0,USA_Single_utilitypv_losangeles_low_0_2_1.0,USA_Single_utilitypv_losangeles_low_0_2_2.0,USA_Single_utilitypv_losangeles_low_0_2_3.0,USA_Single_utilitypv_losangeles_low_0_2_4.0,USA_Single_utilitypv_losangeles_low_0_2_5.0,USA_Single_utilitypv_losangeles_low_0_2_6.0,USA_Single_utilitypv_losangeles_low_0_2_7.0,USA_Single_utilitypv_losangeles_low_0_2_8.0,USA_Single_utilitypv_losangeles_low_0_2_9.0,USA_Single_utilitypv_losangeles_low_0_2_10.0,USA_Single_utilitypv_losangeles_low_0_2_11.0,USA_Single_utilitypv_losangeles_low_0_2_12.0,USA_Single_utilitypv_losangeles_low_0_2_13.0,USA_Single_utilitypv_losangeles_low_0_2_14.0,USA_Single_utilitypv_losangeles_low_0_2_15.0,USA_Single_ev_load_shifting_1.0
7487,0.301414503,1,1,0.59579742,0.738253951,0.354471773,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.59579742,0.738253951,0.135132909,0.354471773,0.368757546,0.368708014,0.307589412,0.550917745,0.08619532,0.490748405,0.427554905,0.301264614,0.330525845,0.286391526,0.2252765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173149073
7488,0.301414503,1,1,0.682920575,0.6588462,0.306586683,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.682920575,0.6588462,0.200490117,0.306586683,0.454878569,0.316153467,0.342519373,0.587940335,0.116476387,0.59315294,0.416660011,0.367034107,0.269545794,0.22824046,0.252806932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115057277
7489,0.301414503,1,1,0.627805829,0.604394197,0.329990625,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.627805829,0.604394197,0.372392237,0.329990625,0.469288468,0.337148994,0.316055417,0.604005158,0.168883324,0.502612948,0.378867805,0.385531604,0.242556125,0.223237425,0.250156462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071119405
7490,0.301414503,1,1,0.593793154,0.549733102,0.221535385,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.593793154,0.549733102,0.473080337,0.221535385,0.50056386,0.446807742,0.347875506,0.525350571,0.201162785,0.46351701,0.347718596,0.38297224,0.233166665,0.127949104,0.273209095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043853552
7491,0.301414503,1,1,0.672784686,0.525108635,0.221949041,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.672784686,0.525108635,0.561930895,0.221949041,0.453852028,0.412901819,0.348948628,0.575106084,0.282806963,0.519323349,0.338475525,0.33798638,0.23826012,0.132361114,0.250848591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028720562
7492,0.301414503,1,1,0.604733765,0.477497458,0.221925423,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.604733765,0.477497458,0.581814706,0.221925423,0.481590033,0.387936592,0.269409478,0.684825301,0.324607849,0.47984308,0.294430673,0.350493908,0.259145856,0.189252123,0.190091789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020468793
7493,0.301414503,1,1,0.60370481,0.606526136,0.253469318,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.60370481,0.606526136,0.606653571,0.253469318,0.524305344,0.454276025,0.242690563,0.749171495,0.344204366,0.489205301,0.339164227,0.368599564,0.273356706,0.195647895,0.168166459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030581862
7494,0.301414503,1,1,0.547023594,0.582682014,0.244749278,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.547023594,0.582682014,0.525314987,0.244749278,0.490060627,0.514988065,0.222840682,0.646648586,0.314311802,0.431973875,0.332008123,0.332935572,0.307768643,0.245167941,0.154571772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075988782
7495,0.301414503,1,1,0.563273907,0.574930072,0.242534891,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.563273907,0.574930072,0.400330633,0.242534891,0.463932693,0.384270459,0.314247787,0.696194351,0.268339992,0.439941943,0.355379999,0.301802278,0.363043129,0.258332044,0.232427031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152101373
7496,0.301414503,1,1,0.492550582,0.63574487,0.32110706,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.492550582,0.63574487,0.406713575,0.32110706,0.445261866,0.490241289,0.378297925,0.614501178,0.296375543,0.375538915,0.409604192,0.297245741,0.328132749,0.265752822,0.295953691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212329621
7497,0.301414503,1,1,0.419254303,0.729385972,0.35601905,0.286027402,0.23356846,0.392389238,0.382069707,0.215757996,0.392068684,0.37901181,0.434394538,1,1,1,1,1,1,1,0.419254303,0.729385972,0.344661444,0.35601905,0.340660989,0.402085423,0.406441689,0.562330723,0.253319472,0.331114411,0.482715249,0.235666484,0.354533225,0.300969362,0.321941316,0.286027402,0.23356846,0,0.392389238,0.382069707,0,0.215757996,0,0,0,0.392068684,0.263942868,0.37901181,0.001111291,0.434394538,0.233947752
7498,0.301414503,1,1,0.722512364,0.918933988,0.311947376,0.609221816,0.438207328,0.680579901,0.66427058,0.432685375,0.679482937,0.663977504,0.689060926,1,1,1,1,1,1,1,0.722512364,0.918933988,0.695266366,0.311947376,0.569009185,0.545445859,0.568905354,0.62957263,0.560592592,0.663365602,0.651268244,0.428990811,0.387738168,0.264968127,0.509773612,0.609221816,0.438207328,0.459063888,0.680579901,0.66427058,0.170656353,0.432685375,0.426624358,0.107833438,0.032551482,0.679482937,0.587174296,0.663977504,0.443236887,0.689060926,0.262747643
7499,0.301414503,1,1,0.837517977,0.926429987,0.440210193,0.784375668,0.498417854,0.837390602,0.823592544,0.518009424,0.837029338,0.82363075,0.836366534,1,1,1,1,1,1,1,0.837517977,0.926429987,0.67898047,0.440210193,0.655616522,0.680607677,0.632217348,0.673861802,0.600892901,0.826147079,0.698825598,0.549124718,0.361610502,0.350844443,0.615158796,0.784375668,0.498417854,0.692019105,0.837390602,0.823592544,0.454377472,0.518009424,0.663683295,0.483312607,0.241915911,0.837029338,0.76447022,0.82363075,0.66689527,0.836366534,0.303394381
7500,0.301414503,1,1,0.804829121,0.92979753,0.546216011,0.886951089,0.473968029,0.910140991,0.907992601,0.474898666,0.913696527,0.907633841,0.910979927,1,1,1,1,1,1,1,0.804829121,0.92979753,0.73079443,0.546216011,0.780532718,0.800390124,0.749342024,0.703905225,0.659599364,0.793853641,0.732240558,0.75534451,0.34234044,0.439578146,0.813017488,0.886951089,0.473968029,0.82452035,0.910140991,0.907992601,0.672041237,0.474898666,0.780139685,0.69338131,0.398461342,0.913696527,0.887166619,0.907633841,0.80108428,0.910979927,0.342836595
7501,0.301414503,1,1,0.84581846,0.932196736,0.563426852,0.934668362,0.480156451,0.932458639,0.933702528,0.484472245,0.934687436,0.936184406,0.928361893,1,1,1,1,1,1,1,0.84581846,0.932196736,0.874867201,0.563426852,0.755315065,0.806189597,0.778651714,0.622818589,0.779756904,0.828368127,0.754734397,0.749182642,0.340973973,0.431646854,0.847746134,0.934668362,0.480156451,0.899771273,0.932458639,0.933702528,0.756471753,0.484472245,0.826030731,0.775812149,0.591325283,0.934687436,0.93225342,0.936184406,0.873904347,0.928361893,0.372302511
7502,0.301414503,1,1,0.752501488,0.933887899,0.592139125,0.935936093,0.604132652,0.928785801,0.93453145,0.578548431,0.930095255,0.936383009,0.921037555,1,1,1,1,1,1,1,0.752501488,0.933887899,0.891265512,0.592139125,0.72959584,0.805037141,0.829794943,0.641578972,0.881371558,0.73482734,0.821092486,0.727701485,0.364391446,0.440417737,0.901710451,0.935936093,0.604132652,0.905444741,0.928785801,0.93453145,0.780527711,0.578548431,0.877812684,0.735845327,0.576577365,0.930095255,0.930742145,0.936383009,0.879262447,0.921037555,0.413527957
7503,0.301414503,1,1,0.666457057,0.933941603,0.524519563,0.81234926,0.592856169,0.884188056,0.89049542,0.527634144,0.886261642,0.894696474,0.872035027,1,1,1,1,1,1,1,0.666457057,0.933941603,0.88929832,0.524519563,0.685528576,0.802992821,0.880735755,0.722328603,0.896122813,0.658109367,0.893333793,0.689943254,0.361613035,0.452012062,0.918858171,0.81234926,0.592856169,0.886980653,0.884188056,0.89049542,0.776808977,0.527634144,0.861679018,0.711397529,0.53469491,0.886261642,0.819212914,0.894696474,0.858103216,0.872035027,0.510865669
7504,0.301414503,1,1,0.764990926,0.934849083,0.506448627,0.646882117,0.460451186,0.778651893,0.790210426,0.449478626,0.779748678,0.792336702,0.766795456,1,1,1,1,1,1,1,0.764990926,0.934849083,0.8912673,0.506448627,0.828046918,0.802409589,0.903301537,0.801560402,0.898519695,0.751319826,0.903430581,0.803524256,0.395907521,0.453489095,0.929099262,0.646882117,0.460451186,0.853743553,0.778651893,0.790210426,0.778739512,0.449478626,0.818032563,0.736332297,0.476013899,0.779748678,0.686973155,0.792336702,0.838182807,0.766795456,0.656932036
7505,0.301414503,1,1,0.591846168,0.934788585,0.528963089,0.617430806,0.466898799,0.586401701,0.61254245,0.501569092,0.588025808,0.611938715,0.57242918,1,1,1,1,1,1,1,0.591846168,0.934788585,0.890721321,0.528963089,0.820815265,0.796585619,0.908552945,0.766816139,0.898009419,0.577135682,0.899501801,0.797733903,0.357647628,0.537385225,0.93285507,0.617430806,0.466898799,0.737091839,0.586401701,0.61254245,0.701347709,0.501569092,0.66291666,0.664443135,0.408100545,0.588025808,0.588714302,0.611938715,0.729119658,0.57242918,0.816724341
7506,0.301414503,1,1,0.497530311,0.906517267,0.524357378,0.232928127,0.368469357,0.275614023,0.319067001,0.32841152,0.277217239,0.303836107,0.271090388,1,1,1,1,1,1,1,0.497530311,0.906517267,0.808178306,0.524357378,0.678307593,0.797413051,0.90056175,0.704607487,0.822400808,0.494363338,0.860697508,0.677078843,0.308740228,0.561804414,0.925016165,0.232928127,0.368469357,0.558696747,0.275614023,0.319067001,0.542398989,0.32841152,0.491772294,0.562601268,0.33900997,0.277217239,0.31584841,0.303836107,0.553246021,0.271090388,0.810530003
7507,0.301414503,1,1,0.261884809,0.767757893,0.387489498,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.261884809,0.767757893,0.570079625,0.387489498,0.631812394,0.739146233,0.842061877,0.698644519,0.508271873,0.260440409,0.7302984,0.556708932,0.26668644,0.406607956,0.864117384,0,0,0.247572258,0,0,0.248975053,0,0.167758197,0.326465577,0,0,0,0,0.239375129,0,0.636662459
7508,0.301414503,1,1,0.209971845,0.809419513,0.261913449,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.209971845,0.809419513,0.446725398,0.261913449,0.55704844,0.515070856,0.89953804,0.647779226,0.449030221,0.210971966,0.78603673,0.389103293,0.303652942,0.258491337,0.899002671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504236655
7509,0.301414503,1,1,0.391226947,0.899487674,0.217900187,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.391226947,0.899487674,0.476577908,0.217900187,0.493980348,0.556352437,0.924425781,0.668979228,0.54886198,0.342081338,0.850275815,0.384026408,0.299404234,0.197961852,0.924608111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374890023
7510,0.301414503,1,1,0.586346984,0.907667279,0.2651169,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.586346984,0.907667279,0.565383255,0.2651169,0.569185972,0.600451291,0.933937669,0.694774449,0.664772749,0.45855248,0.860336423,0.446168065,0.370753407,0.188207775,0.933486342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245212726
7511,0.301414503,1,1,0.702704906,0.913125932,0.272979051,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.702704906,0.913125932,0.542494774,0.272979051,0.415774971,0.534376681,0.948525071,0.690969586,0.654560685,0.572428226,0.89634788,0.281056106,0.388484895,0.167034179,0.949608684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174786397
7512,0.301414503,1,1,0.651978374,0.923904419,0.422701657,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.651978374,0.923904419,0.62157166,0.422701657,0.37052083,0.330886751,0.945774138,0.714464426,0.670932174,0.547812223,0.894095421,0.281930387,0.415629297,0.26685825,0.947504997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116579042
7513,0.301414503,1,1,0.710374713,0.903156936,0.348353833,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.710374713,0.903156936,0.641767979,0.348353833,0.332227111,0.333505392,0.940191269,0.747705579,0.641153336,0.586595416,0.859760463,0.245464355,0.388666451,0.22952728,0.941632986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072068649
7514,0.301414503,1,1,0.771712959,0.842137456,0.311500728,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.771712959,0.842137456,0.688759148,0.311500728,0.406540662,0.358629525,0.94295013,0.536751211,0.679032326,0.647190928,0.817929268,0.276868165,0.378855765,0.246146083,0.944549322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04409163
7515,0.301414503,1,1,0.763065875,0.764147401,0.208454207,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.763065875,0.764147401,0.780915558,0.208454207,0.603733003,0.649960041,0.928293705,0.627897859,0.712570369,0.642724037,0.7483114,0.497387052,0.340716839,0.17940256,0.931730151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028696909
7516,0.301414503,1,1,0.760857701,0.697277546,0.16861321,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.760857701,0.697277546,0.746626496,0.16861321,0.469685435,0.473281801,0.894331813,0.528424263,0.612724841,0.646572948,0.650019884,0.433169961,0.293697894,0.217910871,0.889196277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020377421
7517,0.301414503,1,1,0.795753717,0.653265297,0.121082135,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.795753717,0.653265297,0.748323202,0.121082135,0.420713484,0.604270399,0.905259609,0.492540926,0.634549975,0.694766879,0.602806568,0.396509588,0.236053526,0.164686561,0.888873279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031089605
7518,0.301414503,1,1,0.847007275,0.677769601,0.146290258,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.847007275,0.677769601,0.576699138,0.146290258,0.374056369,0.492014974,0.856665969,0.509983838,0.542963266,0.757772386,0.59670639,0.334552944,0.180166543,0.167564094,0.841853261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077505733
7519,0.301414503,1,1,0.788368583,0.704176784,0.115023583,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.788368583,0.704176784,0.668320179,0.115023583,0.435695708,0.717496991,0.873646319,0.528872967,0.618243814,0.708549976,0.648514271,0.359162152,0.1475465,0.131615564,0.866878867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154981081
7520,0.301414503,1,1,0.828732371,0.787570238,0.07462012,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.828732371,0.787570238,0.697708249,0.07462012,0.468070596,0.726998389,0.915415406,0.478253126,0.66733247,0.7305547,0.71999675,0.37049076,0.12408416,0.143953621,0.924536824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214339324
7521,0.301414503,1,1,0.819046497,0.875331402,0.153141886,0.291246057,0.179873347,0.377621591,0.347358584,0.175898969,0.37383911,0.335455298,0.418690026,1,1,1,1,1,1,1,0.819046497,0.875331402,0.703330398,0.153141886,0.496890903,0.747168124,0.932941139,0.332593441,0.716312528,0.722786903,0.817347229,0.382373154,0.121693,0.27353394,0.939923465,0.291246057,0.179873347,0,0.377621591,0.347358584,0,0.175898969,0,0,0,0.37383911,0.286327958,0.335455298,0,0.418690026,0.23405316
7522,0.301414503,1,1,0.908298969,0.929914117,0.196447879,0.602060437,0.433194488,0.655143976,0.611718297,0.433613122,0.652695358,0.618080318,0.67081511,1,1,1,1,1,1,1,0.908298969,0.929914117,0.812803745,0.196447879,0.780505717,0.804117322,0.949945152,0.286322296,0.845070899,0.890895009,0.930049658,0.647135019,0.179002315,0.274816692,0.951417685,0.602060437,0.433194488,0.370937824,0.655143976,0.611718297,0.388717622,0.433613122,0.467316687,0.028553799,0.196311504,0.652695358,0.598389626,0.618080318,0.393695652,0.67081511,0.262325399
7523,0.301414503,1,1,0.922158062,0.940331101,0.206892863,0.716013432,0.476881474,0.752354503,0.809152067,0.536453187,0.703816772,0.804698884,0.757432401,1,1,1,1,1,1,1,0.922158062,0.940331101,0.886055827,0.206892863,0.873518705,0.809599161,0.955598414,0.315532982,0.894543946,0.92739141,0.942213058,0.862305999,0.307981908,0.27321595,0.957167387,0.716013432,0.476881474,0.654891312,0.752354503,0.809152067,0.654614687,0.536453187,0.710457385,0.461851358,0.453611344,0.703816772,0.730607033,0.804698884,0.63154763,0.757432401,0.302628061
7524,0.301414503,1,1,0.919550836,0.945241392,0.13634102,0.87935853,0.559735715,0.866446376,0.88828963,0.640533566,0.842036724,0.868800104,0.835349917,1,1,1,1,1,1,1,0.919550836,0.945241392,0.881373703,0.13634102,0.860561609,0.803077698,0.961814523,0.238824069,0.896821499,0.925632834,0.948410749,0.849058628,0.293129444,0.20609349,0.961126685,0.87935853,0.559735715,0.814071774,0.866446376,0.88828963,0.817756772,0.640533566,0.845307887,0.645855188,0.575084984,0.842036724,0.861495078,0.868800104,0.793278217,0.835349917,0.341484564
7525,0.301414503,1,1,0.918505311,0.942304015,0.162770107,0.909418404,0.654410124,0.858472705,0.800698936,0.723357081,0.858053565,0.756154716,0.754106224,1,1,1,1,1,1,1,0.918505311,0.942304015,0.893519521,0.162770107,0.875441372,0.79947263,0.961418509,0.250183105,0.906608582,0.925215721,0.948558211,0.870367408,0.309511542,0.283369064,0.960755289,0.909418404,0.654410124,0.882246733,0.858472705,0.800698936,0.893620372,0.723357081,0.909029067,0.733946264,0.722426295,0.858053565,0.886443615,0.756154716,0.873245597,0.754106224,0.37041513
7526,0.301414503,1,1,0.917770147,0.944957674,0.234982342,0.862997413,0.697465301,0.660223365,0.778129935,0.761469126,0.614674687,0.75100553,0.859755874,1,1,1,1,1,1,1,0.917770147,0.944957674,0.895946324,0.234982342,0.878589034,0.8005808,0.960314035,0.1841923,0.905893385,0.925229073,0.947755814,0.875190854,0.30300197,0.327750891,0.961914301,0.862997413,0.697465301,0.903597116,0.660223365,0.778129935,0.902993202,0.761469126,0.891854763,0.763360858,0.807319462,0.614674687,0.863566935,0.75100553,0.907151878,0.859755874,0.410734223
7527,0.301414503,1,1,0.919237733,0.943496823,0.404576302,0.789910436,0.714081049,0.371693701,0.788451672,0.75629586,0.478904486,0.729626894,0.807987809,1,1,1,1,1,1,1,0.919237733,0.943496823,0.896191359,0.404576302,0.875105679,0.803405643,0.95941335,0.254185498,0.904542208,0.925834537,0.948613882,0.875892818,0.282375991,0.402178049,0.959892631,0.789910436,0.714081049,0.89177084,0.371693701,0.788451672,0.864927769,0.75629586,0.839208424,0.75989908,0.609574318,0.478904486,0.792251825,0.729626894,0.900418818,0.807987809,0.505361596
7528,0.301414503,1,1,0.91961658,0.949651003,0.570982516,0.691811144,0.708956718,0.397022456,0.57204771,0.741636038,0.500174105,0.565126538,0.665075541,1,1,1,1,1,1,1,0.91961658,0.949651003,0.898229122,0.570982516,0.876702428,0.806178808,0.962417245,0.310595363,0.904496849,0.926596403,0.952211618,0.87573719,0.292493016,0.502180696,0.961272299,0.691811144,0.708956718,0.865537167,0.397022456,0.57204771,0.81221807,0.741636038,0.809745848,0.743500888,0.566909432,0.500174105,0.686987042,0.565126538,0.878998876,0.665075541,0.646174455
7529,0.301414503,1,1,0.920653701,0.948178828,0.579054117,0.551980913,0.608450055,0.348039389,0.427612394,0.605804682,0.375778377,0.415092707,0.240144178,1,1,1,1,1,1,1,0.920653701,0.948178828,0.89915657,0.579054117,0.87590754,0.805069268,0.951399982,0.355235636,0.908728302,0.925042093,0.950740457,0.874395907,0.338563323,0.548641801,0.955766022,0.551980913,0.608450055,0.751692116,0.348039389,0.427612394,0.675662637,0.605804682,0.651799917,0.687449217,0.409610868,0.375778377,0.561000109,0.415092707,0.746675193,0.240144178,0.797989965
7530,0.301414503,1,1,0.901958287,0.947034478,0.472589731,0.3622168,0.385286123,0.143599555,0.197869137,0.40181911,0.152012795,0.21495527,0.057056494,1,1,1,1,1,1,1,0.901958287,0.947034478,0.896840334,0.472589731,0.875985146,0.804819584,0.953333735,0.450769424,0.901990056,0.898979664,0.945124626,0.850762606,0.360202074,0.549943447,0.954652131,0.3622168,0.385286123,0.545783222,0.143599555,0.197869137,0.515984237,0.40181911,0.425148606,0.578980923,0.330965906,0.152012795,0.378375709,0.21495527,0.540998876,0.057056494,0.785664454
7531,0.301414503,1,1,0.841304779,0.935500026,0.51954031,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.841304779,0.935500026,0.865496755,0.51954031,0.838106215,0.775763273,0.951885164,0.417043507,0.859422207,0.835900962,0.937846422,0.844058752,0.478527546,0.479311466,0.954285622,0,0,0.227489442,0,0,0.22523585,0,0.12291418,0.333766341,0,0,0,0,0.214587241,0,0.615351253
7532,0.301414503,1,1,0.856960118,0.916463971,0.544197261,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.856960118,0.916463971,0.783778846,0.544197261,0.632283509,0.60117352,0.928220809,0.538970709,0.729861736,0.819678128,0.887892365,0.652393579,0.600374043,0.433499336,0.952934563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488361228
7533,0.301414503,1,1,0.894612193,0.93741858,0.387121886,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.894612193,0.93741858,0.607981741,0.387121886,0.643615723,0.539790928,0.887225151,0.813574672,0.699647665,0.870776176,0.923987806,0.555693626,0.723173499,0.384031594,0.942131758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364297249
7534,0.301414503,1,1,0.918170094,0.936846852,0.251899391,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.918170094,0.936846852,0.503093064,0.251899391,0.698171914,0.562097311,0.801019907,0.833652973,0.567735732,0.911101878,0.811168909,0.62411195,0.785349488,0.346935034,0.91751498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238941361
7535,0.301414503,1,1,0.91918689,0.924372375,0.182255745,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.91918689,0.924372375,0.453118145,0.182255745,0.605145335,0.4885391,0.841707587,0.810240209,0.508920729,0.914621711,0.789531708,0.618271828,0.829710603,0.303284585,0.908153296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172178744
7536,0.301414503,1,1,0.913063765,0.802405596,0.085472882,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.913063765,0.802405596,0.412122011,0.085472882,0.445581704,0.486181855,0.747070491,0.905546069,0.343646407,0.904314518,0.713338971,0.425892651,0.861093163,0.17603144,0.842443466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153481267
7537,0.301414503,1,1,0.870221853,0.717217803,0.068189278,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.870221853,0.717217803,0.362875521,0.068189278,0.293603629,0.378292561,0.838542581,0.921313405,0.336146742,0.841340423,0.675033331,0.254431188,0.919907749,0.092139579,0.824946642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108330396
7538,0.301414503,1,1,0.789957762,0.530375123,0.107375495,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.789957762,0.530375123,0.350850582,0.107375495,0.206097603,0.275584728,0.590578616,0.948540449,0.338805914,0.708528996,0.580298603,0.177985996,0.948550224,0.120518148,0.509155631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070601728
7539,0.301414503,1,1,0.691307485,0.187615544,0.155505374,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.691307485,0.187615544,0.451533884,0.155505374,0.265499771,0.486617386,0.665645421,0.947860599,0.305302143,0.470798135,0.418127984,0.2494113,0.924875259,0.168601006,0.639266253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058871339
7540,0.301414503,1,1,0.46133101,0.192719012,0.106927574,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.46133101,0.192719012,0.282585412,0.106927574,0.383394063,0.471722931,0.486300737,0.949601352,0.268727928,0.304129422,0.4192487,0.317366779,0.902935028,0.094733521,0.61360085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027210041
7541,0.301414503,1,1,0.19461444,0.114712805,0.107366972,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.19461444,0.114712805,0.158191711,0.107366972,0.451366723,0.349065363,0.733497024,0.952175856,0.265437484,0.184145316,0.43348068,0.394770533,0.943442702,0.087797001,0.714011192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021386399
7542,0.301414503,1,1,0.271244407,0.197213948,0.143031478,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.271244407,0.197213948,0.166818678,0.143031478,0.469694614,0.238991112,0.735162139,0.937267303,0.332731098,0.23943311,0.461303771,0.393954813,0.943764746,0.097036943,0.734582841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030707195
7543,0.301414503,1,1,0.173467427,0.091301292,0.237173185,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.173467427,0.091301292,0.100459106,0.237173185,0.398299217,0.281059057,0.782422602,0.817137957,0.370221108,0.147946775,0.376133919,0.279886842,0.92344296,0.145484462,0.792844296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04927932
