Time_Index,none,bio,nuc,Gas_EM_z02,Gas_EM_z04,Gas_HH_z07,Gas_HH_z11,Gas_HH_z12,Gas_CHI_z03,Gas_CHI_z05,Gas_CHI_z06,Gas_CHI_z08,Gas_CHI_z09,Gas_CHI_z10,Gas_CHI_z17,Gas_CHI_z18,Gas_PEPL_z01,Gas_NGPL_z13,Gas_NGPL_z14,Gas_NGPL_z15,Gas_NGPL_z16,Coal_IL_z08,Coal_IL_z09,Coal_IL_z12,Coal_IL_z17,Coal_PRB_z01,Coal_PRB_z02,Coal_PRB_z03,Coal_PRB_z04,Coal_PRB_z05,Coal_PRB_z06,Coal_PRB_z07,Coal_PRB_z08,Coal_PRB_z10,Coal_PRB_z11,Coal_PRB_z12,Coal_PRB_z13,Coal_PRB_z14,Coal_PRB_z15,Coal_PRB_z16,Coal_NA_z18,o-g_z02,o-g_z03,o-g_z04,o-g_z05,o-g_z06,o-g_z07,o-g_z08,o-g_z09,o-g_z10,o-g_z11,o-g_z12,o-g_z13,o-g_z14,o-g_z15,o-g_z16,o-g_z17,o-g_z18
6300,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6301,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6302,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6303,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6304,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6305,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6306,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6307,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6308,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6309,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6310,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6311,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6312,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6313,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6314,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6315,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6316,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6317,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6318,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6319,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6320,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6321,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6322,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6323,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6324,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6325,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6326,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6327,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6328,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6329,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6330,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6331,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6332,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6333,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6334,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6335,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6336,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6337,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6338,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6339,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6340,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6341,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6342,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6343,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6344,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6345,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6346,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6347,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6348,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6349,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6350,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6351,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6352,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6353,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6354,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6355,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6356,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6357,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
6358,0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57
