region,Resource,technology,cluster,Zone,Num_VRE_Bins,LDS,Min_Share,Max_Share,Existing_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Var_OM_Cost_per_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,spur_miles,spur_capex,spur_inv_mwyr,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,regional_cost_multiplier,cap_recovery_years,wacc_real,ids,MISO_CleanPower,NY_CleanPower,PJM_CleanPower,SERC_CleanPower,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,Can_Retire
WECC,WECC_offshorewind_class3_moderate_fixed_0_4,OffShoreWind_Class3_Moderate_fixed_0,4,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1373.2,0.0,0.0,1.732074611e6,162045,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66734.737,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4061830043792724,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class3_moderate_fixed_0_5,OffShoreWind_Class3_Moderate_fixed_0,5,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,80.0,0.0,0.0,1.732074611e6,191479,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96168.58,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.527999997138977,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class3_moderate_fixed_0_6,OffShoreWind_Class3_Moderate_fixed_0,6,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,658.2,0.0,0.0,1.732074611e6,164885,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69574.251,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3942580819129944,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class3_moderate_fixed_0_7,OffShoreWind_Class3_Moderate_fixed_0,7,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,720.0,0.0,0.0,1.732074611e6,190883,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95572.546,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class3_moderate_fixed_0_8,OffShoreWind_Class3_Moderate_fixed_0,8,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1320.4,0.0,0.0,1.732074611e6,164449,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69138.277,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3759801685810089,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class3_moderate_fixed_0_9,OffShoreWind_Class3_Moderate_fixed_0,9,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,240.0,0.0,0.0,1.732074611e6,189389,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94078.538,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.2983333468437195,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_1_0,OffShoreWind_Class12_Moderate_floating_1,0,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,11537.9,0.0,0.0,2.765423683e6,249664,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97491.082,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.5161008834838867,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_1_1,OffShoreWind_Class12_Moderate_floating_1,1,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1606.7,0.0,0.0,2.765423683e6,239076,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86903.174,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4532737135887146,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_1_2,OffShoreWind_Class12_Moderate_floating_1,2,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,8011.6,0.0,0.0,2.765423683e6,239507,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87334.471,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4391463696956634,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_1_3,OffShoreWind_Class12_Moderate_floating_1,3,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,5380.6,0.0,0.0,2.765423683e6,242152,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89979.857,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4498360157012939,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_1_4,OffShoreWind_Class12_Moderate_floating_1,4,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,11492.8,0.0,0.0,2.765423683e6,239332,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87159.976,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.425760269165039,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_1_5,OffShoreWind_Class12_Moderate_floating_1,5,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1664.0,0.0,0.0,2.765423683e6,254321,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102148.55,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4787692725658417,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_1_6,OffShoreWind_Class12_Moderate_floating_1,6,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,10807.6,0.0,0.0,2.765423683e6,242008,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89835.713,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.425982654094696,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_1_7,OffShoreWind_Class12_Moderate_floating_1,7,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,2176.4,0.0,0.0,2.765423683e6,252725,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100552.4,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4610034823417663,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_1_8,OffShoreWind_Class12_Moderate_floating_1,8,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,10054.6,0.0,0.0,2.765423683e6,240921,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88748.499,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4137037396430969,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_1_9,OffShoreWind_Class12_Moderate_floating_1,9,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1964.2,0.0,0.0,2.765423683e6,239123,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86950.746,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3856728374958038,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_0_0,OffShoreWind_Class12_Moderate_floating_0,0,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,84260.1,0.0,0.0,2.765423683e6,243783,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91610.444,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4784918427467346,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_0_1,OffShoreWind_Class12_Moderate_floating_0,1,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,80418.2,0.0,0.0,2.765423683e6,255004,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102831.31,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.5174505114555359,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_0_2,OffShoreWind_Class12_Moderate_floating_0,2,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,111497.6,0.0,0.0,2.765423683e6,238171,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85998.459,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4333144426345825,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_0_3,OffShoreWind_Class12_Moderate_floating_0,3,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,48256.1,0.0,0.0,2.765423683e6,251548,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99375.555,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.5377771854400635,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_0_4,OffShoreWind_Class12_Moderate_floating_0,4,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,110010.9,0.0,0.0,2.765423683e6,232554,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80381.503,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4032327532768249,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_0_5,OffShoreWind_Class12_Moderate_floating_0,5,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,38032.4,0.0,0.0,2.765423683e6,242540,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90367.303,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4824268817901611,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_0_6,OffShoreWind_Class12_Moderate_floating_0,6,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,68883.9,0.0,0.0,2.765423683e6,242999,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90826.667,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4671471416950226,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_0_7,OffShoreWind_Class12_Moderate_floating_0,7,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,80393.2,0.0,0.0,2.765423683e6,234330,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82157.804,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3824866116046905,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_0_8,OffShoreWind_Class12_Moderate_floating_0,8,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,111172.1,0.0,0.0,2.765423683e6,241861,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89688.461,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4107287228107452,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class12_moderate_floating_0_9,OffShoreWind_Class12_Moderate_floating_0,9,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,21790.4,0.0,0.0,2.765423683e6,224389,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72216.353,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3195012807846069,0,0,0,0,0,0,0,0,1
