Resource,natural_gas_combined_cycle,solar_pv,onshore_wind_1,onshore_wind_2,onshore_wind_3,battery
t42,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t43,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t44,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t45,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t46,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t47,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t48,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t49,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t50,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t51,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t52,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t53,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t54,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t55,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t56,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t57,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t58,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t59,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t60,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t61,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t62,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t63,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t64,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t65,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t66,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t67,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t68,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t69,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t70,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t71,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t72,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t73,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t74,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t75,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t76,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t77,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t78,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t79,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t80,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t81,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t82,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t83,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t84,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t85,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t86,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t87,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t88,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t89,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t90,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t91,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t92,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t93,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t94,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t95,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t96,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t97,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t98,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t99,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t100,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t101,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t102,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t103,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t104,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t105,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t106,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t107,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t108,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t109,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t110,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t111,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t112,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t113,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t114,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t115,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t116,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t117,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t118,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t119,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t120,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t121,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t122,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t123,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t124,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t125,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t126,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t127,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t128,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t129,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t130,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t131,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t132,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t133,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t134,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t135,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t136,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t137,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t138,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t139,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t140,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t141,0.0,0.0,0.0,0.0,0.0,1.7968750000000007
t142,0.0,0.0,0.0,0.0,0.0,-252.9609222608744
t143,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t144,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t145,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t146,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t147,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t148,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t149,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t150,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t151,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t152,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t153,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t154,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t155,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t156,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t157,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t158,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t159,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t160,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t161,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t162,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t163,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t164,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t165,0.0,0.0,0.0,0.0,0.0,-261.5477687509341
t166,0.0,0.0,0.0,0.0,0.0,12.263001114440481
t167,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t168,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t169,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t170,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t171,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t172,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t173,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t174,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t175,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t176,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t177,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t178,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t179,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t180,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t181,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t182,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t183,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t184,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t185,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t186,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t187,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t188,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t189,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t190,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t191,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t192,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t193,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t194,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t195,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t196,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t197,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t198,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t199,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t200,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t201,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t202,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t203,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t204,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t205,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t206,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t207,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t208,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t209,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t210,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t211,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t212,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t213,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t214,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t215,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t216,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t217,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t218,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t219,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t220,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t221,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t222,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t223,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t224,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t225,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t226,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t227,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t228,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t229,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t230,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t231,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t232,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t233,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t234,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t235,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t236,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t237,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t238,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t239,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t240,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t241,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t242,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t243,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t244,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t245,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t246,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t247,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t248,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t249,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t250,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t251,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t252,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t253,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t254,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t255,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t256,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t257,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t258,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t259,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t260,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t261,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t262,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t263,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t264,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t265,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t266,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t267,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t268,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t269,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t270,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t271,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t272,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t273,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t274,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t275,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t276,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t277,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t278,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t279,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t280,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t281,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t282,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t283,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t284,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t285,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t286,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t287,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t288,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t289,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t290,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t291,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t292,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t293,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t294,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t295,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t296,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t297,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t298,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t299,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t300,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t301,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t302,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t303,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t304,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t305,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t306,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t307,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t308,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t309,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t310,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t311,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t312,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t313,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t314,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t315,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t316,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t317,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t318,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t319,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t320,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t321,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t322,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t323,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t324,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t325,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t326,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t327,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t328,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t329,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t330,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t331,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t332,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t333,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t334,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t335,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t336,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t337,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t338,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t339,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t340,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t341,0.0,0.0,0.0,0.0,0.0,14.36059632735548
t342,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t343,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t344,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t345,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t346,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t347,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t348,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t349,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t350,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t351,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t352,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t353,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t354,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t355,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t356,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t357,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t358,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t359,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t360,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t361,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t362,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t363,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t364,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t365,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t366,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t367,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t368,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t369,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t370,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t371,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t372,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t373,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t374,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t375,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t376,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t377,0.0,0.0,0.0,0.0,0.0,-275.03249838388496
t378,0.0,0.0,0.0,0.0,0.0,-275.03249838388496
t379,0.0,0.0,0.0,0.0,0.0,-275.03249838388496
t380,0.0,0.0,0.0,0.0,0.0,-275.03249838388496
t381,0.0,0.0,0.0,0.0,0.0,-275.03249838388496
t382,0.0,0.0,0.0,0.0,0.0,-275.03249838388496
t383,0.0,0.0,0.0,0.0,0.0,-275.03249838388496
t384,0.0,0.0,0.0,0.0,0.0,-275.03249838388496
t385,0.0,0.0,0.0,0.0,0.0,-275.03249838388496
t386,0.0,0.0,0.0,0.0,0.0,-275.03249838388496
t387,0.0,0.0,0.0,0.0,0.0,-275.03249838388496
t388,0.0,0.0,0.0,0.0,0.0,-275.03249838388496
t389,0.0,0.0,0.0,0.0,0.0,-275.03249838388496
t390,0.0,0.0,0.0,0.0,0.0,-275.03249838388496
t391,0.0,0.0,0.0,0.0,0.0,-275.03249838388496
t392,0.0,0.0,0.0,0.0,0.0,0.9732816537462622
t393,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t394,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t395,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t396,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t397,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t398,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t399,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t400,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t401,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t402,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t403,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t404,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t405,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t406,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t407,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t408,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t409,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t410,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t411,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t412,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t413,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t414,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t415,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t416,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t417,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t418,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t419,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t420,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t421,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t422,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t423,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t424,0.0,0.0,0.0,0.0,0.0,14.460249706904873
t425,0.0,0.0,0.0,0.0,0.0,1.7968749999999953
t426,0.0,0.0,0.0,0.0,0.0,-277.5640163663957
t427,0.0,0.0,0.0,0.0,0.0,-277.5640163663957
t428,0.0,0.0,0.0,0.0,0.0,-277.5640163663957
t429,0.0,0.0,0.0,0.0,0.0,-277.5640163663957
t430,0.0,0.0,0.0,0.0,0.0,-277.5640163663957
t431,0.0,0.0,0.0,0.0,0.0,-277.5640163663957
t432,0.0,0.0,0.0,0.0,0.0,-277.5640163663957
t433,0.0,0.0,0.0,0.0,0.0,-270.1016933735269
t434,0.0,0.0,0.0,0.0,0.0,12.26300111444048
t435,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t436,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t437,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t438,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t439,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t440,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t441,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t442,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t443,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t444,0.0,0.0,0.0,0.0,0.0,14.360596327355475
t445,0.0,0.0,0.0,0.0,0.0,14.360596327355479
t446,0.0,0.0,0.0,0.0,0.0,14.360596327355479
