Resource,natural_gas_combined_cycle,solar_pv,onshore_wind_1,onshore_wind_2,onshore_wind_3,battery,Total
t666,0.0,0.0,0.0,0.0,0.0,6442.628538147859,6442.628538147859
t667,0.0,0.0,0.0,0.0,0.0,986.93746607883,986.93746607883
t668,0.0,0.0,0.0,0.0,0.0,6800.3908828363255,6800.3908828363255
t669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t670,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t672,0.0,0.0,0.0,0.0,0.0,606.3771868264982,606.3771868264982
t673,0.0,0.0,0.0,0.0,0.0,5333.839337625271,5333.839337625271
t674,0.0,0.0,0.0,0.0,0.0,3949.5074652547146,3949.5074652547146
t675,0.0,0.0,0.0,0.0,0.0,3655.4609865640064,3655.4609865640064
t676,0.0,0.0,0.0,0.0,0.0,4512.913431889519,4512.913431889519
t677,0.0,0.0,0.0,0.0,0.0,2526.775248160874,2526.775248160874
t678,0.0,0.0,0.0,0.0,0.0,5088.090471255021,5088.090471255021
t679,0.0,0.0,0.0,0.0,0.0,7021.847823450854,7021.847823450854
t680,0.0,0.0,0.0,0.0,0.0,7021.847823450854,7021.847823450854
t681,0.0,0.0,0.0,0.0,0.0,7021.847823450854,7021.847823450854
t682,0.0,0.0,0.0,0.0,0.0,5643.252400027,5643.252400027
t683,0.0,0.0,0.0,0.0,0.0,3982.521595803539,3982.521595803539
t684,0.0,0.0,0.0,0.0,0.0,3743.377093635485,3743.377093635485
t685,0.0,0.0,0.0,0.0,0.0,3999.8385140404757,3999.8385140404757
t686,0.0,0.0,0.0,0.0,0.0,4231.651051695484,4231.651051695484
t687,0.0,0.0,0.0,0.0,0.0,3901.5421281525287,3901.5421281525287
t688,0.0,0.0,0.0,0.0,0.0,3985.7736491082383,3985.7736491082383
t689,0.0,0.0,0.0,0.0,0.0,2972.840647980239,2972.840647980239
t690,0.0,0.0,0.0,0.0,0.0,5448.578236191495,5448.578236191495
t691,0.0,0.0,0.0,0.0,0.0,1373.0944732271041,1373.0944732271041
