Region,Resource,Zone,Cluster,AnnualSum
15,Wind_z15_01,15,1,2.1064254e8
15,Wind_z15_02,15,1,9.4504685e8
16,Wind_z16_01,16,1,2.3806648e8
16,Wind_z16_02,16,1,2.0403226e9
16,Wind_z16_03,16,1,2.1062664e8
16,Wind_z16_04,16,1,1.860683e7
17,Wind_z17_01,17,1,1.0456959e8
17,Wind_z17_02,17,1,6.111386e7
18,Wind_z18_01,18,1,3.5656164e7
18,Wind_z18_02,18,1,4.346791e9
2,Hyd_z02_01,2,1,0.0
3,Hyd_z03_01,3,1,0.0
4,Hyd_z04_01,4,1,0.0
6,Hyd_z06_01,6,1,0.0
7,Hyd_z07_01,7,1,0.0
8,Hyd_z08_01,8,1,0.0
11,Hyd_z11_01,11,1,0.0
12,Hyd_z12_01,12,1,0.0
13,Hyd_z13_01,13,1,0.0
14,Hyd_z14_01,14,1,0.0
15,Hyd_z15_01,15,1,0.0
16,Hyd_z16_01,16,1,0.0
18,Hyd_z18_01,18,1,0.0
11,coal-new_1_z11,11,1,2966.8174
11,CoalOldUns_1_z11,11,1,3230.887
11,gas-CC_1_z11,11,1,2.118673e8
11,gas-CT_1_z11,11,1,7.1733135e6
11,nuclear_1_z11,11,1,5.8800954e8
11,o-g-s_1_z11,11,1,11470.992
10,coal-new_1_z10,10,1,55100.36
10,CoalOldScr_1_z10,10,1,8076.574
10,CoalOldScr_2_z10,10,1,34589.426
10,gas-CC_1_z10,10,1,1.919119e8
10,gas-CT_1_z10,10,1,2.6993842e6
10,o-g-s_1_z10,10,1,9657.025
9,coal-new_1_z09,9,1,5359.6885
9,CoalOldScr_1_z09,9,1,5282.91
9,gas-CC_1_z09,9,1,2.5204584e7
9,gas-CC_2_z09,9,1,6.4167336e7
9,gas-CT_1_z09,9,1,8.473927e7
9,nuclear_1_z09,9,1,3.1845862e8
9,o-g-s_1_z09,9,1,1.0550934e6
8,coal-IGCC_1_z08,8,1,2149.284
8,coal-new_1_z08,8,1,5056.5903
8,CoalOldScr_1_z08,8,1,4654.0566
8,gas-CC_1_z08,8,1,7.8840326e8
8,gas-CC_2_z08,8,1,2.6186478e7
8,gas-CC_3_z08,8,1,1.5599187e7
8,gas-CT_1_z08,8,1,5.667843e7
8,o-g-s_1_z08,8,1,2222.0354
7,coal-new_1_z07,7,1,2109.6418
7,CoalOldScr_1_z07,7,1,1935.767
7,gas-CC_1_z07,7,1,18970.252
7,gas-CC_2_z07,7,1,5.733255e8
7,gas-CC_4_z07,7,1,50806.78
7,gas-CT_1_z07,7,1,9.497491e7
7,nuclear_1_z07,7,1,1.2400307e9
7,o-g-s_1_z07,7,1,1803.3981
7,o-g-s_2_z07,7,1,276132.38
6,biopower_1_z06,6,1,2.1796456e7
6,coal-new_1_z06,6,1,4977.205
6,CoalOldScr_1_z06,6,1,4257.035
6,gas-CC_1_z06,6,1,2.824379e8
18,gas-CC_2_z18,18,1,1.8828021e8
6,gas-CT_1_z06,6,1,8.1715624e7
6,nuclear_1_z06,6,1,3.3893853e8
6,o-g-s_1_z06,6,1,936.045
5,coal-new_1_z05,5,1,1.4268544e8
5,CoalOldScr_1_z05,5,1,13455.0205
5,gas-CC_1_z05,5,1,7.064669e7
5,gas-CT_1_z05,5,1,8.2486025e6
5,o-g-s_1_z05,5,1,1.4836061e6
4,biopower_1_z04,4,1,1.8180736e7
4,coal-new_1_z04,4,1,22350.574
4,CoalOldScr_1_z04,4,1,3.5889834e8
4,CoalOldScr_2_z04,4,1,17397.322
4,gas-CC_1_z04,4,1,1.8430469e8
4,gas-CT_1_z04,4,1,5.621754e7
4,gas-CT_2_z04,4,1,1.9346386e7
4,nuclear_1_z04,4,1,1044.5621
4,o-g-s_1_z04,4,1,604.2597
3,coal-new_1_z03,3,1,4533.7593
3,CoalOldUns_1_z03,3,1,23930.61
3,CoalOldUns_2_z03,3,1,9011.742
3,gas-CT_1_z03,3,1,3.2918858e7
3,nuclear_1_z03,3,1,3.3250186e8
3,o-g-s_1_z03,3,1,2332.5986
2,coal-new_1_z02,2,1,6384.7026
2,CoalOldScr_1_z02,2,1,6122.763
2,gas-CC_1_z02,2,1,5.154258e8
2,gas-CC_2_z02,2,1,281832.66
2,gas-CC_3_z02,2,1,2.5230528e7
2,gas-CT_1_z02,2,1,3.3437138e7
2,nuclear_1_z02,2,1,1.8555582e8
2,o-g-s_2_z02,2,1,2046.2552
17,CoalOldUns_1_z17,17,1,11131.231
17,gas-CC_1_z17,17,1,3.0895213e8
17,gas-CC_2_z17,17,1,7046.9336
17,gas-CT_1_z17,17,1,2.9334467e8
17,nuclear_1_z17,17,1,3.132298e9
17,o-g-s_1_z17,17,1,1819.2183
18,coal-new_1_z18,18,1,7680.5596
18,CoalOldScr_1_z18,18,1,4267.1377
18,CoalOldScr_2_z18,18,1,5590.322
18,gas-CC_1_z18,18,1,8.815994e8
18,gas-CT_1_z18,18,1,1.4629485e8
18,nuclear_1_z18,18,1,6.090125e8
18,o-g-s_1_z18,18,1,986.44855
12,coal-new_1_z12,12,1,2963.4036
12,CoalOldUns_1_z12,12,1,2767.3752
12,gas-CC_1_z12,12,1,9.31073e8
12,gas-CT_1_z12,12,1,6.6484536e7
12,nuclear_1_z12,12,1,2.8097805e9
12,o-g-s_1_z12,12,1,11897.602
12,o-g-s_2_z12,12,1,3149.806
1,CoalOldUns_1_z01,1,1,8.517704e7
1,gas-CC_1_z01,1,1,9.315474e7
1,gas-CT_1_z01,1,1,1.732869e7
15,coal-new_1_z15,15,1,18820.395
15,CoalOldScr_1_z15,15,1,13540.365
15,gas-CC_1_z15,15,1,1.14380184e8
15,gas-CT_1_z15,15,1,5.2646732e7
15,nuclear_1_z15,15,1,2.935171e8
15,o-g-s_1_z15,15,1,1258.0494
14,coal-new_1_z14,14,1,12321.923
14,CoalOldUns_1_z14,14,1,1.721037e7
14,CoalOldUns_2_z14,14,1,17657.568
14,gas-CC_1_z14,14,1,2.184593e7
14,gas-CT_1_z14,14,1,2.2309182e7
14,nuclear_1_z14,14,1,94.49836
14,o-g-s_1_z14,14,1,2.0649436e6
13,coal-new_1_z13,13,1,8.1113496e7
13,gas-CC_1_z13,13,1,2.1912826e7
13,gas-CT_1_z13,13,1,9.40866e6
13,o-g-s_1_z13,13,1,737.2361
16,CoalOldScr_1_z16,16,1,11058.858
16,gas-CC_1_z16,16,1,8.07559e8
16,gas-CC_2_z16,16,1,1.5822047e7
16,gas-CC_3_z16,16,1,2.0689532e7
16,gas-CC_4_z16,16,1,5.1355156e7
16,gas-CT_1_z16,16,1,6.1855948e7
16,o-g-s_1_z16,16,1,6.1683736e7
6,pumped-hydro_z06,6,1,0.0
3,pumped-hydro_z03,3,1,0.0
16,pumped-hydro_z16,16,1,0.0
18,pumped-hydro_z18,18,1,0.0
15,pumped-hydro_z15,15,1,0.0
12,pumped-hydro_z12,12,1,0.0
1,battery_z01,1,1,0.0
2,battery_z02,2,1,0.0
3,battery_z03,3,1,0.0
4,battery_z04,4,1,0.0
5,battery_z05,5,1,0.0
6,battery_z06,6,1,0.0
7,battery_z07,7,1,0.0
8,battery_z08,8,1,0.0
9,battery_z09,9,1,0.0
10,battery_z10,10,1,0.0
11,battery_z11,11,1,0.0
12,battery_z12,12,1,0.0
13,battery_z13,13,1,0.0
14,battery_z14,14,1,0.0
15,battery_z15,15,1,0.0
16,battery_z16,16,1,0.0
17,battery_z17,17,1,0.0
18,battery_z18,18,1,0.0
1,gas-CC_0_z01,1,1,5.126883e7
2,gas-CC_0_z02,2,1,4.3949888e8
3,gas-CC_0_z03,3,1,5.803244e8
4,gas-CC_0_z04,4,1,49698.242
5,gas-CC_0_z05,5,1,133622.62
6,gas-CC_0_z06,6,1,1.5557009e9
7,gas-CC_0_z07,7,1,2.5244772e9
8,gas-CC_0_z08,8,1,6.3696614e8
9,gas-CC_0_z09,9,1,5.900568e8
10,gas-CC_0_z10,10,1,1.1759094e8
11,gas-CC_0_z11,11,1,6.0268474e8
12,gas-CC_0_z12,12,1,2.3304558e9
13,gas-CC_0_z13,13,1,4.6728e6
14,gas-CC_0_z14,14,1,3.9309584e8
15,gas-CC_0_z15,15,1,8.032237e8
16,gas-CC_0_z16,16,1,1.3757464e9
17,gas-CC_0_z17,17,1,8.069889e8
18,gas-CC_0_z18,18,1,2.1390382e9
1,gas-CT_0_z01,1,1,6424.141
2,gas-CT_0_z02,2,1,7115.88
3,gas-CT_0_z03,3,1,6678.319
4,gas-CT_0_z04,4,1,5055.832
5,gas-CT_0_z05,5,1,6074.111
6,gas-CT_0_z06,6,1,7663.283
7,gas-CT_0_z07,7,1,5296.209
8,gas-CT_0_z08,8,1,7144.828
9,gas-CT_0_z09,9,1,6712.8125
10,gas-CT_0_z10,10,1,6005.469
11,gas-CT_0_z11,11,1,4755.327
12,gas-CT_0_z12,12,1,6029.557
13,gas-CT_0_z13,13,1,5296.793
14,gas-CT_0_z14,14,1,6581.558
15,gas-CT_0_z15,15,1,7308.495
16,gas-CT_0_z16,16,1,7743.3257
17,gas-CT_0_z17,17,1,7241.687
18,gas-CT_0_z18,18,1,7957.297
