BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t74,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1188.1514828036568,-23.164787861486957,-7205.568164097691,4251.5400207216235,0.0,-0.0,0.0,0.0,0.0,0.0,-2180.288239984479,-13.415135847132941,-2057.8366448900115,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,992.1367571808222,-9.749652014354016,-982.3871051664682
t75,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1066.572304138847,-22.143373004173338,-7085.0104002901935,4078.119662351108,0.0,-0.0,0.0,0.0,0.0,0.0,-2041.603255161379,-12.561818438342668,-2023.9545887513866,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,975.0309510225322,-9.58155456583067,-965.4493964567016
t76,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1089.067630438353,-38.660628371075305,-7090.988471222797,5134.022062686617,0.0,-0.0,0.0,0.0,0.0,0.0,-3089.0676304383533,-19.006781371075306,-2025.9476508771882,0.0,0.0,-1013.9004207368416,0.0,0.0,0.0,0.0,2000.0,-19.653847,-966.4457322631584
t77,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1302.6807089998524,-24.11066633822148,-7319.151511817151,4414.84568756713,0.0,-0.0,0.0,0.0,0.0,0.0,-2309.9108245556367,-14.21269304575863,-2090.7221699657357,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1007.2301155557841,-9.89797329246285,-997.3321422633212
t78,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2047.1773052358583,-30.31550239773623,-8057.443271993643,5476.44509058685,0.0,-0.0,0.0,0.0,0.0,0.0,-3156.036033849719,-19.418832499340564,-2300.9902242377902,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1108.8587286138602,-10.896669898395665,-1097.9620587154645
t79,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3468.0322597615163,-53.29820384968344,-9455.315525067352,8202.275797072183,0.0,-0.0,0.0,0.0,0.0,0.0,-5468.032259761516,-33.64435684968344,-2700.599180460984,0.0,0.0,-691.0876194448175,0.0,0.0,0.0,0.0,2000.0,-19.653847,-1289.2585335551826
t80,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4247.414364384936,-52.54205176838812,-10235.453781772067,8860.124357700748,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2923.8221385507477,0.0,0.0,-240.47933815060915,0.0,0.0,0.0,0.0,1652.585635615065,-16.239832618388117,-1395.866464846067
t81,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4308.80218843464,-49.167440714893594,-10300.216216875267,8703.566478130217,0.0,-0.0,0.0,0.0,0.0,0.0,-5726.571651789385,-35.23512865787046,-2941.759697682961,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1417.769463354745,-13.93231205702313,-1403.837151297722
t82,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4368.77224390513,-51.349477170220936,-10358.00423589043,8895.002944902273,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2958.7007257522732,0.0,0.0,-103.37632451881467,0.0,0.0,0.0,0.0,1531.2277560948692,-15.047258020220939,-1412.8041735558336
t83,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4414.308792774994,-50.057803734692804,-10404.832458195822,8854.804414474243,0.0,-0.0,0.0,0.0,0.0,0.0,-5847.171614504701,-35.97717039956084,-2971.655629569983,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1432.8628217297069,-14.080633335131965,-1418.7821883945749
t84,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4387.176211823772,-49.82654198018362,-10377.931138999109,8816.479511102383,0.0,-0.0,0.0,0.0,0.0,0.0,-5816.014137986823,-35.785460985880675,-2964.6799121296776,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1428.8379261630505,-14.041080994302947,-1414.7968451687475
t85,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4282.688299868881,-48.95852619041415,-10274.311242833986,8667.278950180302,0.0,-0.0,0.0,0.0,0.0,0.0,-5697.439091548634,-35.055878389012776,-2934.7839802426556,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1414.7507916797529,-13.902647801401367,-1400.8481438783513
t86,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4226.418110887357,-48.48366591318789,-10218.51591412969,8586.618717463485,0.0,-0.0,0.0,0.0,0.0,0.0,-5633.119111433796,-34.66012279344457,-2918.839483236244,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1406.7010005464394,-13.823543119743318,-1392.8774574266963
t87,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4107.878830533013,-47.513113900037695,-10100.947185788495,8418.281791860512,0.0,-0.0,0.0,0.0,0.0,0.0,-5499.486472704491,-33.837892058403206,-2884.957427097619,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1391.607642171478,-13.675221841634485,-1377.9324203298434
t88,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4091.790077362628,-47.365883216597446,-10085.005663301552,8395.070676335716,0.0,-0.0,0.0,0.0,0.0,0.0,-5480.379047859114,-33.720325630584725,-2880.9713028460164,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1388.5889704964857,-13.645557586012721,-1374.943412910473
t89,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4548.342439617944,-49.584854594071096,-10539.339054179394,8946.822560173112,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3010.5203410231115,0.0,98.34130797281392,-0.0,0.0,0.0,0.0,0.0,1351.6575603820559,-13.282635444071092,-1436.7162329107985
t90,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,5530.058619476457,-39.93760479588925,-11530.702483836087,9230.833913099821,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3294.5316939498202,0.0,1205.9119077112778,-0.0,0.0,0.0,0.0,0.0,369.9413805235435,-3.6353856458892513,-1572.217902588932
t91,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,5596.16413108502,-39.28799099038354,-11597.457609250156,9249.768003294934,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3313.465784144934,0.0,1280.3348277724474,-0.0,0.0,0.0,0.0,0.0,303.83586891498015,-2.985771840383538,-1581.1849248470437
t92,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,5334.702032931747,-41.857359027085245,-11333.426143060182,9174.031642514477,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3237.7294233644784,0.0,985.5740086234288,-0.0,0.0,0.0,0.0,0.0,565.2979670682532,-5.555139877085243,-1545.3168358145967
t93,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4923.2692218754655,-45.900477786725276,-10917.950213244261,9055.44444602929,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3119.1422268792912,0.0,521.3931753587464,-0.0,0.0,0.0,0.0,0.0,976.7307781245343,-9.598258636725271,-1488.5256948465553
t94,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4181.207928532602,-48.109015552956436,-10173.680382135166,8522.100966092048,0.0,-0.0,0.0,0.0,0.0,0.0,-5581.871585729057,-34.344800944456644,-2905.8845794185345,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1400.663657196455,-13.764214608499787,-1386.8994425879553
t95,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3220.4114154956847,-51.77461297601459,-9209.218271675189,7882.377656466731,0.0,-0.0,0.0,0.0,0.0,0.0,-5220.411415495684,-32.12076597601458,-2629.845474995032,0.0,0.0,-724.963036864351,0.0,0.0,0.0,0.0,2000.0,-19.653847,-1255.383116135649
t96,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2360.2547985722636,-46.48213941484905,-8354.354128312934,6772.778455571464,0.0,-0.0,0.0,0.0,0.0,0.0,-4360.254798572264,-26.828292414849056,-2385.6953645843523,0.0,0.0,-841.5343262198039,0.0,0.0,0.0,0.0,2000.0,-19.653847,-1138.811826780196
t97,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1798.847216431104,-43.02784431665244,-7796.400841269971,6049.468139330893,0.0,-0.0,0.0,0.0,0.0,0.0,-3798.847216431104,-23.373997316652446,-2227.246925583136,0.0,0.0,-917.2558475105258,0.0,0.0,0.0,0.0,2000.0,-19.653847,-1063.0903054894743
t98,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1496.602650970643,-25.737993310275765,-7511.446126815887,4692.105231743852,0.0,-0.0,0.0,0.0,0.0,0.0,-2531.0008116013582,-15.573041717217013,-2145.531378425276,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1034.3981606307152,-10.164951593058749,-1024.2332090376565
t99,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1360.9721039063766,-24.614042229581397,-7376.9395308323155,4498.551977629538,0.0,-0.0,0.0,0.0,0.0,0.0,-2377.2582344871375,-14.627076170253247,-2106.6666669721476,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1016.2861305807611,-9.98696605932815,-1006.299164521433
t100,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1354.940843823224,-24.56085307903204,-7370.961459899712,4490.4746615264785,0.0,-0.0,0.0,0.0,0.0,0.0,-2370.220750512321,-14.583775104911144,-2105.6701359092467,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1015.279906689097,-9.977077974120894,-1005.3028287149762
t101,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1605.3621033003105,-41.83734618459539,-7604.106226271236,5799.983319608502,0.0,-0.0,0.0,0.0,0.0,0.0,-3605.3621033003105,-22.18349918459539,-2172.4377171235956,0.0,0.0,-944.156914284861,0.0,0.0,0.0,0.0,2000.0,-19.653847,-1036.189238715139
t102,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2304.3870309649355,-32.46086833574421,-8312.507631784712,5844.415234134579,0.0,-0.0,0.0,0.0,0.0,0.0,-3448.46359578704,-21.2181154550946,-2374.7335228924444,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1144.0765648221043,-11.24275288064961,-1132.8338119414548
t103,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3714.9729266097706,-54.14161730577422,-9701.412778459517,8477.929940734488,0.0,-0.0,0.0,0.0,0.0,0.0,-5672.670109012314,-34.90347685813888,-2770.356354864035,0.0,0.0,-615.3250909801928,0.0,0.0,0.0,0.0,1957.6971824025434,-19.238140447635338,-1323.1339509747158
t104,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4453.487715046599,-50.37926494437492,-10443.689919257744,8911.244849742623,0.0,-0.0,0.0,0.0,0.0,0.0,-5891.381656234626,-36.24919118320667,-2983.6140023247917,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1437.8939411880274,-14.130073761168243,-1423.7638674268592
t105,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4502.956565976245,-50.03085810232875,-10493.507177029436,8933.867656355404,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2997.565437205402,0.0,47.42342300063007,-0.0,0.0,0.0,0.0,0.0,1397.043434023756,-13.728638952328746,-1430.7382180720572
t106,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4471.383784312455,-50.34112141242102,-10461.624132055553,8924.898876789295,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2988.5966576392952,0.0,12.175561421104542,-0.0,0.0,0.0,0.0,0.0,1428.6162156875464,-14.038902262421018,-1426.7528748462298
t107,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4445.730899210624,-50.593210351870994,-10435.719158014272,8916.92662828609,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2980.6244091360895,0.0,0.0,-17.210577967103514,0.0,0.0,0.0,0.0,1454.2691007893766,-14.290991201870993,-1422.7675316204022
t108,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4377.652088748073,-51.26221561425748,-10366.971342289336,8897.992538090975,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2961.6903189409754,0.0,0.0,-94.58374123183606,0.0,0.0,0.0,0.0,1522.347911251927,-14.959996464257474,-1412.8041735558336
t109,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4295.760186307614,-52.066961074809335,-10284.274694388325,8874.075792581358,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2937.773573431358,0.0,0.0,-186.6305920827685,0.0,0.0,0.0,0.0,1604.2398136923864,-15.764741924809332,-1401.8444796848082
t110,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4287.866990891666,-52.1445269023324,-10276.303933144854,8871.086199392656,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2934.7839802426556,0.0,0.0,-195.4425574776503,0.0,0.0,0.0,0.0,1612.1330091083337,-15.842307752332397,-1400.8481438783513
t111,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4259.254157508856,-52.42570302710352,-10247.409923637273,8863.113950889448,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2926.81173173945,0.0,0.0,-227.75955796151692,0.0,0.0,0.0,0.0,1640.745842491144,-16.123483877103524,-1396.862800652524
t112,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4337.19946224134,-51.65974048031322,-10326.121190916547,8886.034165336167,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2949.7319461861666,0.0,0.0,-139.62052190479687,0.0,0.0,0.0,0.0,1562.80053775866,-15.357521330313212,-1407.8224945235493
t113,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4834.470773446053,-46.77309334635981,-10828.279149255213,9029.534638393872,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3093.2324192438723,0.0,421.51131281148514,-0.0,0.0,0.0,0.0,0.0,1065.5292265539476,-10.47087419635981,-1476.569665169073
t114,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,5615.897119624889,-39.09407642157588,-11617.384512358833,9254.750658609439,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3318.4484394594374,0.0,1302.8629091628782,-0.0,0.0,0.0,0.0,0.0,284.1028803751121,-2.791857271575877,-1584.1739322664143
t115,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,5586.297636815084,-39.38494827478739,-11587.494157695817,9245.781879043332,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3309.479659893331,0.0,1268.5726191740016,-0.0,0.0,0.0,0.0,0.0,313.70236318491595,-3.082729124787385,-1579.19225323413
t116,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,5320.888940953838,-41.993099225250624,-11319.477310884107,9170.045518262876,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3233.7432991128753,0.0,969.9039852307708,-0.0,0.0,0.0,0.0,0.0,579.1110590461627,-5.6908800752506234,-1543.3241642016828
t117,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4876.896698806773,-46.356177023423314,-10871.12199093887,9041.493011148681,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3105.190791998681,0.0,469.4983366880099,-0.0,0.0,0.0,0.0,0.0,1023.1033011932278,-10.053957873423307,-1482.5476800078143
t118,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4166.50911137147,-53.3371015004996,-10153.753479026489,8836.207612191132,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2899.90539304113,0.0,0.0,-332.5455711094462,0.0,0.0,0.0,0.0,1733.490888628531,-17.034882350499593,-1383.9104351685846
t119,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3221.4139290352214,-51.7807813601185,-9210.214616830623,7884.382869453272,0.0,-0.0,0.0,0.0,0.0,0.0,-5221.413929035221,-32.1269343601185,-2630.8420060579324,0.0,0.0,-724.963036864351,0.0,0.0,0.0,0.0,2000.0,-19.653847,-1255.383116135649
t120,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2371.282447507179,-46.5499916399922,-8365.313925022707,6787.860080983126,0.0,-0.0,0.0,0.0,0.0,0.0,-4371.282447507178,-26.896144639992198,-2389.6814888359554,0.0,0.0,-839.5416546068902,0.0,0.0,0.0,0.0,2000.0,-19.653847,-1140.8044983931097
t121,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1780.928778805017,-28.098442156867126,-7793.41180580367,5097.371585165137,0.0,-0.0,0.0,0.0,0.0,0.0,-2853.563447318969,-17.55774332593266,-2226.250394520235,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1072.6346685139517,-10.540698830934463,-1062.0939696830173
t122,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1467.0152348440974,-40.98610917825409,-7466.610594821363,5620.923971629918,0.0,-0.0,0.0,0.0,0.0,0.0,-3467.0152348440974,-21.332262178254094,-2132.5764746075665,0.0,0.0,-963.0872946075416,0.0,0.0,0.0,0.0,2000.0,-19.653847,-1017.2588583924585
t123,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1315.635690373893,-40.054683178561795,-7316.16247635085,5425.7621654552895,0.0,-0.0,0.0,0.0,0.0,0.0,-3315.635690373893,-20.4008361785618,-2089.725638902835,0.0,0.0,-983.0140107366789,0.0,0.0,0.0,0.0,2000.0,-19.653847,-997.3321422633212
t124,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1245.4241853247186,-23.645816522817135,-7262.359837957421,4334.205466424984,0.0,-0.0,0.0,0.0,0.0,0.0,-2245.6107336388536,-13.817059826805075,-2074.7776729593243,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1000.1865483141353,-9.828756696012059,-990.3577916181232
t125,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1454.9850723696434,-40.91208856900702,-7454.654452956157,5605.830195357516,0.0,-0.0,0.0,0.0,0.0,0.0,-3454.985072369643,-21.25824156900702,-2129.5868814188643,0.0,0.0,-964.0836304139984,0.0,0.0,0.0,0.0,2000.0,-19.653847,-1016.2625225860016
t126,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2102.4449806778425,-30.78419429085855,-8112.242255542505,5556.096641380023,0.0,-0.0,0.0,0.0,0.0,0.0,-3219.353500425016,-19.808419710804838,-2316.934721244202,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1116.9085197471734,-10.975774580053711,-1105.9327451671195
t127,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3354.327254749312,-41.220404691735986,-9353.688319213097,7342.557271342697,0.0,-0.0,0.0,0.0,0.0,0.0,-4642.293836079386,-28.56365562644882,-2671.6997796368623,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1287.9665813300735,-12.656749065287162,-1275.3098322647863
t128,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4207.948387305194,-52.92988090600349,-10195.59997555471,8848.16598494594,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2911.863765795939,0.0,0.0,-285.53550093147703,0.0,0.0,0.0,0.0,1692.0516126948064,-16.62766175600349,-1389.888450007326
t129,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4465.463887750491,-50.39929578306333,-10455.646061122949,8922.905814663494,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2986.603595513494,0.0,5.317503423327485,-0.0,0.0,0.0,0.0,0.0,1434.5361122495085,-14.097076633063333,-1425.7565390397729
t130,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4634.180939766377,-48.7413262197577,-10626.02108270214,8971.735836745629,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3035.4336175956296,0.0,195.2923094244159,-0.0,0.0,0.0,0.0,0.0,1265.8190602336226,-12.439107069757702,-1448.6722625882808
t131,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4747.645623870627,-47.626317449113586,-10740.600775577033,9004.621361821353,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3068.319142671354,0.0,322.5870218548732,-0.0,0.0,0.0,0.0,0.0,1152.3543761293743,-11.324098299113587,-1463.6172996851337
t132,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4784.151652669386,-47.26757549681938,-10777.465546328087,9014.586672450361,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3078.2844533003613,0.0,363.7159877336227,-0.0,0.0,0.0,0.0,0.0,1115.8483473306146,-10.96535634681938,-1468.598978717418
t133,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4711.139595071871,-47.98505940140776,-10703.736004825982,8993.659520129446,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3057.357300979446,0.0,281.4580559761273,-0.0,0.0,0.0,0.0,0.0,1188.86040492813,-11.682840251407756,-1458.6356206528494
t134,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4626.28774435043,-48.81889204728076,-10618.05032145867,8969.742774619828,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3033.4405554698283,0.0,186.48034402953485,-0.0,0.0,0.0,0.0,0.0,1273.7122556495697,-12.516672897280763,-1447.6759267818238
t135,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4487.170175144348,-50.18598975737489,-10477.565654542494,8928.885001040899,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2992.5827818908983,0.0,29.799492210866198,-0.0,0.0,0.0,0.0,0.0,1412.829824855652,-13.88377060737489,-1428.7455464591435
t136,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4439.420167801219,-50.26054987506835,-10429.74108708167,8891.079791563423,0.0,-0.0,0.0,0.0,0.0,0.0,-5875.301661205918,-36.15025228431462,-2979.6278780731886,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1435.881493404699,-14.110297590753733,-1421.7711958139455
t137,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4755.538819286577,-47.54875162159049,-10748.571536820506,9006.614423947156,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3070.312204797155,0.0,332.3953230562147,-0.0,0.0,0.0,0.0,0.0,1144.4611807134233,-11.246532471590486,-1465.6099712980474
t138,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,5215.317452265537,-43.030542168371674,-11212.868379252684,9139.153055312952,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3202.850836162953,0.0,851.4212381951946,-0.0,0.0,0.0,0.0,0.0,684.6825477344638,-6.728323018371674,-1529.3754629112868
t139,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,5051.533647384619,-44.64003308947538,-11047.475083450663,9092.316095356618,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3156.013876206618,0.0,666.3312006868732,-0.0,0.0,0.0,0.0,0.0,848.4663526153812,-8.337813939475376,-1506.459739362779
t140,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4683.513411116051,-48.25653979773851,-10675.838340473832,8985.68727162624,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3049.38505247624,0.0,251.1143449972686,-0.0,0.0,0.0,0.0,0.0,1216.4865888839488,-11.954320647738514,-1455.6466132334788
t141,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4282.68829986888,-48.95852619041415,-10274.311242833986,8667.2789501803,0.0,-0.0,0.0,0.0,0.0,0.0,-5697.439091548633,-35.055878389012776,-2934.7839802426556,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1414.7507916797526,-13.902647801401367,-1400.8481438783513
t142,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3735.1211862222767,-44.399522255265445,-9731.303133122532,7886.961668171128,0.0,-0.0,0.0,0.0,0.0,0.0,-5075.411409918885,-31.22859275920099,-2780.3216654930425,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1340.2902236966079,-13.170929496064451,-1327.1192942005434
t143,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3005.6784719252637,-38.30339080323536,-9007.956550277548,6844.510780693046,0.0,-0.0,0.0,0.0,0.0,0.0,-4245.34630645546,-26.12126982789647,-2573.04320440969,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1239.667834530196,-12.182120975338892,-1227.4857135548568
t144,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2280.05371540924,-45.98866868653524,-8274.646515878225,6670.160218296311,0.0,-0.0,0.0,0.0,0.0,0.0,-4280.05371540924,-26.334821686535246,-2363.7716812005365,0.0,0.0,-852.4940200908296,0.0,0.0,0.0,0.0,2000.0,-19.653847,-1127.8521329091705
t145,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1671.4121203065106,-27.183405600652215,-7684.810183861378,4941.102390063641,0.0,-0.0,0.0,0.0,0.0,0.0,-2728.9534304455005,-16.791028047826586,-2195.3579315703128,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1057.5413101389902,-10.39237755282563,-1047.1489325861644
t146,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1312.738202087082,-24.204707871112355,-7329.11496337149,4429.9794869888665,0.0,-0.0,0.0,0.0,0.0,0.0,-2321.9807654261945,-14.286958408234991,-2093.711763154438,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1009.2425633391122,-9.917749462877362,-999.324813876235
t147,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1129.876266743059,-22.67759081605287,-7147.780145082527,4167.865893094624,0.0,-0.0,0.0,0.0,0.0,0.0,-2113.963232790569,-13.007043483356895,-2040.8956168206994,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,984.0869660475095,-9.670547332695971,-974.4164187148134
t148,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1061.5597364411574,-22.11253108365372,-7080.028674513024,4071.083190607098,0.0,-0.0,0.0,0.0,0.0,0.0,-2036.5906874636894,-12.530976517823053,-2021.9615266255855,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,975.0309510225322,-9.58155456583067,-965.4493964567016
t149,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1125.8662125849091,-22.652917279637183,-7143.794764460792,4163.83116540006,0.0,-0.0,0.0,0.0,0.0,0.0,-2109.9531786324187,-12.982369946941214,-2040.8956168206994,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,984.0869660475095,-9.670547332695971,-974.4164187148134
