BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t383,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2200.9016325495827,-31.599020930078666,-8209.884080775024,5696.223355136141,0.0,-0.0,0.0,0.0,0.0,0.0,-3330.8910628883896,-20.494701242330635,-2344.8375910054224,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1129.9894303388066,-11.104319687748031,-1118.8851106510588
t384,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1329.8132899510758,-24.34192809273068,-7346.052831013865,4453.170590938996,0.0,-0.0,0.0,0.0,0.0,0.0,-2341.068301073516,-14.404402459438808,-2097.697887406041,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1011.2550111224406,-9.937525633291871,-1001.3174854891487
t385,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,733.0097609456404,-19.36742141500901,-6754.223808686152,3602.2756053026096,0.0,-0.0,0.0,0.0,0.0,0.0,-1662.7606368432873,-10.230830683504843,-1929.2841377758173,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,929.7508758976468,-9.136590731504167,-920.6142851661426
t386,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,417.5248191559652,-16.734858431566934,-6441.371429879919,3151.6278651907805,0.0,-0.0,0.0,0.0,0.0,0.0,-1304.008067712055,-8.023455363974755,-1839.5963421147512,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,886.4832485560897,-8.711403067592178,-877.7718454884975
t387,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,234.67906265786843,-15.223920222433271,-6260.0366115909555,2891.5394958577476,0.0,-0.0,0.0,0.0,0.0,0.0,-1097.012937814019,-6.749831199815228,-1787.7767268439131,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,862.3338751561508,-8.474089022618044,-853.8597861335328
t388,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,188.4501879176501,-14.826922632172078,-6214.204734440998,2824.9843690643606,0.0,-0.0,0.0,0.0,0.0,0.0,-1043.7404958321522,-6.422050206004822,-1774.8218230262037,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,855.290307914502,-8.404872426167255,-846.8854354883347
t389,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,351.2294947790646,-16.19831431330146,-6375.612649621284,3058.8877511117466,0.0,-0.0,0.0,0.0,0.0,0.0,-1229.6629522018413,-7.566015927367326,-1821.658782982538,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,878.4334574227768,-8.632298385934133,-869.8011590368426
t390,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,975.1494258897989,-21.387903899606513,-6994.342991145712,3948.075477684592,0.0,-0.0,0.0,0.0,0.0,0.0,-1938.1056902123617,-11.92500635626291,-1998.0447811159677,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,962.9562643225628,-9.462897543343603,-953.4933667792192
t391,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2249.1355343688774,-32.00835528854772,-8257.70864823585,5765.792376839714,0.0,-0.0,0.0,0.0,0.0,0.0,-3386.168531949333,-20.834819004348894,-2358.7890258860325,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1137.0329975804557,-11.173536284198821,-1125.8594612962568
t392,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3000.6659042275733,-38.27254888271574,-9002.974824500378,6837.474308949036,0.0,-0.0,0.0,0.0,0.0,0.0,-4240.333738757769,-26.090427907376846,-2571.050142283889,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1239.667834530196,-12.182120975338892,-1227.4857135548568
t393,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3296.0520386887156,-40.73320764630189,-9295.900300197934,7259.8796747786,0.0,-0.0,0.0,0.0,0.0,0.0,-4575.968828885476,-28.155563262672782,-2655.755282630451,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1279.9167901967605,-12.577644383629115,-1267.3391458131314
t394,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3478.9139740327378,-42.260324701361384,-9477.235118486897,7520.000206547042,0.0,-0.0,0.0,0.0,0.0,0.0,-4783.986361521102,-29.435478187550874,-2706.5783668383883,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1305.0723874883636,-12.824846513810506,-1292.247540974553
t395,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3677.8323048552907,-43.902314748009445,-9674.511459262802,7803.267528969461,0.0,-0.0,0.0,0.0,0.0,0.0,-5009.066513526921,-30.820378018810292,-2763.3806374237297,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1331.2342086716308,-13.08193672919915,-1318.1522719424315
t396,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3800.4301759055666,-44.94607683535282,-9796.065568225733,7979.72179382483,0.0,-0.0,0.0,0.0,0.0,0.0,-5149.776414627151,-31.686154572423067,-2798.2592246252557,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1349.3462387215848,-13.25992226292975,-1336.0863164586551
t397,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3833.5778380940155,-45.214348894485546,-9828.94495835505,8026.091850864345,0.0,-0.0,0.0,0.0,0.0,0.0,-5186.948972382256,-31.91487429072678,-2807.2280041913623,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1353.3711342882414,-13.299474603758773,-1340.0716596844825
t398,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3889.84802707554,-45.68920917171181,-9884.740287059347,8107.748614644064,0.0,-0.0,0.0,0.0,0.0,0.0,-5251.268952497094,-32.31062988629499,-2824.1690322606746,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1361.4209254215543,-13.37857928541682,-1348.0423461361374
t399,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3860.6942401993124,-45.42943180306893,-9855.846277551764,8064.384591800803,0.0,-0.0,0.0,0.0,0.0,0.0,-5217.084046162547,-32.10029294368839,-2815.200252694568,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1356.3898059632338,-13.329138859380542,-1343.0606671038531
t400,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3810.4714901468697,-45.02393952231786,-9806.029019780071,7993.826899748257,0.0,-0.0,0.0,0.0,0.0,0.0,-5160.823952760118,-31.754129174180857,-2801.248817813958,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1350.3524626132491,-13.269810348137007,-1337.082652265112
t401,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3785.343936274721,-44.805014536016515,-9781.120390894224,7957.519360223673,0.0,-0.0,0.0,0.0,0.0,0.0,-5131.671503321313,-31.574756528708523,-2794.2731003736526,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1346.3275670465925,-13.230258007307986,-1333.0973090392845
t402,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3783.3389091956437,-44.792677767808655,-9779.127700583356,7954.505465313488,0.0,-0.0,0.0,0.0,0.0,0.0,-5129.666476242236,-31.562419760500664,-2793.2765693107517,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1346.3275670465925,-13.230258007307986,-1333.0973090392845
t403,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3746.1650140031174,-44.4835533263344,-9742.262929832305,7902.075456018197,0.0,-0.0,0.0,0.0,0.0,0.0,-5087.46146159139,-31.302735745062698,-2783.3112586817447,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1341.2964475882718,-13.180817581271706,-1328.1156300070002
t404,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4215.374283106516,-48.39963484211892,-10207.556117419917,8570.508398553517,0.0,-0.0,0.0,0.0,0.0,0.0,-5621.069059761291,-34.58597980758286,-2914.853358984641,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1405.6947766547755,-13.813655034536064,-1391.8811216202396
t405,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4039.5461213851822,-46.93187532171271,-10033.195715218992,8320.470395874674,0.0,-0.0,0.0,0.0,0.0,0.0,-5421.091524640019,-33.355534332150775,-2866.0233369025054,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1381.5454032548366,-13.57634098956193,-1367.9690622652747
t406,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3326.192160258551,-40.98297455312286,-9325.79065486095,7302.22715498429,0.0,-0.0,0.0,0.0,0.0,0.0,-4610.133846021969,-28.365777828664722,-2663.7275311336566,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1283.9416857634171,-12.617196724458138,-1271.324489038959
t407,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2343.5659532365385,-32.78232954542631,-8351.365092846632,5899.859138340056,0.0,-0.0,0.0,0.0,0.0,0.0,-3492.6736375169635,-21.49013623874042,-2385.6953645843523,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1149.1076842804248,-11.292193306685887,-1137.815490973739
t408,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1432.2961748268915,-25.197607114292303,-7447.68003686812,4599.357256950891,0.0,-0.0,0.0,0.0,0.0,0.0,-2457.6383204326294,-15.121648288098854,-2126.597288230162,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1025.342145605738,-10.075958826193448,-1015.2661867795447
t409,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,878.697801097135,-20.58541402859424,-6898.693856224061,3810.9626588386573,0.0,-0.0,0.0,0.0,0.0,0.0,-1828.5731548280644,-11.251061592944962,-1971.1384424176479,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,949.8753537309293,-9.334352435649281,-940.54100129528
t410,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,513.9764439486289,-17.537348302579208,-6537.02056480157,3288.7406840367157,0.0,-0.0,0.0,0.0,0.0,0.0,-1413.5406030963522,-8.697400127292703,-1866.502680813071,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,899.5641591477232,-8.839948175286501,-890.7242109724367
t411,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,331.1145086046062,-16.01023124751972,-6355.685746512607,3028.6201522682745,0.0,-0.0,0.0,0.0,0.0,0.0,-1205.5230704607266,-7.417485202414607,-1815.6795966051338,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,874.4085618561203,-8.59274604510511,-865.8158158110151
t412,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,266.82421130678193,-15.486023897462095,-6291.91965656484,2936.900870973624,0.0,-0.0,0.0,0.0,0.0,0.0,-1133.1829820295893,-6.972382534015027,-1796.7455064100197,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,866.3587707228074,-8.513641363447068,-857.8451293593603
t413,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,408.48601845420006,-16.663164128705812,-6432.404323481014,3138.531441190996,0.0,-0.0,0.0,0.0,0.0,0.0,-1293.9630431186256,-7.961649146320889,-1836.606748926049,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,885.4770246644255,-8.701514982384921,-876.7755096820406
t414,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1016.3495540864029,-21.737880723422276,-7035.1931425185,4007.5619702985614,0.0,-0.0,0.0,0.0,0.0,0.0,-1985.3431617589504,-12.215654668835137,-2010.0031538707763,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,968.9936076725475,-9.522226054587136,-959.4713816179603
t415,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2277.270628859638,-32.24578542716083,-8285.606312587997,5806.122493198121,0.0,-0.0,0.0,0.0,0.0,0.0,-3418.32852200675,-21.03269680213299,-2366.7612743892387,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1141.057893147112,-11.213088625027844,-1129.8448045220841
t416,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3031.8085393369483,-38.528484173640635,-9033.861524318829,6882.8235332041695,0.0,-0.0,0.0,0.0,0.0,0.0,-4275.501269433801,-26.30681085747272,-2581.015452912896,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1243.6927300968523,-12.221673316167916,-1231.4710567806844
t417,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3335.2309609603185,-41.05466885598399,-9334.757761259854,7314.327047921176,0.0,-0.0,0.0,0.0,0.0,0.0,-4620.178870615399,-28.427584046318596,-2665.720593259458,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1284.947909655081,-12.627084809665392,-1272.3208248454157
t418,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3568.331825202711,-43.00345703772037,-9565.90983732051,7648.027027366275,0.0,-0.0,0.0,0.0,0.0,0.0,-4885.478899391044,-30.059953501422797,-2732.4881744738072,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1317.1470741883334,-12.943503536297575,-1304.2035706520355
t419,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3806.445257142791,-44.98308713997634,-9802.043639158335,7987.76694749248,0.0,-0.0,0.0,0.0,0.0,0.0,-5155.791495864376,-31.723164877046592,-2800.252286751057,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1349.3462387215848,-13.25992226292975,-1336.0863164586551
t420,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3936.060722969832,-46.07002791604718,-9930.572164209305,8172.27851687624,0.0,-0.0,0.0,0.0,0.0,0.0,-5303.518991741371,-32.632120119386826,-2836.1274050154834,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1367.458268771539,-13.437907796660353,-1354.0203609748787
t421,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3970.210898697818,-46.34446835928382,-9964.447899494055,8220.653786902298,0.0,-0.0,0.0,0.0,0.0,0.0,-5341.694063036013,-32.86700822179446,-2846.0927156444905,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1371.4831643381956,-13.477460137489373,-1358.005704200706
t422,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4083.753790200401,-47.30035729784025,-10077.034902058082,8383.979465322473,0.0,-0.0,0.0,0.0,0.0,0.0,-5471.336536805223,-33.66468779703479,-2878.9782407202147,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1387.5827466048215,-13.635669500805466,-1373.947077104016
t423,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4081.7325842753994,-47.27184168370657,-10075.042211747214,8379.936876913978,0.0,-0.0,0.0,0.0,0.0,0.0,-5468.309106988556,-33.646060268108364,-2877.9817096573142,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1386.5765227131571,-13.625781415598206,-1372.950741297559
t424,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4065.6761887968705,-47.15696869211801,-10059.100689260273,8357.786617322901,0.0,-0.0,0.0,0.0,0.0,0.0,-5451.246487618364,-33.54107536172705,-2872.9990543428103,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1385.5702988214932,-13.615893330390955,-1371.9544054911023
t425,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4048.584922086951,-47.00356962457385,-10042.162821617896,8333.566819874464,0.0,-0.0,0.0,0.0,0.0,0.0,-5431.136549233451,-33.41734054980466,-2869.0129300912076,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1382.5516271465008,-13.586229074769186,-1368.9653980717317
t426,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4008.387307429883,-46.659761184862,-10002.309015400542,8275.089009184136,0.0,-0.0,0.0,0.0,0.0,0.0,-5384.901591226399,-33.13286062133635,-2857.054557336399,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1376.514283796516,-13.526900563525652,-1362.9873832329904
t427,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3902.896881935455,-45.78557701098861,-9897.692774079987,8124.879766338415,0.0,-0.0,0.0,0.0,0.0,0.0,-5265.324031248673,-32.39710964036454,-2827.158625449377,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1362.4271493132185,-13.388467370624074,-1349.0386819425944
t428,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4333.929742306788,-49.386365701194954,-10325.124845761113,8740.870548717698,0.0,-0.0,0.0,0.0,0.0,0.0,-5755.724101228189,-35.414501303342796,-2949.7319461861666,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1421.7943589214015,-13.971864397852155,-1407.8224945235493
t429,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4189.24421569483,-48.17454147171364,-10181.651143378638,8534.188708168194,0.0,-0.0,0.0,0.0,0.0,0.0,-5590.914096782949,-34.4004387780066,-2908.8741726072367,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1401.669881088119,-13.774102693707041,-1387.895778394412
t430,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3489.9578018135785,-42.34435577243035,-9488.19491519667,7536.11052545701,0.0,-0.0,0.0,0.0,0.0,0.0,-4796.036413193607,-29.509621173412587,-2710.564491089991,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1306.0786113800277,-12.83473459901776,-1293.24387678101
t431,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2475.2026249885785,-33.8977859356308,-8481.886308208468,6088.413296132309,0.0,-0.0,0.0,0.0,0.0,0.0,-3643.428563210622,-22.41771901000706,-2422.5670139116796,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1168.2259382220434,-11.480066925623747,-1156.7458712964196
t432,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1576.9817014388493,-26.409431343773626,-7591.153739250596,4807.035628563298,0.0,-0.0,0.0,0.0,0.0,0.0,-2622.44832487787,-16.13571081343506,-2168.451592871993,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1045.4666234390209,-10.273720530338565,-1035.192902908682
t433,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,997.2532602974077,-21.57214488767028,-7016.262584565257,3979.33174687704,0.0,-0.0,0.0,0.0,0.0,0.0,-1963.228196294963,-12.07958308870491,-2004.023967493372,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,965.9749359975552,-9.49256179896537,-956.4823741985898
t434,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,637.560649692515,-18.57109992810067,-6659.571018919934,3465.1749373174157,0.0,-0.0,0.0,0.0,0.0,0.0,-1554.2306149985284,-9.563054304290823,-1901.3812680145966,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,916.6699653060133,-9.008045623809847,-907.6619196822035
t435,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,413.5147649978145,-16.710184895151247,-6437.386049258183,3146.596606433314,0.0,-0.0,0.0,0.0,0.0,0.0,-1299.9980135539042,-7.9987818275590685,-1838.5998110518506,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,886.4832485560897,-8.711403067592178,-877.7718454884975
t436,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,342.1745152313737,-16.110441164514516,-6366.645543222379,3044.762633613653,0.0,-0.0,0.0,0.0,0.0,0.0,-1218.5955248708221,-7.497918948994893,-1818.6691897938358,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,876.4210096394486,-8.612522215519624,-867.8084874239289
t437,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,479.81008937471523,-17.246729013416722,-6503.144829516818,3239.3367205123477,0.0,-0.0,0.0,0.0,0.0,0.0,-1374.3431290641179,-8.4562212641665,-1856.5373701840638,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,894.5330396894027,-8.790507749250224,-885.7425319401524
t438,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1051.5022433539284,-22.018489550762858,-7070.065222958686,4056.9459222482624,0.0,-0.0,0.0,0.0,0.0,0.0,-2024.5207465931326,-12.456711155346698,-2019.968464499784,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,973.018503239204,-9.56177839541616,-963.4567248437878
t439,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2243.1042742857235,-31.95516613799835,-8251.730577303246,5756.718529673753,0.0,-0.0,0.0,0.0,0.0,0.0,-3379.1310479745152,-20.79151793900678,-2356.795963760231,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1136.0267736887915,-11.163648198991567,-1124.8631254897998
t440,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3003.6734448461884,-38.291054035027514,-9005.96385996668,6842.493416845763,0.0,-0.0,0.0,0.0,0.0,0.0,-4243.341279376385,-26.108933059688624,-2573.04320440969,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1239.667834530196,-12.182120975338892,-1227.4857135548568
t441,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3302.0671199259423,-40.770217950925435,-9301.878371130537,7266.928297383351,0.0,-0.0,0.0,0.0,0.0,0.0,-4581.983910122703,-28.192573567296318,-2656.7518136933513,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1279.9167901967605,-12.577644383629115,-1267.3391458131314
t442,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3496.9915754362682,-42.40371330708363,-9495.169331284706,7546.193054546611,0.0,-0.0,0.0,0.0,0.0,0.0,-4804.07641070796,-29.55909062285861,-2712.5575532157927,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1307.0848352716919,-12.844622684225017,-1294.2402125874669
t443,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3666.7884770744495,-43.818283676940474,-9663.551662553029,7788.153741122393,0.0,-0.0,0.0,0.0,0.0,0.0,-4997.016461854417,-30.746235032948583,-2760.3910442350275,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1330.2279847799668,-13.072048643991897,-1317.1559361359748
t444,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3714.0036865082798,-44.20527080537977,-9710.379884858421,7854.688856341112,0.0,-0.0,0.0,0.0,0.0,0.0,-5050.269014638231,-31.073893650144342,-2773.345948052737,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1336.2653281299513,-13.131377155235429,-1323.1339509747158
t445,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3636.6483555046134,-43.56851677011951,-9633.661307890014,7744.809729853801,0.0,-0.0,0.0,0.0,0.0,0.0,-4962.851444717923,-30.53602046695664,-2751.422264668921,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1326.20308921331,-13.032496303162873,-1313.1705929101472
t446,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3659.7547034517597,-43.7589261422872,-9656.577246464993,7778.071212032791,0.0,-0.0,0.0,0.0,0.0,0.0,-4988.976464340062,-30.69676558350256,-2758.397982109226,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1329.2217608883025,-13.06216055878464,-1316.1596003295178
t447,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3570.336852281787,-43.01579380592821,-9567.902527631379,7651.040922276458,0.0,-0.0,0.0,0.0,0.0,0.0,-4887.4839264701195,-30.07229026963064,-2733.484705536708,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1317.1470741883334,-12.943503536297575,-1304.2035706520355
t448,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3454.7889337001275,-42.047568099163946,-9453.322834756484,7485.697880009001,0.0,-0.0,0.0,0.0,0.0,0.0,-4755.836425621835,-29.262273926182463,-2700.599180460984,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1301.0474919217072,-12.785294172981484,-1288.2621977487256
t449,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3391.501149941841,-41.52952913321025,-9390.55308996415,7394.987280637992,0.0,-0.0,0.0,0.0,0.0,0.0,-4684.498850730235,-28.823339641886804,-2681.66509026587,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1292.9977007883942,-12.706189491323439,-1280.2915112970707
t450,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3287.0132379869483,-40.66151334344077,-9286.933193799028,7246.7832507788125,0.0,-0.0,0.0,0.0,0.0,0.0,-4565.923804292045,-28.093757045018904,-2652.7656894417487,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1278.9105663050966,-12.56775629842186,-1266.3428100066747
t451,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3102.146275563852,-39.12205952017344,-9103.605685199198,6983.648824100189,0.0,-0.0,0.0,0.0,0.0,0.0,-4355.901244577345,-26.80150535193297,-2600.9460741709104,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1253.7549690134936,-12.32055416824047,-1241.434414845253
t452,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3485.9477476554275,-42.31968223601466,-9484.209534574933,7531.079266699542,0.0,-0.0,0.0,0.0,0.0,0.0,-4792.026359035455,-29.484947636996896,-2709.5679600270905,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1306.0786113800277,-12.83473459901776,-1293.24387678101
t453,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3309.1170723945575,-40.84575433150453,-9308.852787218573,7279.036051034162,0.0,-0.0,0.0,0.0,0.0,0.0,-4591.046310374646,-28.248333777460907,-2659.7414068820535,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1281.9292379800888,-12.597420554043627,-1269.3318174260453
t454,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2766.562526445644,-36.31759231687545,-8770.826403284289,6503.762178643197,0.0,-0.0,0.0,0.0,0.0,0.0,-3974.0311964425878,-24.45189006816873,-2505.2790921324404,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1207.4686699969438,-11.865702248706713,-1195.6029677482372
t455,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2033.1097579904792,-30.196787328429675,-8043.494439817569,5456.280032407647,0.0,-0.0,0.0,0.0,0.0,0.0,-3139.9560388210116,-19.31989360044852,-2297.004099986187,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1106.8462808305321,-10.876893727981155,-1095.9693871025509
t456,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1257.4705266450983,-23.736015977990032,-7274.315979822628,4350.327936195696,0.0,-0.0,0.0,0.0,0.0,0.0,-2258.6632988508977,-13.897371196770717,-2077.7672661480265,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1001.1927722057994,-9.838644781219315,-991.35412742458
t457,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,669.7057983414268,-18.83320360312948,-6691.454063893818,3511.532843496191,0.0,-0.0,0.0,0.0,0.0,0.0,-1590.4006592140965,-9.78560563849061,-1911.346578643604,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,920.6948608726697,-9.04759796463887,-911.6472629080309
t458,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,302.9955929597709,-15.788979954832419,-6327.7880821604585,2988.3221983452754,0.0,-0.0,0.0,0.0,0.0,0.0,-1174.385483140899,-7.225898165349075,-1806.7108170390272,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,871.389890181128,-8.563081789483345,-862.8268083916446
