region,cluster,Resource,Resource_Type,MGA,R_ID,Zone,THERM,Commit,STOR,HYDRO,FLEX,MUST_RUN,VRE,LDS,Num_VRE_Bins,CapRes_1,ESR_1,ESR_2,Min_Share,Max_Share,Existing_Cap_MW,Existing_Charge_Cap_MW,Existing_Cap_MWh,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Min_Charge_Cap_MW,Max_Charge_Cap_MW,Min_Cap_MWh,Max_Cap_MWh,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Max_Flexible_Demand_Advance,Max_Flexible_Demand_Delay,Flexible_Demand_Energy_Eff,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,MinCapTag_1,MinCapTag_2,MinCapTag_3
AERA_2,1,z2_coal,coal,1,11,2,1,1,0,0,0,0,0,0,0,0.93,0,0,0,0,3190,0,0,0,3190,0,0,0,-1,0,-1,0,10287,0,0,0,0,3.55,0,91,2,7.43,coal,0.468,0,1,1,1,0,0,0,0,1,0.64,0.64,6,6,0.053333333,0.106666667,0,0,0,0,0
AERA_2,1,z2_nuclear,nuclear,1,12,2,1,1,0,0,0,0,0,0,0,0.93,0,1,0,0,2708,0,0,0,2708,0,0,0,-1,0,-1,0,271818,0,0,0,0,2.32,0,245,0,10.46,nuclear,0.5,0,1,1,1,0,0,0,0,1,0.25,0.25,24,24,0.020833333,0.041666667,0,0,0,0,0
AERA_3,1,z3_natural_gas,natural_gas,1,13,3,1,1,0,0,0,0,0,0,0,0.93,0,0,0,0,80,0,0,0,80,0,0,0,-1,0,-1,0,10287,0,0,0,0,3.55,0,91,2,7.43,natural_gas,0.468,0,1,1,1,0,0,0,0,1,0.64,0.64,6,6,0.053333333,0.106666667,0,0,0,0,0
AERA_3,1,z3_coal,coal,1,14,3,1,1,0,0,0,0,0,0,0,0.93,0,0,0,0,720,0,0,0,720,0,0,0,-1,0,-1,0,10287,0,0,0,0,3.55,0,91,2,7.43,coal,0.468,0,1,1,1,0,0,0,0,1,0.64,0.64,6,6,0.053333333,0.106666667,0,0,0,0,0
AERA_4,1,z4_natural_gas,natural_gas,1,15,4,1,1,0,0,0,0,0,0,0,0.93,0,0,0,0,3438,0,0,0,3438,0,0,0,-1,0,-1,0,10287,0,0,0,0,3.55,0,91,2,7.43,natural_gas,0.468,0,1,1,1,0,0,0,0,1,0.64,0.64,6,6,0.053333333,0.106666667,0,0,0,0,0
AERA_5,1,z5_natural_gas,natural_gas,1,16,5,1,1,0,0,0,0,0,0,0,0.93,0,0,0,0,10589,0,0,0,10589,0,0,0,-1,0,-1,0,10287,0,0,0,0,3.55,0,91,2,7.43,natural_gas,0.468,0,1,1,1,0,0,0,0,1,0.64,0.64,6,6,0.053333333,0.106666667,0,0,0,0,0
AERA_5,1,z5_coal,coal,1,17,5,1,1,0,0,0,0,0,0,0,0.93,0,0,0,0,5728,0,0,0,5728,0,0,0,-1,0,-1,0,10287,0,0,0,0,3.55,0,91,2,7.43,coal,0.468,0,1,1,1,0,0,0,0,1,0.64,0.64,6,6,0.053333333,0.106666667,0,0,0,0,0
AREA_7,1,z6_nuclear,nuclear,1,18,6,1,1,0,0,0,0,0,0,0,0.93,0,1,0,0,7385,0,0,0,7385,0,0,0,-1,0,-1,0,271818,0,0,0,0,2.32,0,245,0,10.46,nuclear,0.5,0,1,1,1,0,0,0,0,1,0.25,0.25,24,24,0.020833333,0.041666667,0,0,0,0,0
AREA_7,1,z6_coal,coal,1,19,6,1,1,0,0,0,0,0,0,0,0.93,0,0,0,0,622,0,0,0,622,0,0,0,-1,0,-1,0,10287,0,0,0,0,3.55,0,91,2,7.43,coal,0.468,0,1,1,1,0,0,0,0,1,0.64,0.64,6,6,0.053333333,0.106666667,0,0,0,0,0
AREA_1,1,z1_solar,solar,1,20,1,0,0,0,0,0,0,1,0,0,0.93,0,0,0,0,7,0,0,0,7,0,0,0,-1,0,-1,0,1000,0,0,0,0,0,0,0,0,0,None,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AREA_1,1,z1_wind,wind,1,21,1,0,0,0,0,0,0,1,0,0,0.93,0,0,0,0,1674,0,0,0,1674,0,0,0,-1,0,-1,0,1000,0,0,0,0,0,0,0,0,0,None,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AREA_3,1,z3_solar,solar,1,22,3,0,0,0,0,0,0,1,0,0,0.93,0,0,0,0,100,0,0,0,100,0,0,0,-1,0,-1,0,1000,0,0,0,0,0,0,0,0,0,None,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AREA_3,1,z3_wind,wind,1,23,3,0,0,0,0,0,0,1,0,0,0.93,0,0,0,0,2442,0,0,0,2442,0,0,0,-1,0,-1,0,1000,0,0,0,0,0,0,0,0,0,None,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AREA_4,1,z4_solar,solar,1,24,4,0,0,0,0,0,0,1,0,0,0.93,0,0,0,0,190,0,0,0,190,0,0,0,-1,0,-1,0,1000,0,0,0,0,0,0,0,0,0,None,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AREA_4,1,z4_wind,wind,1,25,4,0,0,0,0,0,0,1,0,0,0.93,0,0,0,0,8730,0,0,0,8730,0,0,0,-1,0,-1,0,1000,0,0,0,0,0,0,0,0,0,None,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AREA_5,1,z5_solar,wind,1,26,5,0,0,0,0,0,0,1,0,0,0.93,0,0,0,0,127.5,0,0,0,127.5,0,0,0,-1,0,-1,0,1000,0,0,0,0,0,0,0,0,0,None,5,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AREA_6,1,z7_solar,solar,1,27,7,0,0,0,0,0,0,1,0,0,0.93,0,0,0,0,139,0,0,0,139,0,0,0,-1,0,-1,0,1000,0,0,0,0,0,0,0,0,0,None,6,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AREA_6,1,z7_wind,wind,1,28,7,0,0,0,0,0,0,1,0,0,0.93,0,0,0,0,99.8,0,0,0,99.8,0,0,0,-1,0,-1,0,1000,0,0,0,0,0,0,0,0,0,None,7,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AREA_7,1,z6_wind,wind,1,29,6,0,0,0,0,0,0,1,0,0,0.93,0,0,0,0,3562.2,0,0,0,3562.2,0,0,0,-1,0,-1,0,1000,0,0,0,0,0,0,0,0,0,None,8,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AREA_8,1,z8_solar,solar,1,30,8,0,0,0,0,0,0,1,0,0,0.93,0,0,0,0,10,0,0,0,10,0,0,0,-1,0,-1,0,1000,0,0,0,0,0,0,0,0,0,None,9,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
